rep,id,eta_A1,eta_tau1
1,43,0.161767759808877,0.217011691324844
2,43,0.153350014290563,0.206344104795535
3,43,0.204718501903236,0.280360226539696
4,43,0.174875238914423,0.261374034865937
5,43,0.168558949779907,0.251879914175574
6,43,0.179891575191707,0.241482125618195
7,43,0.177638850129547,0.262724600328149
8,43,0.168651064096356,0.237919686288549
9,43,0.167918878461354,0.229147088681441
10,43,0.181126084697565,0.27649711468209
1,52,0.0815234715777499,0.113985112824932
2,52,0.0720558202082681,0.0872471465310926
3,52,0.0789593623382316,0.12164600183364
4,52,0.062377708772768,0.0964875062083019
5,52,0.0814192839656987,0.1165246325164
6,52,0.0686331791127317,0.0763080419355814
7,52,0.0702428320992369,0.111966890972724
8,52,0.0802487950521247,0.103352354351195
9,52,0.0851069546351322,0.115903845047979
10,52,0.0520331836863406,0.0641651681154295
1,53,0.130137858123337,0.160035603480848
2,53,0.117466743814742,0.153501927728694
3,53,0.140885918203433,0.199724678103796
4,53,0.12360380431562,0.174787231277526
5,53,0.123751092251777,0.180903249283319
6,53,0.128598439034507,0.186195547200744
7,53,0.121945501755992,0.182857262051701
8,53,0.136533476299946,0.206318639012043
9,53,0.138997269007142,0.191913887584283
10,53,0.140317718418195,0.195907886050157
1,54,-0.0271809480212533,-0.0316451362212306
2,54,-0.0436446135977124,-0.041935005809759
3,54,-0.055713559232168,-0.0818175595493676
4,54,-0.00340292911304022,-0.0085638176423338
5,54,-0.055915762526797,-0.0831233820840519
6,54,-0.0303694510867814,-0.0513605803291253
7,54,-0.0513046269527479,-0.0874999750000774
8,54,-0.0440031560307222,-0.0635746168451917
9,54,-0.0414681897039866,-0.0792888255264442
10,54,-0.0368464886987879,-0.074231325039446
1,55,-0.199511724462428,-0.265677106344672
2,55,-0.160158583958566,-0.218040082542175
3,55,-0.19674359906416,-0.280593596559242
4,55,-0.159104104061819,-0.220931409723751
5,55,-0.196926004677344,-0.28230004554618
6,55,-0.183691802344022,-0.245352273678214
7,55,-0.175239654764783,-0.241893722272089
8,55,-0.182591155279586,-0.263895130848639
9,55,-0.188968287011015,-0.285164360025033
10,55,-0.192282296092671,-0.270103550732175
1,56,-0.15473262480974,-0.221200146779934
2,56,-0.162085205231082,-0.221495553588678
3,56,-0.170269598382546,-0.230206325342102
4,56,-0.166870253959096,-0.244483227363631
5,56,-0.169744043928657,-0.246569826412472
6,56,-0.176461886969867,-0.26193283177434
7,56,-0.144735883143708,-0.203282269622139
8,56,-0.121176550722765,-0.180530641269905
9,56,-0.151022750342257,-0.197299024167707
10,56,-0.171140828726914,-0.223498721736981
1,57,-0.0850647012572341,-0.127618825461823
2,57,-0.0644343495773519,-0.0878105217090826
3,57,-0.100395028652323,-0.137563305394703
4,57,-0.0911529843696339,-0.0994212072305743
5,57,-0.120119666594779,-0.177328615770363
6,57,-0.12751229782034,-0.168605267630489
7,57,-0.0872454091658782,-0.139622923143598
8,57,-0.0739003781653409,-0.103281088447
9,57,-0.0776390584174404,-0.121108570971249
10,57,-0.0953491397743593,-0.121720187143196
1,58,-0.382133745543299,-0.519334310361991
2,58,-0.351684155801999,-0.501517186752953
3,58,-0.373900053231975,-0.517441054591183
4,58,-0.389668982917201,-0.560105408739228
5,58,-0.381268003010514,-0.546306763779671
6,58,-0.356086668580579,-0.501618024334134
7,58,-0.354966300918784,-0.507229359039181
