rep,id,eta_A1,eta_tau1
8,58,-0.395318669819402,-0.560319161387922
9,58,-0.369540360853853,-0.499020233508024
10,58,-0.343837057612017,-0.484400989989657
1,59,-0.216281870042445,-0.283280889306547
2,59,-0.21471300956211,-0.316342806388825
3,59,-0.216082485012773,-0.332424364143399
4,59,-0.229393182629716,-0.307524366726934
5,59,-0.230176629471054,-0.316331825790503
6,59,-0.215419418526096,-0.286694313244214
7,59,-0.186884158697496,-0.279462343365095
8,59,-0.199464560032739,-0.290924095219397
9,59,-0.21183469061928,-0.296479255354909
10,59,-0.221411837010816,-0.329875694647923
1,60,-0.147222312456211,-0.209265209885805
2,60,-0.16962664663353,-0.271882754355836
3,60,-0.155589946040767,-0.238188301183395
4,60,-0.151654407180724,-0.216040367856849
5,60,-0.136765178787858,-0.205039625586294
6,60,-0.161768546580347,-0.227669791975443
7,60,-0.187799734606559,-0.242848285318722
8,60,-0.185292170635162,-0.244994204200832
9,60,-0.146416896865234,-0.2100717072013
10,60,-0.140592165373767,-0.212771749912217
1,61,-0.0355499707441675,-0.0459131976758787
2,61,0.00762772982881452,-0.00278645062081283
3,61,-0.0729033785675949,-0.111656504658642
4,61,-0.0247993460055277,-0.029127314848374
5,61,-0.035312843831374,-0.049664170336269
6,61,-0.0310088583194952,-0.053265363380028
7,61,-0.036261926672487,-0.0444194278604789
8,61,-0.0351670787896387,-0.0355449630691205
9,61,-0.0384576655796354,-0.0660909894102338
10,61,-0.0461589359742133,-0.0834257832446257
1,44,-0.0538309487620007,-0.0638157748530451
2,44,-0.0295170748808662,-0.0510256798234427
3,44,-0.0676373333860609,-0.088669074341461
4,44,-0.0562549350486664,-0.0827634130153682
5,44,-0.077478119161425,-0.118168957920018
6,44,-0.0580590598068938,-0.0765657946208101
7,44,-0.0378470538962915,-0.052530784889916
8,44,-0.0302413446107918,-0.04505758849424
9,44,-0.0395560999422587,-0.0543945723945864
10,44,-0.0372773209578937,-0.0355900303305527
1,62,-0.119322768323506,-0.155425534587752
2,62,-0.103416523638324,-0.165589505902559
3,62,-0.112917794197865,-0.172359856672914
4,62,-0.12429370075032,-0.181137920439077
5,62,-0.102001318675937,-0.154283131917052
6,62,-0.107328561421837,-0.158104140887541
7,62,-0.10830937731224,-0.161295930472516
8,62,-0.11317966694006,-0.167557881600512
9,62,-0.114521528692596,-0.161292262784315
10,62,-0.131170302901048,-0.179189741203573
1,45,0.28259661960788,0.40569161010429
2,45,0.267025471300204,0.372482082173247
3,45,0.286921957743454,0.415540698539833
4,45,0.261409965326068,0.355766331892262
5,45,0.258741153170187,0.360584459676768
6,45,0.269899392710434,0.381372899921815
7,45,0.285384485137927,0.416740136426291
8,45,0.264617973940462,0.366261541829327
9,45,0.272912958402679,0.396561214113066
10,45,0.28022816154124,0.39568895304178
1,46,0.0764700858317144,0.0892588868073134
2,46,0.0765275252553178,0.12347528694801
3,46,0.0895850502711034,0.124232026416396
4,46,0.0878069027457027,0.109293449935781
5,46,0.0788558538845017,0.110637228077723
6,46,0.0952700013592322,0.121094075874388
7,46,0.0834878409566297,0.10626955441895
8,46,0.0941685332702945,0.129147432896336
9,46,0.0588311495172627,0.0767437259685576
10,46,0.0745403231470003,0.113924069767918
1,47,0.259724526787565,0.362810431024526
2,47,0.24093148540695,0.365022053789643
3,47,0.242529247934926,0.350365123985079
4,47,0.235782937650106,0.340125888654217
5,47,0.248838392137664,0.347920986856678
6,47,0.253173530158801,0.369380721396115
7,47,0.260106507340379,0.355974180264928
8,47,0.234659671337769,0.330592531221017
9,47,0.259521644548028,0.354531731999212
10,47,0.251819208176776,0.364022117810346
1,48,0.24313308530526,0.353293073390049
2,48,0.220476822592027,0.324710280274459
3,48,0.223314431482273,0.324100343407374
4,48,0.223608992711117,0.331014748162721
5,48,0.226459078426962,0.319066541405468
6,48,0.235712934945795,0.325169697390558
7,48,0.230718017972037,0.320659796895617
8,48,0.216610825441235,0.293274793725443
9,48,0.229327017509684,0.319947577345769
10,48,0.236803579116577,0.342819446740466
1,49,0.17504405964861,0.261043504911921
2,49,0.196685785763804,0.292201881160756
3,49,0.199257058336998,0.25757166872499
4,49,0.195091777091723,0.262226220448867
5,49,0.184948672386101,0.266887771253097
6,49,0.208539734034682,0.320452860742219
7,49,0.20165649137762,0.293194078808913
8,49,0.200002402923481,0.298219102782292
9,49,0.194930856468317,0.287588413574842
10,49,0.195837148493641,0.278905909372701
1,50,0.0571628735635215,0.0920323119608504
2,50,0.0675217254230261,0.0972248098024245
3,50,0.0719635877665483,0.126959759427124
4,50,0.0799272906195635,0.123190356060723
5,50,0.0524251874085572,0.0797748846939466
6,50,0.0775545044878962,0.117604384517226
7,50,0.0731564481128468,0.109436413335291
8,50,0.071409567246079,0.101761776387845
9,50,0.0739701792133549,0.111648710148961
10,50,0.0845833243046684,0.112380883007262
1,51,-0.0290921250337997,-0.0474449571531538
2,51,-0.0486490002005158,-0.0666272258370125
3,51,-0.0369838974441135,-0.0566954103694369
4,51,-0.0604300634873036,-0.0812365018560315
5,51,-0.0511127055612693,-0.0845881671825993
6,51,-0.0337704942093579,-0.0421368046758823
7,51,-0.0517433539641596,-0.0899743392545661
8,51,-0.0311443119477623,-0.0245585664431325
9,51,-0.0261599281784101,-0.0352598961111695
10,51,-0.033816827616528,-0.0642167947120171
