rep,id,A1,tau1,A2,tau2,eta_A1,eta_tau1,eta_A2,eta_tau2
1,1,-1.58196926153802,0.146317965205752,-0.944631761242161,4.55647236420393,0.0329057263249821,-0.78720067921654,0.231169517548298,-0.908356710014937
2,1,-1.48624007659016,0.417434469749731,-1.01056144642664,4.58676649502744,0.128634911272847,-0.516084174672561,0.165239832363818,-0.878062579191428
3,1,-2.08000466188606,-0.733543860682574,-0.747743742714922,4.89727629807353,-0.465129674023057,-1.66706250510487,0.428057536075537,-0.567552776145336
1,2,-1.68040720558116,0.221120645353868,-0.972217563476658,4.84326721471577,-0.0655322177181521,-0.712397999068424,0.203583715313801,-0.621561859503096
2,2,-1.90869212207067,-0.176031594817963,-0.889093931647672,5.04663698731435,-0.293817134207661,-1.10955023924026,0.286707347142787,-0.418192086904517
3,2,-1.87140955633306,-0.0671045627623985,-0.926321271254493,5.14665191794527,-0.256534568470055,-1.00062320718469,0.249480007535966,-0.318177156273594
1,3,-2.27516507572701,1.6304713304437,-1.45921932511704,7.9188456329999,-0.660290087864008,0.696952686021411,-0.283418046326581,2.45401655878103
2,3,-2.26294207849157,1.6155250735517,-1.45504054433533,7.88560212958357,-0.648067090628566,0.682006429129407,-0.279239265544867,2.42077305536471
3,3,-2.22447530635228,1.64612663319987,-1.46025411185773,7.82514136484512,-0.609600318489274,0.712607988777578,-0.284452833067275,2.36031229062625
1,4,-1.49471315067422,1.31565225288074,-1.27574347604691,5.58583518709816,0.120161837188783,0.382133608458443,-0.0999421972564549,0.121006112879296
2,4,-1.63898264815974,0.820846908676435,-1.15000022060332,5.43925470998373,-0.0241076602967321,-0.112671735745857,0.0258010581871344,-0.0255743642351396
3,4,-1.39019014727028,1.82162821954279,-1.41196503289642,5.86667886039035,0.224684840592727,0.8881095751205,-0.236163754105965,0.401849786171483
1,5,-1.59399138738844,0.493831944904474,-1.04415241719375,4.93283774741206,0.0208836004745632,-0.439686699517819,0.13164886159671,-0.531991326806811
2,5,-1.75075840008479,0.0949144498374936,-0.953568967850814,4.96401360722318,-0.135883412221789,-0.838604194584799,0.222232310939645,-0.500815466995692
3,5,-2.00755891506802,-0.337191634785191,-0.856701016113356,5.15051838482707,-0.392683927205016,-1.27071027920748,0.319100262677103,-0.314310689391803
1,6,-1.68227595487204,1.95967038733432,-1.48082151220419,6.71978915426116,-0.067400967009037,1.02615174291203,-0.305020233413728,1.25496008004229
2,6,-1.83160682805838,1.53666923060807,-1.37434638822142,6.64185462901423,-0.21673184019538,0.603150586185782,-0.198545109430964,1.17702555479536
3,6,-2.04858422925377,0.937438852277721,-1.23360834721973,6.62259293802444,-0.433709241390767,0.00392020785542779,-0.05780706842927,1.15776386380557
1,7,-1.48397569720454,0.718091247940874,-1.09755973618436,4.89795861234141,0.130899290658462,-0.215427396481418,0.0782415426060974,-0.566870461877461
2,7,-1.45258882363958,0.625725603031551,-1.06064323239437,4.67035274923653,0.162286164223421,-0.307793041390741,0.115158046396089,-0.794476324982336
3,7,-1.58069997108104,0.465604983552634,-1.04465137786023,4.94944757080165,0.0341750167819646,-0.467913660869658,0.131149900930226,-0.515381503417222
1,8,-1.56133387035299,0.832000154131035,-1.14503609248958,5.25836423078109,0.0535411175100138,-0.101518490291258,0.0307651863008807,-0.206464843437778
2,8,-1.60067561972516,0.619808511317855,-1.08207907720581,5.08917736553321,0.0141993681378421,-0.313710133104438,0.0937222015846482,-0.375651708685656
3,8,-1.79692139834854,-0.020000706736065,-0.924830932227824,4.95484801058328,-0.182046410485535,-0.953519351158358,0.250970346562635,-0.509981063635593
1,9,-1.1208403298562,1.23809927036659,-1.19057952036199,4.40237855491044,0.494034658006807,0.304580625944292,-0.0147782415715283,-1.06245051930843
2,9,-1.45813540262975,-0.286206262428969,-0.800369134573039,3.74848516713248,0.15673958523325,-1.21972490685126,0.37543214421742,-1.71634390708639
3,9,-1.3246085966083,0.397820887491322,-0.991428070463079,4.19522937898465,0.290266391254705,-0.535697756930971,0.18437320832738,-1.26959969523422
1,10,-1.73497088338896,0.542751596754501,-1.07813551759757,5.3708323336881,-0.120095895525952,-0.390767047667792,0.0976657611928899,-0.0939967405307698
2,10,-1.58254401956575,1.03460369950259,-1.20002912688805,5.4789117639661,0.0323309682972555,0.101085055080297,-0.0242278480975922,0.0140826897472284
3,10,-1.72970360482656,0.701101352661364,-1.12198167793917,5.51397314393264,-0.11482861696356,-0.232417291760928,0.0538196008512928,0.0491440697137744
1,11,-1.57986968317162,1.48798814412903,-1.33194309131602,5.95837460735641,0.0350053046913834,0.554469499706736,-0.156141812525562,0.493545533137545
2,11,-1.49723818846004,2.07521234296256,-1.49208979541717,6.36288999970004,0.117636799402961,1.14169369854027,-0.316288516626706,0.898060925481175
3,11,-1.59807380188061,1.40830270672891,-1.30851140398345,5.90025344162702,0.0168011859823936,0.474784062306621,-0.132710125192991,0.435424367408155
1,12,-1.20622431603438,0.736535595251957,-1.07193813977859,4.22087951738433,0.40865067182862,-0.196983049170336,0.103863139011867,-1.24394955683454
2,12,-1.18139993169143,0.839785051588827,-1.09348536250758,4.2241561127599,0.433475056171576,-0.0937335928334661,0.0823159162828826,-1.24067296145897
3,12,-1.07276139777346,1.23079249593355,-1.19336574429399,4.35457513987697,0.542113590089546,0.297273851511254,-0.0175644655035267,-1.1102539343419
1,13,-1.5834771393803,0.0717027692297863,-0.913178445351396,4.40471473995019,0.0313978484827067,-0.861815875192506,0.262622833439063,-1.06011433426868
2,13,-1.24400573944838,1.31751718536565,-1.2400355399017,4.89438543381153,0.370869248414626,0.383998540943358,-0.0642342611112368,-0.570443640407338
3,13,-1.37706426695259,0.814958550936586,-1.1131520097303,4.72879222918881,0.237810720910415,-0.118560093485706,0.0626492690601632,-0.736036845030059
1,14,-1.60274538006596,0.708982377380509,-1.11935477158714,5.2745370171931,0.0121296077970474,-0.224536267041783,0.0564465072033227,-0.190292057025769
2,14,-1.67154206792666,0.521858156991644,-1.06785682653442,5.21168933474624,-0.0566670800636606,-0.411660487430648,0.107944452256037,-0.25313973947263
3,14,-1.67534819197493,0.303818153020174,-1.00234835734502,4.97039513342241,-0.0604732041119223,-0.629700491402119,0.173452921445441,-0.494433940796455
1,15,-1.64074125449759,1.07214644381595,-1.21819078656771,5.67047559716562,-0.025866266634589,0.138627799393654,-0.0423895077772529,0.205646522946752
