rep,id,A1,tau1,eta_A1,eta_tau1
1,1,-0.547210734120687,1.77907604392538,0.125550500324421,-0.399918636914769
2,1,-0.527339045545319,1.67425841281963,0.145422188899789,-0.50473626802052
3,1,-0.553614638149233,1.70408103250025,0.119146596295875,-0.474913648339894
1,2,-0.571106971784933,1.8183722043431,0.101654262660175,-0.360622476497045
2,2,-0.596798523538196,1.93289356391857,0.0759627109069119,-0.246101116921583
3,2,-0.562361181845061,1.78643906268982,0.110400052600047,-0.392555618150326
1,3,-1.07613393635102,3.56534947202324,-0.403372701905916,1.38635479118309
2,3,-1.11399459917071,3.68546781255896,-0.441233364725599,1.50647313171881
3,3,-1.0585085546995,3.56094780404237,-0.385747320254394,1.38195312320223
1,4,-0.693211188761569,2.25224734814979,-0.0204499543164612,0.0732526673096405
2,4,-0.675900606481777,2.21208554458916,-0.00313937203666914,0.0330908637490159
3,4,-0.665908260746469,2.17888209603118,0.00685297369863946,-0.000112584808964478
1,5,-0.604006942464305,1.94914036935718,0.0687542919808029,-0.229854311482966
2,5,-0.611502565084686,1.98773209850556,0.061258669360422,-0.191262582334589
3,5,-0.621215190747295,2.00337675980177,0.0515460436978135,-0.175617921038379
1,6,-0.866933910458295,2.88862701072039,-0.194172676013187,0.709632329880244
2,6,-0.868145981542373,2.78436802661165,-0.195384747097265,0.605373345771498
3,6,-0.896544340172386,2.95433774813378,-0.223783105727277,0.775343067293636
1,7,-0.547942561740965,1.73622093181376,0.124818672704143,-0.442773749026384
2,7,-0.545216704645956,1.76802373314729,0.127544529799152,-0.410970947692858
3,7,-0.53966441261736,1.73078469059114,0.133096821827748,-0.448209990249012
1,8,-0.601555631951596,1.93707993097146,0.0712056024935122,-0.241914749868687
2,8,-0.638672162330574,2.07337789912318,0.0340890721145339,-0.105616781716968
3,8,-0.627195179473071,2.09545513969005,0.0455660549720376,-0.0835395411500963
1,9,-0.466876498465705,1.48461893517581,0.205884735979403,-0.694375745664336
2,9,-0.461212663735867,1.42167734210038,0.211548570709241,-0.75731733873977
3,9,-0.438097667430455,1.36057014266551,0.234663567014653,-0.818424538174633
1,10,-0.668330454143905,2.17124398863388,0.00443078030120347,-0.00775069220626801
2,10,-0.675750002795945,2.17081063710494,-0.0029887683508365,-0.00818404373521142
3,10,-0.643177342366405,2.10260761176411,0.0295838920787035,-0.0763870690760351
1,11,-0.790235342717923,2.53550370828809,-0.117474108272814,0.356509027447943
2,11,-0.768060494587801,2.4855990801082,-0.095299260142693,0.306604399268051
3,11,-0.735425189651201,2.43741875901942,-0.062663955206093,0.258424078179272
1,12,-0.455795317204297,1.40721319527061,0.216965917240811,-0.771781485569536
2,12,-0.432395433184411,1.40964507081881,0.240365801260698,-0.769349610021336
3,12,-0.4496276432487,1.42916045697774,0.223133591196408,-0.749834223862409
1,13,-0.575923843284984,1.82070729899731,0.0968373911601239,-0.358287381842836
2,13,-0.552705380379986,1.77182783856859,0.120055854065122,-0.407166842271555
3,13,-0.552168191928443,1.75564082500578,0.120593042516665,-0.423353855834372
1,14,-0.633853131758436,2.04506953211161,0.0389081026866726,-0.133925148728537
2,14,-0.611020354292119,1.94868839183963,0.0617408801529896,-0.230306289000518
3,14,-0.59877972630769,1.96805380141127,0.0739815081374181,-0.210940879428875
1,15,-0.688941050843196,2.27825824296063,-0.0161798163980882,0.0992635621204814
2,15,-0.696296229826825,2.30147864405037,-0.0235349953817164,0.122483963210218
3,15,-0.717476483096765,2.37587471000141,-0.0447152486516567,0.19688002916126
1,16,-0.552782111340314,1.79876739716829,0.119979123104794,-0.380227283671859
2,16,-0.546502203070172,1.75455131185633,0.126259031374936,-0.424443368983822
3,16,-0.524023334526275,1.69441289904937,0.148737899918834,-0.484581781790777
1,17,-0.773349959185022,2.53609626468482,-0.100588724739914,0.357101583844672
2,17,-0.776258795666721,2.57877987103842,-0.103497561221612,0.399785190198268
3,17,-0.785970574981971,2.60649998900944,-0.113209340536862,0.427505308169293
1,18,-0.604994394918903,1.8996014765923,0.0677668395262055,-0.279393204247845
2,18,-0.620823057715931,1.99497692657197,0.0519381767291769,-0.184017754268174
3,18,-0.610942408613649,1.93890555382738,0.0618188258314587,-0.240089127012773
1,19,-1.08927661474178,3.60163697291271,-0.416515380296676,1.42264229207257
2,19,-1.08386875192449,3.62711634310666,-0.411107517479381,1.44812166226651
3,19,-0.976999975647326,3.23926183757917,-0.304238741202218,1.06026715673902
1,20,-0.564734112928587,1.7426289177727,0.108027121516521,-0.436365763067452
2,20,-0.532824787066036,1.66582750753713,0.139936447379072,-0.513167173303013
3,20,-0.57016680891162,1.80164557767991,0.102594425533488,-0.377349103160235
1,21,-0.983203376134892,3.20749823630193,-0.310442141689784,1.02850355546178
2,21,-0.959148019688961,3.20061539028729,-0.286386785243853,1.02162070944715
3,21,-0.921810928122652,3.06809691864074,-0.249049693677544,0.889102237800588
1,22,-0.62215470273875,1.98432895742708,0.0506065317063579,-0.194665723413065
2,22,-0.626126638547816,1.99894155390978,0.0466345958972925,-0.180053126930363
3,22,-0.590864642709786,1.87596895252765,0.0818965917353223,-0.303025728312493
