rep,id,A1,tau1,I0
1,63,0.0262006743006832,1569.11394857691,0.426154161242034
2,63,0.051989700026689,377.851608839868,0.394170185784706
3,63,0.0156447141357375,9206.76980594973,0.420179139211566
4,63,0.0556033161053204,279.965491270557,0.384067711907225
5,63,0.0275307740731521,2103.49173640392,0.406387074361577
6,63,0.0499049659207714,234.319395487798,0.42703463360075
7,63,0.0276181941091772,2639.02637732437,0.391173909977738
8,63,0.0329311120212422,1017.36106825747,0.398481532038258
9,63,0.0221792634292256,3426.80006224848,0.421391760673616
10,63,0.0262048098678797,1808.98390649569,0.412267431274415
1,64,0.0174202953965431,5639.98601274902,0.354901493414201
2,64,0.018244719034213,3502.87579089655,0.371604326076193
3,64,0.0173921351478454,4148.00925390305,0.352617722831443
4,64,0.0250407045893686,3168.68410406482,0.33472992826994
5,64,0.0115301513050876,18391.1530737032,0.359188671845592
6,64,0.0334511972205055,960.774179449086,0.319102917381307
7,64,0.0173878376908646,5500.2977781792,0.354994115852978
8,64,0.0434234349530802,1055.61053284062,0.314007794834343
9,64,0.0159465460687449,5591.27301431813,0.362436823331504
10,64,0.0220324261919162,2650.68265115723,0.366150800291266
1,65,0.0267016159140053,1457.47677587777,0.444634191024531
2,65,0.0800867039670082,84.0934672350618,0.42240103725214
3,65,0.0914369578040285,145.710516725568,0.396388368200781
4,65,0.0518085896133055,285.578800029683,0.431046605947978
5,65,0.0967897041947346,93.4108926714711,0.395409459594726
6,65,0.0759102732133506,80.4734141237147,0.421255017294991
7,65,0.0429466568466275,572.789667052385,0.454863152155497
8,65,0.0491038943501867,268.93480115296,0.457010475016173
9,65,0.100574486918848,106.815108089529,0.40982751551309
10,65,0.0354229099492656,514.932694125138,0.448826583606046
1,66,0.0231391967935579,3682.86726737236,0.367987296196575
2,66,0.0166609279621461,8262.06025661988,0.369393925760602
3,66,0.0108529144216593,23897.3515955124,0.361370846806993
4,66,0.0430377628020245,630.371923917844,0.346714859450532
5,66,0.00689496151800879,57525.7671977372,0.381423393024195
6,66,0.0279788745761753,2336.84043619758,0.375440272854394
7,66,0.0126452976397043,16680.2042342874,0.376251731507166
8,66,0.0195681854799347,7987.32613633766,0.364871602703756
9,66,0.0108529805670366,11481.9585227211,0.370528377833813
10,66,0.00926631868162645,20356.4601325406,0.369840089894252
1,67,0.0461027874271548,390.908715733096,0.359291301269295
2,67,0.0292233216044231,871.394138407557,0.339557979273831
3,67,0.016483848274735,7205.77695559808,0.366241320578445
4,67,0.032323984296242,1525.62751815143,0.34141853621295
5,67,0.0239270372202939,2136.64575986726,0.351527302441176
6,67,0.0181788449210488,4379.04940298666,0.363241212911327
7,67,0.0237250431134381,2551.36531215591,0.347147210233271
8,67,0.00864638800783979,23358.5293195947,0.363954707233319
9,67,0.0106457534928979,8924.12924631471,0.373805628500273
10,67,0.0241846421565388,1296.22174427281,0.364938187119245
1,68,0.00923542680412227,24521.8864163822,0.423431051668381
2,68,0.0717952217353273,236.275730612432,0.400578174680861
3,68,0.0547630577238304,412.893347694753,0.418711683932785
4,68,0.0512494519792463,689.510892602344,0.404155899242026
5,68,0.0565735661290919,435.187529291644,0.391254260252458
6,68,0.0158700072061422,8306.67649567708,0.441262646370619
7,68,0.0446130921829423,252.006895731205,0.435974116342537
8,68,0.029656193718929,1498.60895670353,0.421259196392582
9,68,0.0472095612286421,455.641708033183,0.400054425523758
10,68,0.0771945259630081,281.357153683768,0.376827151548196
1,69,0.0328966761700623,1565.78273301102,0.334782175221911
2,69,0.0175506019334574,4588.86076801186,0.350046648211705
3,69,0.036546911967686,1649.28862613525,0.332552969712617
4,69,0.0414834910799249,368.377897304808,0.313708492681449
5,69,0.0335006438172945,920.68820962002,0.349824229194397
6,69,0.0454366858912302,399.534750766803,0.323778315167919
7,69,0.0198708203025722,2269.28711412181,0.332069386605317
8,69,0.0117147003023973,8429.62526897748,0.355016175038663
9,69,0.00930562424235325,31719.6615934834,0.353330075729869
10,69,0.0242070263930954,1562.52577387486,0.353419327137636
1,70,0.0334898564471664,724.952643127761,0.320581934461178
2,70,0.0254878490554487,3192.89335318844,0.297637580730146
3,70,0.0177417020827359,9693.39015383252,0.335210749080764
4,70,0.0333981122504415,791.107376905258,0.325549763908258
5,70,0.00775719246590872,30003.5562663902,0.370027666965406
6,70,0.0106551606393086,23184.9356618724,0.340043510266002
7,70,0.0173970096415548,6828.37673494518,0.327775321214342
8,70,0.0279065806976622,910.074558373195,0.318981531544261
9,70,0.0198339976003176,3384.64772786627,0.346357993271456
10,70,0.0301881506611055,1292.52386916586,0.331451107059585
1,71,0.0311912653590888,2487.67540421351,0.345582106444003
2,71,0.0124892134975945,12743.2555529466,0.363562405471947
3,71,0.0202657968555486,4360.66813257287,0.358633897191285
4,71,0.00717983582460994,55086.7530368203,0.377576178018146
5,71,0.0254241498796276,1489.89548210381,0.332979116937212
6,71,0.0229803107784838,3117.95840472129,0.36696636311045
7,71,0.0123009536394411,6199.65008121389,0.377544046713027
8,71,0.00651376822812074,45365.5329868392,0.35669804177403
9,71,0.0366365321466393,1110.46450555909,0.345527135783637
10,71,0.023716950292033,2221.47557106061,0.358847308206483
1,72,0.0383895415875759,563.557093910522,0.376962965217961
2,72,0.0154621060660719,5336.55126550312,0.415326630461717
3,72,0.0216159419740234,7117.60880258364,0.37222238773579
4,72,0.0607856682474929,400.462260007963,0.372533379004613
5,72,0.040992561808192,434.02908407048,0.371355148429097
6,72,0.0428875088241079,279.731259040494,0.36124862863388
