rep,id,A1,tau1,eta_A1,eta_tau1
1,1,-0.814457600321714,4.43628893571951,0.0977950266883343,0.772582978901135
2,1,-0.839771757267361,4.19475662765154,0.072480869742687,0.531050670833163
3,1,-0.802463039542731,4.53152534494824,0.109789587467316,0.867819388129867
4,1,-0.859714994404037,4.08204138836755,0.0525376326060107,0.418335431549171
5,1,-0.876300331063033,4.00735965140431,0.0359522959470145,0.343653694585935
1,2,-0.971718112584509,3.22277876938991,-0.0594654855744615,-0.440927187428461
2,2,-1.00074616804703,2.92718638102746,-0.0884935410369816,-0.736519575790911
3,2,-0.968991566300715,3.21355654502588,-0.0567389392906668,-0.450149411792499
4,2,-0.95871691057659,3.29951806256072,-0.0464642835665419,-0.364187894257659
5,2,-0.989880238764239,3.0700750722164,-0.077627611754191,-0.593630884601979
1,3,-0.698122384886022,5.31389053573208,0.214130242124026,1.65018457891371
2,3,-0.672752248585473,5.55347809851225,0.239500378424575,1.88977214169388
3,3,-0.757429634103607,4.8119779426294,0.154822992906441,1.14827198581103
4,3,-0.67420277342679,5.54828040861914,0.238049853583258,1.88457445180076
5,3,-0.710186336607097,5.22918609766838,0.202066290402951,1.56548014085
1,4,-0.894546068388429,3.72836861294199,0.0177065586216189,0.0646626561236183
2,4,-0.962770630491769,3.21612459660245,-0.0505180034817213,-0.447581360215921
3,4,-0.975920434999932,3.15397382462493,-0.0636678079898844,-0.509732132193444
4,4,-0.995959630866745,3.01934968458264,-0.0837070038566969,-0.644356272235733
5,4,-0.93977747192268,3.50724604191781,-0.027524844912632,-0.156459914900568
1,5,-0.977314934878054,3.168793105135,-0.0650623078680062,-0.494912851683376
2,5,-1.03243164688722,2.78732402314584,-0.120179019877172,-0.876381933672534
3,5,-0.993285266972362,3.01621049264457,-0.0810326399623144,-0.64749546417381
4,5,-0.967603476810577,3.1546550056433,-0.0553508498005293,-0.509050951175076
5,5,-0.978300779172692,3.19173998905008,-0.0660481521626439,-0.471965967768297
1,6,-0.796584420615576,4.58692300230273,0.115668206394472,0.92321704548435
2,6,-0.804560139490715,4.46101466651764,0.107692487519333,0.797308709699267
3,6,-0.787955627688295,4.66770672835449,0.124296999321753,1.00400077153612
4,6,-0.780636194916039,4.74238750414953,0.131616432094009,1.07868154733116
5,6,-0.794525246853158,4.57534020857477,0.11772738015689,0.911634251756397
1,7,-0.955157450219015,3.29715617691077,-0.0429048232089668,-0.366549779907604
2,7,-1.00115294694747,2.97700467491631,-0.0889003199374245,-0.686701281902064
3,7,-0.920865227764048,3.56878213280395,-0.00861260075399983,-0.0949238240144217
4,7,-0.954876647869984,3.24579438547558,-0.0426240208599361,-0.417911571342797
5,7,-1.0011689756864,2.95813840012061,-0.0889163486763551,-0.705567556697768
1,8,-1.02853016452817,2.75747230649306,-0.116277537518118,-0.906233650325316
2,8,-0.996656071519943,3.07044968582763,-0.0844034445098949,-0.593256270990747
3,8,-1.04438835091028,2.63018059382865,-0.132135723900237,-1.03352536298972
4,8,-1.04429639610239,2.64815335389748,-0.132043769092339,-1.0155526029209
5,8,-1.06699192560049,2.50306930007256,-0.154739298590446,-1.16063665674582
1,9,-0.935801577665532,3.46986020529299,-0.0235489506554836,-0.193845751525385
2,9,-0.964221369521073,3.25617504870461,-0.0519687425110251,-0.407530908113767
3,9,-0.967003467358392,3.27599685279298,-0.0547508403483439,-0.387709104025399
4,9,-1.02985340316875,2.75299692792577,-0.117600776158701,-0.910709028892604
5,9,-0.981924486382743,3.11575673887041,-0.0696718593726949,-0.547949217947969
1,10,-0.851094300016372,4.16318607492997,0.0611583269936756,0.499480118111593
2,10,-0.938152142640172,3.50234382476704,-0.025899515630124,-0.161362132051341
3,10,-0.886665367542778,3.83599025107656,0.0255872594672695,0.172284294258182
4,10,-0.955072543218461,3.31720386660132,-0.0428199162084127,-0.346502090217053
5,10,-0.865958946189113,4.00786137278437,0.0462936808209351,0.344155415965993
