time,BG,ROI_raw,REF_raw,id,exp_tag,ROI,REF,intensity
4.2468,1784.657,11393.317,8438.486,34,glucose_005,9604.593567,6649.762567,0.566861794
4.6007,1794.596,11341.205,8362.216,34,glucose_005,9552.481567,6573.492567,0.557319759
4.9546,1773.602,11058.773,9350.73,34,glucose_005,9270.049567,7562.006567,0.622173003
5.3085,1775.15,11322.728,8645.324,34,glucose_005,9534.004567,6856.600567,0.580198046
5.6624,1801.276,11238.676,9775.541,34,glucose_005,9449.952567,7986.817567,0.66987759
6.0162,1817.674,11100.936,9166.514,34,glucose_005,9312.212567,7377.790567,0.609777309
6.3701,1770.983,11034.32,7593.432,34,glucose_005,9245.596567,5804.708567,0.47632943
6.724,1819.786,11020.937,7580.162,34,glucose_005,9232.213567,5791.438567,0.474552595
7.0779,1833.841,11156.991,8616.135,34,glucose_005,9368.267567,6827.411567,0.567685009
7.4318,1770.242,11141.331,8097.108,34,glucose_005,9352.607567,6308.384567,0.523652195
7.7857,1798.465,11299.399,7500.027,34,glucose_005,9510.675567,5711.303567,0.482101705
8.1396,1765.061,11169.574,7359.324,34,glucose_005,9380.850567,5570.600567,0.463805926
8.4935,1797.607,11028.444,8245.162,34,glucose_005,9239.720567,6456.438567,0.529473119
8.8474,1780.195,11128.994,8040.324,34,glucose_005,9340.270567,6251.600567,0.518254086
9.2013,1756.967,11200.536,8222.595,34,glucose_005,9411.812567,6433.871567,0.537449562
9.5552,1803.014,11234.209,7167.784,34,glucose_005,9445.485567,5379.060567,0.450944173
9.9091,1816.153,11134.982,8360.892,34,glucose_005,9346.258567,6572.168567,0.545178276
10.263,1796.972,11181.094,9339.784,34,glucose_005,9392.370567,7551.060567,0.629470278
10.6169,1772.259,11153.86,7784.459,34,glucose_005,9365.136567,5995.735567,0.49836627
10.9708,1767.114,11100.85,8120.973,34,glucose_005,9312.126567,6332.249567,0.523358099
11.3247,1781.813,10936.591,7957.757,34,glucose_005,9147.867567,6169.033567,0.500874657
11.6786,1793.585,10971.105,8606.054,34,glucose_005,9182.381567,6817.330567,0.55559937
12.0325,1767.61,10985.38,8211.297,34,glucose_005,9196.656567,6422.573567,0.524241156
12.3863,1788.203,11129.237,8428.27,34,glucose_005,9340.513567,6639.546567,0.550428906
12.7402,1826.337,11010.199,8193.486,34,glucose_005,9221.475567,6404.762567,0.524198182
13.0941,1791.864,10911.155,9383.351,34,glucose_005,9122.431567,7594.6275670000005,0.614906596
13.448,1788.685,10945.696,8689.811,34,glucose_005,9156.972567,6901.087567,0.560869091
13.8019,1813.593,11032.983,8813.703,34,glucose_005,9244.259567,7024.979567,0.576380465
14.1558,1814.635,10995.701,8093.838,34,glucose_005,9206.977567,6305.114567,0.515231163
14.5097,1813.607,10974.449,9082.081,34,glucose_005,9185.725567,7293.357567,0.594611122
14.8636,1780.799,11122.175,8283.892,34,glucose_005,9333.451567,6495.168567,0.538052633
15.2175,1758.955,10951.72,7839.027,34,glucose_005,9162.996567,6050.303567,0.492047178
15.5714,1771.084,11000.479,8704.514,34,glucose_005,9211.755567,6915.790567,0.565426676
15.9253,1765.318,10973.223,7430.919,34,glucose_005,9184.499567,5642.195567,0.459934184
16.2792,1798.61,10937.922,8620.162,34,glucose_005,9149.198567,6831.438567,0.554737182
16.6331,1758.337,10903.485,8348.514,34,glucose_005,9114.761567,6559.790567,0.530673428
16.987,1791.382,10888.916,6893.784,34,glucose_005,9100.192567,5105.060567,0.412328674
17.3409,1772.825,11031.688,7746.838,34,glucose_005,9242.964567,5958.114567,0.488778612
0,1777.271,11106.243,6237.611,35,glucose_005,9340.139917,4471.507917,0.358253959
0.3539,1768.258,11146.509,7728.389,35,glucose_005,9380.405917,5962.285917,0.47975338
0.7078,1752.739,11066.72,6918.806,35,glucose_005,9300.616917,5152.702917,0.411083905
1.0616,1755.071,11009.815,7444.778,35,glucose_005,9243.711917,5678.674917,0.450274158
1.4155,1767.465,11058.761,7131.389,35,glucose_005,9292.657917,5365.285917,0.42767753
1.7694,1760.967,11182.957,8277.944,35,glucose_005,9416.853917,6511.840917,0.526009065
2.1233,1764.27,11087.543,7470.444,35,glucose_005,9321.439917,5704.340917,0.456112622
2.4772,1755.194,11154.49,8224.444,35,glucose_005,9388.386917,6458.340917,0.520110425
2.8311,1751.76,10924.359,8889.111,35,glucose_005,9158.255917,7123.007917,0.559576948
3.185,1748.636,11046.411,7419.417,35,glucose_005,9280.307917,5653.313917,0.450037912
3.5389,1754.256,11011.879,8246.861,35,glucose_005,9245.775917,6480.757917,0.513987758
3.8928,1755.923,11012.285,8337.583,35,glucose_005,9246.181917,6571.479917,0.52120579
4.2467,1755.083,11106.929,7938.722,35,glucose_005,9340.825917,6172.618917,0.494582057
4.6006,1750.95,10870.491,8539.167,35,glucose_005,9104.387917,6773.063917,0.528955991
4.9545,1756.488,10973.105,8479.528,35,glucose_005,9207.001917,6713.424917,0.530207641
5.3084,1784.458,10960.393,8047.556,35,glucose_005,9194.289917,6281.452917,0.495406745
5.6623,1759.77,10939.069,9175.194,35,glucose_005,9172.965917,7409.090917,0.582986257
6.0162,1757.499,11036.762,7878.361,35,glucose_005,9270.658917,6112.257917,0.486066721
6.3701,1757.18,10926.105,9105.806,35,glucose_005,9160.001917,7339.702917,0.576710235
6.724,1777.532,10938.905,8403.278,35,glucose_005,9172.801917,6637.174917,0.522238507
7.0779,1750.118,10929.937,7591.944,35,glucose_005,9163.833917,5825.840917,0.457951456
7.4317,1757.126,10789.338,8384.417,35,glucose_005,9023.234917,6618.313917,0.512263296
7.7856,1761.118,10948.492,7886.806,35,glucose_005,9182.388917,6120.702917,0.482103847
8.1395,1768.871,11024.444,7748.139,35,glucose_005,9258.340917,5982.035917,0.475078961
8.4934,1750.996,10781.222,8496.889,35,glucose_005,9015.118917,6730.785917,0.520500139
8.8473,1756.25,10772.019,9768.889,35,glucose_005,9005.915917,8002.785917,0.618233736
9.2012,1768.852,10693.62,8631.389,35,glucose_005,8927.516917,6865.285917,0.525742303
9.5551,1750.015,10725.003,8674.639,35,glucose_005,8958.899917,6908.535917,0.530914171
9.909,1756.054,10576.14,8211.361,35,glucose_005,8810.036917,6445.257917,0.487081508
10.2629,1761.873,10744.98,8449.833,35,glucose_005,8978.876917,6683.729917,0.514783387
10.6168,1745.479,10746.794,7564.306,35,glucose_005,8980.690917,5798.202917,0.446669988
10.9707,1759.557,10707.008,8771.25,35,glucose_005,8940.904917,7005.146917,0.537257315
11.3246,1747.069,10765.288,9225.861,35,glucose_005,8999.184917,7459.757917,0.575852853
11.6785,1765.087,10818.718,8279.361,35,glucose_005,9052.614917,6513.257917,0.505773343
12.0324,1762.946,10748.617,7659.139,35,glucose_005,8982.513917,5893.035917,0.45406769
12.3863,1774.527,10856.674,7204.222,35,glucose_005,9090.570917,5438.118917,0.424056254
12.7402,1753.69,10647.991,7474.778,35,glucose_005,8881.887917,5708.674917,0.434934856
13.0941,1793.7,10648.176,7450.5,35,glucose_005,8882.072917,5684.396917,0.433094175
13.448,1799.705,10677.749,8810.417,35,glucose_005,8911.645917,7044.313917,0.538493216
13.8018,1790.858,10532.892,8028.722,35,glucose_005,8766.788917,6262.618917,0.470955798
14.1557,1767.371,10709.974,8432.361,35,glucose_005,8943.870917,6666.257917,0.511435945
14.5096,1796.202,10652.121,7825.333,35,glucose_005,8886.017917,6059.229917,0.461857744
14.8635,1788.227,10774.992,8269.917,35,glucose_005,9008.888917,6503.813917,0.502600541
15.2174,1778.383,10474.151,8447.361,35,glucose_005,8708.047917,6681.257917,0.499071374
15.5713,1753.933,10495.498,7988.139,35,glucose_005,8729.394917,6222.035917,0.465908108
15.9252,1812.843,10784.764,7573.417,35,glucose_005,9018.660917,5807.313917,0.449263332
16.2791,1790.735,10575.884,8884.083,35,glucose_005,8809.780917,7117.979917,0.537904874
16.633,1759.36,10512.799,7975.972,35,glucose_005,8746.695917,6209.868917,0.465918628
16.9869,1772.852,10607.078,8591,35,glucose_005,8840.974917,6824.896917,0.517582838
17.3408,1762.307,10583.123,8994.417,35,glucose_005,8817.019917,7228.313917,0.546691649
0,1705.31,13024.808,6329.703,36,glucose_005,11285.51955,4590.41455,0.403307425
0.3539,1721.964,12933.307,7722.405,36,glucose_005,11194.01855,5983.11655,0.521406256
0.7078,1733.16,13071.564,7399.622,36,glucose_005,11332.27555,5660.33355,0.499369372
1.0617,1764.9,13194.093,8728.73,36,glucose_005,11454.80455,6989.44155,0.623293953
1.4156,1731.978,13100.61,9126.108,36,glucose_005,11361.32155,7386.81955,0.653354812
1.7695,1729.097,12855.868,7175.216,36,glucose_005,11116.57955,5435.92755,0.47044363
2.1234,1708.524,12831.721,8804.838,36,glucose_005,11092.43255,7065.54955,0.610148426
2.4773,1731.879,12858.674,9397.973,36,glucose_005,11119.38555,7658.68455,0.662975872
2.8312,1754.735,12666.787,8237.108,36,glucose_005,10927.49855,6497.81955,0.552778517
3.1851,1736.794,12765.77,9073.432,36,glucose_005,11026.48155,7334.14355,0.629577377
3.539,1759.855,12704.793,8428.432,36,glucose_005,10965.50455,6689.14355,0.571033896
3.8929,1724.449,12777.784,9062.649,36,glucose_005,11038.49555,7323.36055,0.629336696
4.2468,1771.279,12771.548,9517.405,36,glucose_005,11032.25955,7778.11655,0.668038773
4.6007,1757.667,12862.711,9313.892,36,glucose_005,11123.42255,7574.60355,0.655935438
4.9546,1733.684,12771.481,8313.73,36,glucose_005,11032.19255,6574.44155,0.564655359
5.3085,1748.827,12542.628,9343.378,36,glucose_005,10803.33955,7604.08955,0.639540425
5.6624,1735.6,12765.329,8341.514,36,glucose_005,11026.04055,6602.22555,0.566725422
6.0162,1770.736,12853.87,8772.216,36,glucose_005,11114.58155,7032.92755,0.608544039
6.3701,1737.52,12676.537,8695.297,36,glucose_005,10937.24855,6956.00855,0.592285283
6.724,1738.277,12673.155,8822.459,36,glucose_005,10933.86655,7083.17055,0.602926289
7.0779,1736.869,12701.741,7933.486,36,glucose_005,10962.45255,6194.19755,0.528634534
7.4318,1723.219,12603.343,7199.189,36,glucose_005,10864.05455,5459.90055,0.461784575
7.7857,1758.408,12488.356,7720.676,36,glucose_005,10749.06755,5981.38755,0.500536194
8.1396,1728.656,12523.451,8770.946,36,glucose_005,10784.16255,7031.65755,0.59034636
8.4935,1742.888,12491.549,8697.405,36,glucose_005,10752.26055,6958.11655,0.582444074
8.8474,1722.895,12579.055,8580.27,36,glucose_005,10839.76655,6840.98155,0.577299393
9.2013,1729.124,12643.023,8406.405,36,glucose_005,10903.73455,6667.11655,0.565947401
9.5552,1741.085,12691.848,8580.216,36,glucose_005,10952.55955,6840.92755,0.583301867
9.9091,1735.457,12522.438,7552.108,36,glucose_005,10783.14955,5812.81955,0.487972359
10.263,1750.946,12582.866,9606.865,36,glucose_005,10843.57755,7867.57655,0.664165511
10.6169,1743.131,12768.729,8134.757,36,glucose_005,11029.44055,6395.46855,0.549146986
10.9708,1740.886,12569.445,7192.297,36,glucose_005,10830.15655,5453.00855,0.459762627
11.3247,1743.274,12461.308,8718.946,36,glucose_005,10722.01955,6979.65755,0.582604
11.6786,1759.172,12455.563,7831.405,36,glucose_005,10716.27455,6092.11655,0.508246957
12.0325,1753.031,12397.056,8271.649,36,glucose_005,10657.76755,6532.36055,0.541999822
12.3863,1730.364,12499.431,10005.243,36,glucose_005,10760.14255,8265.95455,0.692426675
12.7402,1765.344,12616.15,7486.243,36,glucose_005,10876.86155,5746.95455,0.486635868
13.0941,1741.413,12454.033,8280.649,36,glucose_005,10714.74455,6541.36055,0.545648118
13.448,1741.213,12690.542,9107.324,36,glucose_005,10951.25355,7368.03555,0.628171602
13.8019,1719.983,12580.817,9114.297,36,glucose_005,10841.52855,7375.00855,0.622466235
14.1558,1729.07,12714.201,9175.324,36,glucose_005,10974.91255,7436.03555,0.635338653
14.5097,1726.957,12527.54,8679.676,36,glucose_005,10788.25155,6940.38755,0.582904676
14.8636,1735.355,12449.832,9712.703,36,glucose_005,10710.54355,7973.41455,0.664842246
15.2175,1739.526,12577.131,8830.324,36,glucose_005,10837.84255,7091.03555,0.598294833
15.5714,1728.461,12559.98,8933.568,36,glucose_005,10820.69155,7194.27955,0.606045288
15.9253,1729.338,12421.382,8156.973,36,glucose_005,10682.09355,6417.68455,0.53370036
16.2792,1757.662,12560.263,8309.135,36,glucose_005,10820.97455,6569.84655,0.553457598
16.6331,1750.486,12444.158,8998.919,36,glucose_005,10704.86955,7259.63055,0.605004565
16.987,1721.396,12278.264,8941.865,36,glucose_005,10538.97555,7202.57655,0.59094768
17.3409,1756.442,12529.923,10069.919,36,glucose_005,10790.63455,8330.63055,0.699822033
0,1735.476,13182.619,5279.538,37,glucose_005,11449.59387,3546.512867,0.274911365
0.3539,1735.611,13229.133,6333.077,37,glucose_005,11496.10787,4600.051867,0.358026054
0.7078,1726.615,13183.247,7602,37,glucose_005,11450.22187,5868.974867,0.4549642
1.0617,1753.944,13217.724,8425.41,37,glucose_005,11484.69887,6692.384867,0.520357231
1.4156,1748.024,13164.605,8074.436,37,glucose_005,11431.57987,6341.410867,0.490787192
1.7695,1738.318,13213.569,7519.436,37,glucose_005,11480.54387,5786.410867,0.449751689
2.1234,1725.198,13212.885,8327.872,37,glucose_005,11479.85987,6594.846867,0.512557244
2.4773,1728.294,13123.451,7815.462,37,glucose_005,11390.42587,6082.436867,0.469049465
2.8312,1720.872,13235.992,8343.128,37,glucose_005,11502.96687,6610.102867,0.51477703
3.1851,1728.459,13116.734,7657.462,37,glucose_005,11383.70887,5924.436867,0.456595818
3.539,1699.726,13047.942,7234,37,glucose_005,11314.91687,5500.974867,0.421397642
3.8929,1742.785,13100.387,7373.205,37,glucose_005,11367.36187,5640.179867,0.434063944
4.2468,1724.093,12989.909,8721.256,37,glucose_005,11256.88387,6988.230867,0.532582023
4.6007,1754.953,13012.042,7930.051,37,glucose_005,11279.01687,6197.025867,0.473211868
4.9546,1723.468,12894.105,8105.231,37,glucose_005,11161.07987,6372.205867,0.481500882
5.3085,1746.784,13093.15,8308.974,37,glucose_005,11360.12487,6575.948867,0.505757819
5.6624,1714.517,12911.236,7795.538,37,glucose_005,11178.21087,6062.512867,0.458802784
6.0162,1730.552,12919.039,6875.821,37,glucose_005,11186.01387,5142.795867,0.389471526
6.3701,1750.36,12908.022,8073.667,37,glucose_005,11174.99687,6340.641867,0.479713242
6.724,1729.726,12977.211,8462.692,37,glucose_005,11244.18587,6729.666867,0.512297994
7.0779,1724.348,12832.95,6827.615,37,glucose_005,11099.92487,5094.589867,0.382851488
7.4318,1731.907,12832.275,8902.897,37,glucose_005,11099.24987,7169.871867,0.538773338
7.7857,1748.816,12813.577,6993.718,37,glucose_005,11080.55187,5260.692867,0.394643916
8.1396,1731.961,12919.317,7387.154,37,glucose_005,11186.29187,5654.128867,0.428206171
8.4935,1740.929,12837.431,8308.974,37,glucose_005,11104.40587,6575.948867,0.494373095
8.8474,1727.983,12862.302,7847.821,37,glucose_005,11129.27687,6114.795867,0.460733704
9.2013,1715.084,12755.401,8414.667,37,glucose_005,11022.37587,6681.641867,0.498608277
9.5552,1736.014,12797.489,8951.615,37,glucose_005,11064.46387,7218.589867,0.540734172
9.9091,1726.666,12772.898,7734.641,37,glucose_005,11039.87287,6001.615867,0.448573218
10.263,1734.024,12622.021,8050.872,37,glucose_005,10888.99587,6317.846867,0.46575551
10.6169,1709.385,12824.882,7634.359,37,glucose_005,11091.85687,5901.333867,0.443154859
10.9708,1709.569,12718.677,7267.513,37,glucose_005,10985.65187,5534.487867,0.411627466
11.3247,1751.774,12682.287,8953.769,37,glucose_005,10949.26187,7220.743867,0.535263779
11.6786,1750.78,12659.136,8338.077,37,glucose_005,10926.11087,6605.051867,0.488588126
12.0325,1710.076,12562.241,8054.436,37,glucose_005,10829.21587,6321.410867,0.463459835
12.3863,1720.225,12618.925,7442.744,37,glucose_005,10885.89987,5709.718867,0.420804266
12.7402,1733.137,12694.087,8045.641,37,glucose_005,10961.06187,6312.615867,0.468449807
13.0941,1740.981,12652.959,8467.103,37,glucose_005,10919.93387,6734.077867,0.497850807
13.448,1713.912,12616.805,7699.59,37,glucose_005,10883.77987,5966.564867,0.439648088
13.8019,1742.382,12625.331,7382.051,37,glucose_005,10892.30587,5649.025867,0.41657621
14.1558,1749.468,12563.871,7962.872,37,glucose_005,10830.84587,6229.846867,0.456815488
14.5097,1741.319,12608.443,8128.359,37,glucose_005,10875.41787,6395.333867,0.470880003
14.8636,1758.372,12633.475,7918.385,37,glucose_005,10900.44987,6185.359867,0.456468136
15.2175,1727.838,12595.252,7410,37,glucose_005,10862.22687,5676.974867,0.417481191
15.5714,1717.755,12503.2,7644.641,37,glucose_005,10770.17487,5911.615867,0.431052367
15.9253,1745.039,12600.224,7425.462,37,glucose_005,10867.19887,5692.436867,0.418809872
16.2792,1733.002,12398.963,9102.308,37,glucose_005,10665.93787,7369.282867,0.532139319
16.6331,1733.91,12421.935,9386.308,37,glucose_005,10688.90987,7653.282867,0.553837366
16.987,1731.618,12542.465,8500.923,37,glucose_005,10809.43987,6767.897867,0.495288289
17.3409,1735.66,12469.613,7153.487,37,glucose_005,10736.58787,5420.461867,0.394006738
0,1737.368,12384.74,4935.216,38,glucose_005,10645.42695,3195.90295,0.28383505
0.3539,1732.049,12264.824,7345.919,38,glucose_005,10525.51095,5606.60595,0.492325781
0.7078,1735.455,12406.046,8354.297,38,glucose_005,10666.73295,6614.98395,0.588666843
1.0617,1712.103,12466.694,7131.568,38,glucose_005,10727.38095,5392.25495,0.482584622
1.4156,1772.483,12320.721,7173.459,38,glucose_005,10581.40795,5434.14595,0.479715901
1.7695,1736.209,12313.203,7692.27,38,glucose_005,10573.88995,5952.95695,0.525142159
2.1234,1719.002,12371.47,8108.216,38,glucose_005,10632.15695,6368.90295,0.564930949
2.4773,1728.391,12249.096,8157.135,38,glucose_005,10509.78295,6417.82195,0.56271795
2.8312,1733.158,12343.415,8241.108,38,glucose_005,10604.10195,6501.79495,0.575196879
3.1851,1740.759,12180.812,8311.919,38,glucose_005,10441.49895,6572.60595,0.572545232
3.539,1759.338,12205.513,8897.73,38,glucose_005,10466.19995,7158.41695,0.625050887
3.8929,1724.498,12263.608,7653.838,38,glucose_005,10524.29495,5914.52495,0.51930468
4.2468,1719.457,12125.757,8266.784,38,glucose_005,10386.44395,6527.47095,0.56561535
4.6007,1736.378,12126.382,8021.351,38,glucose_005,10387.06895,6282.03795,0.544380961
4.9546,1745,12148.834,8223.514,38,glucose_005,10409.52095,6484.20095,0.563114314
5.3085,1751.38,12088.414,7715.162,38,glucose_005,10349.10095,5975.84895,0.515954723
5.6624,1772.28,12230.401,7730.946,38,glucose_005,10491.08795,5991.63295,0.524414976
6.0162,1745.308,12167.917,7758.622,38,glucose_005,10428.60395,6019.30895,0.523699509
6.3701,1717.175,12086.754,8409.027,38,glucose_005,10347.44095,6669.71395,0.57577065
6.724,1734.267,12141.919,7852.973,38,glucose_005,10402.60595,6113.65995,0.530582332
7.0779,1744.453,12156.351,6963.216,38,glucose_005,10417.03795,5223.90295,0.453992527
7.4318,1739.75,12152.359,7955.297,38,glucose_005,10413.04595,6215.98395,0.540004062
7.7857,1757.385,12151.571,7135.919,38,glucose_005,10412.25795,5396.60595,0.468786379
8.1396,1721.868,12096.973,7610.351,38,glucose_005,10357.65995,5871.03795,0.507324568
8.4935,1730.113,12120.684,8584.595,38,glucose_005,10381.37095,6845.28195,0.592864448
8.8474,1732.59,12040.395,9308.946,38,glucose_005,10301.08195,7569.63295,0.650529538
9.2013,1728.455,11939.652,7272.676,38,glucose_005,10200.33895,5533.36295,0.470883116
9.5552,1736.004,12052.396,8837.676,38,glucose_005,10313.08295,7098.36295,0.610739586
9.9091,1739.162,11950.041,8250.514,38,glucose_005,10210.72795,6511.20095,0.554660401
10.263,1736.921,11893.259,7664.054,38,glucose_005,10153.94595,5924.74095,0.501895811
10.6169,1732.085,11998.732,7775.622,38,glucose_005,10259.41895,6036.30895,0.516658504
10.9708,1714.109,12068.745,7487.946,38,glucose_005,10329.43195,5748.63295,0.495393583
11.3247,1730.274,12029.427,8677.757,38,glucose_005,10290.11395,6938.44395,0.595650658
11.6786,1720.434,12062.013,9073.622,38,glucose_005,10322.69995,7334.30895,0.631628709
12.0325,1733.254,11974.608,7874.919,38,glucose_005,10235.29495,6135.60595,0.523922657
12.3863,1753.203,11979.773,7111.351,38,glucose_005,10240.45995,5372.03795,0.458952662
12.7402,1747.047,11851.982,7235.622,38,glucose_005,10112.66895,5496.30895,0.463709811
13.0941,1733.846,11928.832,7428.108,38,glucose_005,10189.51895,5688.79495,0.483596689
13.448,1749.222,12004.748,8461.595,38,glucose_005,10265.43495,6722.28195,0.575709554
13.8019,1733.256,11855.983,8299.973,38,glucose_005,10116.66995,6560.65995,0.553725428
14.1558,1738.564,11940.587,8438.486,38,glucose_005,10201.27395,6699.17295,0.570144525
14.5097,1741.017,11986.102,8413.486,38,glucose_005,10246.78895,6674.17295,0.570551177
14.8636,1745.9,11962.211,7703.189,38,glucose_005,10222.89795,5963.87595,0.508641726
15.2175,1750.624,11907.041,8135.514,38,glucose_005,10167.72795,6396.20095,0.542569498
15.5714,1745.284,11871.894,8501.135,38,glucose_005,10132.58095,6761.82195,0.571601251
15.9253,1735.767,11960.285,7956.486,38,glucose_005,10220.97195,6217.17295,0.530144796
16.2792,1721.769,11962.609,8675.892,38,glucose_005,10223.29595,6936.57895,0.591623783
16.6331,1752.06,11902.393,8523.324,38,glucose_005,10163.07995,6784.01095,0.575203129
16.987,1751.327,11899.194,7738.351,38,glucose_005,10159.88095,5999.03795,0.508486686
17.3409,1762.688,11978.682,7998.351,38,glucose_005,10239.36895,6259.03795,0.534675316
0,1774.412,12503.655,6714.412,39,glucose_005,10742.55457,4953.311567,0.311930851
0.3539,1757.615,12786.656,7109.882,39,glucose_005,11025.55557,5348.781567,0.345708821
0.7078,1771.586,12583.298,7672.324,39,glucose_005,10822.19757,5911.223567,0.375014413
1.0617,1759.79,12670.246,8233.824,39,glucose_005,10909.14557,6472.723567,0.413935727
1.4156,1752.078,12510.312,8158.559,39,glucose_005,10749.21157,6397.458567,0.403124514
1.7695,1757.95,12562.776,6787.471,39,glucose_005,10801.67557,5026.370567,0.318273697
2.1234,1763.773,12623.768,9170.382,39,glucose_005,10862.66757,7409.281567,0.471810611
2.4773,1749.849,12507.041,7133.706,39,glucose_005,10745.94057,5372.605567,0.338442199
2.8312,1746.376,12516.942,7245.618,39,glucose_005,10755.84157,5484.517567,0.345810316
3.1851,1768.33,12415.471,7855.059,39,glucose_005,10654.37057,6093.958567,0.380611942
3.539,1775.156,12540.542,7456.971,39,glucose_005,10779.44157,5695.870567,0.359924567
3.8929,1777.783,12509.469,8186.882,39,glucose_005,10748.36857,6425.781567,0.404877483
4.2468,1779.313,12517.274,7629.559,39,glucose_005,10756.17357,5868.458567,0.370030021
4.6007,1747.346,12520.279,7665.206,39,glucose_005,10759.17857,5904.105567,0.372381713
4.9546,1728.248,12423.604,6713.765,39,glucose_005,10662.50357,4952.664567,0.309565975
5.3085,1757.151,12451.316,7385.176,39,glucose_005,10690.21557,5624.075567,0.352446114
5.6624,1758.96,12421.779,6528.676,39,glucose_005,10660.67857,4767.575567,0.297945994
6.0162,1776.351,12377.898,7202.265,39,glucose_005,10616.79757,5441.164567,0.338641761
6.3701,1761.817,12514.14,6610.647,39,glucose_005,10753.03957,4849.546567,0.305694408
6.724,1775.336,12442.811,7956.941,39,glucose_005,10681.71057,6195.840567,0.387968223
7.0779,1759.678,12396.779,7961.382,39,glucose_005,10635.67857,6200.281567,0.38657319
7.4318,1770.826,12318.508,7492.941,39,glucose_005,10557.40757,5731.840567,0.354737014
7.7857,1766.503,12350.852,8293.853,39,glucose_005,10589.75157,6532.7525670000005,0.405543175
8.1396,1749.096,12289.104,7947.706,39,glucose_005,10528.00357,6186.605567,0.381815511
8.4935,1747.589,12232.222,7363.529,39,glucose_005,10471.12157,5602.428567,0.343894037
8.8474,1753.514,12288.619,7381.765,39,glucose_005,10527.51857,5620.664567,0.346871645
9.2013,1763.897,12243.603,6583.853,39,glucose_005,10482.50257,4822.7525670000005,0.296356921
9.5552,1764.977,12377.964,6337.765,39,glucose_005,10616.86357,4576.664567,0.284839645
9.9091,1753.195,12255.589,6919.676,39,glucose_005,10494.48857,5158.575567,0.317355618
10.263,1723.97,12334.625,6663.618,39,glucose_005,10573.52457,4902.517567,0.303874357
10.6169,1754.176,12209.708,7247.676,39,glucose_005,10448.60757,5486.575567,0.336058511
10.9708,1765.072,12194.221,7091.735,39,glucose_005,10433.12057,5330.634567,0.32602301
11.3247,1750.067,12217.108,6383.324,39,glucose_005,10456.00757,4622.223567,0.283316555
11.6786,1771.619,12123.99,6451.912,39,glucose_005,10362.88957,4690.811567,0.284960047
12.0325,1789.84,12310.48,7740.5,39,glucose_005,10549.37957,5979.399567,0.369776758
12.3863,1759.986,12159.987,6476.059,39,glucose_005,10398.88657,4714.958567,0.287421888
12.7402,1763.925,12349.028,8131.941,39,glucose_005,10587.92757,6370.840567,0.395423808
13.0941,1764.447,12217.093,6830.912,39,glucose_005,10455.99257,5069.811567,0.31075076
13.448,1755.01,12262.406,6756.235,39,glucose_005,10501.30557,4995.134567,0.307500343
13.8019,1772.968,12151.041,8052.971,39,glucose_005,10389.94057,6291.870567,0.383219817
14.1558,1735.043,12132.791,7086.971,39,glucose_005,10371.69057,5325.870567,0.323813742
14.5097,1749.822,12172.197,8206.235,39,glucose_005,10411.09657,6445.134567,0.393354008
14.8636,1759.879,12068.001,5832.294,39,glucose_005,10306.90057,4071.193567,0.245982921
15.2175,1764.239,12153.916,7541.941,39,glucose_005,10392.81557,5780.840567,0.352191871
15.5714,1759.789,12151.043,7443.176,39,glucose_005,10389.94257,5682.075567,0.346079017
15.9253,1754.222,12085.792,7565.088,39,glucose_005,10324.69157,5803.987567,0.351284248
16.2792,1749.166,12031.558,6730.941,39,glucose_005,10270.45757,4969.840567,0.299217759
16.6331,1765.753,12153.956,6929.765,39,glucose_005,10392.85557,5168.664567,0.314896879
16.987,1777.997,12178.864,8177.765,39,glucose_005,10417.76357,6416.664567,0.391867232
17.3409,1756.513,12084.753,6688.765,39,glucose_005,10323.65257,4927.664567,0.298215102
0,1781.173,12716.239,7463.667,40,glucose_005,10918.32698,5665.754983,0.386830029
0.3539,1805.361,12673.384,8509.231,40,glucose_005,10875.47198,6711.318983,0.456417502
0.7078,1785.945,12878.391,9441.179,40,glucose_005,11080.47898,7643.266983,0.529594979
1.0617,1780.83,12810.562,9488.282,40,glucose_005,11012.64998,7690.369983,0.529596816
1.4156,1788.524,12666.523,10840.103,40,glucose_005,10868.61098,9042.190983,0.61454546
1.7695,1768.938,12597.468,10470.077,40,glucose_005,10799.55598,8672.164983,0.585652129
2.1234,1783.661,12673.206,10081.103,40,glucose_005,10875.29398,8283.190983,0.563306776
2.4773,1764.035,12458.794,9949.154,40,glucose_005,10660.88198,8151.241983,0.543404482
2.8312,1787.173,12615.419,10613.308,40,glucose_005,10817.50698,8815.395983,0.59631441
3.1851,1795.713,12505.842,10820.974,40,glucose_005,10707.92998,9023.061983,0.604179184
3.539,1817.596,12603.85,11007.974,40,glucose_005,10805.93798,9210.061983,0.622345163
3.8929,1823.271,12601.095,10822.872,40,glucose_005,10803.18298,9024.959983,0.609681914
4.2468,1785.016,12481.366,9540.564,40,glucose_005,10683.45398,7742.651983,0.517258597
4.6007,1805.94,12463.734,9728.128,40,glucose_005,10665.82198,7930.215983,0.528914705
4.9546,1789.651,12520.609,9952.667,40,glucose_005,10722.69698,8154.754983,0.546790858
5.3085,1828.499,12521.418,10568.308,40,glucose_005,10723.50598,8770.395983,0.588115053
