rep,id,eta_A1,eta_tau1,eta_A2,eta_tau2
1,43,0.176127523836986,0.73317412949957,0.146986823228145,-2.01008620568303
2,43,0.182524375161542,0.418997917378128,0.165309840749318,-2.3152532136115
3,43,0.188434026980863,0.578377810093841,0.164959512653512,-2.30644728245163
4,43,0.177661508940674,0.22520577398662,0.167983361476368,-2.41139906501859
5,43,0.170986058118414,-0.0367776388560268,0.170748613907145,-2.36429324051415
6,43,0.188095554230378,0.577540260106921,0.164842887843032,-2.32800847562334
7,43,0.207105819139478,0.996273143476901,0.167297525574213,-2.26103919915571
8,43,0.180767466847303,0.759326389839743,0.150629555241433,-2.09858060678517
9,43,0.189078541082972,0.503637886394713,0.167769819441707,-2.27974498018836
10,43,0.18092836443772,0.195321874402111,0.171718785003197,-2.36693990511139
1,52,0.0347230603840777,0.0636421458556664,0.0336005812116147,-0.690619051784893
2,52,0.0588940632205628,0.823334385918588,0.0276641453711108,-0.404249033800181
3,52,0.0539820274826438,-0.0632959524082262,0.055214770494954,-0.668634413743426
4,52,0.0646282363963358,-0.014036511779741,0.0623706607483492,-0.55112070934613
5,52,0.0654286593819218,-0.0704395602439668,0.0679888222447866,-1.03050062268839
6,52,0.0932902183513264,-0.221188095883188,0.101023937977583,-1.41855895850861
7,52,0.0827601136862557,0.621053649499302,0.0587184380962454,-0.785331255748798
8,52,0.0675872388146422,0.494938147089507,0.0505219515599915,-0.982473721264958
9,52,0.070070617353724,-0.215671860902813,0.0777817825233072,-1.11100893441903
10,52,0.0841173805918967,0.63206080840872,0.0593782955643292,-0.780182999796586
1,53,0.148797080309055,0.888242107483567,0.114201726329165,-1.5713223042385
2,53,0.12065272286089,0.21847302044252,0.110201083833078,-1.36748619483911
3,53,0.14456443508892,0.555626686233549,0.123509460506412,-1.90698988352095
4,53,0.144371122910767,0.420359912861634,0.125627405855097,-1.4731629315079
5,53,0.136161779119132,1.26046888391667,0.0859644336476232,-0.984846368110736
