rep,id,A1,tau1,A2,tau2
1,43,0.189224425639355,2.63649149252737,0.406924070704327,283.111845225776
2,43,0.190438745929523,1.92566784695675,0.414448875621889,208.653508982753
3,43,0.191567504611212,2.25839127314109,0.414303707966122,210.499011176072
4,43,0.189514915836394,1.58642125701611,0.415558395782863,189.526560005881
5,43,0.188254031503575,1.22078889476748,0.416709109921209,198.667981675645
6,43,0.191502675203136,2.25650054945813,0.414255392692134,206.008980487493
7,43,0.195178015702483,3.42995817475677,0.415273488626539,220.277703485519
8,43,0.190104456257587,2.70635121767037,0.40840908916368,259.134603485478
9,43,0.19169101236641,2.09575277799605,0.415469666071605,216.195536093061
10,43,0.190135046067373,1.53971417427632,0.417113585228517,198.142869366544
1,52,0.164272935342689,1.34974686779747,0.363304151935536,1059.24237000677
2,52,0.168291953103873,2.88524353207986,0.361153809148043,1410.47133021442
3,52,0.167467323977752,1.18884110500246,0.371242154353546,1082.78729512586
4,52,0.169259740385198,1.24886908762413,0.373908250235466,1217.80766917029
5,52,0.169395274006814,1.18037875222106,0.376014839207683,754.026576982229
6,52,0.174181253248533,1.01520120847136,0.38864398710462,511.511096684175
7,52,0.172356729493227,2.35685610771207,0.372545144751685,963.52360070026
8,52,0.169761322091086,2.07759935470013,0.369504063604493,791.123839975657
9,52,0.170183427622109,1.02081677103138,0.379715226894136,695.70053618563
10,52,0.172590822405477,2.38294169816432,0.37279105257078,968.496857627965
1,53,0.184122869602883,3.07872955935098,0.393799348839781,439.046765099283
2,53,0.179013092725329,1.57577614933058,0.392227045638461,538.314005486508
3,53,0.183345189801318,2.20759041313917,0.39748183973546,313.85727819612
4,53,0.183309750368871,1.92829238476564,0.398324576669478,484.329425579271
5,53,0.181811057666365,4.46711956185932,0.382835050930731,789.249007529288
6,53,0.178099281329781,2.58891846916607,0.383176137094826,714.025578207107
7,53,0.183836707324517,2.005862617817,0.398582754491478,492.523721230002
8,53,0.18187694476211,4.63338762094382,0.382589206770122,783.227911034639
9,53,0.184832183231953,2.52437303296426,0.398445202438951,349.148602228695
10,53,0.185042571970602,4.9830590007921,0.388033787618663,631.519159749644
1,54,0.151709346377973,1.44010859328809,0.334357198119581,4273.88308030463
2,54,0.149121633479213,1.03194591341724,0.332922083237828,4392.82003033294
3,54,0.149779351388744,1.05365734177531,0.334004593341045,4431.60450016477
4,54,0.153796081828833,1.63226013121548,0.33667808460951,4948.6866435479
5,54,0.15166606191493,1.57894456123693,0.332847084642556,4999.73418084861
6,54,0.157828264447786,2.66917734882555,0.339636035286403,3777.5119616758
7,54,0.152172810579159,1.47785642381898,0.335178208667791,4002.7848449663
8,54,0.15163712959164,1.56653600840449,0.332688513181322,5691.1100673175
9,54,0.154247120353892,2.23245085815241,0.334227775074574,4438.82665291031
10,54,0.152396358779466,1.48293722262018,0.336131884007724,2979.06389826499
1,55,0.130313243294749,1.15125182629285,0.290194839475024,27910.4924357529
2,55,0.127909592174205,0.80664601939906,0.288017909984983,42869.0038775151
3,55,0.128141216130265,0.641722676803118,0.291709091818318,26086.2512667488
4,55,0.130287703424074,1.13529734814238,0.29073695118273,23414.8837061917
5,55,0.128069075266347,1.59470289800942,0.281819187391028,42225.0316965159
6,55,0.131053741864602,1.28991551993372,0.291097388841699,21956.6453650882
7,55,0.128761137825593,0.721635193020778,0.291474488037527,30042.1937368292
8,55,0.131906087609866,1.61958945697744,0.289956476979739,28106.4904836582
9,55,0.131178051783903,1.27190958384726,0.291650633816539,19841.8445965243
10,55,0.130129070358727,0.968942871018587,0.290972089812081,38031.3688850209
1,56,0.132918554869809,0.478954612476808,0.30589889031058,13788.926513318
2,56,0.131613493139047,1.01682323788783,0.294223344229003,26744.6557301418
3,56,0.137184017990729,0.954557594160769,0.30742579117427,12902.472380093
4,56,0.132523272583257,0.47261337218343,0.305064146867913,14514.6419316908
5,56,0.138735749504728,1.92905690977192,0.302718895193844,17142.4841928175
6,56,0.137032806099735,0.940749109693632,0.307388500270741,12655.9746977225
7,56,0.1302743031603,0.608677635621939,0.297196328804268,20232.3535855394
8,56,0.135078612935708,0.378511617768947,0.312820641057918,13746.3056018344
9,56,0.135139708240319,1.11653208269641,0.30071863822723,22939.7850192027
10,56,0.130676693953944,0.631412597621088,0.297187019123387,24911.8290535673
1,57,0.142268610732441,1.48711097613906,0.313111695592323,11786.3389527283
2,57,0.144579190032022,0.734027269728799,0.327410069842162,4916.81597546459
3,57,0.144796912575711,0.560949123384048,0.330548661163989,5884.04044430622
4,57,0.145893731256538,1.27944021436125,0.32300538717511,6934.90741115444
5,57,0.143505672832634,0.610831846018123,0.327037695082541,5659.04702194292
6,57,0.140947008890155,1.84710186586652,0.307665182589267,15175.5563158699
7,57,0.142376130800751,1.85884756812654,0.310822503859242,12619.813792343
8,57,0.144334936266884,0.475754224948663,0.332028150209716,4234.37578979368
9,57,0.148273163656255,1.6054101636661,0.325420076153739,6583.01697869135
10,57,0.143545308933478,1.2135490105736,0.318791124302573,7758.07554740997
1,58,0.108620741314038,0.788291403203651,0.245884353122258,279339.306697631
2,58,0.106120091223848,0.385559692224866,0.246419987322633,321435.671566695
3,58,0.106969942345236,0.363630610114304,0.249947166006098,147279.800843048
4,58,0.103631894652131,0.514071517112102,0.238745433304185,337504.927049734
5,58,0.105780713991856,0.376069861136099,0.246145466015365,286959.594110209
6,58,0.109511581068075,0.397361985343906,0.253930785203695,213022.314543399
7,58,0.103837201154304,0.538512252282815,0.238716052054048,343231.559584829
8,58,0.107301463822789,0.721686014772081,0.243710653980753,308879.228729361
9,58,0.109403221833341,0.386054304618079,0.253983718605922,212044.018752451
10,58,0.103722579894362,0.527647004502699,0.238670943675457,354290.942221891
1,59,0.127629489512785,0.510654216165485,0.292979384235241,26293.1808236542
2,59,0.12587046173213,0.912190942044377,0.28292292146132,38847.8325397254
3,59,0.124987722823515,0.723441220506388,0.282800612364335,53937.7597094211
4,59,0.124995624060251,1.08508117480138,0.278799588324148,56432.3546121089
5,59,0.126158478260751,0.858386773018185,0.283924456791207,46206.5535174604
6,59,0.128358143235928,0.532252961160907,0.294284143467345,23786.5727795255
7,59,0.121523851583919,0.439773809206236,0.281201195253015,34929.7160578964
8,59,0.127770218958904,0.609351566109609,0.290869614486355,37429.9240210614
9,59,0.12493632460889,0.703261871863261,0.283156871343105,50307.531714687
10,59,0.127826621740654,0.573864099981532,0.292499636150264,23597.7431971514
1,60,0.137286856913513,1.05299022927424,0.306798710185737,12384.55499043
2,60,0.134475742928667,0.955229837863499,0.301745233979459,14552.3018751866
3,60,0.132855674190151,1.1155443221446,0.296157053523365,21463.3699816864
4,60,0.132229407200686,1.30285069024161,0.293213525003335,23871.7569245036
5,60,0.134083127095571,1.89475956751903,0.29275836068278,28207.1098518794
