ID,time,observation,popPred,indivPredMean,indivPredMode,censored,split,color,filter
64,11.12,0.662643,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,11.4739,0.572188,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,11.8278,0.714433,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,12.1817,0.646652,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,12.5356,0.642466,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,12.8895,0.56545,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,13.2434,0.687537,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,13.5973,0.687505,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,13.9512,0.613537,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,14.3051,0.5619,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,14.659,0.629374,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,15.0129,0.609292,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,15.3668,0.597743,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,15.7207,0.635382,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,16.0745,0.598186,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,16.4284,0.59353,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,16.7823,0.633736,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,17.1362,0.687923,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,17.4901,0.61335,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,17.844,0.622573,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,18.1979,0.64032,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,18.5518,0.585069,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,18.9057,0.622682,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,19.2596,0.577358,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,19.6135,0.598443,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,19.9674,0.617251,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,20.3213,0.723389,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,20.6752,0.640045,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,21.0291,0.615423,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,21.383,0.598396,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,21.7369,0.620652,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,22.0908,0.677043,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,22.4446,0.747563,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,22.7985,0.560613,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,23.1524,0.60033,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,23.5063,0.607912,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,23.8602,0.582689,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,24.2141,0.588205,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,24.568,0.650932,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,24.9219,0.562521,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,25.2758,0.580591,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,25.6297,0.639909,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,25.9836,0.526571,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,26.3375,0.547314,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,26.6914,0.713763,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,27.0453,0.614829,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,27.3992,0.498643,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,27.7531,0.635228,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,28.107,0.638607,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,28.4609,0.669946,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,28.8147,0.692982,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,29.1686,0.600985,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,29.5225,0.548253,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,29.8764,0.605593,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,30.2303,0.571612,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,30.5842,0.675765,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,30.9381,0.546502,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,31.292,0.639669,0.654631,0.621978,0.624305,0,All,#4682B4,0
64,31.6459,0.659135,0.654631,0.621978,0.624305,0,All,#4682B4,0
73,0,0.525226,0.463749,0.488044,0.497155,0,All,#4682B4,0
73,0.3539,0.658669,0.621834,0.664928,0.671102,0,All,#4682B4,0
73,0.7078,0.541451,0.648996,0.705601,0.70967,0,All,#4682B4,0
73,1.0617,0.636451,0.653663,0.714953,0.718221,0,All,#4682B4,0
73,1.4156,0.65297,0.654465,0.717104,0.720117,0,All,#4682B4,0
73,1.7695,0.615004,0.654602,0.717598,0.720537,0,All,#4682B4,0
73,2.1234,0.689386,0.654626,0.717712,0.72063,0,All,#4682B4,0
73,2.4773,0.607522,0.65463,0.717738,0.720651,0,All,#4682B4,0
73,2.8312,0.721768,0.654631,0.717744,0.720656,0,All,#4682B4,0
73,3.185,0.634351,0.654631,0.717745,0.720657,0,All,#4682B4,0
73,3.6882,0.630876,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,4.0421,0.752499,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,4.396,0.73701,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,4.7499,0.799232,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,5.1038,0.905005,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,5.4577,0.657933,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,5.8116,0.750137,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,6.1655,0.633606,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,6.5194,0.655248,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,6.8733,0.790517,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,7.2272,0.823692,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,7.5811,0.711397,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,7.935,0.698926,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,8.2889,0.820556,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,8.6428,0.788708,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,8.9967,0.706252,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,9.3506,0.749609,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,9.7044,0.869846,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,10.0583,0.60657,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,10.4122,0.795201,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,10.7661,0.706577,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,11.12,0.811098,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,11.4739,0.8396,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,11.8278,0.75119,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,12.1817,0.699637,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,12.5356,0.66905,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,12.8895,0.678744,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,13.2434,0.82005,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,13.5973,0.722976,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,13.9512,0.747,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,14.3051,0.801972,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,14.659,0.719357,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,15.0129,0.749918,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,15.3668,0.783474,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,15.7207,0.798067,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,16.0745,0.686287,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,16.4284,0.775759,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,16.7823,0.655557,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,17.1362,0.833713,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,17.4901,0.691415,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,17.844,0.744741,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,18.1979,0.845257,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,18.5518,0.773401,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,18.9057,0.810189,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,19.2596,0.758048,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,19.6135,0.783474,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,19.9674,0.708831,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,20.3213,0.744925,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,20.6752,0.703753,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,21.0291,0.625253,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,21.383,0.7977,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,21.7369,0.691587,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,22.0908,0.726171,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,22.4446,0.661622,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,22.7985,0.754324,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,23.1524,0.740831,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,23.5063,0.718478,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,23.8602,0.746904,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,24.2141,0.611049,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,24.568,0.645504,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,24.9219,0.744181,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,25.2758,0.600027,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,25.6297,0.63089,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,25.9836,0.667572,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,26.3375,0.59245,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,26.6914,0.645632,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,27.0453,0.781533,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,27.3992,0.68297,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,27.7531,0.669738,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,28.107,0.755168,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,28.4609,0.831132,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,28.8147,0.723982,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,29.1686,0.768284,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,29.5225,0.655208,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,29.8764,0.693314,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,30.2303,0.737701,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,30.5842,0.759528,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,30.9381,0.629538,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,31.292,0.671892,0.654631,0.717746,0.720657,0,All,#4682B4,0
73,31.6459,0.685405,0.654631,0.717746,0.720657,0,All,#4682B4,0
74,0,0.445111,0.463749,0.452555,0.445219,0,All,#4682B4,0
74,0.3539,0.479967,0.621834,0.62053,0.618474,0,All,#4682B4,0
74,0.7078,0.527773,0.648996,0.654325,0.656526,0,All,#4682B4,0
74,1.0617,0.619736,0.653663,0.661124,0.664884,0,All,#4682B4,0
74,1.4156,0.651423,0.654465,0.662491,0.666719,0,All,#4682B4,0
74,1.7695,0.685172,0.654602,0.662767,0.667122,0,All,#4682B4,0
74,2.1234,0.592513,0.654626,0.662822,0.667211,0,All,#4682B4,0
74,2.4773,0.562617,0.65463,0.662833,0.66723,0,All,#4682B4,0
74,2.8312,0.77909,0.654631,0.662835,0.667235,0,All,#4682B4,0
74,3.185,0.648119,0.654631,0.662836,0.667235,0,All,#4682B4,0
74,3.6882,0.678076,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,4.0421,0.578079,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,4.396,0.74268,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,4.7499,0.704143,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,5.1038,0.755221,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,5.4577,0.648259,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,5.8116,0.742358,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,6.1655,0.627844,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,6.5194,0.571915,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,6.8733,0.68329,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,7.2272,0.603765,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,7.5811,0.58317,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,7.935,0.736713,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,8.2889,0.637395,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,8.6428,0.698069,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,8.9967,0.650299,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,9.3506,0.56489,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,9.7044,0.648524,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,10.0583,0.558196,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,10.4122,0.590401,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,10.7661,0.717472,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,11.12,0.685928,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,11.4739,0.509192,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,11.8278,0.711268,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,12.1817,0.692441,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,12.5356,0.593995,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,12.8895,0.454983,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,13.2434,0.71369,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,13.5973,0.706759,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,13.9512,0.682766,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,14.3051,0.680052,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,14.659,0.712345,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,15.0129,0.666871,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,15.3668,0.80677,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,15.7207,0.6739,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,16.0745,0.685122,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,16.4284,0.728574,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,16.7823,0.595658,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,17.1362,0.658708,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,17.4901,0.692679,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,17.844,0.754699,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,18.1979,0.663385,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,18.5518,0.608919,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,18.9057,0.691533,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,19.2596,0.792594,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,19.6135,0.752354,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,19.9674,0.720201,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,20.3213,0.752533,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,20.6752,0.676315,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,21.0291,0.593428,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,21.383,0.690122,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,21.7369,0.783658,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,22.0908,0.662396,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,22.4446,0.562888,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,22.7985,0.583691,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,23.1524,0.722923,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,23.5063,0.543768,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,23.8602,0.732115,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,24.2141,0.677383,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,24.568,0.631694,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,24.9219,0.701885,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,25.2758,0.659701,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,25.6297,0.726747,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,25.9836,0.554322,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,26.3375,0.692341,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,26.6914,0.591203,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,27.0453,0.71954,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,27.3992,0.592576,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,27.7531,0.648303,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,28.107,0.815356,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,28.4609,0.718592,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,28.8147,0.560616,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,29.1686,0.714963,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,29.5225,0.716565,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,29.8764,0.670198,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,30.2303,0.609356,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,30.5842,0.911094,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,30.9381,0.782565,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,31.292,0.654769,0.654631,0.662836,0.667236,0,All,#4682B4,0
74,31.6459,0.73055,0.654631,0.662836,0.667236,0,All,#4682B4,0
75,0,0.517092,0.463749,0.457266,0.460016,0,All,#4682B4,0
75,0.3539,0.482438,0.621834,0.617219,0.619938,0,All,#4682B4,0
75,0.7078,0.596925,0.648996,0.645582,0.648325,0,All,#4682B4,0
75,1.0617,0.650186,0.653663,0.650611,0.653364,0,All,#4682B4,0
75,1.4156,0.627357,0.654465,0.651503,0.654258,0,All,#4682B4,0
75,1.7695,0.78047,0.654602,0.651661,0.654417,0,All,#4682B4,0
75,2.1234,0.696745,0.654626,0.651689,0.654445,0,All,#4682B4,0
75,2.4773,0.658896,0.65463,0.651694,0.65445,0,All,#4682B4,0
75,2.8312,0.726433,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,3.185,0.707446,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,3.6514,0.613603,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,4.0053,0.580172,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,4.3592,0.608652,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,4.7131,0.688814,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,5.067,0.70934,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,5.4209,0.641435,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,5.7747,0.655091,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,6.1286,0.658274,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,6.4825,0.736701,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,6.8364,0.765373,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,7.1903,0.587222,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,7.5442,0.665921,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,7.8981,0.711132,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,8.252,0.675211,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,8.6059,0.733004,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,8.9598,0.641976,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,9.3137,0.70816,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,9.6676,0.695073,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,10.0215,0.692429,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,10.3754,0.693128,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,10.7293,0.579896,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,11.0832,0.654238,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,11.4371,0.700901,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,11.791,0.743085,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,12.1448,0.735804,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,12.4987,0.582698,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,12.8526,0.750754,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,13.2065,0.765389,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,13.5604,0.678985,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,13.9143,0.551178,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,14.2682,0.632773,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,14.6221,0.623365,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,14.976,0.604922,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,15.3299,0.688495,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,15.6838,0.649395,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,16.0377,0.590419,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,16.3916,0.719623,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,16.7455,0.585105,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,17.0994,0.708708,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,17.4533,0.627145,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,17.8072,0.628976,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,18.161,0.603347,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,18.5149,0.739165,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,18.8688,0.726216,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,19.2227,0.725968,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,19.5766,0.703465,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,19.9305,0.681132,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,20.2844,0.619935,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,20.6383,0.541423,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,20.9922,0.652689,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,21.3461,0.658603,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,21.7,0.578062,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,22.0539,0.593833,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,22.4078,0.632326,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,22.7617,0.668665,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,23.1156,0.576728,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,23.4695,0.605538,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,23.8234,0.718846,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,24.1773,0.627339,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,24.5311,0.564867,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,24.885,0.593498,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,25.2389,0.570533,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,25.5928,0.69005,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,25.9467,0.701038,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,26.3006,0.619688,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,26.6545,0.684947,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,27.0084,0.575095,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,27.3623,0.597261,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,27.7162,0.670099,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,28.0701,0.626194,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,28.424,0.640437,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,28.7779,0.608048,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,29.1318,0.630696,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,29.4857,0.583343,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,29.8396,0.620362,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,30.1935,0.662123,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,30.5474,0.74167,0.654631,0.651695,0.654451,0,All,#4682B4,0
75,30.9012,0.622991,0.654631,0.651695,0.654451,0,All,#4682B4,0
