rep,ID,time,observation,indivPredSimulated,censored,split,color,filter
5,73,11.4739,0.8396,0.721857,0,All,#4682B4,0
6,73,11.4739,0.8396,0.715389,0,All,#4682B4,0
7,73,11.4739,0.8396,0.716365,0,All,#4682B4,0
8,73,11.4739,0.8396,0.717252,0,All,#4682B4,0
1,73,11.8278,0.75119,0.724207,0,All,#4682B4,0
2,73,11.8278,0.75119,0.711795,0,All,#4682B4,0
3,73,11.8278,0.75119,0.726252,0,All,#4682B4,0
4,73,11.8278,0.75119,0.729969,0,All,#4682B4,0
5,73,11.8278,0.75119,0.721857,0,All,#4682B4,0
6,73,11.8278,0.75119,0.715389,0,All,#4682B4,0
7,73,11.8278,0.75119,0.716365,0,All,#4682B4,0
8,73,11.8278,0.75119,0.717252,0,All,#4682B4,0
1,73,12.1817,0.699637,0.724207,0,All,#4682B4,0
2,73,12.1817,0.699637,0.711795,0,All,#4682B4,0
3,73,12.1817,0.699637,0.726252,0,All,#4682B4,0
4,73,12.1817,0.699637,0.729969,0,All,#4682B4,0
5,73,12.1817,0.699637,0.721857,0,All,#4682B4,0
6,73,12.1817,0.699637,0.715389,0,All,#4682B4,0
7,73,12.1817,0.699637,0.716365,0,All,#4682B4,0
8,73,12.1817,0.699637,0.717252,0,All,#4682B4,0
1,73,12.5356,0.66905,0.724207,0,All,#4682B4,0
2,73,12.5356,0.66905,0.711795,0,All,#4682B4,0
3,73,12.5356,0.66905,0.726252,0,All,#4682B4,0
4,73,12.5356,0.66905,0.729969,0,All,#4682B4,0
5,73,12.5356,0.66905,0.721857,0,All,#4682B4,0
6,73,12.5356,0.66905,0.715389,0,All,#4682B4,0
7,73,12.5356,0.66905,0.716365,0,All,#4682B4,0
8,73,12.5356,0.66905,0.717252,0,All,#4682B4,0
1,73,12.8895,0.678744,0.724207,0,All,#4682B4,0
2,73,12.8895,0.678744,0.711795,0,All,#4682B4,0
3,73,12.8895,0.678744,0.726252,0,All,#4682B4,0
4,73,12.8895,0.678744,0.729969,0,All,#4682B4,0
5,73,12.8895,0.678744,0.721857,0,All,#4682B4,0
6,73,12.8895,0.678744,0.715389,0,All,#4682B4,0
7,73,12.8895,0.678744,0.716365,0,All,#4682B4,0
8,73,12.8895,0.678744,0.717252,0,All,#4682B4,0
1,73,13.2434,0.82005,0.724207,0,All,#4682B4,0
2,73,13.2434,0.82005,0.711795,0,All,#4682B4,0
3,73,13.2434,0.82005,0.726252,0,All,#4682B4,0
4,73,13.2434,0.82005,0.729969,0,All,#4682B4,0
5,73,13.2434,0.82005,0.721857,0,All,#4682B4,0
6,73,13.2434,0.82005,0.715389,0,All,#4682B4,0
7,73,13.2434,0.82005,0.716365,0,All,#4682B4,0
8,73,13.2434,0.82005,0.717252,0,All,#4682B4,0
1,73,13.5973,0.722976,0.724207,0,All,#4682B4,0
2,73,13.5973,0.722976,0.711795,0,All,#4682B4,0
3,73,13.5973,0.722976,0.726252,0,All,#4682B4,0
4,73,13.5973,0.722976,0.729969,0,All,#4682B4,0
5,73,13.5973,0.722976,0.721857,0,All,#4682B4,0
6,73,13.5973,0.722976,0.715389,0,All,#4682B4,0
7,73,13.5973,0.722976,0.716365,0,All,#4682B4,0
8,73,13.5973,0.722976,0.717252,0,All,#4682B4,0
1,73,13.9512,0.747,0.724207,0,All,#4682B4,0
2,73,13.9512,0.747,0.711795,0,All,#4682B4,0
3,73,13.9512,0.747,0.726252,0,All,#4682B4,0
4,73,13.9512,0.747,0.729969,0,All,#4682B4,0
5,73,13.9512,0.747,0.721857,0,All,#4682B4,0
6,73,13.9512,0.747,0.715389,0,All,#4682B4,0
7,73,13.9512,0.747,0.716365,0,All,#4682B4,0
8,73,13.9512,0.747,0.717252,0,All,#4682B4,0
1,73,14.3051,0.801972,0.724207,0,All,#4682B4,0
2,73,14.3051,0.801972,0.711795,0,All,#4682B4,0
3,73,14.3051,0.801972,0.726252,0,All,#4682B4,0
4,73,14.3051,0.801972,0.729969,0,All,#4682B4,0
5,73,14.3051,0.801972,0.721857,0,All,#4682B4,0
6,73,14.3051,0.801972,0.715389,0,All,#4682B4,0
7,73,14.3051,0.801972,0.716365,0,All,#4682B4,0
8,73,14.3051,0.801972,0.717252,0,All,#4682B4,0
1,73,14.659,0.719357,0.724207,0,All,#4682B4,0
2,73,14.659,0.719357,0.711795,0,All,#4682B4,0
3,73,14.659,0.719357,0.726252,0,All,#4682B4,0
4,73,14.659,0.719357,0.729969,0,All,#4682B4,0
5,73,14.659,0.719357,0.721857,0,All,#4682B4,0
6,73,14.659,0.719357,0.715389,0,All,#4682B4,0
7,73,14.659,0.719357,0.716365,0,All,#4682B4,0
8,73,14.659,0.719357,0.717252,0,All,#4682B4,0
1,73,15.0129,0.749918,0.724207,0,All,#4682B4,0
2,73,15.0129,0.749918,0.711795,0,All,#4682B4,0
3,73,15.0129,0.749918,0.726252,0,All,#4682B4,0
4,73,15.0129,0.749918,0.729969,0,All,#4682B4,0
5,73,15.0129,0.749918,0.721857,0,All,#4682B4,0
6,73,15.0129,0.749918,0.715389,0,All,#4682B4,0
7,73,15.0129,0.749918,0.716365,0,All,#4682B4,0
8,73,15.0129,0.749918,0.717252,0,All,#4682B4,0
1,73,15.3668,0.783474,0.724207,0,All,#4682B4,0
2,73,15.3668,0.783474,0.711795,0,All,#4682B4,0
3,73,15.3668,0.783474,0.726252,0,All,#4682B4,0
4,73,15.3668,0.783474,0.729969,0,All,#4682B4,0
5,73,15.3668,0.783474,0.721857,0,All,#4682B4,0
6,73,15.3668,0.783474,0.715389,0,All,#4682B4,0
7,73,15.3668,0.783474,0.716365,0,All,#4682B4,0
8,73,15.3668,0.783474,0.717252,0,All,#4682B4,0
1,73,15.7207,0.798067,0.724207,0,All,#4682B4,0
2,73,15.7207,0.798067,0.711795,0,All,#4682B4,0
3,73,15.7207,0.798067,0.726252,0,All,#4682B4,0
4,73,15.7207,0.798067,0.729969,0,All,#4682B4,0
5,73,15.7207,0.798067,0.721857,0,All,#4682B4,0
6,73,15.7207,0.798067,0.715389,0,All,#4682B4,0
7,73,15.7207,0.798067,0.716365,0,All,#4682B4,0
8,73,15.7207,0.798067,0.717252,0,All,#4682B4,0
1,73,16.0745,0.686287,0.724207,0,All,#4682B4,0
2,73,16.0745,0.686287,0.711795,0,All,#4682B4,0
3,73,16.0745,0.686287,0.726252,0,All,#4682B4,0
4,73,16.0745,0.686287,0.729969,0,All,#4682B4,0
5,73,16.0745,0.686287,0.721857,0,All,#4682B4,0
6,73,16.0745,0.686287,0.715389,0,All,#4682B4,0
7,73,16.0745,0.686287,0.716365,0,All,#4682B4,0
8,73,16.0745,0.686287,0.717252,0,All,#4682B4,0
1,73,16.4284,0.775759,0.724207,0,All,#4682B4,0
2,73,16.4284,0.775759,0.711795,0,All,#4682B4,0
3,73,16.4284,0.775759,0.726252,0,All,#4682B4,0
4,73,16.4284,0.775759,0.729969,0,All,#4682B4,0
5,73,16.4284,0.775759,0.721857,0,All,#4682B4,0
6,73,16.4284,0.775759,0.715389,0,All,#4682B4,0
7,73,16.4284,0.775759,0.716365,0,All,#4682B4,0
8,73,16.4284,0.775759,0.717252,0,All,#4682B4,0
1,73,16.7823,0.655557,0.724207,0,All,#4682B4,0
2,73,16.7823,0.655557,0.711795,0,All,#4682B4,0
3,73,16.7823,0.655557,0.726252,0,All,#4682B4,0
4,73,16.7823,0.655557,0.729969,0,All,#4682B4,0
5,73,16.7823,0.655557,0.721857,0,All,#4682B4,0
6,73,16.7823,0.655557,0.715389,0,All,#4682B4,0
7,73,16.7823,0.655557,0.716365,0,All,#4682B4,0
8,73,16.7823,0.655557,0.717252,0,All,#4682B4,0
1,73,17.1362,0.833713,0.724207,0,All,#4682B4,0
2,73,17.1362,0.833713,0.711795,0,All,#4682B4,0
3,73,17.1362,0.833713,0.726252,0,All,#4682B4,0
4,73,17.1362,0.833713,0.729969,0,All,#4682B4,0
5,73,17.1362,0.833713,0.721857,0,All,#4682B4,0
6,73,17.1362,0.833713,0.715389,0,All,#4682B4,0
7,73,17.1362,0.833713,0.716365,0,All,#4682B4,0
8,73,17.1362,0.833713,0.717252,0,All,#4682B4,0
1,73,17.4901,0.691415,0.724207,0,All,#4682B4,0
2,73,17.4901,0.691415,0.711795,0,All,#4682B4,0
3,73,17.4901,0.691415,0.726252,0,All,#4682B4,0
4,73,17.4901,0.691415,0.729969,0,All,#4682B4,0
5,73,17.4901,0.691415,0.721857,0,All,#4682B4,0
6,73,17.4901,0.691415,0.715389,0,All,#4682B4,0
7,73,17.4901,0.691415,0.716365,0,All,#4682B4,0
8,73,17.4901,0.691415,0.717252,0,All,#4682B4,0
1,73,17.844,0.744741,0.724207,0,All,#4682B4,0
2,73,17.844,0.744741,0.711795,0,All,#4682B4,0
3,73,17.844,0.744741,0.726252,0,All,#4682B4,0
4,73,17.844,0.744741,0.729969,0,All,#4682B4,0
5,73,17.844,0.744741,0.721857,0,All,#4682B4,0
6,73,17.844,0.744741,0.715389,0,All,#4682B4,0
7,73,17.844,0.744741,0.716365,0,All,#4682B4,0
8,73,17.844,0.744741,0.717252,0,All,#4682B4,0
1,73,18.1979,0.845257,0.724207,0,All,#4682B4,0
2,73,18.1979,0.845257,0.711795,0,All,#4682B4,0
3,73,18.1979,0.845257,0.726252,0,All,#4682B4,0
4,73,18.1979,0.845257,0.729969,0,All,#4682B4,0
5,73,18.1979,0.845257,0.721857,0,All,#4682B4,0
6,73,18.1979,0.845257,0.715389,0,All,#4682B4,0
7,73,18.1979,0.845257,0.716365,0,All,#4682B4,0
8,73,18.1979,0.845257,0.717252,0,All,#4682B4,0
1,73,18.5518,0.773401,0.724207,0,All,#4682B4,0
2,73,18.5518,0.773401,0.711795,0,All,#4682B4,0
3,73,18.5518,0.773401,0.726252,0,All,#4682B4,0
4,73,18.5518,0.773401,0.729969,0,All,#4682B4,0
5,73,18.5518,0.773401,0.721857,0,All,#4682B4,0
6,73,18.5518,0.773401,0.715389,0,All,#4682B4,0
7,73,18.5518,0.773401,0.716365,0,All,#4682B4,0
8,73,18.5518,0.773401,0.717252,0,All,#4682B4,0
1,73,18.9057,0.810189,0.724207,0,All,#4682B4,0
2,73,18.9057,0.810189,0.711795,0,All,#4682B4,0
3,73,18.9057,0.810189,0.726252,0,All,#4682B4,0
4,73,18.9057,0.810189,0.729969,0,All,#4682B4,0
5,73,18.9057,0.810189,0.721857,0,All,#4682B4,0
6,73,18.9057,0.810189,0.715389,0,All,#4682B4,0
7,73,18.9057,0.810189,0.716365,0,All,#4682B4,0
8,73,18.9057,0.810189,0.717252,0,All,#4682B4,0
1,73,19.2596,0.758048,0.724207,0,All,#4682B4,0
2,73,19.2596,0.758048,0.711795,0,All,#4682B4,0
3,73,19.2596,0.758048,0.726252,0,All,#4682B4,0
4,73,19.2596,0.758048,0.729969,0,All,#4682B4,0
5,73,19.2596,0.758048,0.721857,0,All,#4682B4,0
6,73,19.2596,0.758048,0.715389,0,All,#4682B4,0
7,73,19.2596,0.758048,0.716365,0,All,#4682B4,0
8,73,19.2596,0.758048,0.717252,0,All,#4682B4,0
1,73,19.6135,0.783474,0.724207,0,All,#4682B4,0
2,73,19.6135,0.783474,0.711795,0,All,#4682B4,0
3,73,19.6135,0.783474,0.726252,0,All,#4682B4,0
4,73,19.6135,0.783474,0.729969,0,All,#4682B4,0
5,73,19.6135,0.783474,0.721857,0,All,#4682B4,0
6,73,19.6135,0.783474,0.715389,0,All,#4682B4,0
7,73,19.6135,0.783474,0.716365,0,All,#4682B4,0
8,73,19.6135,0.783474,0.717252,0,All,#4682B4,0
1,73,19.9674,0.708831,0.724207,0,All,#4682B4,0
2,73,19.9674,0.708831,0.711795,0,All,#4682B4,0
3,73,19.9674,0.708831,0.726252,0,All,#4682B4,0
4,73,19.9674,0.708831,0.729969,0,All,#4682B4,0
5,73,19.9674,0.708831,0.721857,0,All,#4682B4,0
6,73,19.9674,0.708831,0.715389,0,All,#4682B4,0
7,73,19.9674,0.708831,0.716365,0,All,#4682B4,0
8,73,19.9674,0.708831,0.717252,0,All,#4682B4,0
1,73,20.3213,0.744925,0.724207,0,All,#4682B4,0
2,73,20.3213,0.744925,0.711795,0,All,#4682B4,0
3,73,20.3213,0.744925,0.726252,0,All,#4682B4,0
4,73,20.3213,0.744925,0.729969,0,All,#4682B4,0
5,73,20.3213,0.744925,0.721857,0,All,#4682B4,0
6,73,20.3213,0.744925,0.715389,0,All,#4682B4,0
7,73,20.3213,0.744925,0.716365,0,All,#4682B4,0
8,73,20.3213,0.744925,0.717252,0,All,#4682B4,0
1,73,20.6752,0.703753,0.724207,0,All,#4682B4,0
2,73,20.6752,0.703753,0.711795,0,All,#4682B4,0
3,73,20.6752,0.703753,0.726252,0,All,#4682B4,0
4,73,20.6752,0.703753,0.729969,0,All,#4682B4,0
5,73,20.6752,0.703753,0.721857,0,All,#4682B4,0
6,73,20.6752,0.703753,0.715389,0,All,#4682B4,0
7,73,20.6752,0.703753,0.716365,0,All,#4682B4,0
8,73,20.6752,0.703753,0.717252,0,All,#4682B4,0
1,73,21.0291,0.625253,0.724207,0,All,#4682B4,0
2,73,21.0291,0.625253,0.711795,0,All,#4682B4,0
3,73,21.0291,0.625253,0.726252,0,All,#4682B4,0
4,73,21.0291,0.625253,0.729969,0,All,#4682B4,0
5,73,21.0291,0.625253,0.721857,0,All,#4682B4,0
6,73,21.0291,0.625253,0.715389,0,All,#4682B4,0
7,73,21.0291,0.625253,0.716365,0,All,#4682B4,0
8,73,21.0291,0.625253,0.717252,0,All,#4682B4,0
1,73,21.383,0.7977,0.724207,0,All,#4682B4,0
2,73,21.383,0.7977,0.711795,0,All,#4682B4,0
3,73,21.383,0.7977,0.726252,0,All,#4682B4,0
4,73,21.383,0.7977,0.729969,0,All,#4682B4,0
5,73,21.383,0.7977,0.721857,0,All,#4682B4,0
6,73,21.383,0.7977,0.715389,0,All,#4682B4,0
7,73,21.383,0.7977,0.716365,0,All,#4682B4,0
8,73,21.383,0.7977,0.717252,0,All,#4682B4,0
1,73,21.7369,0.691587,0.724207,0,All,#4682B4,0
2,73,21.7369,0.691587,0.711795,0,All,#4682B4,0
3,73,21.7369,0.691587,0.726252,0,All,#4682B4,0
4,73,21.7369,0.691587,0.729969,0,All,#4682B4,0
5,73,21.7369,0.691587,0.721857,0,All,#4682B4,0
6,73,21.7369,0.691587,0.715389,0,All,#4682B4,0
7,73,21.7369,0.691587,0.716365,0,All,#4682B4,0
8,73,21.7369,0.691587,0.717252,0,All,#4682B4,0
1,73,22.0908,0.726171,0.724207,0,All,#4682B4,0
2,73,22.0908,0.726171,0.711795,0,All,#4682B4,0
3,73,22.0908,0.726171,0.726252,0,All,#4682B4,0
4,73,22.0908,0.726171,0.729969,0,All,#4682B4,0
5,73,22.0908,0.726171,0.721857,0,All,#4682B4,0
6,73,22.0908,0.726171,0.715389,0,All,#4682B4,0
7,73,22.0908,0.726171,0.716365,0,All,#4682B4,0
8,73,22.0908,0.726171,0.717252,0,All,#4682B4,0
1,73,22.4446,0.661622,0.724207,0,All,#4682B4,0
2,73,22.4446,0.661622,0.711795,0,All,#4682B4,0
3,73,22.4446,0.661622,0.726252,0,All,#4682B4,0
4,73,22.4446,0.661622,0.729969,0,All,#4682B4,0
5,73,22.4446,0.661622,0.721857,0,All,#4682B4,0
6,73,22.4446,0.661622,0.715389,0,All,#4682B4,0
7,73,22.4446,0.661622,0.716365,0,All,#4682B4,0
8,73,22.4446,0.661622,0.717252,0,All,#4682B4,0
1,73,22.7985,0.754324,0.724207,0,All,#4682B4,0
2,73,22.7985,0.754324,0.711795,0,All,#4682B4,0
3,73,22.7985,0.754324,0.726252,0,All,#4682B4,0
4,73,22.7985,0.754324,0.729969,0,All,#4682B4,0
5,73,22.7985,0.754324,0.721857,0,All,#4682B4,0
6,73,22.7985,0.754324,0.715389,0,All,#4682B4,0
7,73,22.7985,0.754324,0.716365,0,All,#4682B4,0
8,73,22.7985,0.754324,0.717252,0,All,#4682B4,0
1,73,23.1524,0.740831,0.724207,0,All,#4682B4,0
2,73,23.1524,0.740831,0.711795,0,All,#4682B4,0
3,73,23.1524,0.740831,0.726252,0,All,#4682B4,0
4,73,23.1524,0.740831,0.729969,0,All,#4682B4,0
5,73,23.1524,0.740831,0.721857,0,All,#4682B4,0
6,73,23.1524,0.740831,0.715389,0,All,#4682B4,0
7,73,23.1524,0.740831,0.716365,0,All,#4682B4,0
8,73,23.1524,0.740831,0.717252,0,All,#4682B4,0
1,73,23.5063,0.718478,0.724207,0,All,#4682B4,0
2,73,23.5063,0.718478,0.711795,0,All,#4682B4,0
3,73,23.5063,0.718478,0.726252,0,All,#4682B4,0
4,73,23.5063,0.718478,0.729969,0,All,#4682B4,0
5,73,23.5063,0.718478,0.721857,0,All,#4682B4,0
6,73,23.5063,0.718478,0.715389,0,All,#4682B4,0
7,73,23.5063,0.718478,0.716365,0,All,#4682B4,0
8,73,23.5063,0.718478,0.717252,0,All,#4682B4,0
1,73,23.8602,0.746904,0.724207,0,All,#4682B4,0
2,73,23.8602,0.746904,0.711795,0,All,#4682B4,0
3,73,23.8602,0.746904,0.726252,0,All,#4682B4,0
4,73,23.8602,0.746904,0.729969,0,All,#4682B4,0
5,73,23.8602,0.746904,0.721857,0,All,#4682B4,0
6,73,23.8602,0.746904,0.715389,0,All,#4682B4,0
7,73,23.8602,0.746904,0.716365,0,All,#4682B4,0
8,73,23.8602,0.746904,0.717252,0,All,#4682B4,0
1,73,24.2141,0.611049,0.724207,0,All,#4682B4,0
2,73,24.2141,0.611049,0.711795,0,All,#4682B4,0
3,73,24.2141,0.611049,0.726252,0,All,#4682B4,0
4,73,24.2141,0.611049,0.729969,0,All,#4682B4,0
5,73,24.2141,0.611049,0.721857,0,All,#4682B4,0
6,73,24.2141,0.611049,0.715389,0,All,#4682B4,0
7,73,24.2141,0.611049,0.716365,0,All,#4682B4,0
8,73,24.2141,0.611049,0.717252,0,All,#4682B4,0
1,73,24.568,0.645504,0.724207,0,All,#4682B4,0
2,73,24.568,0.645504,0.711795,0,All,#4682B4,0
3,73,24.568,0.645504,0.726252,0,All,#4682B4,0
4,73,24.568,0.645504,0.729969,0,All,#4682B4,0
5,73,24.568,0.645504,0.721857,0,All,#4682B4,0
6,73,24.568,0.645504,0.715389,0,All,#4682B4,0
7,73,24.568,0.645504,0.716365,0,All,#4682B4,0
8,73,24.568,0.645504,0.717252,0,All,#4682B4,0
1,73,24.9219,0.744181,0.724207,0,All,#4682B4,0
2,73,24.9219,0.744181,0.711795,0,All,#4682B4,0
3,73,24.9219,0.744181,0.726252,0,All,#4682B4,0
4,73,24.9219,0.744181,0.729969,0,All,#4682B4,0
5,73,24.9219,0.744181,0.721857,0,All,#4682B4,0
6,73,24.9219,0.744181,0.715389,0,All,#4682B4,0
7,73,24.9219,0.744181,0.716365,0,All,#4682B4,0
8,73,24.9219,0.744181,0.717252,0,All,#4682B4,0
1,73,25.2758,0.600027,0.724207,0,All,#4682B4,0
2,73,25.2758,0.600027,0.711795,0,All,#4682B4,0
3,73,25.2758,0.600027,0.726252,0,All,#4682B4,0
4,73,25.2758,0.600027,0.729969,0,All,#4682B4,0
5,73,25.2758,0.600027,0.721857,0,All,#4682B4,0
6,73,25.2758,0.600027,0.715389,0,All,#4682B4,0
7,73,25.2758,0.600027,0.716365,0,All,#4682B4,0
8,73,25.2758,0.600027,0.717252,0,All,#4682B4,0
1,73,25.6297,0.63089,0.724207,0,All,#4682B4,0
2,73,25.6297,0.63089,0.711795,0,All,#4682B4,0
3,73,25.6297,0.63089,0.726252,0,All,#4682B4,0
4,73,25.6297,0.63089,0.729969,0,All,#4682B4,0
5,73,25.6297,0.63089,0.721857,0,All,#4682B4,0
6,73,25.6297,0.63089,0.715389,0,All,#4682B4,0
7,73,25.6297,0.63089,0.716365,0,All,#4682B4,0
8,73,25.6297,0.63089,0.717252,0,All,#4682B4,0
1,73,25.9836,0.667572,0.724207,0,All,#4682B4,0
2,73,25.9836,0.667572,0.711795,0,All,#4682B4,0
3,73,25.9836,0.667572,0.726252,0,All,#4682B4,0
4,73,25.9836,0.667572,0.729969,0,All,#4682B4,0
5,73,25.9836,0.667572,0.721857,0,All,#4682B4,0
6,73,25.9836,0.667572,0.715389,0,All,#4682B4,0
7,73,25.9836,0.667572,0.716365,0,All,#4682B4,0
8,73,25.9836,0.667572,0.717252,0,All,#4682B4,0
1,73,26.3375,0.59245,0.724207,0,All,#4682B4,0
2,73,26.3375,0.59245,0.711795,0,All,#4682B4,0
3,73,26.3375,0.59245,0.726252,0,All,#4682B4,0
4,73,26.3375,0.59245,0.729969,0,All,#4682B4,0
5,73,26.3375,0.59245,0.721857,0,All,#4682B4,0
6,73,26.3375,0.59245,0.715389,0,All,#4682B4,0
7,73,26.3375,0.59245,0.716365,0,All,#4682B4,0
8,73,26.3375,0.59245,0.717252,0,All,#4682B4,0
1,73,26.6914,0.645632,0.724207,0,All,#4682B4,0
2,73,26.6914,0.645632,0.711795,0,All,#4682B4,0
3,73,26.6914,0.645632,0.726252,0,All,#4682B4,0
4,73,26.6914,0.645632,0.729969,0,All,#4682B4,0
5,73,26.6914,0.645632,0.721857,0,All,#4682B4,0
6,73,26.6914,0.645632,0.715389,0,All,#4682B4,0
7,73,26.6914,0.645632,0.716365,0,All,#4682B4,0
8,73,26.6914,0.645632,0.717252,0,All,#4682B4,0
1,73,27.0453,0.781533,0.724207,0,All,#4682B4,0
2,73,27.0453,0.781533,0.711795,0,All,#4682B4,0
3,73,27.0453,0.781533,0.726252,0,All,#4682B4,0
4,73,27.0453,0.781533,0.729969,0,All,#4682B4,0
5,73,27.0453,0.781533,0.721857,0,All,#4682B4,0
6,73,27.0453,0.781533,0.715389,0,All,#4682B4,0
7,73,27.0453,0.781533,0.716365,0,All,#4682B4,0
8,73,27.0453,0.781533,0.717252,0,All,#4682B4,0
1,73,27.3992,0.68297,0.724207,0,All,#4682B4,0
2,73,27.3992,0.68297,0.711795,0,All,#4682B4,0
3,73,27.3992,0.68297,0.726252,0,All,#4682B4,0
4,73,27.3992,0.68297,0.729969,0,All,#4682B4,0
5,73,27.3992,0.68297,0.721857,0,All,#4682B4,0
6,73,27.3992,0.68297,0.715389,0,All,#4682B4,0
7,73,27.3992,0.68297,0.716365,0,All,#4682B4,0
8,73,27.3992,0.68297,0.717252,0,All,#4682B4,0
1,73,27.7531,0.669738,0.724207,0,All,#4682B4,0
2,73,27.7531,0.669738,0.711795,0,All,#4682B4,0
3,73,27.7531,0.669738,0.726252,0,All,#4682B4,0
4,73,27.7531,0.669738,0.729969,0,All,#4682B4,0
5,73,27.7531,0.669738,0.721857,0,All,#4682B4,0
6,73,27.7531,0.669738,0.715389,0,All,#4682B4,0
7,73,27.7531,0.669738,0.716365,0,All,#4682B4,0
8,73,27.7531,0.669738,0.717252,0,All,#4682B4,0
1,73,28.107,0.755168,0.724207,0,All,#4682B4,0
2,73,28.107,0.755168,0.711795,0,All,#4682B4,0
3,73,28.107,0.755168,0.726252,0,All,#4682B4,0
4,73,28.107,0.755168,0.729969,0,All,#4682B4,0
5,73,28.107,0.755168,0.721857,0,All,#4682B4,0
6,73,28.107,0.755168,0.715389,0,All,#4682B4,0
7,73,28.107,0.755168,0.716365,0,All,#4682B4,0
8,73,28.107,0.755168,0.717252,0,All,#4682B4,0
1,73,28.4609,0.831132,0.724207,0,All,#4682B4,0
2,73,28.4609,0.831132,0.711795,0,All,#4682B4,0
3,73,28.4609,0.831132,0.726252,0,All,#4682B4,0
4,73,28.4609,0.831132,0.729969,0,All,#4682B4,0
5,73,28.4609,0.831132,0.721857,0,All,#4682B4,0
6,73,28.4609,0.831132,0.715389,0,All,#4682B4,0
7,73,28.4609,0.831132,0.716365,0,All,#4682B4,0
8,73,28.4609,0.831132,0.717252,0,All,#4682B4,0
1,73,28.8147,0.723982,0.724207,0,All,#4682B4,0
2,73,28.8147,0.723982,0.711795,0,All,#4682B4,0
3,73,28.8147,0.723982,0.726252,0,All,#4682B4,0
4,73,28.8147,0.723982,0.729969,0,All,#4682B4,0
5,73,28.8147,0.723982,0.721857,0,All,#4682B4,0
6,73,28.8147,0.723982,0.715389,0,All,#4682B4,0
7,73,28.8147,0.723982,0.716365,0,All,#4682B4,0
8,73,28.8147,0.723982,0.717252,0,All,#4682B4,0
1,73,29.1686,0.768284,0.724207,0,All,#4682B4,0
2,73,29.1686,0.768284,0.711795,0,All,#4682B4,0
3,73,29.1686,0.768284,0.726252,0,All,#4682B4,0
4,73,29.1686,0.768284,0.729969,0,All,#4682B4,0
5,73,29.1686,0.768284,0.721857,0,All,#4682B4,0
6,73,29.1686,0.768284,0.715389,0,All,#4682B4,0
7,73,29.1686,0.768284,0.716365,0,All,#4682B4,0
8,73,29.1686,0.768284,0.717252,0,All,#4682B4,0
1,73,29.5225,0.655208,0.724207,0,All,#4682B4,0
2,73,29.5225,0.655208,0.711795,0,All,#4682B4,0
3,73,29.5225,0.655208,0.726252,0,All,#4682B4,0
4,73,29.5225,0.655208,0.729969,0,All,#4682B4,0
5,73,29.5225,0.655208,0.721857,0,All,#4682B4,0
6,73,29.5225,0.655208,0.715389,0,All,#4682B4,0
7,73,29.5225,0.655208,0.716365,0,All,#4682B4,0
8,73,29.5225,0.655208,0.717252,0,All,#4682B4,0
1,73,29.8764,0.693314,0.724207,0,All,#4682B4,0
2,73,29.8764,0.693314,0.711795,0,All,#4682B4,0
3,73,29.8764,0.693314,0.726252,0,All,#4682B4,0
4,73,29.8764,0.693314,0.729969,0,All,#4682B4,0
5,73,29.8764,0.693314,0.721857,0,All,#4682B4,0
6,73,29.8764,0.693314,0.715389,0,All,#4682B4,0
7,73,29.8764,0.693314,0.716365,0,All,#4682B4,0
8,73,29.8764,0.693314,0.717252,0,All,#4682B4,0
1,73,30.2303,0.737701,0.724207,0,All,#4682B4,0
2,73,30.2303,0.737701,0.711795,0,All,#4682B4,0
3,73,30.2303,0.737701,0.726252,0,All,#4682B4,0
4,73,30.2303,0.737701,0.729969,0,All,#4682B4,0
5,73,30.2303,0.737701,0.721857,0,All,#4682B4,0
6,73,30.2303,0.737701,0.715389,0,All,#4682B4,0
7,73,30.2303,0.737701,0.716365,0,All,#4682B4,0
8,73,30.2303,0.737701,0.717252,0,All,#4682B4,0
1,73,30.5842,0.759528,0.724207,0,All,#4682B4,0
2,73,30.5842,0.759528,0.711795,0,All,#4682B4,0
3,73,30.5842,0.759528,0.726252,0,All,#4682B4,0
4,73,30.5842,0.759528,0.729969,0,All,#4682B4,0
5,73,30.5842,0.759528,0.721857,0,All,#4682B4,0
6,73,30.5842,0.759528,0.715389,0,All,#4682B4,0
7,73,30.5842,0.759528,0.716365,0,All,#4682B4,0
8,73,30.5842,0.759528,0.717252,0,All,#4682B4,0
1,73,30.9381,0.629538,0.724207,0,All,#4682B4,0
2,73,30.9381,0.629538,0.711795,0,All,#4682B4,0
3,73,30.9381,0.629538,0.726252,0,All,#4682B4,0
4,73,30.9381,0.629538,0.729969,0,All,#4682B4,0
5,73,30.9381,0.629538,0.721857,0,All,#4682B4,0
6,73,30.9381,0.629538,0.715389,0,All,#4682B4,0
7,73,30.9381,0.629538,0.716365,0,All,#4682B4,0
8,73,30.9381,0.629538,0.717252,0,All,#4682B4,0
1,73,31.292,0.671892,0.724207,0,All,#4682B4,0
2,73,31.292,0.671892,0.711795,0,All,#4682B4,0
3,73,31.292,0.671892,0.726252,0,All,#4682B4,0
4,73,31.292,0.671892,0.729969,0,All,#4682B4,0
5,73,31.292,0.671892,0.721857,0,All,#4682B4,0
6,73,31.292,0.671892,0.715389,0,All,#4682B4,0
7,73,31.292,0.671892,0.716365,0,All,#4682B4,0
8,73,31.292,0.671892,0.717252,0,All,#4682B4,0
