rep,id,eta_A1,eta_tau1,eta_A2,eta_tau2
1,1,0.00314975440052891,-0.337004032557784,0.0102492294807202,0.00698204693935015
2,1,-0.0015152648178164,-0.208614760936771,-0.000131431083478804,0.0147647400298026
3,1,-0.0130030927521996,0.670388799520713,-0.0312313925152759,0.0064399956555886
4,1,-0.013764151190139,-0.831629114397249,-0.0202599046946722,0.0904736685060846
5,1,-0.00869201306653634,-0.984393157253284,-0.00729694682633723,0.0808146381411304
6,1,-0.00671226348046781,-0.367923517050027,-0.0121972286076162,0.0434242135058665
7,1,-0.0177024258636814,-0.112227978343457,-0.0337243137757786,0.0640418430907205
8,1,0.00195670801124466,-0.0773906350102304,0.00566719209792623,-0.00332918840872951
9,1,-0.0003793401697012,1.25011583245641,-0.00898327721562494,-0.0674875665513481
10,1,-0.00113138202033479,-0.773999600715927,0.000350627640317471,0.048449819550369
1,10,0.0862932363464898,2.10105818059303,0.145770140142664,-0.391967273124011
2,10,0.100719700360095,3.32727685947003,0.171186155890987,-0.511020100362923
3,10,0.0832487402491916,1.25107613145251,0.15036813156485,-0.338870777955636
4,10,0.0674085161175766,1.44894978899876,0.118606583359136,-0.298451476389043
5,10,0.0804020323679357,2.31540960506742,0.137299972997943,-0.38809870068011
6,10,0.0838305443818004,1.29302555333789,0.149690155177369,-0.342941904731512
7,10,0.0731600198833913,-0.483240050560885,0.147808520983854,-0.215105644200309
8,10,0.0808308844639944,2.2933302941395,0.137055769023844,-0.387474823597851
9,10,0.0819179445073598,2.20700001865543,0.138656384574037,-0.385397149858052
10,10,0.077515029570297,1.5227675808389,0.135803518377652,-0.334341243440812
1,11,-0.00142863836818853,-0.409057956966063,-0.0036367643388062,0.0302521050100476
2,11,-0.00950714384173689,0.52123298029781,-0.0223021920727532,0.00288471828420113
3,11,-0.0190960596479178,-0.250523828302528,-0.0337302329911489,0.0756195631119255
4,11,-0.0166848049641476,-1.67384237806278,-0.0145675629908767,0.141707877907697
5,11,-0.0010903745698942,-0.985345282151725,0.0117718153310411,0.0523879058994531
6,11,-0.00181736794079197,0.264526873901681,-0.0065382545991838,-0.007583285999561
7,11,-0.000764929418845463,-0.232359875975093,0.000426326761054826,0.0154315788842137
8,11,0.0122116810352977,0.370142680869801,0.0165389340060094,-0.0565755771067175
9,11,0.00169582368743731,-0.718328357838986,0.0130333954939543,0.0303611871292062
10,11,0.0110107859643794,0.182773287798725,0.0160026105331526,-0.0424672035265526
1,12,-0.0668524332143024,-0.729179127413438,-0.125766766449138,0.259394155575777
2,12,-0.0687082483486649,-2.16322444762986,-0.113742940631019,0.339639026365101
3,12,-0.0662139421176399,-1.91444123313772,-0.119538533412662,0.325355118721755
4,12,-0.0705293082797935,-1.86420779249916,-0.1175405705425,0.328391439366307
5,12,-0.0625777140840304,-1.65551281335302,-0.107801104378179,0.293792849943081
6,12,-0.0626968530479404,-1.13611336355107,-0.110172075067354,0.264473633003291
7,12,-0.081995163150854,-2.61948803795238,-0.139788087569139,0.411141448055628
8,12,-0.0876514765125525,-1.25575363903023,-0.161182303183483,0.355636190028148
9,12,-0.0790010820734676,-2.26173462793838,-0.136069846966313,0.38185953888985
10,12,-0.0803248775548213,-1.96743551704466,-0.139819078973856,0.368998023687067
1,13,-0.211281171407552,-4.6604110196829,-0.37222882497465,0.943284671363006
2,13,-0.219143859735692,-4.31549394930152,-0.396386708360944,0.95471658170552
3,13,-0.223249385162132,-6.50509153108731,-0.382126870359788,1.08297905420932
4,13,-0.209624285940104,-4.68649875666104,-0.372328312350041,0.941872387894139
5,13,-0.219626477119923,-4.30054628297801,-0.397540724577761,0.956017859271136
6,13,-0.224246259819377,-6.43123706781415,-0.382536803321964,1.08075487272668
7,13,-0.204956775277651,-4.83741962478347,-0.35989347894026,0.933189449561625
8,13,-0.219238567689369,-4.35253037101698,-0.396206688386858,0.95702797800029
9,13,-0.225280819232208,-6.48721895443166,-0.384808846580626,1.0878457948524
10,13,-0.204946579857468,-4.76863457862366,-0.361276393844869,0.92983748436698
1,14,-0.0337278551367312,-0.418881067136778,-0.0560919652993326,0.128967743883355
2,14,-0.0403830065939477,-1.07420410248688,-0.0712170208140682,0.191548992525505
3,14,-0.0441492596696072,-0.555411860869815,-0.082139578483703,0.175183065331466
4,14,-0.051818762818219,-0.702895007823083,-0.0935606869543131,0.206741915111399
5,14,-0.0143082966438225,-0.810170010362229,-0.0279089062740288,0.095617390506752
6,14,-0.0270911243336087,-0.0477228386662132,-0.0566831214096929,0.0944404705219849
7,14,-0.0326211399483067,-0.803233573325138,-0.0538979889161192,0.147815017073933
8,14,-0.0419138809716965,-1.41254774457111,-0.0678576081188865,0.211809230914351
9,14,-0.0480226172864333,-1.64303898351183,-0.0809434856864451,0.246384811179837
10,14,-0.0187974291812152,-0.237174973366039,-0.0333193967023809,0.0739266665639328
1,15,-0.0291342862817283,-1.1997662754577,-0.0427429600854196,0.156686972724033
2,15,-0.0275712996866327,-2.37726770968532,-0.0297910210059611,0.214730160534811
3,15,-0.00933535051339514,-0.56504239244896,-0.0138518675227273,0.0611471945638643
4,15,-0.019493792669376,0.646344442151146,-0.0431011279514337,0.0291456287404189
5,15,-0.0187772822617156,0.175169957513738,-0.0413619883863346,0.0549162915957996
6,15,-0.0108768442516855,0.634550514985201,-0.0299880896839683,0.00459398135886285
7,15,-0.0184890174891909,-0.861063577777702,-0.0339810264598916,0.110749131111613
8,15,-0.0307586708764493,-0.685140072778837,-0.0509163020776901,0.135674218985132
9,15,-0.0140575208562526,-0.0290807508964666,-0.0249231180590672,0.0464409389807727
10,15,-0.0444169355168548,-0.220604274850339,-0.0859050372224366,0.158534874238744
1,16,0.0355587544050345,1.01883278256543,0.0593485392354393,-0.170305358886665
2,16,0.0366138017005646,0.120410804871646,0.0744422020368214,-0.129674494667676
3,16,0.039856467671675,2.25222252994889,0.0505558678963422,-0.245658753560098
4,16,0.0371143454577512,0.0855600395537308,0.072275958401408,-0.126839547160395
5,16,0.0367339499038167,1.24093718857268,0.0567142742197907,-0.183688729092973
6,16,0.0429612948555409,0.573555054089482,0.0796846704026473,-0.172507114441453
7,16,0.0442563519186817,0.491103613209297,0.0826705873561161,-0.172164812476894
8,16,0.0390786930360292,0.296772566915977,0.0762890542343629,-0.145419415116879
9,16,0.0505971598957763,0.617087927648055,0.0913225744221147,-0.19788774869115
10,16,0.0452871861555454,1.81753325600138,0.0694812288415949,-0.243124630397714
1,17,0.0788912823499777,1.4299430604277,0.142635500447992,-0.336709545127504
2,17,0.0752102257458518,0.426479640647314,0.14183143157586,-0.268479220759296
3,17,0.0502293510965972,-0.0108328326500728,0.0978771961721023,-0.164053077160938
4,17,0.0781119005777409,1.4433216849485,0.142566111648903,-0.335601690162268
5,17,0.0618696156922405,1.77264293169909,0.101384407013865,-0.294611914635003
6,17,0.0558433783289729,1.61554657769537,0.0929769455693344,-0.268754653076369
7,17,0.0625229908854054,0.927289484319978,0.111602106001103,-0.253364899946011
8,17,0.0790490317532684,1.51387351284653,0.140894738586731,-0.339932687682823
9,17,0.0571887129708865,0.828240504518634,0.109705825049898,-0.236009730074782
10,17,0.0667425479922219,2.21776356962893,0.107768230302506,-0.334909153313255
1,18,-0.0248186838852449,-1.5410134360915,-0.035342091813216,0.163746254273697
2,18,-0.0318896917381811,-2.18722785819477,-0.0433942296353637,0.221648789674996
3,18,-0.0283251752649426,-0.230846068412908,-0.0528645194568729,0.10495422571437
4,18,0.00601267773735246,0.572034104436393,0.00664857696601806,-0.0498700954763144
5,18,-0.0231823300567927,-0.633172126909143,-0.0381510733916489,0.10843075773096
6,18,-0.0172984673781435,-0.55748553510732,-0.0280817595409681,0.0860260720984628
7,18,-0.038318582453675,-1.99396558426206,-0.056078805470551,0.231345912963201
8,18,-0.0104006066194344,-1.34908516444195,-0.00790569741648503,0.106127810123544
