ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
201,17.3409,0.654631,2.52039,2.52039,0.739901,2.41931,2.41931,0.74256,2.37933,2.37933,0.654631,2.31736,2.31736,0,All,#4682B4,0
201,17.6948,0.654631,0.672668,0.672668,0.739901,-0.226024,-0.226024,0.74256,-0.266011,-0.266011,0.654631,0.709955,0.709955,0,All,#4682B4,0
201,18.0487,0.654631,1.30429,1.30429,0.739901,0.498161,0.498161,0.74256,0.458174,0.458174,0.654631,1.26327,1.26327,0,All,#4682B4,0
201,18.4026,0.654631,0.185327,0.185327,0.739901,-0.962154,-0.962154,0.74256,-1.00214,-1.00214,0.654631,0.191159,0.191159,0,All,#4682B4,0
201,18.7564,0.654631,0.383184,0.383184,0.739901,-0.656054,-0.656054,0.74256,-0.696041,-0.696041,0.654631,0.385122,0.385122,0,All,#4682B4,0
201,19.1103,0.654631,1.32185,1.32185,0.739901,0.538938,0.538938,0.74256,0.498951,0.498951,0.654631,1.32799,1.32799,0,All,#4682B4,0
201,19.4642,0.654631,-0.317118,-0.317118,0.739901,-1.7084,-1.7084,0.74256,-1.74838,-1.74838,0.654631,-0.265383,-0.265383,0,All,#4682B4,0
201,19.8181,0.654631,0.770873,0.770873,0.739901,-0.122407,-0.122407,0.74256,-0.162394,-0.162394,0.654631,0.785734,0.785734,0,All,#4682B4,0
201,20.172,0.654631,1.14649,1.14649,0.739901,0.340487,0.340487,0.74256,0.300501,0.300501,0.654631,1.12845,1.12845,0,All,#4682B4,0
201,20.5259,0.654631,0.888196,0.888196,0.739901,0.0226659,0.0226659,0.74256,-0.0173207,-0.0173207,0.654631,0.893723,0.893723,0,All,#4682B4,0
201,20.8798,0.654631,0.124364,0.124364,0.739901,-1.04941,-1.04941,0.74256,-1.0894,-1.0894,0.654631,0.157267,0.157267,0,All,#4682B4,0
201,21.2337,0.654631,-0.775764,-0.775764,0.739901,-2.2498,-2.2498,0.74256,-2.28979,-2.28979,0.654631,-0.741458,-0.741458,0,All,#4682B4,0
201,21.5876,0.654631,1.23889,1.23889,0.739901,0.512925,0.512925,0.74256,0.472938,0.472938,0.654631,1.2059,1.2059,0,All,#4682B4,0
201,21.9415,0.654631,1.26879,1.26879,0.739901,0.588147,0.588147,0.74256,0.54816,0.54816,0.654631,1.35401,1.35401,0,All,#4682B4,0
201,22.2954,0.654631,0.926658,0.926658,0.739901,0.0611811,0.0611811,0.74256,0.0211945,0.0211945,0.654631,0.895826,0.895826,0,All,#4682B4,0
201,22.6493,0.654631,2.03065,2.03065,0.739901,1.51696,1.51696,0.74256,1.47697,1.47697,0.654631,1.94429,1.94429,0,All,#4682B4,0
201,23.0032,0.654631,-0.143603,-0.143603,0.739901,-1.43953,-1.43953,0.74256,-1.47951,-1.47951,0.654631,-0.106642,-0.106642,0,All,#4682B4,0
201,23.3571,0.654631,-0.151477,-0.151477,0.739901,-1.38625,-1.38625,0.74256,-1.42624,-1.42624,0.654631,-0.144568,-0.144568,0,All,#4682B4,0
