rep,ID,time,prediction_iwRes,iwRes_simulated,iwRes_simulated_simBlq,censored,split,color,filter
8,85,5.1038,0.731746,0.506841,0.506841,0,All,#4682B4,0
1,85,5.4577,0.72811,-2.34202,-2.34202,0,All,#4682B4,0
2,85,5.4577,0.743552,-2.57418,-2.57418,0,All,#4682B4,0
3,85,5.4577,0.718458,-2.1969,-2.1969,0,All,#4682B4,0
4,85,5.4577,0.739522,-2.5136,-2.5136,0,All,#4682B4,0
5,85,5.4577,0.723568,-2.27373,-2.27373,0,All,#4682B4,0
6,85,5.4577,0.711429,-2.09122,-2.09122,0,All,#4682B4,0
7,85,5.4577,0.724772,-2.29182,-2.29182,0,All,#4682B4,0
8,85,5.4577,0.731746,-2.39668,-2.39668,0,All,#4682B4,0
1,85,5.8116,0.72811,0.700061,0.700061,0,All,#4682B4,0
2,85,5.8116,0.743552,0.467893,0.467893,0,All,#4682B4,0
3,85,5.8116,0.718458,0.845181,0.845181,0,All,#4682B4,0
4,85,5.8116,0.739522,0.528476,0.528476,0,All,#4682B4,0
5,85,5.8116,0.723568,0.76835,0.76835,0,All,#4682B4,0
6,85,5.8116,0.711429,0.950856,0.950856,0,All,#4682B4,0
7,85,5.8116,0.724772,0.750252,0.750252,0,All,#4682B4,0
8,85,5.8116,0.731746,0.645396,0.645396,0,All,#4682B4,0
1,85,6.1655,0.72811,2.75938,2.75938,0,All,#4682B4,0
2,85,6.1655,0.743552,2.52721,2.52721,0,All,#4682B4,0
3,85,6.1655,0.718458,2.9045,2.9045,0,All,#4682B4,0
4,85,6.1655,0.739522,2.58779,2.58779,0,All,#4682B4,0
5,85,6.1655,0.723568,2.82767,2.82767,0,All,#4682B4,0
6,85,6.1655,0.711429,3.01017,3.01017,0,All,#4682B4,0
7,85,6.1655,0.724772,2.80957,2.80957,0,All,#4682B4,0
8,85,6.1655,0.731746,2.70471,2.70471,0,All,#4682B4,0
1,85,6.5194,0.72811,0.533079,0.533079,0,All,#4682B4,0
2,85,6.5194,0.743552,0.300912,0.300912,0,All,#4682B4,0
3,85,6.5194,0.718458,0.678199,0.678199,0,All,#4682B4,0
4,85,6.5194,0.739522,0.361494,0.361494,0,All,#4682B4,0
5,85,6.5194,0.723568,0.601369,0.601369,0,All,#4682B4,0
6,85,6.5194,0.711429,0.783874,0.783874,0,All,#4682B4,0
7,85,6.5194,0.724772,0.58327,0.58327,0,All,#4682B4,0
8,85,6.5194,0.731746,0.478415,0.478415,0,All,#4682B4,0
1,85,6.8733,0.72811,0.801438,0.801438,0,All,#4682B4,0
2,85,6.8733,0.743552,0.569271,0.569271,0,All,#4682B4,0
3,85,6.8733,0.718458,0.946558,0.946558,0,All,#4682B4,0
4,85,6.8733,0.739522,0.629854,0.629854,0,All,#4682B4,0
5,85,6.8733,0.723568,0.869728,0.869728,0,All,#4682B4,0
6,85,6.8733,0.711429,1.05223,1.05223,0,All,#4682B4,0
7,85,6.8733,0.724772,0.85163,0.85163,0,All,#4682B4,0
8,85,6.8733,0.731746,0.746774,0.746774,0,All,#4682B4,0
1,85,7.2272,0.72811,1.60791,1.60791,0,All,#4682B4,0
2,85,7.2272,0.743552,1.37574,1.37574,0,All,#4682B4,0
3,85,7.2272,0.718458,1.75303,1.75303,0,All,#4682B4,0
4,85,7.2272,0.739522,1.43633,1.43633,0,All,#4682B4,0
5,85,7.2272,0.723568,1.6762,1.6762,0,All,#4682B4,0
6,85,7.2272,0.711429,1.85871,1.85871,0,All,#4682B4,0
7,85,7.2272,0.724772,1.6581,1.6581,0,All,#4682B4,0
8,85,7.2272,0.731746,1.55325,1.55325,0,All,#4682B4,0
1,85,7.5811,0.72811,-0.177043,-0.177043,0,All,#4682B4,0
2,85,7.5811,0.743552,-0.40921,-0.40921,0,All,#4682B4,0
3,85,7.5811,0.718458,-0.0319227,-0.0319227,0,All,#4682B4,0
4,85,7.5811,0.739522,-0.348627,-0.348627,0,All,#4682B4,0
5,85,7.5811,0.723568,-0.108753,-0.108753,0,All,#4682B4,0
6,85,7.5811,0.711429,0.0737527,0.0737527,0,All,#4682B4,0
7,85,7.5811,0.724772,-0.126851,-0.126851,0,All,#4682B4,0
8,85,7.5811,0.731746,-0.231707,-0.231707,0,All,#4682B4,0
1,85,7.935,0.72811,1.62269,1.62269,0,All,#4682B4,0
2,85,7.935,0.743552,1.39053,1.39053,0,All,#4682B4,0
3,85,7.935,0.718458,1.76781,1.76781,0,All,#4682B4,0
4,85,7.935,0.739522,1.45111,1.45111,0,All,#4682B4,0
5,85,7.935,0.723568,1.69098,1.69098,0,All,#4682B4,0
6,85,7.935,0.711429,1.87349,1.87349,0,All,#4682B4,0
7,85,7.935,0.724772,1.67289,1.67289,0,All,#4682B4,0
8,85,7.935,0.731746,1.56803,1.56803,0,All,#4682B4,0
1,85,8.2889,0.72811,0.443728,0.443728,0,All,#4682B4,0
2,85,8.2889,0.743552,0.21156,0.21156,0,All,#4682B4,0
3,85,8.2889,0.718458,0.588848,0.588848,0,All,#4682B4,0
4,85,8.2889,0.739522,0.272143,0.272143,0,All,#4682B4,0
5,85,8.2889,0.723568,0.512017,0.512017,0,All,#4682B4,0
6,85,8.2889,0.711429,0.694523,0.694523,0,All,#4682B4,0
7,85,8.2889,0.724772,0.493919,0.493919,0,All,#4682B4,0
8,85,8.2889,0.731746,0.389063,0.389063,0,All,#4682B4,0
1,85,8.6428,0.72811,3.26447,3.26447,0,All,#4682B4,0
2,85,8.6428,0.743552,3.0323,3.0323,0,All,#4682B4,0
3,85,8.6428,0.718458,3.40959,3.40959,0,All,#4682B4,0
4,85,8.6428,0.739522,3.09289,3.09289,0,All,#4682B4,0
5,85,8.6428,0.723568,3.33276,3.33276,0,All,#4682B4,0
6,85,8.6428,0.711429,3.51527,3.51527,0,All,#4682B4,0
7,85,8.6428,0.724772,3.31466,3.31466,0,All,#4682B4,0
8,85,8.6428,0.731746,3.20981,3.20981,0,All,#4682B4,0
1,85,8.9967,0.72811,1.13364,1.13364,0,All,#4682B4,0
2,85,8.9967,0.743552,0.901472,0.901472,0,All,#4682B4,0
3,85,8.9967,0.718458,1.27876,1.27876,0,All,#4682B4,0
4,85,8.9967,0.739522,0.962055,0.962055,0,All,#4682B4,0
5,85,8.9967,0.723568,1.20193,1.20193,0,All,#4682B4,0
6,85,8.9967,0.711429,1.38444,1.38444,0,All,#4682B4,0
7,85,8.9967,0.724772,1.18383,1.18383,0,All,#4682B4,0
8,85,8.9967,0.731746,1.07898,1.07898,0,All,#4682B4,0
1,85,9.3506,0.72811,1.32355,1.32355,0,All,#4682B4,0
2,85,9.3506,0.743552,1.09139,1.09139,0,All,#4682B4,0
3,85,9.3506,0.718458,1.46867,1.46867,0,All,#4682B4,0
4,85,9.3506,0.739522,1.15197,1.15197,0,All,#4682B4,0
5,85,9.3506,0.723568,1.39184,1.39184,0,All,#4682B4,0
6,85,9.3506,0.711429,1.57435,1.57435,0,All,#4682B4,0
7,85,9.3506,0.724772,1.37374,1.37374,0,All,#4682B4,0
8,85,9.3506,0.731746,1.26889,1.26889,0,All,#4682B4,0
1,85,9.7044,0.72811,1.99466,1.99466,0,All,#4682B4,0
2,85,9.7044,0.743552,1.76249,1.76249,0,All,#4682B4,0
3,85,9.7044,0.718458,2.13978,2.13978,0,All,#4682B4,0
4,85,9.7044,0.739522,1.82307,1.82307,0,All,#4682B4,0
5,85,9.7044,0.723568,2.06295,2.06295,0,All,#4682B4,0
6,85,9.7044,0.711429,2.24545,2.24545,0,All,#4682B4,0
7,85,9.7044,0.724772,2.04485,2.04485,0,All,#4682B4,0
8,85,9.7044,0.731746,1.93999,1.93999,0,All,#4682B4,0
1,85,10.0583,0.72811,1.51908,1.51908,0,All,#4682B4,0
2,85,10.0583,0.743552,1.28691,1.28691,0,All,#4682B4,0
3,85,10.0583,0.718458,1.6642,1.6642,0,All,#4682B4,0
4,85,10.0583,0.739522,1.3475,1.3475,0,All,#4682B4,0
5,85,10.0583,0.723568,1.58737,1.58737,0,All,#4682B4,0
6,85,10.0583,0.711429,1.76988,1.76988,0,All,#4682B4,0
7,85,10.0583,0.724772,1.56927,1.56927,0,All,#4682B4,0
8,85,10.0583,0.731746,1.46442,1.46442,0,All,#4682B4,0
1,85,10.4122,0.72811,2.14349,2.14349,0,All,#4682B4,0
2,85,10.4122,0.743552,1.91132,1.91132,0,All,#4682B4,0
3,85,10.4122,0.718458,2.28861,2.28861,0,All,#4682B4,0
4,85,10.4122,0.739522,1.9719,1.9719,0,All,#4682B4,0
5,85,10.4122,0.723568,2.21178,2.21178,0,All,#4682B4,0
6,85,10.4122,0.711429,2.39428,2.39428,0,All,#4682B4,0
7,85,10.4122,0.724772,2.19368,2.19368,0,All,#4682B4,0
8,85,10.4122,0.731746,2.08882,2.08882,0,All,#4682B4,0
1,85,10.7661,0.72811,0.249563,0.249563,0,All,#4682B4,0
2,85,10.7661,0.743552,0.0173958,0.0173958,0,All,#4682B4,0
3,85,10.7661,0.718458,0.394683,0.394683,0,All,#4682B4,0
4,85,10.7661,0.739522,0.0779784,0.0779784,0,All,#4682B4,0
5,85,10.7661,0.723568,0.317853,0.317853,0,All,#4682B4,0
6,85,10.7661,0.711429,0.500359,0.500359,0,All,#4682B4,0
7,85,10.7661,0.724772,0.299755,0.299755,0,All,#4682B4,0
8,85,10.7661,0.731746,0.194899,0.194899,0,All,#4682B4,0
1,85,11.12,0.72811,-0.552799,-0.552799,0,All,#4682B4,0
2,85,11.12,0.743552,-0.784966,-0.784966,0,All,#4682B4,0
3,85,11.12,0.718458,-0.407679,-0.407679,0,All,#4682B4,0
4,85,11.12,0.739522,-0.724384,-0.724384,0,All,#4682B4,0
5,85,11.12,0.723568,-0.484509,-0.484509,0,All,#4682B4,0
6,85,11.12,0.711429,-0.302003,-0.302003,0,All,#4682B4,0
7,85,11.12,0.724772,-0.502608,-0.502608,0,All,#4682B4,0
8,85,11.12,0.731746,-0.607463,-0.607463,0,All,#4682B4,0
1,85,11.4739,0.72811,-2.9462,-2.9462,0,All,#4682B4,0
2,85,11.4739,0.743552,-3.17837,-3.17837,0,All,#4682B4,0
3,85,11.4739,0.718458,-2.80108,-2.80108,0,All,#4682B4,0
4,85,11.4739,0.739522,-3.11779,-3.11779,0,All,#4682B4,0
5,85,11.4739,0.723568,-2.87791,-2.87791,0,All,#4682B4,0
6,85,11.4739,0.711429,-2.69541,-2.69541,0,All,#4682B4,0
7,85,11.4739,0.724772,-2.89601,-2.89601,0,All,#4682B4,0
8,85,11.4739,0.731746,-3.00087,-3.00087,0,All,#4682B4,0
1,85,11.8278,0.72811,-0.40471,-0.40471,0,All,#4682B4,0
2,85,11.8278,0.743552,-0.636877,-0.636877,0,All,#4682B4,0
3,85,11.8278,0.718458,-0.25959,-0.25959,0,All,#4682B4,0
4,85,11.8278,0.739522,-0.576295,-0.576295,0,All,#4682B4,0
5,85,11.8278,0.723568,-0.336421,-0.336421,0,All,#4682B4,0
6,85,11.8278,0.711429,-0.153915,-0.153915,0,All,#4682B4,0
7,85,11.8278,0.724772,-0.354519,-0.354519,0,All,#4682B4,0
8,85,11.8278,0.731746,-0.459374,-0.459374,0,All,#4682B4,0
1,85,12.1817,0.72811,-0.877525,-0.877525,0,All,#4682B4,0
2,85,12.1817,0.743552,-1.10969,-1.10969,0,All,#4682B4,0
3,85,12.1817,0.718458,-0.732405,-0.732405,0,All,#4682B4,0
4,85,12.1817,0.739522,-1.04911,-1.04911,0,All,#4682B4,0
5,85,12.1817,0.723568,-0.809235,-0.809235,0,All,#4682B4,0
6,85,12.1817,0.711429,-0.626729,-0.626729,0,All,#4682B4,0
7,85,12.1817,0.724772,-0.827334,-0.827334,0,All,#4682B4,0
8,85,12.1817,0.731746,-0.932189,-0.932189,0,All,#4682B4,0
1,85,12.5356,0.72811,-1.13062,-1.13062,0,All,#4682B4,0
2,85,12.5356,0.743552,-1.36279,-1.36279,0,All,#4682B4,0
3,85,12.5356,0.718458,-0.985501,-0.985501,0,All,#4682B4,0
4,85,12.5356,0.739522,-1.30221,-1.30221,0,All,#4682B4,0
5,85,12.5356,0.723568,-1.06233,-1.06233,0,All,#4682B4,0
6,85,12.5356,0.711429,-0.879826,-0.879826,0,All,#4682B4,0
7,85,12.5356,0.724772,-1.08043,-1.08043,0,All,#4682B4,0
8,85,12.5356,0.731746,-1.18529,-1.18529,0,All,#4682B4,0
1,85,12.8895,0.72811,1.24011,1.24011,0,All,#4682B4,0
2,85,12.8895,0.743552,1.00794,1.00794,0,All,#4682B4,0
3,85,12.8895,0.718458,1.38523,1.38523,0,All,#4682B4,0
4,85,12.8895,0.739522,1.06853,1.06853,0,All,#4682B4,0
5,85,12.8895,0.723568,1.3084,1.3084,0,All,#4682B4,0
6,85,12.8895,0.711429,1.49091,1.49091,0,All,#4682B4,0
7,85,12.8895,0.724772,1.2903,1.2903,0,All,#4682B4,0
8,85,12.8895,0.731746,1.18545,1.18545,0,All,#4682B4,0
1,85,13.2434,0.72811,-0.665697,-0.665697,0,All,#4682B4,0
2,85,13.2434,0.743552,-0.897864,-0.897864,0,All,#4682B4,0
3,85,13.2434,0.718458,-0.520577,-0.520577,0,All,#4682B4,0
4,85,13.2434,0.739522,-0.837282,-0.837282,0,All,#4682B4,0
5,85,13.2434,0.723568,-0.597408,-0.597408,0,All,#4682B4,0
6,85,13.2434,0.711429,-0.414902,-0.414902,0,All,#4682B4,0
7,85,13.2434,0.724772,-0.615506,-0.615506,0,All,#4682B4,0
8,85,13.2434,0.731746,-0.720361,-0.720361,0,All,#4682B4,0
1,85,13.5973,0.72811,0.434633,0.434633,0,All,#4682B4,0
2,85,13.5973,0.743552,0.202465,0.202465,0,All,#4682B4,0
3,85,13.5973,0.718458,0.579753,0.579753,0,All,#4682B4,0
4,85,13.5973,0.739522,0.263048,0.263048,0,All,#4682B4,0
5,85,13.5973,0.723568,0.502922,0.502922,0,All,#4682B4,0
6,85,13.5973,0.711429,0.685428,0.685428,0,All,#4682B4,0
7,85,13.5973,0.724772,0.484824,0.484824,0,All,#4682B4,0
8,85,13.5973,0.731746,0.379968,0.379968,0,All,#4682B4,0
1,85,13.9512,0.72811,-2.35296,-2.35296,0,All,#4682B4,0
2,85,13.9512,0.743552,-2.58512,-2.58512,0,All,#4682B4,0
3,85,13.9512,0.718458,-2.20784,-2.20784,0,All,#4682B4,0
4,85,13.9512,0.739522,-2.52454,-2.52454,0,All,#4682B4,0
5,85,13.9512,0.723568,-2.28467,-2.28467,0,All,#4682B4,0
6,85,13.9512,0.711429,-2.10216,-2.10216,0,All,#4682B4,0
7,85,13.9512,0.724772,-2.30276,-2.30276,0,All,#4682B4,0
8,85,13.9512,0.731746,-2.40762,-2.40762,0,All,#4682B4,0
1,85,14.3051,0.72811,-0.834995,-0.834995,0,All,#4682B4,0
2,85,14.3051,0.743552,-1.06716,-1.06716,0,All,#4682B4,0
3,85,14.3051,0.718458,-0.689875,-0.689875,0,All,#4682B4,0
4,85,14.3051,0.739522,-1.00658,-1.00658,0,All,#4682B4,0
5,85,14.3051,0.723568,-0.766706,-0.766706,0,All,#4682B4,0
6,85,14.3051,0.711429,-0.5842,-0.5842,0,All,#4682B4,0
7,85,14.3051,0.724772,-0.784804,-0.784804,0,All,#4682B4,0
8,85,14.3051,0.731746,-0.88966,-0.88966,0,All,#4682B4,0
1,85,14.659,0.72811,-0.265199,-0.265199,0,All,#4682B4,0
2,85,14.659,0.743552,-0.497366,-0.497366,0,All,#4682B4,0
3,85,14.659,0.718458,-0.120079,-0.120079,0,All,#4682B4,0
4,85,14.659,0.739522,-0.436783,-0.436783,0,All,#4682B4,0
5,85,14.659,0.723568,-0.196909,-0.196909,0,All,#4682B4,0
6,85,14.659,0.711429,-0.0144033,-0.0144033,0,All,#4682B4,0
7,85,14.659,0.724772,-0.215007,-0.215007,0,All,#4682B4,0
8,85,14.659,0.731746,-0.319863,-0.319863,0,All,#4682B4,0
1,85,15.0129,0.72811,-2.31918,-2.31918,0,All,#4682B4,0
2,85,15.0129,0.743552,-2.55134,-2.55134,0,All,#4682B4,0
3,85,15.0129,0.718458,-2.17406,-2.17406,0,All,#4682B4,0
4,85,15.0129,0.739522,-2.49076,-2.49076,0,All,#4682B4,0
5,85,15.0129,0.723568,-2.25089,-2.25089,0,All,#4682B4,0
6,85,15.0129,0.711429,-2.06838,-2.06838,0,All,#4682B4,0
7,85,15.0129,0.724772,-2.26898,-2.26898,0,All,#4682B4,0
8,85,15.0129,0.731746,-2.37384,-2.37384,0,All,#4682B4,0
1,85,15.3668,0.72811,0.0405423,0.0405423,0,All,#4682B4,0
2,85,15.3668,0.743552,-0.191625,-0.191625,0,All,#4682B4,0
3,85,15.3668,0.718458,0.185662,0.185662,0,All,#4682B4,0
4,85,15.3668,0.739522,-0.131043,-0.131043,0,All,#4682B4,0
5,85,15.3668,0.723568,0.108832,0.108832,0,All,#4682B4,0
6,85,15.3668,0.711429,0.291338,0.291338,0,All,#4682B4,0
7,85,15.3668,0.724772,0.0907336,0.0907336,0,All,#4682B4,0
8,85,15.3668,0.731746,-0.0141222,-0.0141222,0,All,#4682B4,0
1,85,15.7207,0.72811,-0.803161,-0.803161,0,All,#4682B4,0
2,85,15.7207,0.743552,-1.03533,-1.03533,0,All,#4682B4,0
3,85,15.7207,0.718458,-0.658041,-0.658041,0,All,#4682B4,0
4,85,15.7207,0.739522,-0.974746,-0.974746,0,All,#4682B4,0
5,85,15.7207,0.723568,-0.734872,-0.734872,0,All,#4682B4,0
6,85,15.7207,0.711429,-0.552366,-0.552366,0,All,#4682B4,0
7,85,15.7207,0.724772,-0.75297,-0.75297,0,All,#4682B4,0
8,85,15.7207,0.731746,-0.857826,-0.857826,0,All,#4682B4,0
1,85,16.0745,0.72811,-0.071661,-0.071661,0,All,#4682B4,0
2,85,16.0745,0.743552,-0.303828,-0.303828,0,All,#4682B4,0
3,85,16.0745,0.718458,0.0734589,0.0734589,0,All,#4682B4,0
4,85,16.0745,0.739522,-0.243246,-0.243246,0,All,#4682B4,0
5,85,16.0745,0.723568,-0.00337161,-0.00337161,0,All,#4682B4,0
6,85,16.0745,0.711429,0.179134,0.179134,0,All,#4682B4,0
7,85,16.0745,0.724772,-0.0214697,-0.0214697,0,All,#4682B4,0
8,85,16.0745,0.731746,-0.126325,-0.126325,0,All,#4682B4,0
1,85,16.4284,0.72811,1.03877,1.03877,0,All,#4682B4,0
2,85,16.4284,0.743552,0.8066,0.8066,0,All,#4682B4,0
3,85,16.4284,0.718458,1.18389,1.18389,0,All,#4682B4,0
4,85,16.4284,0.739522,0.867182,0.867182,0,All,#4682B4,0
5,85,16.4284,0.723568,1.10706,1.10706,0,All,#4682B4,0
6,85,16.4284,0.711429,1.28956,1.28956,0,All,#4682B4,0
7,85,16.4284,0.724772,1.08896,1.08896,0,All,#4682B4,0
8,85,16.4284,0.731746,0.984103,0.984103,0,All,#4682B4,0
1,85,16.7823,0.72811,-0.398468,-0.398468,0,All,#4682B4,0
2,85,16.7823,0.743552,-0.630636,-0.630636,0,All,#4682B4,0
3,85,16.7823,0.718458,-0.253348,-0.253348,0,All,#4682B4,0
4,85,16.7823,0.739522,-0.570053,-0.570053,0,All,#4682B4,0
5,85,16.7823,0.723568,-0.330179,-0.330179,0,All,#4682B4,0
6,85,16.7823,0.711429,-0.147673,-0.147673,0,All,#4682B4,0
7,85,16.7823,0.724772,-0.348277,-0.348277,0,All,#4682B4,0
8,85,16.7823,0.731746,-0.453133,-0.453133,0,All,#4682B4,0
1,85,17.1362,0.72811,-1.52996,-1.52996,0,All,#4682B4,0
2,85,17.1362,0.743552,-1.76213,-1.76213,0,All,#4682B4,0
3,85,17.1362,0.718458,-1.38485,-1.38485,0,All,#4682B4,0
4,85,17.1362,0.739522,-1.70155,-1.70155,0,All,#4682B4,0
5,85,17.1362,0.723568,-1.46168,-1.46168,0,All,#4682B4,0
6,85,17.1362,0.711429,-1.27917,-1.27917,0,All,#4682B4,0
7,85,17.1362,0.724772,-1.47977,-1.47977,0,All,#4682B4,0
8,85,17.1362,0.731746,-1.58463,-1.58463,0,All,#4682B4,0
1,85,17.4901,0.72811,0.131499,0.131499,0,All,#4682B4,0
2,85,17.4901,0.743552,-0.100669,-0.100669,0,All,#4682B4,0
3,85,17.4901,0.718458,0.276619,0.276619,0,All,#4682B4,0
4,85,17.4901,0.739522,-0.040086,-0.040086,0,All,#4682B4,0
5,85,17.4901,0.723568,0.199788,0.199788,0,All,#4682B4,0
6,85,17.4901,0.711429,0.382294,0.382294,0,All,#4682B4,0
7,85,17.4901,0.724772,0.18169,0.18169,0,All,#4682B4,0
8,85,17.4901,0.731746,0.0768343,0.0768343,0,All,#4682B4,0
1,85,17.844,0.72811,0.580757,0.580757,0,All,#4682B4,0
2,85,17.844,0.743552,0.348589,0.348589,0,All,#4682B4,0
3,85,17.844,0.718458,0.725877,0.725877,0,All,#4682B4,0
4,85,17.844,0.739522,0.409172,0.409172,0,All,#4682B4,0
5,85,17.844,0.723568,0.649046,0.649046,0,All,#4682B4,0
6,85,17.844,0.711429,0.831552,0.831552,0,All,#4682B4,0
7,85,17.844,0.724772,0.630948,0.630948,0,All,#4682B4,0
8,85,17.844,0.731746,0.526092,0.526092,0,All,#4682B4,0
1,85,18.1979,0.72811,-0.345293,-0.345293,0,All,#4682B4,0
2,85,18.1979,0.743552,-0.57746,-0.57746,0,All,#4682B4,0
3,85,18.1979,0.718458,-0.200173,-0.200173,0,All,#4682B4,0
4,85,18.1979,0.739522,-0.516878,-0.516878,0,All,#4682B4,0
5,85,18.1979,0.723568,-0.277003,-0.277003,0,All,#4682B4,0
6,85,18.1979,0.711429,-0.0944975,-0.0944975,0,All,#4682B4,0
7,85,18.1979,0.724772,-0.295102,-0.295102,0,All,#4682B4,0
8,85,18.1979,0.731746,-0.399957,-0.399957,0,All,#4682B4,0
1,85,18.5518,0.72811,-0.258629,-0.258629,0,All,#4682B4,0
2,85,18.5518,0.743552,-0.490796,-0.490796,0,All,#4682B4,0
3,85,18.5518,0.718458,-0.113509,-0.113509,0,All,#4682B4,0
4,85,18.5518,0.739522,-0.430214,-0.430214,0,All,#4682B4,0
5,85,18.5518,0.723568,-0.190339,-0.190339,0,All,#4682B4,0
6,85,18.5518,0.711429,-0.00783342,-0.00783342,0,All,#4682B4,0
7,85,18.5518,0.724772,-0.208437,-0.208437,0,All,#4682B4,0
8,85,18.5518,0.731746,-0.313293,-0.313293,0,All,#4682B4,0
1,85,18.9057,0.72811,-0.608198,-0.608198,0,All,#4682B4,0
2,85,18.9057,0.743552,-0.840365,-0.840365,0,All,#4682B4,0
3,85,18.9057,0.718458,-0.463078,-0.463078,0,All,#4682B4,0
4,85,18.9057,0.739522,-0.779782,-0.779782,0,All,#4682B4,0
5,85,18.9057,0.723568,-0.539908,-0.539908,0,All,#4682B4,0
6,85,18.9057,0.711429,-0.357402,-0.357402,0,All,#4682B4,0
7,85,18.9057,0.724772,-0.558006,-0.558006,0,All,#4682B4,0
8,85,18.9057,0.731746,-0.662862,-0.662862,0,All,#4682B4,0
1,85,19.2596,0.72811,1.60076,1.60076,0,All,#4682B4,0
2,85,19.2596,0.743552,1.36859,1.36859,0,All,#4682B4,0
3,85,19.2596,0.718458,1.74588,1.74588,0,All,#4682B4,0
4,85,19.2596,0.739522,1.42917,1.42917,0,All,#4682B4,0
5,85,19.2596,0.723568,1.66905,1.66905,0,All,#4682B4,0
6,85,19.2596,0.711429,1.85155,1.85155,0,All,#4682B4,0
7,85,19.2596,0.724772,1.65095,1.65095,0,All,#4682B4,0
8,85,19.2596,0.731746,1.54609,1.54609,0,All,#4682B4,0
1,85,19.6135,0.72811,-0.01666,-0.01666,0,All,#4682B4,0
2,85,19.6135,0.743552,-0.248827,-0.248827,0,All,#4682B4,0
3,85,19.6135,0.718458,0.12846,0.12846,0,All,#4682B4,0
4,85,19.6135,0.739522,-0.188245,-0.188245,0,All,#4682B4,0
5,85,19.6135,0.723568,0.0516294,0.0516294,0,All,#4682B4,0
6,85,19.6135,0.711429,0.234135,0.234135,0,All,#4682B4,0
7,85,19.6135,0.724772,0.0335313,0.0335313,0,All,#4682B4,0
8,85,19.6135,0.731746,-0.0713245,-0.0713245,0,All,#4682B4,0
1,85,19.9674,0.72811,1.33494,1.33494,0,All,#4682B4,0
2,85,19.9674,0.743552,1.10278,1.10278,0,All,#4682B4,0
3,85,19.9674,0.718458,1.48006,1.48006,0,All,#4682B4,0
4,85,19.9674,0.739522,1.16336,1.16336,0,All,#4682B4,0
5,85,19.9674,0.723568,1.40323,1.40323,0,All,#4682B4,0
6,85,19.9674,0.711429,1.58574,1.58574,0,All,#4682B4,0
7,85,19.9674,0.724772,1.38513,1.38513,0,All,#4682B4,0
8,85,19.9674,0.731746,1.28028,1.28028,0,All,#4682B4,0
1,85,20.3213,0.72811,-2.66527,-2.66527,0,All,#4682B4,0
2,85,20.3213,0.743552,-2.89743,-2.89743,0,All,#4682B4,0
3,85,20.3213,0.718458,-2.52015,-2.52015,0,All,#4682B4,0
4,85,20.3213,0.739522,-2.83685,-2.83685,0,All,#4682B4,0
5,85,20.3213,0.723568,-2.59698,-2.59698,0,All,#4682B4,0
6,85,20.3213,0.711429,-2.41447,-2.41447,0,All,#4682B4,0
7,85,20.3213,0.724772,-2.61508,-2.61508,0,All,#4682B4,0
8,85,20.3213,0.731746,-2.71993,-2.71993,0,All,#4682B4,0
1,85,20.6752,0.72811,2.7858,2.7858,0,All,#4682B4,0
2,85,20.6752,0.743552,2.55363,2.55363,0,All,#4682B4,0
3,85,20.6752,0.718458,2.93092,2.93092,0,All,#4682B4,0
4,85,20.6752,0.739522,2.61421,2.61421,0,All,#4682B4,0
5,85,20.6752,0.723568,2.85409,2.85409,0,All,#4682B4,0
6,85,20.6752,0.711429,3.03659,3.03659,0,All,#4682B4,0
7,85,20.6752,0.724772,2.83599,2.83599,0,All,#4682B4,0
8,85,20.6752,0.731746,2.73113,2.73113,0,All,#4682B4,0
1,85,21.0291,0.72811,1.00879,1.00879,0,All,#4682B4,0
2,85,21.0291,0.743552,0.776625,0.776625,0,All,#4682B4,0
3,85,21.0291,0.718458,1.15391,1.15391,0,All,#4682B4,0
4,85,21.0291,0.739522,0.837208,0.837208,0,All,#4682B4,0
5,85,21.0291,0.723568,1.07708,1.07708,0,All,#4682B4,0
6,85,21.0291,0.711429,1.25959,1.25959,0,All,#4682B4,0
7,85,21.0291,0.724772,1.05898,1.05898,0,All,#4682B4,0
8,85,21.0291,0.731746,0.954128,0.954128,0,All,#4682B4,0
1,85,21.383,0.72811,0.347836,0.347836,0,All,#4682B4,0
2,85,21.383,0.743552,0.115668,0.115668,0,All,#4682B4,0
3,85,21.383,0.718458,0.492955,0.492955,0,All,#4682B4,0
4,85,21.383,0.739522,0.176251,0.176251,0,All,#4682B4,0
5,85,21.383,0.723568,0.416125,0.416125,0,All,#4682B4,0
6,85,21.383,0.711429,0.598631,0.598631,0,All,#4682B4,0
7,85,21.383,0.724772,0.398027,0.398027,0,All,#4682B4,0
8,85,21.383,0.731746,0.293171,0.293171,0,All,#4682B4,0
1,85,21.7369,0.72811,-0.0240189,-0.0240189,0,All,#4682B4,0
2,85,21.7369,0.743552,-0.256186,-0.256186,0,All,#4682B4,0
3,85,21.7369,0.718458,0.121101,0.121101,0,All,#4682B4,0
4,85,21.7369,0.739522,-0.195604,-0.195604,0,All,#4682B4,0
5,85,21.7369,0.723568,0.0442705,0.0442705,0,All,#4682B4,0
6,85,21.7369,0.711429,0.226776,0.226776,0,All,#4682B4,0
7,85,21.7369,0.724772,0.0261724,0.0261724,0,All,#4682B4,0
8,85,21.7369,0.731746,-0.0786834,-0.0786834,0,All,#4682B4,0
1,85,22.0908,0.72811,0.156357,0.156357,0,All,#4682B4,0
