A1_pop,1,-0.0609,-0.757,-0.679,0.321,0.158,0.31,-0.0171
tau1_pop,-0.0609,1,-0.0503,-0.162,0.197,0.407,0.051,0.00685
I0_pop,-0.757,-0.0503,1,0.595,-0.262,-0.15,-0.303,0.0153
omega_A1,-0.679,-0.162,0.595,1,-0.382,-0.157,-0.419,0.00227
corr_tau1_A1,0.321,0.197,-0.262,-0.382,1,-0.215,0.121,0.0126
omega_tau1,0.158,0.407,-0.15,-0.157,-0.215,1,0.114,-0.0176
omega_I0,0.31,0.051,-0.303,-0.419,0.121,0.114,1,-0.00108
a,-0.0171,0.00685,0.0153,0.00227,0.0126,-0.0176,-0.00108,1
