rep,id,eta_A1,eta_tau1,eta_A2,eta_p
6,38,-0.135348755712879,0.0350904076659774,0.0980426250591856,2.24140650596653
7,38,-0.105669517152741,-0.15728280179617,0.0732722041130668,0.787408537922293
8,38,-0.124542300853231,-0.103336870606919,0.0897642481078708,2.65425668440677
9,38,-0.128202497631458,0.52607016944416,0.105588577711134,-3.20148241647054
10,38,-0.0945339737842826,0.0168104744236062,0.0738363525551494,2.57548668422808
1,39,-0.224687224078861,0.404745735251153,0.170160160575882,0.708098542261524
2,39,-0.186090045317912,-0.225811027787633,0.136077443288172,-3.47103950312458
3,39,-0.232318047204911,0.344497325877474,0.168174197201208,2.61966152082775
4,39,-0.154624464750361,0.289764908188857,0.104745589279412,-2.62605553957358
5,39,-0.207903039220459,0.0143178848338147,0.157886373797575,1.95596470688439
6,39,-0.228648186382159,0.309644684975541,0.17037410488694,1.06127426719818
7,39,-0.199932561704838,0.271693084169126,0.152692882443269,5.81848542466842
8,39,-0.20921158946824,0.241538210116188,0.153021901716483,-2.62328404203518
9,39,-0.212278725813632,-0.247548214991652,0.148681216834753,5.52515438428912
10,39,-0.259321680300646,0.0569746716886266,0.188257030178694,3.74688584213513
1,22,0.110683785116336,-0.328983754867783,-0.0772412787047925,-1.73453226813859
2,22,0.13042749799742,-0.172101669704459,-0.092371402227755,-3.10189471952895
3,22,0.134530713636233,-0.354811430031218,-0.101278728431692,3.99157927832994
4,22,0.103747655283805,0.109701892579203,-0.0734499933349423,-0.538897481678827
5,22,0.11309064458567,0.475389799494684,-0.0709650541721671,-0.361310158048991
6,22,-0.147312627049015,0.264179006962476,0.107182168356015,-8.26329697637991
7,22,0.086351013219478,0.0755524774812114,-0.061590699117321,6.9545237098876
8,22,0.134671703044001,-0.157058456256738,-0.106993639137106,-4.08493137331854
9,22,0.0835707628601945,0.288802514715297,-0.0612328700912285,3.37734346360939
10,22,0.113462817783497,-0.0533993957113998,-0.0859052982253146,-4.0160587837296
1,40,0.00386639152565108,0.160642723341885,-0.00335348975923156,-3.52076560174126
2,40,0.0244147404573505,-0.0130826084180126,-0.0128339683858746,6.36784577038758
3,40,-0.0334175250646302,0.216284208792387,0.0231198171857145,-0.95988320975656
4,40,-0.0200504074565606,0.251227747478232,0.0153076286671772,2.69489807994689
5,40,-0.00286456808100898,0.100830436092924,0.0023618954303933,0.228365792387943
6,40,0.0220013982661054,-0.196836931687646,-0.02606308278705,7.26966574675932
7,40,-0.0148828457514012,-0.151270954366813,0.00371503785745113,0.520078086156985
8,40,0.0191005811385444,-0.0924151814512734,-0.00639688153908315,-3.04253994809863
9,40,-0.0176923679299577,0.148131185696191,0.0195279965964156,-3.32956864766506
10,40,-0.00272879646545623,-0.272066394505325,0.00607631076915194,1.84856738628873
1,41,-0.107788783331675,-0.0182004891622551,0.0681794601370925,3.00480035031975
2,41,-0.071878921125946,0.293150438625675,0.0582696678298411,-2.34743489464045
3,41,-0.0561343426757134,-0.0908105529808674,0.037387569815133,-0.317094345911266
4,41,-0.064317659408815,-0.320283751229402,0.0409710120164543,5.76079208100705
5,41,-0.0510977224322478,-0.574535878868649,0.0294108872003801,2.93913948666877
6,41,-0.075701689061697,0.273665159568663,0.0633970827268904,-1.71880400292696
7,41,-0.0560784815488056,-0.188861889014403,0.0448727900053332,-0.744644850004358
8,41,-0.0537610201757371,0.594817190191123,0.0446081710610551,-2.39767650249352
9,41,-0.0245961433238874,0.10847344180415,0.0155696714335514,-2.55184792274588
10,41,-0.0122436540807935,-0.256703389444069,-0.000966075074015478,6.89165745760731
1,42,-0.179043749917445,-0.0548475207640299,0.123515900757748,5.60630063137856
2,42,-0.175616235625959,0.151314579966273,0.121987275404276,0.347363232232459
3,42,-0.177996884426565,0.535688150806633,0.1377115261233,-5.03076423626085
4,42,-0.161714386715306,0.0250735602746014,0.126357237694127,-0.787680390546771
5,42,-0.120977447102765,0.177051329915961,0.0911821690291124,-2.4984004543902
6,42,-0.115230157467386,0.202003605037833,0.0851705804312884,-0.246732443589882
7,42,-0.164198685370472,-0.00401817026851914,0.120433014703524,5.68413272130856
8,42,-0.184896792141629,-0.0844792734381202,0.127281239569644,-6.07797788645351
9,42,-0.119533581574145,-0.107165704146547,0.0860869493436094,11.7845845714205
10,42,-0.153318150153802,0.112833905740656,0.110370674679951,-3.23504219342067
1,23,-0.0116812401208318,0.724568511237344,0.0176628684865486,7.07091233098758
2,23,0.0268450616061799,-0.252606522072386,-0.0245926033488417,1.63112639884629
3,23,-0.0131156591739731,-0.461793492641549,6.26168272684878e-5,2.04143509923047
4,23,0.0122721768387909,-0.126870976387469,-0.0251375328054391,-2.20674512065881
5,23,0.00161424579298041,-0.0324356293310134,-0.002215036891479,3.19605618871944
6,23,0.0287579941688054,-0.16791036562202,-0.0207275315835819,0.368404499677041
7,23,0.00996774781395083,0.150845729800742,-0.00801778155638819,4.74328379382866
8,23,0.017743924419772,0.434971342472662,-0.00607776805301927,2.19954949150273
9,23,-0.0044303179608023,0.28905923608147,0.0025116894411986,9.25789578676593
10,23,0.0248081236655127,-0.223056651985559,-0.025145003232491,-0.238633454822276
1,24,-0.195490963396977,0.185088246946022,0.140775189663696,6.52083179626506
2,24,-0.240489082823369,-0.119992723373249,0.174548777346446,0.933827028809678
3,24,-0.218561389256283,0.174948597296318,0.160559085799231,6.49574071421531
4,24,-0.233068536863612,0.0473045904396121,0.161508078483629,-6.66113231900664
5,24,-0.202644750877775,-0.0305039237963546,0.140654699634124,-0.554927278709408
6,24,-0.172855640254426,-0.291672026049903,0.133669036932166,2.20533538319839
7,24,-0.195951488144254,0.394328256834797,0.146886329025819,-2.32064453538265
8,24,-0.170400044157112,0.254712140649404,0.127978495252461,0.184755698322429
9,24,-0.244125407794329,0.012479739240477,0.171544976303981,5.13779707112331
10,24,-0.214273251384154,-0.149267062702062,0.151442831587909,-1.92954311109157
1,25,-0.084634810710792,0.463019538194437,0.0655071147512169,-1.55066177900149
2,25,-0.081548094701653,0.127677288549687,0.0624223116902197,-0.56617926423872
3,25,-0.0539600883117802,0.149032995842622,0.0370671658085193,-2.53544049853876
4,25,-0.0693522556445532,0.281755637328904,0.0518943882010669,-0.87615975142956
5,25,-0.0389407679930442,-0.0785544911717145,0.0358233581582674,-0.211619664283631
6,25,-0.060626926188709,-0.00913129472440374,0.0478752432018001,-4.46496487422613
7,25,-0.027944747108395,0.0998927799831534,0.0199559679361301,-1.0612323468668
8,25,-0.0522994330958943,0.358054761516047,0.0307789845516737,-4.39297795004369
9,25,-0.0590836707768956,0.16485058829703,0.0407802195225534,-1.32473466114614
10,25,-0.0745792027501681,0.36010731789503,0.0535368463892557,3.4751256188065
1,26,-0.495320520659807,0.38674176454838,0.367033264252854,5.18011017623532
2,26,-0.489181598236045,0.245943159026131,0.350756144290085,0.072230716307945
3,26,-0.512377797633133,0.328026457309504,0.378553922055501,-0.927735384750536
4,26,-0.461845676022043,0.00898414142284673,0.32691200614923,-1.29860504756761
5,26,-0.453955856318872,0.163478787365101,0.32658148931839,4.58691604003558
6,26,-0.459539435145951,0.560034045798764,0.338568094524321,2.34608885694261
7,26,-0.513645780440982,0.15454094543146,0.366862185811697,0.984631184250059
8,26,-0.46846103316096,0.167244841023687,0.333464381606374,3.18563445105046
9,26,-0.497797534817022,0.446633808572949,0.360968810516595,5.26854920929455
10,26,-0.499704218767749,0.410422423336467,0.367411965062656,-1.4725175991671
1,27,-0.0341973578846801,-0.105617626872551,0.0201161197608012,-1.36916494938641
2,27,0.00686010858587659,-0.337172845635495,0.00208665276709941,14.9130992021705
3,27,-0.0150694860389853,0.529900344278702,0.00995125722687559,0.282024188869358
4,27,0.00719902122937342,-0.311792229474096,-0.0014247367363243,-0.454951484577475
5,27,0.0265514396155532,-0.312095964791744,-0.0248670321780629,1.36803791376821
6,27,-0.0300724485042574,-0.0328320198284314,0.0147434751148627,2.7015783690471
7,27,-0.000704743038149172,-0.256299903501311,-0.00286076465210005,3.13235199825807
8,27,0.00509682101046009,0.192083389488142,0.000535919056702537,-1.23967342008232
9,27,-0.00486356731736722,-0.0211238936466498,0.00243812724096608,-0.527011827475626
10,27,0.020397858698968,0.156632422623172,-0.00777374178665946,0.17574765722003
1,28,-0.378683024313005,0.253637286127456,0.272045269931473,0.0645891664129161
2,28,-0.335522266396701,0.29144859378087,0.249610324006772,8.15251062530595
3,28,-0.400876256449847,-0.000898205934972175,0.294686250787133,-4.99763190742293
4,28,-0.441276676611279,0.718811356717425,0.319944079364671,-2.63296030824682
5,28,-0.381971225306579,0.10283670558107,0.280348533085864,3.64029067271509
6,28,-0.435668956911276,0.426262340447748,0.321886685801231,-5.09561997933504
7,28,-0.413964743298749,0.120872037721126,0.298553514760905,10.4536940677043
8,28,-0.433818756004287,-0.202686215132958,0.315407705568459,3.76637462538459
9,28,-0.435252094909231,0.63029698867098,0.310918590589337,-0.842220430487922
10,28,-0.378394618810858,0.167724370947352,0.280191565047564,0.683253247678484
1,29,-0.0526105625013507,-0.272548342583947,0.0359943021451384,-3.30485687641637
2,29,-0.0710266320874911,-0.0272540021577516,0.0458719876370613,0.423652462903556
3,29,-0.0330120949076251,0.0507711478586922,0.0257933468830861,1.54909745733
4,29,-0.0747095488233912,0.0665367087574032,0.0480588161259792,-3.72397620938699
5,29,-0.0533576358400955,0.336121520831887,0.0372069969325486,4.20691330931015
6,29,-0.0499247412564772,0.00847454732316842,0.0330184184898369,0.147220756101639
7,29,-0.0444148020217377,0.0506731491273598,0.0364724635240056,5.29058212968507
8,29,-0.0567065383092541,0.339492471665109,0.0425170217062038,1.30780983437957
9,29,-0.045868770554702,0.30323430250699,0.0265691487130967,-2.86235310652149
10,29,-0.110328012545036,0.379692032598413,0.0918774245765935,3.71648892087801
1,72,0.101927729660224,-0.160337078294391,-0.077179845300911,8.71107849770544
2,72,0.106061162562019,-0.198302487021515,-0.0795704963402558,0.329945848492526
3,72,0.158679298424674,-0.528561362985486,-0.118247989744296,-8.35034258895672
4,72,0.0679033973980625,-0.164451520478279,-0.0491059223796404,5.89053719386089
5,72,0.0765965742743469,0.118648707187105,-0.0435205873723928,6.45005509105235
6,72,0.0649456650519369,-0.0221635543673894,-0.0562864853630693,-4.0148323091452
7,72,0.098098085937353,0.263516086043943,-0.0741838240904349,6.2678517664358
8,72,0.076089881868638,0.00106509189383559,-0.0481883118899635,2.17184233465391
9,72,0.0690635272874987,0.207976262405595,-0.0445552485942859,-0.61899468869144
10,72,0.14285483371509,-0.413050326590818,-0.0972610776948828,-11.1465530370269
1,73,0.210561331204897,-0.11659033780732,-0.150432305591593,1.85750752868122
2,73,0.222445250731412,-0.48811120115103,-0.159924691299046,-0.00266744093292681
3,73,0.243358569745928,-0.263741335666685,-0.168802553367612,-5.87064882436907
4,73,0.26155851757458,-0.475402417757836,-0.18864574007176,-2.33060515691297
5,73,0.208516944511089,-0.137104333771969,-0.148981990953762,0.259958405423918
6,73,0.213918218753919,-0.0272211790480585,-0.153280413782603,0.731671961660193
7,73,0.212140103900137,0.0582581780998069,-0.146413065058669,2.54786382931803
8,73,0.218385661676063,-0.0880557835077536,-0.160708978552415,4.15987211472809
9,73,0.233262445482808,-0.651877995784044,-0.183527649932501,1.3565085754553
10,73,0.204136584832316,0.486959053670354,-0.147482598054666,-2.10410192206055
1,74,0.170712360705457,-0.0243467200018187,-0.123075142050641,-5.23427354529889
2,74,0.145107910754519,-0.321610311976611,-0.099598512936176,1.28230879210344
3,74,0.14545398640794,-0.425368245311729,-0.101084774026679,2.88478503511587
4,74,0.143523816306908,-0.0653591567384467,-0.0996342792006203,1.80391049332179
5,74,0.155008410898912,-0.307166131392424,-0.107731760355208,-2.5508429976779
6,74,0.143620915220612,-0.129406516428255,-0.110564118650691,3.14510534267256
7,74,0.140227560243086,-0.215081325010203,-0.104045063783416,-0.997947271665694
8,74,0.159573983265098,0.085689043288532,-0.121447067680195,3.1026197941719
9,74,0.149186530114491,-0.607730518199045,-0.108274840127421,3.3224437370908
10,74,0.128267921017675,-0.0476179980638468,-0.0948661849841066,-4.35132102060212
1,75,0.111872728174653,-0.391722896199616,-0.0929696847501512,-2.20868010606563
2,75,0.119754190350295,-0.16162137126904,-0.0840848745320945,-1.373997349805
3,75,0.125610096791642,-0.119030359016984,-0.0984446242386292,0.790189987906971
4,75,0.107298791918788,-0.261618619068426,-0.0774641092405023,-1.15475819873191
5,75,0.136339214643763,-0.353708570745361,-0.103761171956303,-4.84407277395372
6,75,0.119309536370148,-0.208037447339599,-0.087917519053174,2.84643871237747
7,75,0.123077519006282,-0.405247458912677,-0.0968771961830997,1.52092715582138
8,75,0.122524591282327,-0.123605643338832,-0.0918319166397961,3.53619501542467
9,75,0.144554786772358,-0.361844757400992,-0.111047326356691,0.114782749984394
10,75,0.129058521788001,-0.260194138875176,-0.0904271780757458,-0.382579143784611
1,76,0.0870426209196644,-0.0610670539177503,-0.045063723573323,4.20506451062074
2,76,0.108929462608393,-0.354071356068038,-0.079315444232108,-0.500466386745808
3,76,0.0970884057836447,0.188376587863884,-0.0707221326642698,2.78412152942139
4,76,0.102514825316895,0.0711447035087804,-0.0709881396506052,-3.14144330227642
5,76,0.103607856713471,-0.176024195034948,-0.0766644654222553,-8.59550291239288
6,76,0.0947993653288656,-0.0777513430097255,-0.077151645415731,-7.66342784362777
7,76,0.0469729337291418,-0.27678460016934,-0.0371682363437855,-9.18754397818702
8,76,0.100957720753519,-0.109007953045557,-0.0791463330935592,-5.00222524788076
9,76,0.0816418398827686,-0.291257524914035,-0.0598570426411062,0.129162306494257
10,76,0.0835383379026412,-0.259417271994631,-0.0604934400768733,0.364802355148054
1,77,0.17008865936089,-0.221077554301027,-0.124757903890571,0.825933914117456
2,77,0.162050444812945,-0.366128767568615,-0.114005887475365,0.819439723065269
3,77,-0.0527215090781455,-0.0423648509465583,0.0370871094437289,-8.67193295715636
4,77,0.153130470010062,-0.0880254756051296,-0.123245776584549,-1.98544594014241
5,77,0.169211823156489,0.319441549428687,-0.103829060681202,-1.53232082950802
6,77,0.158913154715527,-0.116352522164035,-0.127135141266608,1.68025764566801
7,77,0.138413693683418,-0.0934993105497658,-0.102554845294989,0.492245247440264
8,77,0.156193596567118,0.239190314977481,-0.122880748290282,-0.463828321852464
9,77,0.15572616601256,-0.426980952109405,-0.116709707781996,2.93171812469035
10,77,0.143939216700723,-0.332162154801343,-0.11167849374095,-0.413419815480903
1,78,0.0519309038721915,0.103638935953827,-0.0387497267886279,1.4781762992904
2,78,0.0216267282688422,0.266737685544496,-0.00685133019593119,2.28460997387782
3,78,0.0367122524250463,0.195219407233899,-0.0268149600592013,-3.69435168788196
4,78,0.0110252862962727,-0.209961201256855,-0.0170548816752564,3.51635163860746
5,78,-0.0537292844127593,-0.141888242109675,0.0423585623501219,-7.3327370715156
6,78,-0.0014887227535364,0.0798099826775535,-0.000423992540631854,3.06192246353399
7,78,0.0242491971733009,0.0482484272700088,-0.0196879526998493,-3.10100227347183
8,78,0.00775996403180857,0.248245504483051,0.000949463164918769,3.9868371723721
9,78,0.0332923086086939,-0.0611595846806738,-0.0217132954765538,-6.20842698439039
10,78,0.0359951591800377,-0.106659108564937,-0.0386253623605454,2.36953152641296
1,79,0.171042378118527,0.00658142920735848,-0.118115142570338,1.24516324648315
2,79,0.151016229671043,-0.108780688166877,-0.112869604030747,1.92091307630947
3,79,0.122984332796836,0.166318058886919,-0.0851377467670652,-1.81569499278695
4,79,0.142672928606878,0.384213414889849,-0.104274545372989,0.32521090987512
5,79,0.161070464527901,-0.0850716744041941,-0.117746056246867,-4.86411571733718
6,79,0.162464723424074,0.12974787878347,-0.133502759339751,5.23817717368538
7,79,0.318565252311247,0.373806428358723,-0.229110870072341,-7.85202404584583
8,79,0.159061978837373,-0.253511288476423,-0.110898962337499,6.88867558559073
9,79,0.149931829552446,0.245162276832613,-0.103412830872318,-1.49767868230557
10,79,0.162453528631033,-0.208617561885078,-0.123677037404407,1.73807042311571
1,80,0.205505191962032,-0.103810956884779,-0.149501102072052,0.816089884088964
2,80,0.189338296590715,0.29991604237697,-0.142897323582211,7.5650261330169
3,80,0.205637777439491,-0.235267681259641,-0.150089369740561,-0.539833845393152
4,80,0.192413203525603,0.313210859786946,-0.130059437991113,-2.56098571533912
5,80,0.184978760129736,0.152133660423661,-0.134203043753216,-0.0227088070115494
6,80,0.197082551426185,-0.0174370234225565,-0.142205642311494,1.10965890743588
7,80,0.187643325325854,0.0143043018889379,-0.133812308655782,-1.30644542899683
8,80,0.176868455472679,-0.305550534041748,-0.139034211150257,2.08394428995211
9,80,0.200760458207461,0.552911395443995,-0.146714127513641,1.10910100957389
10,80,0.18596256040174,-0.0790320379250286,-0.13634680110008,2.6175139093136
1,81,-0.105782155086725,0.244306058626807,0.080932717298631,-8.8929618022887
2,81,0.177209305803358,0.220831913195945,-0.127964051910637,-2.03508116081033
3,81,0.172782902161509,-0.133990130075025,-0.134100716923347,3.11490715985038
4,81,0.167034751966393,0.123878861517831,-0.116784615775245,0.755740975559004
5,81,0.151060000750789,0.00420623121313241,-0.123534946387157,-0.901061452763258
6,81,0.160952494904967,0.29005758119701,-0.116016839386294,-1.7642549807788
7,81,0.17736152554574,-0.532042054501944,-0.136822941217016,2.65529387064566
8,81,0.171213911255699,-0.221046285565033,-0.126079154525383,-3.50938559501736
9,81,0.188384500351614,-0.392745465224351,-0.141773063754115,-5.47125323166641
10,81,0.166419655759164,-0.127633095732955,-0.118054178803692,-1.60445365461208
1,82,0.187170794100978,-0.0355713065757251,-0.12481055036961,-2.431928099773
2,82,0.175811184601582,-0.331646584661312,-0.140160702866827,0.550047150723021
3,82,0.184225654393377,-0.115243981486203,-0.129303850380697,-2.7222656253293
4,82,0.180884332017149,-0.291003106220536,-0.136552740822662,-4.30336017475334
5,82,-0.0857048328277876,0.220745555085517,0.0679175970954613,-9.03798672610556
6,82,0.168515521284863,-0.0446514657377614,-0.122478092101901,1.03455639492917
7,82,0.17676230875194,-0.150299887937597,-0.128840379373271,3.40707847927403
8,82,0.188431340479751,-0.120510018715587,-0.125557743182351,-3.16069073370772
9,82,0.18987704863584,0.319848742723419,-0.120285650008037,-0.872581274962393
10,82,0.217479503348113,-0.0243922199957901,-0.149343390209224,-1.34866704044036
1,83,0.118945319837254,0.458084185539515,-0.0862923857241411,1.26200658734416
2,83,0.115012368024472,0.0222975409411375,-0.0909149125684489,1.49942945252004
3,83,0.156001173651174,0.234100922158575,-0.114504731851843,-4.25732603441825
4,83,0.140605540806545,-0.196376949183878,-0.110076673066841,1.15453486174076
5,83,0.134688808919425,0.0194305105584214,-0.10271999451231,5.15980949400379
6,83,0.130926896032862,-0.335862265121208,-0.0957946764183746,1.09102421963093
7,83,0.133208181565198,0.00339856435500048,-0.100213857670351,1.1547082603425
8,83,0.127783142575235,0.0975446054710985,-0.0864018593770152,-4.38989620980578
9,83,0.127590436387712,0.270258213692002,-0.0891105805606746,6.25077972661167
10,83,0.15188488164007,0.115505609236687,-0.111363464030208,0.766119831230308
1,84,0.129599111932858,-0.205691340824224,-0.103697238689437,-2.28715990210271
2,84,0.160897290485864,0.499484460155105,-0.103000681621992,-0.708307469255186
3,84,0.172106444258468,-0.103724261258471,-0.124452243807024,3.26225636066919
4,84,0.16851310081843,-0.334092315324538,-0.131677004771696,5.55707606004314
5,84,0.167470012673673,-0.121094571978842,-0.121675046626734,4.80521695421607
6,84,0.144045217333214,-0.36373549298361,-0.117493031927069,3.92632079076842
7,84,0.152159589218824,-0.218981107709679,-0.113527614501093,1.42153004009195
8,84,0.153228303193843,0.2101130773565,-0.101714014666337,-0.492905723947848
9,84,0.161037962200964,-0.258014914101075,-0.111290517987108,2.18641938789544
10,84,-0.0260195341222992,0.444195641151724,0.022918302011756,-10.0512447682644
1,85,0.237578339329219,-0.193726563478756,-0.173955792024749,1.69430582285381
2,85,0.230593892096003,-0.270844540979096,-0.176787236737633,2.83057372210726
3,85,0.235425546956232,-0.0597638276294318,-0.170137521950612,1.41760493827956
4,85,0.227707551652908,-0.0588452376842455,-0.162871248686728,-0.0628041590731875
5,85,0.201632070354143,0.018676346542631,-0.153597114984091,-5.31189540355997
6,85,0.227563175003938,-0.29834894108315,-0.16008757631738,0.656163407151184
7,85,0.23204413195629,-0.0649655657363917,-0.179671024498322,3.90774040067156
