rep,id,A1,tau1,A2,p
8,24,0.485786613233092,8.13835663742302,0.765811963021843,1
9,24,0.451260192397885,6.38758249764544,0.799913135840611,1
10,24,0.464934368601595,5.43363896607027,0.783993709606688,0.999999999318669
1,25,0.52928905135374,10.0231324832889,0.719434351277439,0.999999999939754
2,25,0.53092534042266,7.16747492427915,0.717218457543523,0.999999999999943
3,25,0.54577642611446,7.32218753956618,0.699261886648915,0.999999975365952
4,25,0.537440065948796,8.3614492640641,0.709707244611698,0.999999999999433
5,25,0.554035484546814,5.83177632265647,0.698392680039746,0.999999999999996
6,25,0.542149925243354,6.25102116601256,0.706860552754253,0.999787784477492
7,25,0.560161288315096,6.97107128000696,0.687398466267854,0.999999999997868
8,25,0.546683525564447,9.0243898312232,0.694878597062749,0.999838670747406
9,25,0.542987246983971,7.43892775855856,0.701863109846409,0.999999999986734
10,25,0.534638224070377,9.04293192297226,0.71087386688872,1
1,26,0.351022029483567,9.28702157784118,0.972618023955085,1
2,26,0.353183554420218,8.06730352464798,0.956914752425065,1
3,26,0.345085325445455,8.75743092906941,0.983888017600801,0.999999999999177
4,26,0.362971321929754,6.36529305836098,0.934367819205873,0.9999999999889
5,26,0.365846427334422,7.42873002675504,0.934059045945621,1
6,26,0.36380938724803,11.044252727376,0.9453226140797,1
7,26,0.344648040479047,7.36262905207908,0.972451644212105,1
8,26,0.360578061867028,7.45675977028082,0.940510249751576,1
9,26,0.350153618923686,9.86023439122535,0.966737476123583,1
10,26,0.349486622715746,9.50956900199523,0.972986424940858,0.999999999964102
1,27,0.556669744813772,5.67606666795309,0.68750856320238,0.999999999982065
2,27,0.580000875373243,4.50281738333875,0.67522422306894,1
3,27,0.5674201406766,10.7164128341894,0.680555531341131,1
4,27,0.580197478316876,4.61856431381758,0.672857405660377,0.999999999999975
5,27,0.591535053573973,4.61716170574024,0.65726752875039,1
6,27,0.55897069941803,6.10460931873729,0.683824728829012,1
7,27,0.575629808889159,4.88210377395194,0.671891857085793,1
8,27,0.578979068170688,7.64429425990503,0.674177941565822,0.999999999992592
9,27,0.573240836765014,6.17650290324729,0.67546158885905,0.999999999999957
10,27,0.587906171517593,7.37804393713369,0.668598963334361,1
1,28,0.394447668950793,8.1296137874777,0.884483125317132,1
2,28,0.411845071187314,8.44289049316044,0.864860730940548,1
3,28,0.385790026155794,6.30269881974432,0.904737110672935,0.998613039911565
4,28,0.370514591640753,12.9447135976649,0.927879842774509,0.999999957554597
5,28,0.393152775834978,6.99162383294287,0.891857796007968,1
6,28,0.372598170217646,9.66139910029824,0.929684100042932,0.998096658662251
7,28,0.380773519327818,7.11886405180524,0.908242742138805,1
8,28,0.37328818983074,5.15099508580508,0.923680165823934,1
9,28,0.372753524615264,11.8481663873013,0.919542952516541,0.999999999999557
10,28,0.394561446235037,7.46033636719833,0.891717813825937,1
1,29,0.546513462701316,4.80341819822992,0.698512076273617,0.99999859688502
2,29,0.536540941908997,6.13875608448355,0.705445947799149,1
3,29,0.557329936025558,6.63691521541182,0.691422805973513,1
4,29,0.534568540618856,6.74237907039755,0.706990325123892,0.999990022607848
5,29,0.546105329535752,8.82861060201988,0.699359672061079,1
6,29,0.547983273110503,6.36205016892457,0.696436475507774,1
7,29,0.551010961175723,6.63626483800935,0.698846157637201,1
8,29,0.54427953495961,8.85842163181349,0.703083166419985,1
9,29,0.550210390720016,8.54298462283682,0.691959421178313,0.999999852817264
10,29,0.515863136868493,9.22178080029914,0.73865841628398,1
1,72,0.637846228974071,5.37382020616934,0.623767884979536,1
2,72,0.640488179965239,5.17362521368812,0.622278454700389,1
3,72,0.675091881697567,3.71847920450266,0.598669788919707,0.359060839962171
4,72,0.616508988026,5.35175535702479,0.641527622836788,1
5,72,0.621891772555091,7.10305404593837,0.645120794720054,1
6,72,0.614688213459725,6.17008477270447,0.636937592558153,0.999964742297591
7,72,0.635408176582882,8.21032261228029,0.625639509106142,1
8,72,0.621576744534657,6.31508504960325,0.64211656548157,1
9,72,0.617224633570743,7.76675460284514,0.644453658439855,0.999999999999915
10,72,0.664492996060357,4.17379546416364,0.611366788503309,0.000796512953739914
1,73,0.711041527608046,5.61412528309394,0.579708771699624,1
2,73,0.71954189671306,3.87197584314452,0.574231987438896,0.999999999999999
3,73,0.734748360528117,4.84590876825801,0.569156597699381,0.982943079660625
4,73,0.748243172294372,3.9214979618408,0.557974032855765,0.999999992376789
5,73,0.709589368663248,5.5001303827755,0.580550141795103,1
6,73,0.713432424800228,6.13895758085474,0.578060047385657,1
7,73,0.712164987167299,6.6867924836536,0.58204344936476,1
8,73,0.716626773409127,5.77662930978561,0.573781801171422,1
9,73,0.727367571156041,3.28707507995571,0.56083711475708,1
10,73,0.706487909716243,10.2659766060798,0.581421267471902,0.999999998012981
1,74,0.683264375809767,6.15662914893925,0.595786882379838,0.997066279129822
2,74,0.665991837841589,4.57344074427795,0.609939427058854,1
3,74,0.666222361289019,4.12269834206051,0.609033571156794,1
4,74,0.664937679033106,5.90923850733763,0.609917612194131,1
5,74,0.67261823834135,4.63997974207337,0.604998757865734,0.999999973138917
6,74,0.665002246894104,5.54263275971798,0.603287609052343,1
7,74,0.662749482585718,5.08754200211386,0.607233321259934,0.999999999998639
8,74,0.675696146442961,6.87275589487821,0.596757657766121,1
9,74,0.668713712016117,3.43544207108931,0.604670284479822,1
10,74,0.654870447001943,6.01501073196117,0.612832701019659,0.99986264564704
1,75,0.644221256048693,4.26376782566001,0.613996041169268,0.999999996280306
2,75,0.649318722870184,5.36692307654709,0.619475585780515,0.999999999981469
3,75,0.653132227427272,5.60044339716357,0.610643635480859,1
4,75,0.641281357668188,4.85620618461573,0.623590595462863,0.999999999995889
5,75,0.660177487195679,4.42897225684051,0.60740573430916,0.999170415762937
6,75,0.64903006489689,5.12350453476759,0.617105900052966,1
7,75,0.651480212068881,4.20649042924405,0.611601525963136,1
8,75,0.651120090167887,5.5748783046732,0.614695023849493,1
9,75,0.66562356364419,4.39308350862208,0.60299616625009,1
10,75,0.655388392799001,4.86312868345073,0.615559116424614,0.999999999999986
1,76,0.628422131855908,5.93465607498955,0.644126053175987,1
2,76,0.642327929456988,4.42736578213152,0.622437188373934,0.999999999999965
3,76,0.634766941333211,7.61601083044266,0.627809032975268,1
4,76,0.638220815673078,6.77351961038598,0.627642053596237,0.999999376214925
5,76,0.638918792448332,5.29017822724667,0.624089445252135,0.272214022100827
6,76,0.63331559585312,5.83646198447961,0.623785475410294,0.627766821507753
7,76,0.603739273256979,4.78311272143353,0.64923187214312,0.115425100157378
8,76,0.637227812434124,5.65685553497404,0.622542458336446,0.998592028950064
9,76,0.625037310091108,4.71438563162911,0.63466742569364,1
10,76,0.626223816860285,4.86690815494377,0.634263653464796,1
1,77,0.682838355768326,5.05712721190014,0.594785158017584,1
2,77,0.677371555654646,4.37430374926561,0.601214801675267,1
3,77,0.546452832266888,6.04669160754411,0.699275832611965,0.247442260219753
4,77,0.671356286355473,5.77680438995737,0.59568522923587,0.99999999903699
5,77,0.682239880796841,8.68257098390558,0.60736449970806,0.999999999946619
6,77,0.675249774642415,5.61546056867923,0.593372891820318,1
7,77,0.661548433062901,5.74526950334106,0.608138906174166,1
8,77,0.673415888425962,8.01300980687744,0.595902710890081,0.999999999999974
9,77,0.67310118682009,4.11605499674342,0.599591420540286,1
10,77,0.665213951784771,4.52543622982839,0.602615694820329,0.999999999999982
1,78,0.606740027225355,6.99723497635044,0.648205929613825,1
2,78,0.588629075608159,8.23681563554905,0.669215971291587,1
3,78,0.597576169874824,7.66830453099837,0.655988465172015,0.999991266145847
4,78,0.582421720215971,5.11365764737964,0.662422310354242,1
5,78,0.545902407979595,5.47388110032072,0.702971765140682,0.744292263844403
6,78,0.575178703647202,6.8324690867384,0.673531100845668,1
7,78,0.590174762927816,6.62019323406426,0.660680399656495,0.999999491628627
8,78,0.580523027214948,8.08589864224575,0.674456801537921,1
9,78,0.595535983597587,5.93410696214054,0.659343649526898,0.962539310096328
10,78,0.597147805646932,5.67015822573492,0.648286548386491,1
1,79,0.68348990216328,6.35001744976906,0.598749325792306,1
2,79,0.669938377241502,5.65814128565835,0.601898340374378,1
3,79,0.651419505925921,7.44985217993765,0.618823700372248,0.999999999666402
4,79,0.664372132383196,9.26357039888894,0.607093988379906,1
5,79,0.676708070038965,5.79389314767367,0.598970356766889,0.999111749938752
6,79,0.677652234337514,7.18233120318342,0.589606523992272,1
7,79,0.792137316756466,9.16766445802742,0.535846261943857,0.554622246477462
8,79,0.675350275575449,4.89573708207817,0.60308563582174,1
9,79,0.669212289741606,8.06100636996387,0.607617355537112,0.999999999957562
10,79,0.677644648203459,5.12053317721034,0.595428388922095,1
1,80,0.707455476064612,5.68633071633289,0.580248849970506,1
2,80,0.696110074473259,8.51468375835468,0.58409336503608,1
3,80,0.70754928060511,4.98587268574882,0.579907608712819,0.999999999999953
4,80,0.69825384242305,8.62864076451301,0.591640228062574,0.999999971567123
5,80,0.693081962600708,7.34492642173124,0.589193776270708,0.999999999999999
6,80,0.701521856345561,6.19931689816701,0.58449751123109,1
7,80,0.69493118727205,6.39924768077717,0.589424039941406,0.999999999988289
8,80,0.687483589673716,4.64748213984696,0.586354147392596,1
9,80,0.704106738902963,10.965867862149,0.58186824431015,1
10,80,0.693764152338238,5.82899204167262,0.587932040694769,1
1,81,0.518213515351963,8.05410734351028,0.730618095876063,0.183106562766218
2,81,0.687717958622691,7.86724584395222,0.592881242509234,0.999999998693993
3,81,0.684680568662379,5.51728560771502,0.589254069686777,1
4,81,0.680756211620338,7.14030143470698,0.599546508032378,1
5,81,0.669967701809416,6.33495279890567,0.595512999958668,0.999999999999321
6,81,0.676628243751737,8.43115449059628,0.600007002441069,0.999999999759402
7,81,0.687822650841093,3.70555882445447,0.587652169298449,1
8,81,0.683607153386371,5.0572853443481,0.593999816680595,0.999996267616082
9,81,0.695446443836739,4.25941005719208,0.584750407015993,0.994100829051134
10,81,0.680337609809913,5.5524709003632,0.598785828919156,0.999999999914256
1,82,0.694602888158823,6.08790992598795,0.594753845497484,0.999999986312329
2,82,0.686757117406652,4.5277700111814,0.585693996199817,1
3,82,0.692560195096617,5.62168898673394,0.592087433018708,0.999999930704671
4,82,0.690249989939293,4.71558521205353,0.587810974599998,0.999886102262094
5,82,0.528723003258507,7.86656647280189,0.721170626869157,0.147177813613401
6,82,0.681765001239893,6.03288094892213,0.59614270311823,1
7,82,0.687410619417956,5.42802986373516,0.59236191197938,1
8,82,0.695479019400197,5.59216277453706,0.594309615682109,0.999999312800182
9,82,0.696485206241943,8.6861071885018,0.597451145292228,0.999999999999448
10,82,0.715977690220853,6.15634902872287,0.580340369314192,0.999999999984391
1,83,0.648793720459797,9.97378665946074,0.618109594766649,1
2,83,0.646247057255298,6.45060337297208,0.615258960215454,1
3,83,0.673286320243411,7.97233205264626,0.600914963844821,0.999905034708242
4,83,0.663000036357823,5.18359682206848,0.603581750616346,1
5,83,0.659088825105916,6.4321357833353,0.608038480802602,1
6,83,0.65661404822746,4.50872255681815,0.612263955184801,1
7,83,0.658113682252338,6.32983833315244,0.609564219497086,1
8,83,0.654553056864809,6.9547211920482,0.618041931755159,0.999840570544127
9,83,0.654426932593543,8.2658646808275,0.616370093775913,1
10,83,0.670520573358312,7.08076350035975,0.602805566574408,1
1,84,0.65574278508706,5.13553893360893,0.607444568983468,0.999999994086884
2,84,0.676590891913595,10.3953708018114,0.607867836188842,0.999999999999834
3,84,0.684217567698634,5.68682371770596,0.594966987886327,1
4,84,0.681763351052589,4.51670983584712,0.590683984086351,1
5,84,0.681052582545123,5.58889481278047,0.596621625090847,1
6,84,0.66528446862175,4.38478519674381,0.599121930009039,1
7,84,0.670704795744009,5.06774033003607,0.601502415240055,1
8,84,0.67142197049141,7.78336846425269,0.608650463029148,0.999999999999967
9,84,0.676686075809466,4.87373808989935,0.602849540459089,1
10,84,0.561240756871694,9.83622277303468,0.689437789254673,0.0196099410861537
1,85,0.730513596452681,5.19735357528493,0.566231142177392,1
2,85,0.725429139515066,4.81160924584335,0.564630157622832,1
3,85,0.728942643927898,5.94239531669486,0.568397298455727,1
4,85,0.723338322906895,5.94785644916978,0.572542470286082,0.999999999999999
5,85,0.704720714424542,6.42728672670467,0.577877004060668,0.996291051917908
6,85,0.723233897282254,4.68107222037095,0.574138461268307,1
7,85,0.726481948997621,5.91156478821469,0.563004229627389,1
8,85,0.723435139867374,4.9522115161893,0.574833772889255,1
9,85,0.745914337027469,4.31562071157919,0.551948946654551,0.999999999846923
10,85,0.731307970723098,8.79431986055504,0.564940233146092,1
1,86,0.496261766902761,6.95442395554468,0.746307557926941,0.999999999735
2,86,0.527640951516439,7.44154704746805,0.719733811285743,1
3,86,0.528470563450515,8.25626890856742,0.716851465809923,1
4,86,0.533489983973939,8.00738817066987,0.713885452943923,0.996230441229513
5,86,0.516376386185212,7.39484276608859,0.730613845429831,1
6,86,0.52847427305203,11.413128948275,0.719722722029317,1
7,86,0.512827879287416,9.1562736437819,0.734580838603775,1
8,86,0.510661803320194,7.85645594146409,0.736777544541382,1
9,86,0.523835480770529,6.33875921455268,0.733311538914102,1
10,86,0.512435902777116,9.77393802284412,0.735216910603905,1
1,87,0.734100855046609,3.48851396138336,0.565981068658549,0.999999999863137
2,87,0.736150487322357,4.8142458373309,0.561560211727513,1
3,87,0.729559777241457,4.26501826261793,0.561202505000407,0.999999121112868
4,87,0.739323734624787,3.17846139296301,0.561836590234686,1
5,87,0.736493445229551,5.30077120274093,0.562311376388516,1
6,87,0.748937277026769,4.34934184244988,0.557678030947188,1
7,87,0.746989925945213,3.31892104716236,0.554535319679614,0.966094906110156
8,87,0.735917739318592,4.05759841141932,0.558063511409337,0.999944411497368
9,87,0.736361328642983,4.70030295019667,0.565222626953259,0.999999873652934
10,87,0.731424939544937,3.12561844317727,0.566468036413696,1
1,88,0.657488833226238,8.32017592467639,0.613660340326059,1
2,88,0.648713273131242,5.29155121300469,0.61623091313944,1
3,88,0.659670373937277,5.2674391820941,0.607553476027635,0.798223919465706
4,88,0.633303796987981,6.56628688089293,0.624690236222153,1
5,88,0.635006093427678,8.98998945768435,0.632359607044187,1
6,88,0.635782942676151,5.88847859200201,0.629855334513283,0.99999999998468
7,88,0.651629552128192,7.456746591344,0.616134424955918,0.999989281490301
8,88,0.648118120961938,6.87188592325134,0.616510897789146,1
9,88,0.474462098596761,6.58734800931232,0.773876721170191,0.429238540961465
10,88,0.643686095626162,5.26849805376519,0.617262434166748,1
1,89,0.689153659775308,5.79161047233792,0.589914615382407,1
2,89,0.69731003426708,3.58083311732234,0.579650347112448,0.997573258266134
3,89,0.689730775181277,6.7250182723268,0.589493773198246,1
4,89,0.680811560457216,7.30463829055744,0.600407485966987,0.999997179413484
5,89,0.691139745202211,7.00558569436798,0.591884032647654,0.999999998876994
6,89,0.684595709190482,7.53804563727725,0.598192650706154,0.891457268149076
7,89,0.690522315705134,6.96790457978447,0.591683588339462,1
8,89,0.669149432630674,7.46474694809492,0.603585079085452,0.999997775803951
9,89,0.687906666234828,5.43907395837461,0.597564080541359,1
10,89,0.69200898777917,4.11028460583712,0.5890030907623,1
1,90,0.562409387815792,5.34704513183456,0.683055976082324,1
2,90,0.55111726152208,6.38241935645343,0.69322002604389,1
3,90,0.550915690845351,5.80543318570753,0.694162811116245,0.999999998107468
4,90,0.556163563692605,6.25967252651594,0.69319546257815,1
5,90,0.561678657564516,6.64071194586412,0.68384416614106,0.999999999999987
6,90,0.553835340925821,7.80460129162655,0.697020394666408,0.999980805490919
7,90,0.544541771462533,6.99923350022127,0.700563913981746,0.999999757516466
8,90,0.572297159961237,8.07071126909078,0.67174506964379,1
9,90,0.5647886441736,6.78338562911478,0.681893327945041,1
10,90,0.561976782341445,5.08184585391394,0.688465738254741,1
1,91,0.431891199214512,8.20491331368201,0.827178381845973,0.250976372715023
2,91,0.729590352903713,6.37166362332841,0.568106988063743,0.999999508094783
3,91,0.452936433646323,9.75998860778521,0.799331264573383,0.238582235356725
4,91,0.738216297811088,7.14003765282159,0.564405558585243,0.999999999999905
5,91,0.725846903354886,8.60767117570302,0.571594106556348,1
6,91,0.733446293075511,6.83109440898914,0.568632085254198,1
7,91,0.739513188040856,6.47794432865075,0.553785841419626,1
8,91,0.743264603337273,7.5965652561166,0.557818099470561,0.999999999978788
9,91,0.745701495731207,7.73978341101161,0.56044700381405,0.999999999683443
10,91,0.76538045531517,10.2100915723203,0.546730754360746,0.999999981256922
1,92,0.59602358970492,10.0055405792893,0.657653621619975,1
2,92,0.585842593983062,5.18575794664476,0.659107569789108,0.999999973457505
3,92,0.586275415788481,5.59020259298083,0.661908280278704,1
4,92,0.587534186340371,6.4967523678005,0.659829557222161,0.996103452687542
5,92,0.58616933151408,11.296983933034,0.673524666404878,0.999999999999164
