rep,id,eta_A1,eta_tau1
8,59,-0.217572280065341,-0.183339940964294
9,59,-0.207169911922484,-0.19581304181015
10,59,-0.219263849192012,-0.2086228703302
1,60,-0.148270396069012,-0.156447016176817
2,60,-0.158325388105929,-0.159657490010476
3,60,-0.162180043546001,-0.163346904998503
4,60,-0.161910017867925,-0.160367207779849
5,60,-0.151643681383724,-0.142672316130473
6,60,-0.15758849010848,-0.138069025242532
7,60,-0.156821469851543,-0.176426214439752
8,60,-0.147402844218511,-0.142721380561133
9,60,-0.142728551538474,-0.123644686001127
10,60,-0.17343886652969,-0.1593350596505
1,61,-0.0529842844385865,-0.0369119945486749
2,61,-0.0359826184177085,-0.0390596549667101
3,61,-0.0456717584890778,-0.0294303612963594
4,61,-0.0252039019481715,-0.0270058817145216
5,61,-0.0455405578748593,-0.0396970014559373
6,61,-0.0411988616699589,-0.0254521567381989
7,61,-0.0563780420026974,-0.0568497895854941
8,61,-0.0170740063712171,-0.00880757787309555
9,61,-0.0392726225487855,-0.0481258280100013
10,61,-0.0567045191342717,-0.0479113963139858
1,44,-0.058980075048419,-0.0399058212289221
2,44,-0.0601045115263384,-0.0541799212572716
3,44,-0.0705739066828644,-0.0692496843531795
4,44,-0.0534993247649894,-0.0413070158948728
5,44,-0.0104417708120719,-0.00043296058249263
6,44,-0.0592626525908455,-0.0639335777126044
7,44,-0.0431444193725062,-0.0498540456433606
8,44,-0.0599621120041866,-0.0661274807087796
9,44,-0.0734990981509995,-0.0705240686673865
10,44,-0.0469198003103173,-0.0465569083050297
1,62,-0.115514920648297,-0.116941824116008
2,62,-0.102734261426884,-0.0874545750095014
3,62,-0.116823402366415,-0.100954249108814
4,62,-0.118955416859605,-0.131591854394482
5,62,-0.0967455936450951,-0.106549818410992
6,62,-0.102832629520949,-0.125386420968444
7,62,-0.102195734487549,-0.123934696850442
8,62,-0.114435933404761,-0.122641666402315
9,62,-0.118979896873618,-0.105541333581351
10,62,-0.100151320271956,-0.0824915361299156
1,45,0.275536387006662,0.273703974826492
2,45,0.267161046501602,0.255830836771517
3,45,0.272148819464869,0.280969709203432
4,45,0.257402087293743,0.253056994619946
5,45,0.260016945154471,0.253316503984265
6,45,0.271369933264478,0.264780627955352
7,45,0.281752209500827,0.266548347142865
8,45,0.275981864419881,0.280352190732493
9,45,0.263193693871755,0.264088143641313
10,45,0.26517122159103,0.249312341799859
1,46,0.0949535359215072,0.075298784677568
2,46,0.0763031175872605,0.0660651837312093
3,46,0.0845652516921729,0.0805181908653588
4,46,0.0713312473249439,0.065893176837903
5,46,0.0892600899755423,0.0894336239042517
6,46,0.0687218056202814,0.0886904902492112
7,46,0.0814015677026988,0.0887210736391739
8,46,0.0867220432976347,0.0981167080427533
9,46,0.0865503067492042,0.0922183553140036
10,46,0.0971605328286548,0.0957939263059785
1,47,0.238592736363682,0.230745671883886
2,47,0.245384219350334,0.237927108898988
3,47,0.248683290273622,0.25622472899842
4,47,0.253018963555725,0.257523033623618
5,47,0.236650124851463,0.237111893827584
6,47,0.241513657319521,0.229363645011658
7,47,0.240394886467299,0.247841802731594
8,47,0.255581896644961,0.246784245259936
9,47,0.260781457016856,0.273609222154929
10,47,0.231081917899254,0.239862456484579
1,48,0.223070450498558,0.226161966253184
2,48,0.221378253305525,0.214155985616616
3,48,0.228952060939233,0.242556428094534
4,48,0.234993219991745,0.255120585272659
5,48,0.226195523056086,0.208295052141156
6,48,0.221447041875553,0.207780190577076
7,48,0.214580763740257,0.201032111015178
8,48,0.219464430511593,0.211760914852381
9,48,0.20134653169783,0.208627087895978
10,48,0.222008119369597,0.212580988355171
1,49,0.199983725245955,0.209119894031656
2,49,0.192914677103797,0.195641143324557
3,49,0.196314681437884,0.187543410168034
4,49,0.214357016711185,0.192417074035289
5,49,0.197440885360792,0.207520451903694
6,49,0.190445920021025,0.191623325034298
7,49,0.174173042338715,0.152739140638647
8,49,0.190940854055569,0.17846153697238
9,49,0.175021701432461,0.170636323817174
10,49,0.189027646453712,0.17963782143682
1,50,0.0658443455820263,0.0510938893693051
2,50,0.058600367240399,0.0393240156481723
3,50,0.0825108008959754,0.0411032571275993
4,50,0.0909570867042188,0.0941725269977768
5,50,0.0745896411476041,0.0815000614879024
6,50,0.0568387845656827,0.0590253515418863
7,50,0.0830890067413947,0.0720616100171205
8,50,0.0832206332006128,0.0668911630872378
9,50,0.070878969853721,0.0671891238662986
10,50,0.090842442242503,0.0731116778579705
1,51,-0.0582619121629361,-0.0554195712756409
2,51,-0.0642919172935822,-0.0617475138008326
3,51,-0.0584847757236402,-0.0603683143260668
4,51,-0.0380021254952034,-0.0261625025567704
5,51,-0.0324403823936261,-0.0097233141886803
6,51,-0.029380224265403,-0.0242317014255207
7,51,-0.0455485745945571,-0.0577617634862059
8,51,-0.0286198769055298,-0.0197888340074812
9,51,-0.0539241701035649,-0.0568188499068049
10,51,-0.0420266068773335,-0.0563293281655864
