ID,time,observation,censored,split,color,filter
2,2.1233,0.699908,0,All,#4682B4,0
2,2.4772,0.666911,0,All,#4682B4,0
2,2.8311,0.768765,0,All,#4682B4,0
2,3.185,0.708894,0,All,#4682B4,0
2,3.5389,0.607427,0,All,#4682B4,0
2,3.8928,0.685623,0,All,#4682B4,0
2,4.2467,0.698985,0,All,#4682B4,0
2,4.6006,0.734401,0,All,#4682B4,0
2,4.9545,0.706,0,All,#4682B4,0
2,5.3084,0.743565,0,All,#4682B4,0
2,5.6623,0.762474,0,All,#4682B4,0
2,6.0162,0.720726,0,All,#4682B4,0
2,6.3701,0.727844,0,All,#4682B4,0
2,6.724,0.772081,0,All,#4682B4,0
2,7.0779,0.669798,0,All,#4682B4,0
2,7.4318,0.701512,0,All,#4682B4,0
2,7.7857,0.675216,0,All,#4682B4,0
2,8.1396,0.790374,0,All,#4682B4,0
2,8.4934,0.684551,0,All,#4682B4,0
2,8.8473,0.701346,0,All,#4682B4,0
2,9.2012,0.712088,0,All,#4682B4,0
2,9.5551,0.651214,0,All,#4682B4,0
2,9.909,0.702277,0,All,#4682B4,0
2,10.2629,0.703846,0,All,#4682B4,0
2,10.6168,0.80065,0,All,#4682B4,0
2,10.9707,0.896069,0,All,#4682B4,0
2,11.3246,0.734696,0,All,#4682B4,0
2,11.6785,0.675167,0,All,#4682B4,0
2,12.0324,0.762867,0,All,#4682B4,0
2,12.3863,0.762974,0,All,#4682B4,0
2,12.7402,0.69593,0,All,#4682B4,0
2,13.0941,0.755946,0,All,#4682B4,0
2,13.448,0.849379,0,All,#4682B4,0
2,13.8019,0.596117,0,All,#4682B4,0
2,14.1558,0.827596,0,All,#4682B4,0
2,14.5096,0.758214,0,All,#4682B4,0
2,14.8635,0.688356,0,All,#4682B4,0
2,15.2174,0.623591,0,All,#4682B4,0
2,15.5713,0.779582,0,All,#4682B4,0
2,15.9252,0.732527,0,All,#4682B4,0
2,16.2791,0.777082,0,All,#4682B4,0
2,16.633,0.673948,0,All,#4682B4,0
2,16.9869,0.799989,0,All,#4682B4,0
2,17.3408,0.726754,0,All,#4682B4,0
2,17.6947,0.692553,0,All,#4682B4,0
2,18.0486,0.838648,0,All,#4682B4,0
2,18.4025,0.736929,0,All,#4682B4,0
2,18.7564,0.73388,0,All,#4682B4,0
2,19.1103,0.778571,0,All,#4682B4,0
2,19.4642,0.628726,0,All,#4682B4,0
2,19.8181,0.693261,0,All,#4682B4,0
2,20.172,0.700455,0,All,#4682B4,0
2,20.5259,0.749312,0,All,#4682B4,0
2,20.8797,0.7172,0,All,#4682B4,0
2,21.2336,0.660948,0,All,#4682B4,0
2,21.5875,0.786907,0,All,#4682B4,0
2,21.9414,0.702954,0,All,#4682B4,0
2,22.2953,0.654457,0,All,#4682B4,0
2,22.6492,0.722492,0,All,#4682B4,0
2,23.0031,0.746891,0,All,#4682B4,0
2,23.357,0.720415,0,All,#4682B4,0
2,23.7109,0.828117,0,All,#4682B4,0
2,24.0648,0.699479,0,All,#4682B4,0
2,24.4187,0.806161,0,All,#4682B4,0
2,24.7726,0.663594,0,All,#4682B4,0
2,25.1265,0.836654,0,All,#4682B4,0
2,25.4804,0.863958,0,All,#4682B4,0
2,25.8343,0.867754,0,All,#4682B4,0
2,26.1882,0.834436,0,All,#4682B4,0
2,26.5421,0.763331,0,All,#4682B4,0
2,26.896,0.708316,0,All,#4682B4,0
2,27.2498,0.728684,0,All,#4682B4,0
2,27.6037,0.729478,0,All,#4682B4,0
2,27.9576,0.755821,0,All,#4682B4,0
2,28.3115,0.83638,0,All,#4682B4,0
2,28.6654,0.810838,0,All,#4682B4,0
2,29.0193,0.724224,0,All,#4682B4,0
2,29.3732,0.739665,0,All,#4682B4,0
2,29.7271,0.666435,0,All,#4682B4,0
2,30.081,0.785395,0,All,#4682B4,0
2,30.4349,0.804982,0,All,#4682B4,0
2,30.7888,0.739868,0,All,#4682B4,0
2,31.1427,0.783857,0,All,#4682B4,0
2,31.4966,0.594289,0,All,#4682B4,0
3,0,0.382444,0,All,#4682B4,0
3,0.3539,0.579369,0,All,#4682B4,0
3,0.7078,0.676726,0,All,#4682B4,0
3,1.0617,0.667225,0,All,#4682B4,0
3,1.4156,0.631705,0,All,#4682B4,0
3,1.7695,0.590308,0,All,#4682B4,0
3,2.1234,0.762838,0,All,#4682B4,0
3,2.4773,0.595974,0,All,#4682B4,0
3,2.8312,0.518692,0,All,#4682B4,0
3,3.1851,0.614877,0,All,#4682B4,0
3,3.539,0.693841,0,All,#4682B4,0
3,3.8929,0.768761,0,All,#4682B4,0
3,4.2468,0.861261,0,All,#4682B4,0
3,4.6007,0.695712,0,All,#4682B4,0
3,4.9546,0.627099,0,All,#4682B4,0
3,5.3085,0.602132,0,All,#4682B4,0
3,5.6624,0.620362,0,All,#4682B4,0
3,6.0162,0.696747,0,All,#4682B4,0
3,6.3701,0.732918,0,All,#4682B4,0
3,6.724,0.707068,0,All,#4682B4,0
3,7.0779,0.74265,0,All,#4682B4,0
3,7.4318,0.727079,0,All,#4682B4,0
3,7.7857,0.552255,0,All,#4682B4,0
3,8.1396,0.681455,0,All,#4682B4,0
3,8.4935,0.70849,0,All,#4682B4,0
3,8.8474,0.710301,0,All,#4682B4,0
3,9.2013,0.746177,0,All,#4682B4,0
3,9.5552,0.579818,0,All,#4682B4,0
3,9.9091,0.68189,0,All,#4682B4,0
3,10.263,0.653982,0,All,#4682B4,0
3,10.6169,0.624012,0,All,#4682B4,0
3,10.9708,0.712884,0,All,#4682B4,0
3,11.3247,0.572627,0,All,#4682B4,0
3,11.6786,0.630586,0,All,#4682B4,0
3,12.0325,0.652806,0,All,#4682B4,0
3,12.3863,0.695459,0,All,#4682B4,0
3,12.7402,0.645491,0,All,#4682B4,0
3,13.0941,0.625615,0,All,#4682B4,0
3,13.448,0.714691,0,All,#4682B4,0
3,13.8019,0.588449,0,All,#4682B4,0
3,14.1558,0.50621,0,All,#4682B4,0
3,14.5097,0.593056,0,All,#4682B4,0
3,14.8636,0.739848,0,All,#4682B4,0
3,15.2175,0.491119,0,All,#4682B4,0
3,15.5714,0.701192,0,All,#4682B4,0
3,15.9253,0.628522,0,All,#4682B4,0
3,16.2792,0.563655,0,All,#4682B4,0
3,16.6331,0.702119,0,All,#4682B4,0
3,16.987,0.74896,0,All,#4682B4,0
3,17.3409,0.671857,0,All,#4682B4,0
3,17.6948,0.677588,0,All,#4682B4,0
3,18.0487,0.679715,0,All,#4682B4,0
3,18.4026,0.755377,0,All,#4682B4,0
3,18.7564,0.611457,0,All,#4682B4,0
3,19.1103,0.576886,0,All,#4682B4,0
3,19.4642,0.590469,0,All,#4682B4,0
3,19.8181,0.720394,0,All,#4682B4,0
3,20.172,0.52591,0,All,#4682B4,0
3,20.5259,0.773051,0,All,#4682B4,0
3,20.8798,0.695987,0,All,#4682B4,0
3,21.2337,0.587599,0,All,#4682B4,0
3,21.5876,0.6554,0,All,#4682B4,0
3,21.9415,0.667507,0,All,#4682B4,0
3,22.2954,0.613826,0,All,#4682B4,0
3,22.6493,0.701236,0,All,#4682B4,0
3,23.0032,0.6285,0,All,#4682B4,0
3,23.3571,0.586361,0,All,#4682B4,0
3,23.711,0.746481,0,All,#4682B4,0
3,24.0649,0.730149,0,All,#4682B4,0
3,24.4188,0.750224,0,All,#4682B4,0
3,24.7727,0.714276,0,All,#4682B4,0
3,25.1265,0.692746,0,All,#4682B4,0
3,25.4804,0.696396,0,All,#4682B4,0
3,25.8343,0.559161,0,All,#4682B4,0
3,26.1882,0.624361,0,All,#4682B4,0
3,26.5421,0.745438,0,All,#4682B4,0
3,26.896,0.704325,0,All,#4682B4,0
3,27.2499,0.669561,0,All,#4682B4,0
3,27.6038,0.576477,0,All,#4682B4,0
3,27.9577,0.62612,0,All,#4682B4,0
3,28.3116,0.5722,0,All,#4682B4,0
3,28.6655,0.623019,0,All,#4682B4,0
3,29.0194,0.629481,0,All,#4682B4,0
3,29.3733,0.676084,0,All,#4682B4,0
3,29.7272,0.610335,0,All,#4682B4,0
3,30.0811,0.659439,0,All,#4682B4,0
3,30.435,0.636857,0,All,#4682B4,0
3,30.7889,0.597256,0,All,#4682B4,0
3,31.1428,0.527196,0,All,#4682B4,0
3,31.4966,0.509377,0,All,#4682B4,0
4,0,0.412549,0,All,#4682B4,0
4,0.3539,0.569529,0,All,#4682B4,0
4,0.7078,0.603669,0,All,#4682B4,0
4,1.0617,0.589172,0,All,#4682B4,0
4,1.4156,0.619089,0,All,#4682B4,0
4,1.7695,0.681903,0,All,#4682B4,0
4,2.1234,0.637851,0,All,#4682B4,0
4,2.4773,0.535104,0,All,#4682B4,0
4,2.8312,0.584306,0,All,#4682B4,0
4,3.1851,0.650872,0,All,#4682B4,0
4,3.539,0.553563,0,All,#4682B4,0
4,3.8929,0.707695,0,All,#4682B4,0
4,4.2468,0.616769,0,All,#4682B4,0
4,4.6007,0.703664,0,All,#4682B4,0
4,4.9546,0.678811,0,All,#4682B4,0
4,5.3085,0.661555,0,All,#4682B4,0
4,5.6624,0.567075,0,All,#4682B4,0
4,6.0162,0.583874,0,All,#4682B4,0
4,6.3701,0.608819,0,All,#4682B4,0
4,6.724,0.629659,0,All,#4682B4,0
4,7.0779,0.68414,0,All,#4682B4,0
4,7.4318,0.633675,0,All,#4682B4,0
4,7.7857,0.547662,0,All,#4682B4,0
4,8.1396,0.547452,0,All,#4682B4,0
4,8.4935,0.663486,0,All,#4682B4,0
4,8.8474,0.55754,0,All,#4682B4,0
4,9.2013,0.564908,0,All,#4682B4,0
4,9.5552,0.704052,0,All,#4682B4,0
4,9.9091,0.562204,0,All,#4682B4,0
4,10.263,0.683994,0,All,#4682B4,0
4,10.6169,0.707033,0,All,#4682B4,0
4,10.9708,0.531949,0,All,#4682B4,0
4,11.3247,0.574303,0,All,#4682B4,0
4,11.6786,0.790242,0,All,#4682B4,0
4,12.0325,0.592892,0,All,#4682B4,0
4,12.3863,0.734443,0,All,#4682B4,0
4,12.7402,0.584164,0,All,#4682B4,0
4,13.0941,0.595513,0,All,#4682B4,0
4,13.448,0.615512,0,All,#4682B4,0
4,13.8019,0.592134,0,All,#4682B4,0
4,14.1558,0.588689,0,All,#4682B4,0
4,14.5097,0.62042,0,All,#4682B4,0
4,14.8636,0.50627,0,All,#4682B4,0
4,15.2175,0.496632,0,All,#4682B4,0
4,15.5714,0.661521,0,All,#4682B4,0
4,15.9253,0.627504,0,All,#4682B4,0
4,16.2792,0.56101,0,All,#4682B4,0
4,16.6331,0.588156,0,All,#4682B4,0
4,16.987,0.614197,0,All,#4682B4,0
4,17.3409,0.591472,0,All,#4682B4,0
4,17.6948,0.578391,0,All,#4682B4,0
4,18.0487,0.576177,0,All,#4682B4,0
4,18.4026,0.602534,0,All,#4682B4,0
4,18.7564,0.687773,0,All,#4682B4,0
4,19.1103,0.673077,0,All,#4682B4,0
4,19.4642,0.622268,0,All,#4682B4,0
4,19.8181,0.650617,0,All,#4682B4,0
4,20.172,0.478583,0,All,#4682B4,0
4,20.5259,0.623673,0,All,#4682B4,0
4,20.8798,0.528636,0,All,#4682B4,0
4,21.2337,0.566636,0,All,#4682B4,0
4,21.5876,0.414007,0,All,#4682B4,0
4,21.9415,0.537937,0,All,#4682B4,0
4,22.2954,0.609018,0,All,#4682B4,0
4,22.6493,0.523115,0,All,#4682B4,0
4,23.0032,0.550982,0,All,#4682B4,0
4,23.3571,0.456194,0,All,#4682B4,0
4,23.711,0.565221,0,All,#4682B4,0
4,24.0649,0.575188,0,All,#4682B4,0
4,24.4188,0.605581,0,All,#4682B4,0
4,24.7727,0.579915,0,All,#4682B4,0
4,25.1265,0.499279,0,All,#4682B4,0
4,25.4804,0.58631,0,All,#4682B4,0
4,25.8343,0.561074,0,All,#4682B4,0
4,26.1882,0.518072,0,All,#4682B4,0
4,26.5421,0.475792,0,All,#4682B4,0
4,26.896,0.562958,0,All,#4682B4,0
4,27.2499,0.552074,0,All,#4682B4,0
4,27.6038,0.558018,0,All,#4682B4,0
4,27.9577,0.601732,0,All,#4682B4,0
4,28.3116,0.576763,0,All,#4682B4,0
4,28.6655,0.560543,0,All,#4682B4,0
4,29.0194,0.514988,0,All,#4682B4,0
4,29.3733,0.554195,0,All,#4682B4,0
4,29.7272,0.578403,0,All,#4682B4,0
4,30.0811,0.611076,0,All,#4682B4,0
4,30.435,0.629497,0,All,#4682B4,0
4,30.7889,0.606334,0,All,#4682B4,0
4,31.1428,0.576861,0,All,#4682B4,0
4,31.4966,0.567071,0,All,#4682B4,0
5,0,0.360825,0,All,#4682B4,0
5,0.3539,0.505732,0,All,#4682B4,0
5,0.7078,0.56757,0,All,#4682B4,0
5,1.0617,0.562959,0,All,#4682B4,0
5,1.4156,0.455582,0,All,#4682B4,0
5,1.7695,0.513957,0,All,#4682B4,0
5,2.1234,0.480397,0,All,#4682B4,0
5,2.4773,0.556462,0,All,#4682B4,0
5,2.8312,0.548693,0,All,#4682B4,0
5,3.1851,0.486553,0,All,#4682B4,0
5,3.539,0.532351,0,All,#4682B4,0
5,3.8929,0.514668,0,All,#4682B4,0
5,4.2468,0.519232,0,All,#4682B4,0
5,4.6007,0.544406,0,All,#4682B4,0
5,4.9546,0.498351,0,All,#4682B4,0
5,5.3085,0.516105,0,All,#4682B4,0
5,5.6624,0.516014,0,All,#4682B4,0
5,6.0162,0.41922,0,All,#4682B4,0
5,6.3701,0.44104,0,All,#4682B4,0
5,6.724,0.472529,0,All,#4682B4,0
5,7.0779,0.46095,0,All,#4682B4,0
5,7.4318,0.452857,0,All,#4682B4,0
5,7.7857,0.438427,0,All,#4682B4,0
5,8.1396,0.467802,0,All,#4682B4,0
5,8.4935,0.431981,0,All,#4682B4,0
5,8.8474,0.470637,0,All,#4682B4,0
5,9.2013,0.572841,0,All,#4682B4,0
5,9.5552,0.573195,0,All,#4682B4,0
5,9.9091,0.467743,0,All,#4682B4,0
5,10.263,0.479235,0,All,#4682B4,0
5,10.6169,0.519512,0,All,#4682B4,0
5,10.9708,0.497226,0,All,#4682B4,0
5,11.3247,0.519281,0,All,#4682B4,0
5,11.6786,0.543197,0,All,#4682B4,0
5,12.0325,0.509298,0,All,#4682B4,0
5,12.3863,0.515226,0,All,#4682B4,0
5,12.7402,0.560209,0,All,#4682B4,0
5,13.0941,0.45652,0,All,#4682B4,0
5,13.448,0.514965,0,All,#4682B4,0
5,13.8019,0.496076,0,All,#4682B4,0
5,14.1558,0.485355,0,All,#4682B4,0
5,14.5097,0.480318,0,All,#4682B4,0
5,14.8636,0.456877,0,All,#4682B4,0
5,15.2175,0.506331,0,All,#4682B4,0
5,15.5714,0.536611,0,All,#4682B4,0
5,15.9253,0.436044,0,All,#4682B4,0
5,16.2792,0.509612,0,All,#4682B4,0
5,16.6331,0.566698,0,All,#4682B4,0
5,16.987,0.514096,0,All,#4682B4,0
5,17.3409,0.429837,0,All,#4682B4,0
5,17.6948,0.508564,0,All,#4682B4,0
5,18.0487,0.552711,0,All,#4682B4,0
5,18.4026,0.494781,0,All,#4682B4,0
5,18.7564,0.482887,0,All,#4682B4,0
5,19.1103,0.440696,0,All,#4682B4,0
5,19.4642,0.478838,0,All,#4682B4,0
5,19.8181,0.444857,0,All,#4682B4,0
5,20.172,0.486196,0,All,#4682B4,0
5,20.5259,0.447613,0,All,#4682B4,0
5,20.8798,0.466669,0,All,#4682B4,0
5,21.2337,0.448563,0,All,#4682B4,0
5,21.5876,0.468863,0,All,#4682B4,0
5,21.9415,0.453649,0,All,#4682B4,0
5,22.2954,0.415032,0,All,#4682B4,0
5,22.6493,0.43798,0,All,#4682B4,0
5,23.0032,0.491294,0,All,#4682B4,0
5,23.3571,0.499249,0,All,#4682B4,0
5,23.711,0.41712,0,All,#4682B4,0
5,24.0649,0.410568,0,All,#4682B4,0
5,24.4188,0.414992,0,All,#4682B4,0
5,24.7727,0.555065,0,All,#4682B4,0
5,25.1265,0.480031,0,All,#4682B4,0
5,25.4804,0.560202,0,All,#4682B4,0
5,25.8343,0.452045,0,All,#4682B4,0
5,26.1882,0.526075,0,All,#4682B4,0
5,26.5421,0.519467,0,All,#4682B4,0
5,26.896,0.4284,0,All,#4682B4,0
5,27.2499,0.502504,0,All,#4682B4,0
5,27.6038,0.541962,0,All,#4682B4,0
5,27.9577,0.520073,0,All,#4682B4,0
5,28.3116,0.561285,0,All,#4682B4,0
5,28.6655,0.457756,0,All,#4682B4,0
5,29.0194,0.444499,0,All,#4682B4,0
5,29.3733,0.519261,0,All,#4682B4,0
5,29.7272,0.475431,0,All,#4682B4,0
5,30.0811,0.441196,0,All,#4682B4,0
5,30.435,0.510983,0,All,#4682B4,0
5,30.7889,0.428595,0,All,#4682B4,0
5,31.1428,0.505733,0,All,#4682B4,0
5,31.4966,0.517795,0,All,#4682B4,0
6,0,0.467235,0,All,#4682B4,0
6,0.3539,0.578716,0,All,#4682B4,0
6,0.7078,0.588536,0,All,#4682B4,0
6,1.0617,0.573263,0,All,#4682B4,0
6,1.4156,0.596115,0,All,#4682B4,0
6,1.7695,0.721931,0,All,#4682B4,0
6,2.1234,0.695276,0,All,#4682B4,0
6,2.4773,0.701414,0,All,#4682B4,0
6,2.8312,0.742641,0,All,#4682B4,0
6,3.1851,0.739687,0,All,#4682B4,0
6,3.539,0.594822,0,All,#4682B4,0
6,3.8929,0.687993,0,All,#4682B4,0
6,4.2468,0.579645,0,All,#4682B4,0
6,4.6007,0.659105,0,All,#4682B4,0
6,4.9546,0.625143,0,All,#4682B4,0
6,5.3085,0.62597,0,All,#4682B4,0
6,5.6624,0.647482,0,All,#4682B4,0
6,6.0162,0.643432,0,All,#4682B4,0
6,6.3701,0.561661,0,All,#4682B4,0
6,6.724,0.689123,0,All,#4682B4,0
6,7.0779,0.604966,0,All,#4682B4,0
6,7.4318,0.631627,0,All,#4682B4,0
6,7.7857,0.718948,0,All,#4682B4,0
6,8.1396,0.771185,0,All,#4682B4,0
6,8.4935,0.586771,0,All,#4682B4,0
6,8.8474,0.54076,0,All,#4682B4,0
6,9.2013,0.675167,0,All,#4682B4,0
6,9.5552,0.644286,0,All,#4682B4,0
6,9.9091,0.622395,0,All,#4682B4,0
6,10.263,0.596679,0,All,#4682B4,0
6,10.6169,0.766359,0,All,#4682B4,0
6,10.9708,0.621361,0,All,#4682B4,0
6,11.3247,0.662689,0,All,#4682B4,0
6,11.6786,0.632611,0,All,#4682B4,0
6,12.0325,0.613768,0,All,#4682B4,0
6,12.3863,0.680376,0,All,#4682B4,0
6,12.7402,0.663031,0,All,#4682B4,0
6,13.0941,0.799991,0,All,#4682B4,0
6,13.448,0.638735,0,All,#4682B4,0
6,13.8019,0.67572,0,All,#4682B4,0
6,14.1558,0.542282,0,All,#4682B4,0
6,14.5097,0.664058,0,All,#4682B4,0
6,14.8636,0.620724,0,All,#4682B4,0
6,15.2175,0.685256,0,All,#4682B4,0
6,15.5714,0.589459,0,All,#4682B4,0
6,15.9253,0.661439,0,All,#4682B4,0
6,16.2792,0.743058,0,All,#4682B4,0
6,16.6331,0.687601,0,All,#4682B4,0
6,16.987,0.628835,0,All,#4682B4,0
6,17.3409,0.654006,0,All,#4682B4,0
6,17.6948,0.542586,0,All,#4682B4,0
6,18.0487,0.583702,0,All,#4682B4,0
6,18.4026,0.575481,0,All,#4682B4,0
6,18.7564,0.670893,0,All,#4682B4,0
6,19.1103,0.602736,0,All,#4682B4,0
6,19.4642,0.619633,0,All,#4682B4,0
6,19.8181,0.668672,0,All,#4682B4,0
6,20.172,0.506326,0,All,#4682B4,0
6,20.5259,0.526417,0,All,#4682B4,0
6,20.8798,0.647731,0,All,#4682B4,0
6,21.2337,0.619885,0,All,#4682B4,0
6,21.5876,0.668381,0,All,#4682B4,0
6,21.9415,0.635227,0,All,#4682B4,0
6,22.2954,0.655238,0,All,#4682B4,0
6,22.6493,0.560275,0,All,#4682B4,0
6,23.0032,0.601973,0,All,#4682B4,0
6,23.3571,0.573644,0,All,#4682B4,0
6,23.711,0.540504,0,All,#4682B4,0
6,24.0649,0.608575,0,All,#4682B4,0
6,24.4188,0.703823,0,All,#4682B4,0
6,24.7727,0.619586,0,All,#4682B4,0
6,25.1265,0.542708,0,All,#4682B4,0
6,25.4804,0.529442,0,All,#4682B4,0
6,25.8343,0.500603,0,All,#4682B4,0
6,26.1882,0.531455,0,All,#4682B4,0
6,26.5421,0.661019,0,All,#4682B4,0
6,26.896,0.577625,0,All,#4682B4,0
6,27.2499,0.570729,0,All,#4682B4,0
6,27.6038,0.533701,0,All,#4682B4,0
6,27.9577,0.550617,0,All,#4682B4,0
6,28.3116,0.551128,0,All,#4682B4,0
6,28.6655,0.585074,0,All,#4682B4,0
6,29.0194,0.553875,0,All,#4682B4,0
6,29.3733,0.506743,0,All,#4682B4,0
6,29.7272,0.615179,0,All,#4682B4,0
6,30.0811,0.584146,0,All,#4682B4,0
6,30.435,0.557092,0,All,#4682B4,0
6,30.7889,0.560281,0,All,#4682B4,0
6,31.1428,0.54373,0,All,#4682B4,0
6,31.4966,0.547399,0,All,#4682B4,0
7,0,0.533462,0,All,#4682B4,0
7,0.3539,0.551418,0,All,#4682B4,0
7,0.7078,0.672273,0,All,#4682B4,0
7,1.0617,0.707236,0,All,#4682B4,0
7,1.4156,0.700764,0,All,#4682B4,0
7,1.7695,0.618984,0,All,#4682B4,0
7,2.1234,0.748593,0,All,#4682B4,0
7,2.4773,0.690723,0,All,#4682B4,0
7,2.8312,0.705205,0,All,#4682B4,0
7,3.1851,0.642724,0,All,#4682B4,0
7,3.539,0.614783,0,All,#4682B4,0
7,3.8929,0.598374,0,All,#4682B4,0
7,4.2468,0.627005,0,All,#4682B4,0
7,4.6007,0.794913,0,All,#4682B4,0
7,4.9546,0.619156,0,All,#4682B4,0
7,5.3085,0.721518,0,All,#4682B4,0
7,5.6624,0.703654,0,All,#4682B4,0
7,6.0162,0.644502,0,All,#4682B4,0
7,6.3701,0.588278,0,All,#4682B4,0
7,6.724,0.687772,0,All,#4682B4,0
7,7.0779,0.534916,0,All,#4682B4,0
7,7.4318,0.662032,0,All,#4682B4,0
7,7.7857,0.586972,0,All,#4682B4,0
7,8.1396,0.620806,0,All,#4682B4,0
7,8.4935,0.685786,0,All,#4682B4,0
7,8.8474,0.653524,0,All,#4682B4,0
7,9.2013,0.809549,0,All,#4682B4,0
7,9.5552,0.611056,0,All,#4682B4,0
7,9.9091,0.66035,0,All,#4682B4,0
7,10.263,0.64683,0,All,#4682B4,0
7,10.6169,0.658124,0,All,#4682B4,0
7,10.9708,0.647871,0,All,#4682B4,0
7,11.3247,0.614078,0,All,#4682B4,0
7,11.6786,0.726128,0,All,#4682B4,0
7,12.0325,0.743024,0,All,#4682B4,0
7,12.3863,0.669407,0,All,#4682B4,0
7,12.7402,0.550799,0,All,#4682B4,0
7,13.0941,0.606664,0,All,#4682B4,0
7,13.448,0.620651,0,All,#4682B4,0
7,13.8019,0.723367,0,All,#4682B4,0
7,14.1558,0.639444,0,All,#4682B4,0
7,14.5097,0.69833,0,All,#4682B4,0
7,14.8636,0.71956,0,All,#4682B4,0
7,15.2175,0.586961,0,All,#4682B4,0
7,15.5714,0.602641,0,All,#4682B4,0
