ID,time,observation,censored,split,color,filter
7,15.9253,0.658898,0,All,#4682B4,0
7,16.2792,0.620043,0,All,#4682B4,0
7,16.6331,0.582542,0,All,#4682B4,0
7,16.987,0.491559,0,All,#4682B4,0
7,17.3409,0.581894,0,All,#4682B4,0
7,17.6948,0.593419,0,All,#4682B4,0
7,18.0487,0.596266,0,All,#4682B4,0
7,18.4026,0.68017,0,All,#4682B4,0
7,18.7564,0.74682,0,All,#4682B4,0
7,19.1103,0.596014,0,All,#4682B4,0
7,19.4642,0.635624,0,All,#4682B4,0
7,19.8181,0.645577,0,All,#4682B4,0
7,20.172,0.59341,0,All,#4682B4,0
7,20.5259,0.575146,0,All,#4682B4,0
7,20.8798,0.694546,0,All,#4682B4,0
7,21.2337,0.612631,0,All,#4682B4,0
7,21.5876,0.675328,0,All,#4682B4,0
7,21.9415,0.607279,0,All,#4682B4,0
7,22.2954,0.616236,0,All,#4682B4,0
7,22.6493,0.627963,0,All,#4682B4,0
7,23.0032,0.616183,0,All,#4682B4,0
7,23.3571,0.605849,0,All,#4682B4,0
7,23.711,0.539563,0,All,#4682B4,0
7,24.0649,0.536498,0,All,#4682B4,0
7,24.4188,0.599269,0,All,#4682B4,0
7,24.7727,0.670105,0,All,#4682B4,0
7,25.1265,0.547822,0,All,#4682B4,0
7,25.4804,0.561012,0,All,#4682B4,0
7,25.8343,0.667729,0,All,#4682B4,0
7,26.1882,0.605909,0,All,#4682B4,0
7,26.5421,0.622726,0,All,#4682B4,0
7,26.896,0.560306,0,All,#4682B4,0
7,27.2499,0.557272,0,All,#4682B4,0
7,27.6038,0.560485,0,All,#4682B4,0
7,27.9577,0.630037,0,All,#4682B4,0
7,28.3116,0.600063,0,All,#4682B4,0
7,28.6655,0.584417,0,All,#4682B4,0
7,29.0194,0.615961,0,All,#4682B4,0
7,29.3733,0.626758,0,All,#4682B4,0
7,29.7272,0.577592,0,All,#4682B4,0
7,30.0811,0.648193,0,All,#4682B4,0
7,30.435,0.620444,0,All,#4682B4,0
7,30.7889,0.642958,0,All,#4682B4,0
7,31.1428,0.708163,0,All,#4682B4,0
7,31.4966,0.734218,0,All,#4682B4,0
8,0,0.520966,0,All,#4682B4,0
8,0.3539,0.591396,0,All,#4682B4,0
8,0.7078,0.728648,0,All,#4682B4,0
8,1.0617,0.721704,0,All,#4682B4,0
8,1.4156,0.674581,0,All,#4682B4,0
8,1.7695,0.666387,0,All,#4682B4,0
8,2.1234,0.623153,0,All,#4682B4,0
8,2.4773,0.651585,0,All,#4682B4,0
8,2.8312,0.653034,0,All,#4682B4,0
8,3.1851,0.720588,0,All,#4682B4,0
8,3.539,0.571072,0,All,#4682B4,0
8,3.8929,0.742081,0,All,#4682B4,0
8,4.2468,0.765953,0,All,#4682B4,0
8,4.6007,0.621244,0,All,#4682B4,0
8,4.9546,0.721136,0,All,#4682B4,0
8,5.3085,0.717257,0,All,#4682B4,0
8,5.6624,0.674962,0,All,#4682B4,0
8,6.0162,0.678127,0,All,#4682B4,0
8,6.3701,0.661412,0,All,#4682B4,0
8,6.724,0.669347,0,All,#4682B4,0
8,7.0779,0.736678,0,All,#4682B4,0
8,7.4318,0.799384,0,All,#4682B4,0
8,7.7857,0.802867,0,All,#4682B4,0
8,8.1396,0.721623,0,All,#4682B4,0
8,8.4935,0.884379,0,All,#4682B4,0
8,8.8474,0.867636,0,All,#4682B4,0
8,9.2013,0.699516,0,All,#4682B4,0
8,9.5552,0.759112,0,All,#4682B4,0
8,9.9091,0.649521,0,All,#4682B4,0
8,10.263,0.700632,0,All,#4682B4,0
8,10.6169,0.651167,0,All,#4682B4,0
8,10.9708,0.672822,0,All,#4682B4,0
8,11.3247,0.643219,0,All,#4682B4,0
8,11.6786,0.718121,0,All,#4682B4,0
8,12.0325,0.678357,0,All,#4682B4,0
8,12.3863,0.639841,0,All,#4682B4,0
8,12.7402,0.767224,0,All,#4682B4,0
8,13.0941,0.72598,0,All,#4682B4,0
8,13.448,0.674266,0,All,#4682B4,0
8,13.8019,0.82442,0,All,#4682B4,0
8,14.1558,0.751173,0,All,#4682B4,0
8,14.5097,0.704182,0,All,#4682B4,0
8,14.8636,0.651073,0,All,#4682B4,0
8,15.2175,0.646877,0,All,#4682B4,0
8,15.5714,0.688938,0,All,#4682B4,0
8,15.9253,0.671557,0,All,#4682B4,0
8,16.2792,0.690354,0,All,#4682B4,0
8,16.6331,0.671141,0,All,#4682B4,0
8,16.987,0.749954,0,All,#4682B4,0
8,17.3409,0.706807,0,All,#4682B4,0
8,17.6948,0.663164,0,All,#4682B4,0
8,18.0487,0.724573,0,All,#4682B4,0
8,18.4026,0.642691,0,All,#4682B4,0
8,18.7564,0.61755,0,All,#4682B4,0
8,19.1103,0.75034,0,All,#4682B4,0
8,19.4642,0.744825,0,All,#4682B4,0
8,19.8181,0.676657,0,All,#4682B4,0
8,20.172,0.764635,0,All,#4682B4,0
8,20.5259,0.745815,0,All,#4682B4,0
8,20.8798,0.75131,0,All,#4682B4,0
8,21.2337,0.600987,0,All,#4682B4,0
8,21.5876,0.731012,0,All,#4682B4,0
8,21.9415,0.693135,0,All,#4682B4,0
8,22.2954,0.588462,0,All,#4682B4,0
8,22.6493,0.708666,0,All,#4682B4,0
8,23.0032,0.566597,0,All,#4682B4,0
8,23.3571,0.704921,0,All,#4682B4,0
8,23.711,0.732868,0,All,#4682B4,0
8,24.0649,0.684378,0,All,#4682B4,0
8,24.4188,0.598067,0,All,#4682B4,0
8,24.7727,0.687087,0,All,#4682B4,0
8,25.1265,0.754321,0,All,#4682B4,0
8,25.4804,0.609545,0,All,#4682B4,0
8,25.8343,0.590309,0,All,#4682B4,0
8,26.1882,0.676806,0,All,#4682B4,0
8,26.5421,0.738942,0,All,#4682B4,0
8,26.896,0.718466,0,All,#4682B4,0
8,27.2499,0.722823,0,All,#4682B4,0
8,27.6038,0.684433,0,All,#4682B4,0
8,27.9577,0.599973,0,All,#4682B4,0
8,28.3116,0.761635,0,All,#4682B4,0
8,28.6655,0.617302,0,All,#4682B4,0
8,29.0194,0.546294,0,All,#4682B4,0
8,29.3733,0.667214,0,All,#4682B4,0
8,29.7272,0.791289,0,All,#4682B4,0
8,30.0811,0.654302,0,All,#4682B4,0
8,30.435,0.639496,0,All,#4682B4,0
8,30.7889,0.531149,0,All,#4682B4,0
8,31.1428,0.644134,0,All,#4682B4,0
8,31.4966,0.633857,0,All,#4682B4,0
9,0,0.63071,0,All,#4682B4,0
9,0.3539,0.741052,0,All,#4682B4,0
9,0.7078,0.747548,0,All,#4682B4,0
9,1.0617,0.776502,0,All,#4682B4,0
9,1.4156,0.690092,0,All,#4682B4,0
9,1.7695,0.685387,0,All,#4682B4,0
9,2.1234,0.715021,0,All,#4682B4,0
9,2.4773,0.74425,0,All,#4682B4,0
9,2.8312,0.776142,0,All,#4682B4,0
9,3.1851,0.687235,0,All,#4682B4,0
9,3.539,0.741976,0,All,#4682B4,0
9,3.8929,0.918046,0,All,#4682B4,0
9,4.2468,0.722537,0,All,#4682B4,0
9,4.6007,0.788511,0,All,#4682B4,0
9,4.9546,0.797884,0,All,#4682B4,0
9,5.3085,0.772325,0,All,#4682B4,0
9,5.6624,0.825601,0,All,#4682B4,0
9,6.0162,0.860791,0,All,#4682B4,0
9,6.3701,0.746148,0,All,#4682B4,0
9,6.724,0.720548,0,All,#4682B4,0
9,7.0779,0.591178,0,All,#4682B4,0
9,7.4318,0.685488,0,All,#4682B4,0
9,7.7857,0.704294,0,All,#4682B4,0
9,8.1396,0.721669,0,All,#4682B4,0
9,8.4935,0.741345,0,All,#4682B4,0
9,8.8474,0.621379,0,All,#4682B4,0
9,9.2013,0.736616,0,All,#4682B4,0
9,9.5552,0.777218,0,All,#4682B4,0
9,9.9091,0.738131,0,All,#4682B4,0
9,10.263,0.663872,0,All,#4682B4,0
9,10.6169,0.663025,0,All,#4682B4,0
9,10.9708,0.769597,0,All,#4682B4,0
9,11.3247,0.813595,0,All,#4682B4,0
9,11.6786,0.784536,0,All,#4682B4,0
9,12.0325,0.668993,0,All,#4682B4,0
9,12.3863,0.750547,0,All,#4682B4,0
9,12.7402,0.668532,0,All,#4682B4,0
9,13.0941,0.660042,0,All,#4682B4,0
9,13.448,0.734856,0,All,#4682B4,0
9,13.8019,0.893607,0,All,#4682B4,0
9,14.1558,0.72401,0,All,#4682B4,0
9,14.5097,0.717457,0,All,#4682B4,0
9,14.8636,0.847282,0,All,#4682B4,0
9,15.2175,0.742979,0,All,#4682B4,0
9,15.5714,0.723904,0,All,#4682B4,0
9,15.9253,0.743573,0,All,#4682B4,0
9,16.2792,0.742412,0,All,#4682B4,0
9,16.6331,0.779761,0,All,#4682B4,0
9,16.987,0.616711,0,All,#4682B4,0
9,17.3409,0.554717,0,All,#4682B4,0
9,17.6948,0.745378,0,All,#4682B4,0
9,18.0487,0.752758,0,All,#4682B4,0
9,18.4026,0.780979,0,All,#4682B4,0
9,18.7564,0.739827,0,All,#4682B4,0
9,19.1103,0.68831,0,All,#4682B4,0
9,19.4642,0.749026,0,All,#4682B4,0
9,19.8181,0.690958,0,All,#4682B4,0
9,20.172,0.635072,0,All,#4682B4,0
9,20.5259,0.694321,0,All,#4682B4,0
9,20.8798,0.662191,0,All,#4682B4,0
9,21.2337,0.856021,0,All,#4682B4,0
9,21.5876,0.752736,0,All,#4682B4,0
9,21.9415,0.739232,0,All,#4682B4,0
9,22.2954,0.705586,0,All,#4682B4,0
9,22.6493,0.68527,0,All,#4682B4,0
9,23.0032,0.7359,0,All,#4682B4,0
9,23.3571,0.657798,0,All,#4682B4,0
9,23.711,0.639319,0,All,#4682B4,0
9,24.0649,0.615067,0,All,#4682B4,0
9,24.4188,0.744236,0,All,#4682B4,0
9,24.7727,0.75439,0,All,#4682B4,0
9,25.1265,0.73476,0,All,#4682B4,0
9,25.4804,0.638471,0,All,#4682B4,0
9,25.8343,0.594356,0,All,#4682B4,0
9,26.1882,0.562029,0,All,#4682B4,0
9,26.5421,0.746669,0,All,#4682B4,0
9,26.896,0.625688,0,All,#4682B4,0
9,27.2499,0.65535,0,All,#4682B4,0
9,27.6038,0.623712,0,All,#4682B4,0
9,27.9577,0.704269,0,All,#4682B4,0
9,28.3116,0.651544,0,All,#4682B4,0
9,28.6655,0.697414,0,All,#4682B4,0
9,29.0194,0.722871,0,All,#4682B4,0
9,29.3733,0.595947,0,All,#4682B4,0
9,29.7272,0.708962,0,All,#4682B4,0
9,30.0811,0.616766,0,All,#4682B4,0
9,30.435,0.736095,0,All,#4682B4,0
9,30.7889,0.64595,0,All,#4682B4,0
9,31.1428,0.684061,0,All,#4682B4,0
9,31.4966,0.668354,0,All,#4682B4,0
10,0,0.503403,0,All,#4682B4,0
10,0.3539,0.598404,0,All,#4682B4,0
10,0.7078,0.696121,0,All,#4682B4,0
10,1.0617,0.597516,0,All,#4682B4,0
10,1.4156,0.653795,0,All,#4682B4,0
10,1.7695,0.64871,0,All,#4682B4,0
10,2.1234,0.700737,0,All,#4682B4,0
10,2.4773,0.602088,0,All,#4682B4,0
10,2.8312,0.587053,0,All,#4682B4,0
10,3.1851,0.6421,0,All,#4682B4,0
10,3.539,0.631133,0,All,#4682B4,0
10,3.8929,0.6122,0,All,#4682B4,0
10,4.2468,0.749157,0,All,#4682B4,0
10,4.6007,0.705332,0,All,#4682B4,0
10,4.9546,0.679012,0,All,#4682B4,0
10,5.3085,0.614346,0,All,#4682B4,0
10,5.6624,0.702127,0,All,#4682B4,0
10,6.0162,0.660015,0,All,#4682B4,0
10,6.3701,0.631598,0,All,#4682B4,0
10,6.724,0.69061,0,All,#4682B4,0
10,7.0779,0.700011,0,All,#4682B4,0
10,7.4318,0.638332,0,All,#4682B4,0
10,7.7857,0.630228,0,All,#4682B4,0
10,8.1396,0.625795,0,All,#4682B4,0
10,8.4935,0.617042,0,All,#4682B4,0
10,8.8474,0.663033,0,All,#4682B4,0
10,9.2013,0.608098,0,All,#4682B4,0
10,9.5552,0.591836,0,All,#4682B4,0
10,9.9091,0.563771,0,All,#4682B4,0
10,10.263,0.6082,0,All,#4682B4,0
10,10.6169,0.573253,0,All,#4682B4,0
10,10.9708,0.556084,0,All,#4682B4,0
10,11.3247,0.562936,0,All,#4682B4,0
10,11.6786,0.696802,0,All,#4682B4,0
10,12.0325,0.635371,0,All,#4682B4,0
10,12.3863,0.592826,0,All,#4682B4,0
10,12.7402,0.592369,0,All,#4682B4,0
10,13.0941,0.612859,0,All,#4682B4,0
10,13.448,0.521001,0,All,#4682B4,0
10,13.8019,0.600444,0,All,#4682B4,0
10,14.1558,0.541669,0,All,#4682B4,0
10,14.5097,0.532103,0,All,#4682B4,0
10,14.8636,0.588694,0,All,#4682B4,0
10,15.2175,0.621215,0,All,#4682B4,0
10,15.5714,0.59389,0,All,#4682B4,0
10,15.9253,0.562534,0,All,#4682B4,0
10,16.2792,0.589651,0,All,#4682B4,0
10,16.6331,0.640394,0,All,#4682B4,0
10,16.987,0.638283,0,All,#4682B4,0
10,17.3409,0.598619,0,All,#4682B4,0
10,17.6948,0.662676,0,All,#4682B4,0
10,18.0487,0.537024,0,All,#4682B4,0
10,18.4026,0.798119,0,All,#4682B4,0
10,18.7564,0.552317,0,All,#4682B4,0
10,19.1103,0.763345,0,All,#4682B4,0
10,19.4642,0.659338,0,All,#4682B4,0
10,19.8181,0.628741,0,All,#4682B4,0
10,20.172,0.647728,0,All,#4682B4,0
10,20.5259,0.590213,0,All,#4682B4,0
10,20.8798,0.630819,0,All,#4682B4,0
10,21.2337,0.707819,0,All,#4682B4,0
10,21.5876,0.596125,0,All,#4682B4,0
10,21.9415,0.844427,0,All,#4682B4,0
10,22.2954,0.647149,0,All,#4682B4,0
10,22.6493,0.652803,0,All,#4682B4,0
10,23.0032,0.704524,0,All,#4682B4,0
10,23.3571,0.647088,0,All,#4682B4,0
10,23.711,0.723997,0,All,#4682B4,0
10,24.0649,0.790721,0,All,#4682B4,0
10,24.4188,0.649403,0,All,#4682B4,0
10,24.7727,0.622577,0,All,#4682B4,0
10,25.1265,0.602432,0,All,#4682B4,0
10,25.4804,0.627205,0,All,#4682B4,0
10,25.8343,0.729747,0,All,#4682B4,0
10,26.1882,0.615034,0,All,#4682B4,0
10,26.5421,0.636953,0,All,#4682B4,0
10,26.896,0.578596,0,All,#4682B4,0
10,27.2499,0.58193,0,All,#4682B4,0
10,27.6038,0.624856,0,All,#4682B4,0
10,27.9577,0.658694,0,All,#4682B4,0
10,28.3116,0.622714,0,All,#4682B4,0
10,28.6655,0.673086,0,All,#4682B4,0
10,29.0194,0.677649,0,All,#4682B4,0
10,29.3733,0.586948,0,All,#4682B4,0
10,29.7272,0.593806,0,All,#4682B4,0
10,30.0811,0.586481,0,All,#4682B4,0
10,30.435,0.644222,0,All,#4682B4,0
10,30.7889,0.581273,0,All,#4682B4,0
10,31.1428,0.568339,0,All,#4682B4,0
10,31.4966,0.556222,0,All,#4682B4,0
11,0,0.505676,0,All,#4682B4,0
11,0.3539,0.47604,0,All,#4682B4,0
11,0.7078,0.755079,0,All,#4682B4,0
11,1.0617,0.609077,0,All,#4682B4,0
11,1.4156,0.72013,0,All,#4682B4,0
11,1.7695,0.685886,0,All,#4682B4,0
11,2.1234,0.661959,0,All,#4682B4,0
11,2.4773,0.623853,0,All,#4682B4,0
11,2.8312,0.63089,0,All,#4682B4,0
11,3.1851,0.660648,0,All,#4682B4,0
11,3.539,0.725746,0,All,#4682B4,0
11,3.8929,0.64053,0,All,#4682B4,0
11,4.2468,0.575618,0,All,#4682B4,0
11,4.6007,0.694777,0,All,#4682B4,0
11,4.9546,0.693192,0,All,#4682B4,0
11,5.3085,0.744722,0,All,#4682B4,0
11,5.6624,0.69399,0,All,#4682B4,0
11,6.0162,0.635156,0,All,#4682B4,0
11,6.3701,0.679244,0,All,#4682B4,0
11,6.724,0.639001,0,All,#4682B4,0
11,7.0779,0.586411,0,All,#4682B4,0
11,7.4318,0.751883,0,All,#4682B4,0
11,7.7857,0.648795,0,All,#4682B4,0
11,8.1396,0.704165,0,All,#4682B4,0
11,8.4935,0.681434,0,All,#4682B4,0
11,8.8474,0.614402,0,All,#4682B4,0
11,9.2013,0.76887,0,All,#4682B4,0
11,9.5552,0.703421,0,All,#4682B4,0
11,9.9091,0.522102,0,All,#4682B4,0
11,10.263,0.565922,0,All,#4682B4,0
11,10.6169,0.603973,0,All,#4682B4,0
11,10.9708,0.812492,0,All,#4682B4,0
11,11.3247,0.706343,0,All,#4682B4,0
11,11.6786,0.59856,0,All,#4682B4,0
11,12.0325,0.625515,0,All,#4682B4,0
11,12.3863,0.706193,0,All,#4682B4,0
11,12.7402,0.572513,0,All,#4682B4,0
11,13.0941,0.738945,0,All,#4682B4,0
11,13.448,0.694594,0,All,#4682B4,0
11,13.8019,0.709666,0,All,#4682B4,0
11,14.1558,0.67718,0,All,#4682B4,0
11,14.5097,0.697141,0,All,#4682B4,0
11,14.8636,0.781076,0,All,#4682B4,0
11,15.2175,0.747596,0,All,#4682B4,0
11,15.5714,0.646359,0,All,#4682B4,0
11,15.9253,0.740066,0,All,#4682B4,0
11,16.2792,0.770478,0,All,#4682B4,0
11,16.6331,0.622673,0,All,#4682B4,0
11,16.987,0.763222,0,All,#4682B4,0
11,17.3409,0.601871,0,All,#4682B4,0
11,17.6948,0.63222,0,All,#4682B4,0
11,18.0487,0.590281,0,All,#4682B4,0
11,18.4026,0.591227,0,All,#4682B4,0
11,18.7564,0.63151,0,All,#4682B4,0
11,19.1103,0.62244,0,All,#4682B4,0
11,19.4642,0.650344,0,All,#4682B4,0
11,19.8181,0.687404,0,All,#4682B4,0
11,20.172,0.60294,0,All,#4682B4,0
11,20.5259,0.645688,0,All,#4682B4,0
11,20.8798,0.649218,0,All,#4682B4,0
11,21.2337,0.74933,0,All,#4682B4,0
11,21.5876,0.708103,0,All,#4682B4,0
11,21.9415,0.520452,0,All,#4682B4,0
11,22.2954,0.640179,0,All,#4682B4,0
11,22.6493,0.672364,0,All,#4682B4,0
11,23.0032,0.530238,0,All,#4682B4,0
11,23.3571,0.576403,0,All,#4682B4,0
11,23.711,0.633805,0,All,#4682B4,0
11,24.0649,0.713456,0,All,#4682B4,0
11,24.4188,0.614355,0,All,#4682B4,0
11,24.7727,0.614011,0,All,#4682B4,0
11,25.1265,0.644191,0,All,#4682B4,0
11,25.4804,0.743762,0,All,#4682B4,0
11,25.8343,0.64779,0,All,#4682B4,0
11,26.1882,0.629456,0,All,#4682B4,0
11,26.5421,0.601646,0,All,#4682B4,0
11,26.896,0.576582,0,All,#4682B4,0
11,27.2499,0.647539,0,All,#4682B4,0
11,27.6038,0.573012,0,All,#4682B4,0
11,27.9577,0.618079,0,All,#4682B4,0
11,28.3116,0.639903,0,All,#4682B4,0
11,28.6655,0.68428,0,All,#4682B4,0
11,29.0194,0.599151,0,All,#4682B4,0
11,29.3733,0.696226,0,All,#4682B4,0
11,29.7272,0.649627,0,All,#4682B4,0
11,30.0811,0.708652,0,All,#4682B4,0
11,30.435,0.641268,0,All,#4682B4,0
11,30.7889,0.729043,0,All,#4682B4,0
11,31.1428,0.503317,0,All,#4682B4,0
11,31.4966,0.608631,0,All,#4682B4,0
12,0,0.541693,0,All,#4682B4,0
12,0.3539,0.495546,0,All,#4682B4,0
12,0.7078,0.533671,0,All,#4682B4,0
12,1.0617,0.598236,0,All,#4682B4,0
12,1.4156,0.58908,0,All,#4682B4,0
12,1.7695,0.592376,0,All,#4682B4,0
12,2.1234,0.688925,0,All,#4682B4,0
12,2.4773,0.575658,0,All,#4682B4,0
12,2.8312,0.66185,0,All,#4682B4,0
12,3.1851,0.622738,0,All,#4682B4,0
12,3.539,0.834082,0,All,#4682B4,0
12,3.8929,0.671887,0,All,#4682B4,0
12,4.2468,0.748557,0,All,#4682B4,0
12,4.6007,0.807666,0,All,#4682B4,0
12,4.9546,0.729427,0,All,#4682B4,0
12,5.3085,0.655318,0,All,#4682B4,0
12,5.6624,0.619278,0,All,#4682B4,0
12,6.0162,0.666874,0,All,#4682B4,0
12,6.3701,0.570422,0,All,#4682B4,0
12,6.724,0.543476,0,All,#4682B4,0
12,7.0779,0.630774,0,All,#4682B4,0
12,7.4318,0.591517,0,All,#4682B4,0
12,7.7857,0.631987,0,All,#4682B4,0
12,8.1396,0.684269,0,All,#4682B4,0
12,8.4935,0.555034,0,All,#4682B4,0
12,8.8474,0.641437,0,All,#4682B4,0
12,9.2013,0.746382,0,All,#4682B4,0
12,9.5552,0.627772,0,All,#4682B4,0
12,9.9091,0.647062,0,All,#4682B4,0
12,10.263,0.651249,0,All,#4682B4,0
12,10.6169,0.562842,0,All,#4682B4,0
12,10.9708,0.590821,0,All,#4682B4,0
12,11.3247,0.677601,0,All,#4682B4,0
12,11.6786,0.6438,0,All,#4682B4,0
12,12.0325,0.649486,0,All,#4682B4,0
12,12.3863,0.620486,0,All,#4682B4,0
12,12.7402,0.708712,0,All,#4682B4,0
12,13.0941,0.666953,0,All,#4682B4,0
12,13.448,0.735409,0,All,#4682B4,0
12,13.8019,0.610893,0,All,#4682B4,0
12,14.1558,0.586436,0,All,#4682B4,0
12,14.5097,0.720089,0,All,#4682B4,0
12,14.8636,0.600325,0,All,#4682B4,0
12,15.2175,0.700297,0,All,#4682B4,0
12,15.5714,0.625577,0,All,#4682B4,0
12,15.9253,0.587839,0,All,#4682B4,0
12,16.2792,0.574479,0,All,#4682B4,0
12,16.6331,0.664815,0,All,#4682B4,0
12,16.987,0.625782,0,All,#4682B4,0
12,17.3409,0.647949,0,All,#4682B4,0
12,17.6948,0.569951,0,All,#4682B4,0
12,18.0487,0.651959,0,All,#4682B4,0
12,18.4026,0.686164,0,All,#4682B4,0
12,18.7564,0.704993,0,All,#4682B4,0
12,19.1103,0.608068,0,All,#4682B4,0
12,19.4642,0.698934,0,All,#4682B4,0
12,19.8181,0.678626,0,All,#4682B4,0
12,20.172,0.514627,0,All,#4682B4,0
12,20.5259,0.652656,0,All,#4682B4,0
12,20.8798,0.592562,0,All,#4682B4,0
12,21.2337,0.733567,0,All,#4682B4,0
12,21.5876,0.651599,0,All,#4682B4,0
12,21.9415,0.709481,0,All,#4682B4,0
12,22.2954,0.779376,0,All,#4682B4,0
12,22.6493,0.643562,0,All,#4682B4,0
12,23.0032,0.675272,0,All,#4682B4,0
12,23.3571,0.56465,0,All,#4682B4,0
12,23.711,0.691131,0,All,#4682B4,0
12,24.0649,0.658286,0,All,#4682B4,0
12,24.4188,0.592257,0,All,#4682B4,0
12,24.7727,0.510671,0,All,#4682B4,0
12,25.1265,0.654557,0,All,#4682B4,0
12,25.4804,0.619187,0,All,#4682B4,0
12,25.8343,0.634812,0,All,#4682B4,0
12,26.1882,0.552159,0,All,#4682B4,0
12,26.5421,0.677928,0,All,#4682B4,0
12,26.896,0.572424,0,All,#4682B4,0
12,27.2499,0.647215,0,All,#4682B4,0
12,27.6038,0.622497,0,All,#4682B4,0
12,27.9577,0.619266,0,All,#4682B4,0
12,28.3116,0.691372,0,All,#4682B4,0
12,28.6655,0.794772,0,All,#4682B4,0
12,29.0194,0.638284,0,All,#4682B4,0
12,29.3733,0.733746,0,All,#4682B4,0
12,29.7272,0.69787,0,All,#4682B4,0
12,30.0811,0.637003,0,All,#4682B4,0
12,30.435,0.703903,0,All,#4682B4,0
12,30.7889,0.712704,0,All,#4682B4,0
12,31.1428,0.779337,0,All,#4682B4,0
12,31.4966,0.62774,0,All,#4682B4,0
13,0,0.4546,0,All,#4682B4,0
13,0.3539,0.630588,0,All,#4682B4,0
13,0.7078,0.70001,0,All,#4682B4,0
13,1.0617,0.667097,0,All,#4682B4,0
13,1.4156,0.795782,0,All,#4682B4,0
13,1.7695,0.717374,0,All,#4682B4,0
13,2.1234,0.717488,0,All,#4682B4,0
13,2.4773,0.75129,0,All,#4682B4,0
13,2.8312,0.758111,0,All,#4682B4,0
13,3.1851,0.629582,0,All,#4682B4,0
13,3.539,0.746374,0,All,#4682B4,0
13,3.8929,0.758732,0,All,#4682B4,0
13,4.2468,0.716432,0,All,#4682B4,0
13,4.6007,0.738704,0,All,#4682B4,0
13,4.9546,0.660161,0,All,#4682B4,0
13,5.3085,0.715598,0,All,#4682B4,0
13,5.6624,0.708874,0,All,#4682B4,0
13,6.0162,0.785996,0,All,#4682B4,0
13,6.3701,0.760095,0,All,#4682B4,0
13,6.724,0.711531,0,All,#4682B4,0
13,7.0779,0.741388,0,All,#4682B4,0
13,7.4318,0.760321,0,All,#4682B4,0
13,7.7857,0.656796,0,All,#4682B4,0
13,8.1396,0.699508,0,All,#4682B4,0
13,8.4935,0.667501,0,All,#4682B4,0
13,8.8474,0.821111,0,All,#4682B4,0
13,9.2013,0.750961,0,All,#4682B4,0
13,9.5552,0.615196,0,All,#4682B4,0
13,9.9091,0.729853,0,All,#4682B4,0
13,10.263,0.697643,0,All,#4682B4,0
13,10.6169,0.799385,0,All,#4682B4,0
13,10.9708,0.625029,0,All,#4682B4,0
13,11.3247,0.645133,0,All,#4682B4,0
13,11.6786,0.700565,0,All,#4682B4,0
13,12.0325,0.865817,0,All,#4682B4,0
13,12.3863,0.809191,0,All,#4682B4,0
13,12.7402,0.829474,0,All,#4682B4,0
13,13.0941,0.81238,0,All,#4682B4,0
13,13.448,0.725954,0,All,#4682B4,0
13,13.8019,0.758935,0,All,#4682B4,0
13,14.1558,0.701849,0,All,#4682B4,0
13,14.5097,0.75511,0,All,#4682B4,0
13,14.8636,0.730346,0,All,#4682B4,0
13,15.2175,0.63048,0,All,#4682B4,0
13,15.5714,0.774484,0,All,#4682B4,0
13,15.9253,0.650455,0,All,#4682B4,0
13,16.2792,0.805151,0,All,#4682B4,0
13,16.6331,0.740797,0,All,#4682B4,0
13,16.987,0.757352,0,All,#4682B4,0
13,17.3409,0.714267,0,All,#4682B4,0
13,17.6948,0.736869,0,All,#4682B4,0
13,18.0487,0.712332,0,All,#4682B4,0
13,18.4026,0.698126,0,All,#4682B4,0
13,18.7564,0.739592,0,All,#4682B4,0
13,19.1103,0.735689,0,All,#4682B4,0
13,19.4642,0.688472,0,All,#4682B4,0
13,19.8181,0.673049,0,All,#4682B4,0
13,20.172,0.684392,0,All,#4682B4,0
13,20.5259,0.692707,0,All,#4682B4,0
13,20.8798,0.707484,0,All,#4682B4,0
13,21.2337,0.719529,0,All,#4682B4,0
13,21.5876,0.616079,0,All,#4682B4,0
13,21.9415,0.626132,0,All,#4682B4,0
13,22.2954,0.719583,0,All,#4682B4,0
13,22.6493,0.55178,0,All,#4682B4,0
13,23.0032,0.67156,0,All,#4682B4,0
13,23.3571,0.639172,0,All,#4682B4,0
13,23.711,0.743202,0,All,#4682B4,0
13,24.0649,0.78469,0,All,#4682B4,0
13,24.4188,0.70925,0,All,#4682B4,0
13,24.7727,0.599998,0,All,#4682B4,0
13,25.1265,0.579454,0,All,#4682B4,0
13,25.4804,0.629604,0,All,#4682B4,0
13,25.8343,0.686049,0,All,#4682B4,0
13,26.1882,0.668425,0,All,#4682B4,0
13,26.5421,0.698365,0,All,#4682B4,0
13,26.896,0.714644,0,All,#4682B4,0
13,27.2499,0.569293,0,All,#4682B4,0
13,27.6038,0.634677,0,All,#4682B4,0
13,27.9577,0.663587,0,All,#4682B4,0
13,28.3116,0.616262,0,All,#4682B4,0
13,28.6655,0.601244,0,All,#4682B4,0
13,29.0194,0.681835,0,All,#4682B4,0
13,29.3733,0.670234,0,All,#4682B4,0
13,29.7272,0.553598,0,All,#4682B4,0
13,30.0811,0.678025,0,All,#4682B4,0
13,30.435,0.54359,0,All,#4682B4,0
13,30.7889,0.637921,0,All,#4682B4,0
13,31.1428,0.689363,0,All,#4682B4,0
13,31.4966,0.631289,0,All,#4682B4,0
