pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
,,-0.923812,0.174769,,,All
,,-0.923809,0.17479,,,All
,,-0.923723,0.174811,,,All
,,-0.923632,0.174832,,,All
,,-0.923582,0.174853,,,All
,,-0.923529,0.174874,,,All
,,-0.92347,0.174895,,,All
,,-0.923468,0.174916,,,All
,,-0.923427,0.174937,,,All
,,-0.923149,0.174958,,,All
,,-0.923113,0.174979,,,All
,,-0.923049,0.175,,,All
,,-0.922956,0.175021,,,All
,,-0.922903,0.175042,,,All
,,-0.922835,0.175063,,,All
,,-0.922805,0.175084,,,All
,,-0.922785,0.175105,,,All
,,-0.922766,0.175126,,,All
,,-0.922759,0.175147,,,All
,,-0.92274,0.175168,,,All
,,-0.922608,0.175189,,,All
,,-0.922585,0.17521,,,All
,,-0.92258,0.175231,,,All
,,-0.922526,0.175253,,,All
,,-0.922426,0.175274,,,All
,,-0.92215,0.175295,,,All
,,-0.922104,0.175316,,,All
,,-0.92204,0.175337,,,All
,,-0.921866,0.175358,,,All
,,-0.921831,0.175379,,,All
,,-0.921825,0.1754,,,All
,,-0.921656,0.175421,,,All
,,-0.921515,0.175442,,,All
,,-0.921352,0.175463,,,All
,,-0.921299,0.175484,,,All
,,-0.921283,0.175505,,,All
,,-0.92128,0.175526,,,All
,,-0.921264,0.175547,,,All
,,-0.921232,0.175568,,,All
,,-0.921227,0.175589,,,All
,,-0.92117,0.17561,,,All
,,-0.920966,0.175631,,,All
,,-0.920853,0.175652,,,All
,,-0.920798,0.175673,,,All
,,-0.920703,0.175694,,,All
,,-0.920519,0.175715,,,All
,,-0.920278,0.175737,,,All
,,-0.920228,0.175758,,,All
,,-0.920185,0.175779,,,All
,,-0.920146,0.1758,,,All
,,-0.920139,0.175821,,,All
,,-0.920131,0.175842,,,All
,,-0.920095,0.175863,,,All
,,-0.920052,0.175884,,,All
,,-0.920039,0.175905,,,All
,,-0.920021,0.175926,,,All
,,-0.919932,0.175947,,,All
,,-0.919889,0.175968,,,All
,,-0.919846,0.175989,,,All
,,-0.919794,0.17601,,,All
,,-0.919647,0.176031,,,All
,,-0.919513,0.176052,,,All
,,-0.919488,0.176073,,,All
,,-0.919482,0.176094,,,All
,,-0.919403,0.176115,,,All
,,-0.919308,0.176136,,,All
,,-0.919243,0.176157,,,All
,,-0.919212,0.176178,,,All
,,-0.919055,0.176199,,,All
,,-0.919018,0.176221,,,All
,,-0.919001,0.176242,,,All
,,-0.918938,0.176263,,,All
,,-0.918902,0.176284,,,All
,,-0.91883,0.176305,,,All
,,-0.918772,0.176326,,,All
,,-0.918672,0.176347,,,All
,,-0.918572,0.176368,,,All
,,-0.918551,0.176389,,,All
,,-0.918541,0.17641,,,All
,,-0.91824,0.176431,,,All
,,-0.918095,0.176452,,,All
,,-0.917996,0.176473,,,All
,,-0.917966,0.176494,,,All
,,-0.917904,0.176515,,,All
,,-0.917888,0.176536,,,All
,,-0.917866,0.176557,,,All
,,-0.917859,0.176578,,,All
,,-0.91768,0.176599,,,All
,,-0.917492,0.17662,,,All
,,-0.917427,0.176641,,,All
,,-0.917412,0.176662,,,All
,,-0.917337,0.176684,,,All
,,-0.917029,0.176705,,,All
,,-0.916972,0.176726,,,All
,,-0.916972,0.176747,,,All
,,-0.916866,0.176768,,,All
,,-0.916859,0.176789,,,All
,,-0.916832,0.17681,,,All
,,-0.916812,0.176831,,,All
,,-0.916697,0.176852,,,All
,,-0.916677,0.176873,,,All
,,-0.916508,0.176894,,,All
,,-0.91646,0.176915,,,All
,,-0.916402,0.176936,,,All
,,-0.916314,0.176957,,,All
,,-0.916282,0.176978,,,All
,,-0.916228,0.176999,,,All
,,-0.915986,0.17702,,,All
,,-0.915974,0.177041,,,All
,,-0.915945,0.177062,,,All
,,-0.91593,0.177083,,,All
,,-0.915844,0.177104,,,All
,,-0.915842,0.177125,,,All
,,-0.915765,0.177146,,,All
,,-0.915744,0.177168,,,All
,,-0.915711,0.177189,,,All
,,-0.915677,0.17721,,,All
,,-0.915649,0.177231,,,All
,,-0.91551,0.177252,,,All
,,-0.915373,0.177273,,,All
,,-0.915371,0.177294,,,All
,,-0.915362,0.177315,,,All
,,-0.915267,0.177336,,,All
,,-0.915173,0.177357,,,All
,,-0.915112,0.177378,,,All
,,-0.915078,0.177399,,,All
,,-0.915074,0.17742,,,All
,,-0.915019,0.177441,,,All
,,-0.91483,0.177462,,,All
,,-0.914777,0.177483,,,All
,,-0.914771,0.177504,,,All
,,-0.914766,0.177525,,,All
,,-0.914711,0.177546,,,All
,,-0.914699,0.177567,,,All
,,-0.914695,0.177588,,,All
,,-0.91464,0.177609,,,All
,,-0.914518,0.17763,,,All
,,-0.914483,0.177652,,,All
,,-0.914373,0.177673,,,All
,,-0.914349,0.177694,,,All
,,-0.914288,0.177715,,,All
,,-0.914282,0.177736,,,All
,,-0.914281,0.177757,,,All
,,-0.914257,0.177778,,,All
,,-0.914188,0.177799,,,All
,,-0.914012,0.17782,,,All
,,-0.913984,0.177841,,,All
,,-0.913983,0.177862,,,All
,,-0.913888,0.177883,,,All
,,-0.913705,0.177904,,,All
,,-0.913691,0.177925,,,All
,,-0.913627,0.177946,,,All
,,-0.913625,0.177967,,,All
,,-0.913499,0.177988,,,All
,,-0.913421,0.178009,,,All
,,-0.913325,0.17803,,,All
,,-0.913242,0.178051,,,All
,,-0.913143,0.178072,,,All
,,-0.913142,0.178093,,,All
,,-0.913086,0.178114,,,All
,,-0.913058,0.178136,,,All
,,-0.91291,0.178157,,,All
,,-0.912898,0.178178,,,All
,,-0.912874,0.178199,,,All
,,-0.912807,0.17822,,,All
,,-0.91259,0.178241,,,All
,,-0.912571,0.178262,,,All
,,-0.91253,0.178283,,,All
,,-0.912453,0.178304,,,All
,,-0.912144,0.178325,,,All
,,-0.912093,0.178346,,,All
,,-0.911948,0.178367,,,All
,,-0.911938,0.178388,,,All
,,-0.911903,0.178409,,,All
,,-0.9119,0.17843,,,All
,,-0.911681,0.178451,,,All
,,-0.911662,0.178472,,,All
,,-0.911588,0.178493,,,All
,,-0.911484,0.178514,,,All
,,-0.911477,0.178535,,,All
,,-0.911441,0.178556,,,All
,,-0.91128,0.178577,,,All
,,-0.91125,0.178598,,,All
,,-0.911188,0.17862,,,All
,,-0.911181,0.178641,,,All
,,-0.91116,0.178662,,,All
,,-0.911152,0.178683,,,All
,,-0.911143,0.178704,,,All
,,-0.911137,0.178725,,,All
,,-0.911133,0.178746,,,All
,,-0.911132,0.178767,,,All
,,-0.910955,0.178788,,,All
,,-0.910631,0.178809,,,All
,,-0.910575,0.17883,,,All
,,-0.910543,0.178851,,,All
,,-0.91053,0.178872,,,All
,,-0.910508,0.178893,,,All
,,-0.910494,0.178914,,,All
,,-0.910441,0.178935,,,All
,,-0.910438,0.178956,,,All
,,-0.910401,0.178977,,,All
,,-0.910283,0.178998,,,All
,,-0.910258,0.179019,,,All
,,-0.91014,0.17904,,,All
,,-0.910071,0.179061,,,All
,,-0.909996,0.179082,,,All
,,-0.909817,0.179104,,,All
,,-0.909812,0.179125,,,All
,,-0.909779,0.179146,,,All
,,-0.909769,0.179167,,,All
,,-0.909613,0.179188,,,All
,,-0.909534,0.179209,,,All
,,-0.909486,0.17923,,,All
,,-0.90944,0.179251,,,All
,,-0.909317,0.179272,,,All
,,-0.909265,0.179293,,,All
,,-0.909194,0.179314,,,All
,,-0.909117,0.179335,,,All
,,-0.908953,0.179356,,,All
,,-0.908858,0.179377,,,All
,,-0.908781,0.179398,,,All
,,-0.908695,0.179419,,,All
,,-0.908686,0.17944,,,All
,,-0.908662,0.179461,,,All
,,-0.908623,0.179482,,,All
,,-0.908618,0.179503,,,All
,,-0.908588,0.179524,,,All
,,-0.908544,0.179545,,,All
,,-0.908536,0.179566,,,All
,,-0.908501,0.179588,,,All
,,-0.908181,0.179609,,,All
,,-0.908072,0.17963,,,All
,,-0.907983,0.179651,,,All
,,-0.907883,0.179672,,,All
,,-0.90778,0.179693,,,All
,,-0.907775,0.179714,,,All
,,-0.907689,0.179735,,,All
,,-0.907662,0.179756,,,All
,,-0.907625,0.179777,,,All
,,-0.907592,0.179798,,,All
,,-0.907426,0.179819,,,All
,,-0.907394,0.17984,,,All
,,-0.907251,0.179861,,,All
,,-0.907148,0.179882,,,All
,,-0.906798,0.179903,,,All
,,-0.906783,0.179924,,,All
,,-0.906726,0.179945,,,All
,,-0.906608,0.179966,,,All
,,-0.906565,0.179987,,,All
,,-0.906534,0.180008,,,All
,,-0.906471,0.180029,,,All
,,-0.906441,0.180051,,,All
,,-0.906331,0.180072,,,All
,,-0.906311,0.180093,,,All
,,-0.906178,0.180114,,,All
,,-0.906025,0.180135,,,All
,,-0.9059,0.180156,,,All
,,-0.905841,0.180177,,,All
,,-0.905763,0.180198,,,All
,,-0.90573,0.180219,,,All
,,-0.905657,0.18024,,,All
,,-0.905613,0.180261,,,All
,,-0.905585,0.180282,,,All
,,-0.905427,0.180303,,,All
,,-0.905422,0.180324,,,All
,,-0.90519,0.180345,,,All
,,-0.905022,0.180366,,,All
,,-0.905021,0.180387,,,All
,,-0.904843,0.180408,,,All
,,-0.904839,0.180429,,,All
,,-0.904684,0.18045,,,All
,,-0.904543,0.180471,,,All
,,-0.904543,0.180492,,,All
,,-0.90452,0.180513,,,All
,,-0.904507,0.180535,,,All
,,-0.904309,0.180556,,,All
,,-0.904291,0.180577,,,All
,,-0.904248,0.180598,,,All
,,-0.904232,0.180619,,,All
,,-0.904224,0.18064,,,All
,,-0.903893,0.180661,,,All
,,-0.90387,0.180682,,,All
,,-0.903738,0.180703,,,All
,,-0.903619,0.180724,,,All
,,-0.903446,0.180745,,,All
,,-0.90331,0.180766,,,All
,,-0.90316,0.180787,,,All
,,-0.903066,0.180808,,,All
,,-0.902922,0.180829,,,All
,,-0.902797,0.18085,,,All
,,-0.902749,0.180871,,,All
,,-0.902745,0.180892,,,All
,,-0.902519,0.180913,,,All
,,-0.902465,0.180934,,,All
,,-0.902257,0.180955,,,All
,,-0.902238,0.180976,,,All
,,-0.902237,0.180997,,,All
,,-0.901964,0.181019,,,All
,,-0.901938,0.18104,,,All
,,-0.901882,0.181061,,,All
,,-0.901738,0.181082,,,All
,,-0.901604,0.181103,,,All
,,-0.901377,0.181124,,,All
,,-0.901279,0.181145,,,All
,,-0.901209,0.181166,,,All
,,-0.901209,0.181187,,,All
,,-0.901202,0.181208,,,All
,,-0.900848,0.181229,,,All
,,-0.900847,0.18125,,,All
,,-0.900836,0.181271,,,All
,,-0.900783,0.181292,,,All
,,-0.900618,0.181313,,,All
,,-0.900476,0.181334,,,All
,,-0.900472,0.181355,,,All
,,-0.9003,0.181376,,,All
,,-0.900204,0.181397,,,All
,,-0.900152,0.181418,,,All
,,-0.900135,0.181439,,,All
,,-0.900123,0.18146,,,All
,,-0.900121,0.181481,,,All
,,-0.90011,0.181503,,,All
,,-0.900104,0.181524,,,All
,,-0.900051,0.181545,,,All
,,-0.899978,0.181566,,,All
,,-0.899811,0.181587,,,All
,,-0.89974,0.181608,,,All
,,-0.899735,0.181629,,,All
,,-0.899611,0.18165,,,All
,,-0.899587,0.181671,,,All
,,-0.899525,0.181692,,,All
,,-0.899512,0.181713,,,All
,,-0.899392,0.181734,,,All
,,-0.899388,0.181755,,,All
,,-0.89931,0.181776,,,All
,,-0.899248,0.181797,,,All
,,-0.899222,0.181818,,,All
,,-0.89898,0.181839,,,All
,,-0.898875,0.18186,,,All
,,-0.898797,0.181881,,,All
,,-0.898624,0.181902,,,All
,,-0.898613,0.181923,,,All
,,-0.898573,0.181944,,,All
,,-0.898362,0.181965,,,All
,,-0.898194,0.181987,,,All
,,-0.898167,0.182008,,,All
,,-0.898001,0.182029,,,All
,,-0.897931,0.18205,,,All
,,-0.897864,0.182071,,,All
,,-0.897549,0.182092,,,All
,,-0.897531,0.182113,,,All
,,-0.897503,0.182134,,,All
,,-0.897313,0.182155,,,All
,,-0.89729,0.182176,,,All
,,-0.897253,0.182197,,,All
,,-0.897205,0.182218,,,All
,,-0.897185,0.182239,,,All
,,-0.897183,0.18226,,,All
,,-0.897056,0.182281,,,All
,,-0.897,0.182302,,,All
,,-0.896958,0.182323,,,All
,,-0.896908,0.182344,,,All
,,-0.896666,0.182365,,,All
,,-0.896657,0.182386,,,All
,,-0.896369,0.182407,,,All
,,-0.896364,0.182428,,,All
,,-0.896287,0.182449,,,All
,,-0.89627,0.182471,,,All
,,-0.89616,0.182492,,,All
,,-0.896134,0.182513,,,All
,,-0.896119,0.182534,,,All
,,-0.896002,0.182555,,,All
,,-0.895987,0.182576,,,All
,,-0.895931,0.182597,,,All
,,-0.895845,0.182618,,,All
,,-0.895818,0.182639,,,All
,,-0.89563,0.18266,,,All
,,-0.895625,0.182681,,,All
,,-0.895599,0.182702,,,All
,,-0.895583,0.182723,,,All
,,-0.895575,0.182744,,,All
,,-0.895467,0.182765,,,All
,,-0.895377,0.182786,,,All
,,-0.895347,0.182807,,,All
,,-0.895342,0.182828,,,All
,,-0.895295,0.182849,,,All
,,-0.895287,0.18287,,,All
,,-0.895209,0.182891,,,All
,,-0.895166,0.182912,,,All
,,-0.895163,0.182934,,,All
,,-0.895131,0.182955,,,All
,,-0.895053,0.182976,,,All
,,-0.894891,0.182997,,,All
,,-0.894843,0.183018,,,All
,,-0.894818,0.183039,,,All
,,-0.894794,0.18306,,,All
,,-0.894611,0.183081,,,All
,,-0.894556,0.183102,,,All
,,-0.894478,0.183123,,,All
,,-0.894384,0.183144,,,All
,,-0.894331,0.183165,,,All
,,-0.89427,0.183186,,,All
,,-0.894253,0.183207,,,All
,,-0.894246,0.183228,,,All
,,-0.89406,0.183249,,,All
,,-0.89405,0.18327,,,All
,,-0.894016,0.183291,,,All
,,-0.893978,0.183312,,,All
,,-0.893972,0.183333,,,All
,,-0.893893,0.183354,,,All
,,-0.893782,0.183375,,,All
,,-0.893739,0.183396,,,All
,,-0.893712,0.183418,,,All
,,-0.893638,0.183439,,,All
,,-0.893571,0.18346,,,All
,,-0.893563,0.183481,,,All
,,-0.893509,0.183502,,,All
,,-0.89349,0.183523,,,All
,,-0.89339,0.183544,,,All
,,-0.892993,0.183565,,,All
,,-0.892971,0.183586,,,All
,,-0.892813,0.183607,,,All
,,-0.892796,0.183628,,,All
,,-0.892781,0.183649,,,All
,,-0.892724,0.18367,,,All
,,-0.89269,0.183691,,,All
,,-0.892615,0.183712,,,All
,,-0.892465,0.183733,,,All
,,-0.892141,0.183754,,,All
,,-0.89213,0.183775,,,All
,,-0.892122,0.183796,,,All
,,-0.892084,0.183817,,,All
,,-0.892046,0.183838,,,All
,,-0.892006,0.183859,,,All
,,-0.891869,0.18388,,,All
,,-0.891785,0.183902,,,All
,,-0.891687,0.183923,,,All
,,-0.891534,0.183944,,,All
,,-0.891474,0.183965,,,All
,,-0.891446,0.183986,,,All
,,-0.89131,0.184007,,,All
,,-0.891241,0.184028,,,All
,,-0.891003,0.184049,,,All
,,-0.890841,0.18407,,,All
,,-0.890754,0.184091,,,All
,,-0.890703,0.184112,,,All
,,-0.890685,0.184133,,,All
,,-0.890643,0.184154,,,All
,,-0.890575,0.184175,,,All
,,-0.890545,0.184196,,,All
,,-0.890399,0.184217,,,All
,,-0.890383,0.184238,,,All
,,-0.890349,0.184259,,,All
,,-0.890077,0.18428,,,All
,,-0.889937,0.184301,,,All
,,-0.889828,0.184322,,,All
,,-0.88966,0.184343,,,All
,,-0.889498,0.184364,,,All
,,-0.889234,0.184386,,,All
,,-0.889175,0.184407,,,All
,,-0.889063,0.184428,,,All
,,-0.888831,0.184449,,,All
,,-0.888739,0.18447,,,All
,,-0.888726,0.184491,,,All
,,-0.888606,0.184512,,,All
,,-0.88851,0.184533,,,All
,,-0.888504,0.184554,,,All
,,-0.888481,0.184575,,,All
,,-0.888434,0.184596,,,All
,,-0.888269,0.184617,,,All
,,-0.888245,0.184638,,,All
,,-0.888076,0.184659,,,All
,,-0.888002,0.18468,,,All
,,-0.887895,0.184701,,,All
,,-0.887689,0.184722,,,All
,,-0.88768,0.184743,,,All
,,-0.887667,0.184764,,,All
,,-0.887593,0.184785,,,All
,,-0.887492,0.184806,,,All
,,-0.887443,0.184827,,,All
,,-0.887239,0.184848,,,All
,,-0.887062,0.18487,,,All
,,-0.886883,0.184891,,,All
,,-0.886877,0.184912,,,All
,,-0.886598,0.184933,,,All
,,-0.886513,0.184954,,,All
,,-0.886459,0.184975,,,All
,,-0.886448,0.184996,,,All
,,-0.886319,0.185017,,,All
,,-0.886304,0.185038,,,All
,,-0.886181,0.185059,,,All
,,-0.886138,0.18508,,,All
,,-0.886124,0.185101,,,All
,,-0.885973,0.185122,,,All
,,-0.885953,0.185143,,,All
,,-0.885869,0.185164,,,All
,,-0.885721,0.185185,,,All
,,-0.885547,0.185206,,,All
,,-0.885517,0.185227,,,All
,,-0.88549,0.185248,,,All
,,-0.885386,0.185269,,,All
,,-0.885137,0.18529,,,All
,,-0.885134,0.185311,,,All
,,-0.885114,0.185332,,,All
,,-0.884992,0.185354,,,All
,,-0.884936,0.185375,,,All
,,-0.88486,0.185396,,,All
,,-0.884639,0.185417,,,All
,,-0.884496,0.185438,,,All
,,-0.884065,0.185459,,,All
,,-0.884027,0.18548,,,All
,,-0.883983,0.185501,,,All
,,-0.883982,0.185522,,,All
,,-0.883848,0.185543,,,All
,,-0.883824,0.185564,,,All
,,-0.883786,0.185585,,,All
,,-0.883762,0.185606,,,All
,,-0.883743,0.185627,,,All
,,-0.883736,0.185648,,,All
,,-0.883624,0.185669,,,All
,,-0.883557,0.18569,,,All
,,-0.88353,0.185711,,,All
,,-0.883473,0.185732,,,All
,,-0.883443,0.185753,,,All
,,-0.883361,0.185774,,,All
,,-0.883262,0.185795,,,All
,,-0.882924,0.185816,,,All
,,-0.882752,0.185838,,,All
,,-0.882743,0.185859,,,All
,,-0.882634,0.18588,,,All
,,-0.8826,0.185901,,,All
,,-0.88248,0.185922,,,All
,,-0.882455,0.185943,,,All
,,-0.882435,0.185964,,,All
,,-0.882379,0.185985,,,All
,,-0.88227,0.186006,,,All
,,-0.88222,0.186027,,,All
,,-0.882204,0.186048,,,All
,,-0.882153,0.186069,,,All
,,-0.882122,0.18609,,,All
,,-0.882079,0.186111,,,All
,,-0.882065,0.186132,,,All
,,-0.882008,0.186153,,,All
,,-0.881929,0.186174,,,All
,,-0.881922,0.186195,,,All
,,-0.881882,0.186216,,,All
,,-0.881881,0.186237,,,All
,,-0.881806,0.186258,,,All
,,-0.881792,0.186279,,,All
,,-0.881579,0.186301,,,All
,,-0.881414,0.186322,,,All
,,-0.881395,0.186343,,,All
,,-0.881108,0.186364,,,All
,,-0.880867,0.186385,,,All
,,-0.880728,0.186406,,,All
,,-0.880564,0.186427,,,All
,,-0.880554,0.186448,,,All
,,-0.880552,0.186469,,,All
,,-0.880474,0.18649,,,All
,,-0.880466,0.186511,,,All
,,-0.880461,0.186532,,,All
,,-0.880455,0.186553,,,All
,,-0.880407,0.186574,,,All
,,-0.880375,0.186595,,,All
,,-0.880373,0.186616,,,All
,,-0.880348,0.186637,,,All
,,-0.880215,0.186658,,,All
,,-0.880212,0.186679,,,All
,,-0.880111,0.1867,,,All
,,-0.880043,0.186721,,,All
,,-0.879983,0.186742,,,All
,,-0.879826,0.186763,,,All
,,-0.879772,0.186785,,,All
,,-0.879738,0.186806,,,All
,,-0.879702,0.186827,,,All
,,-0.879541,0.186848,,,All
,,-0.879458,0.186869,,,All
,,-0.879456,0.18689,,,All
,,-0.879319,0.186911,,,All
,,-0.879302,0.186932,,,All
,,-0.879,0.186953,,,All
,,-0.878982,0.186974,,,All
,,-0.878982,0.186995,,,All
,,-0.878971,0.187016,,,All
,,-0.878968,0.187037,,,All
,,-0.878954,0.187058,,,All
,,-0.878917,0.187079,,,All
,,-0.87888,0.1871,,,All
,,-0.878876,0.187121,,,All
,,-0.878827,0.187142,,,All
,,-0.878535,0.187163,,,All
,,-0.878502,0.187184,,,All
,,-0.878469,0.187205,,,All
,,-0.87841,0.187226,,,All
,,-0.87825,0.187247,,,All
,,-0.878178,0.187269,,,All
,,-0.878112,0.18729,,,All
,,-0.878026,0.187311,,,All
,,-0.87799,0.187332,,,All
,,-0.877964,0.187353,,,All
,,-0.877912,0.187374,,,All
,,-0.877886,0.187395,,,All
,,-0.877878,0.187416,,,All
,,-0.877833,0.187437,,,All
,,-0.877772,0.187458,,,All
,,-0.877629,0.187479,,,All
,,-0.877525,0.1875,,,All
,,-0.877489,0.187521,,,All
,,-0.877452,0.187542,,,All
,,-0.877418,0.187563,,,All
,,-0.877416,0.187584,,,All
,,-0.877352,0.187605,,,All
,,-0.877346,0.187626,,,All
,,-0.877276,0.187647,,,All
,,-0.877099,0.187668,,,All
,,-0.877011,0.187689,,,All
,,-0.876658,0.18771,,,All
,,-0.876548,0.187731,,,All
,,-0.876528,0.187753,,,All
,,-0.876402,0.187774,,,All
,,-0.876179,0.187795,,,All
,,-0.876123,0.187816,,,All
,,-0.8761,0.187837,,,All
,,-0.875921,0.187858,,,All
,,-0.875899,0.187879,,,All
,,-0.875871,0.1879,,,All
,,-0.875862,0.187921,,,All
,,-0.875769,0.187942,,,All
,,-0.87568,0.187963,,,All
,,-0.875674,0.187984,,,All
,,-0.875602,0.188005,,,All
,,-0.875453,0.188026,,,All
,,-0.875428,0.188047,,,All
,,-0.875374,0.188068,,,All
,,-0.875344,0.188089,,,All
,,-0.875299,0.18811,,,All
,,-0.875285,0.188131,,,All
,,-0.875257,0.188152,,,All
,,-0.87517,0.188173,,,All
,,-0.874839,0.188194,,,All
,,-0.874658,0.188215,,,All
,,-0.874625,0.188237,,,All
,,-0.874573,0.188258,,,All
,,-0.874498,0.188279,,,All
,,-0.874439,0.1883,,,All
,,-0.874399,0.188321,,,All
,,-0.874387,0.188342,,,All
,,-0.874188,0.188363,,,All
,,-0.874093,0.188384,,,All
,,-0.873834,0.188405,,,All
,,-0.873777,0.188426,,,All
,,-0.873723,0.188447,,,All
,,-0.873441,0.188468,,,All
,,-0.873432,0.188489,,,All
,,-0.873423,0.18851,,,All
,,-0.873347,0.188531,,,All
,,-0.873339,0.188552,,,All
,,-0.873282,0.188573,,,All
,,-0.873276,0.188594,,,All
,,-0.873206,0.188615,,,All
,,-0.873195,0.188636,,,All
,,-0.873034,0.188657,,,All
,,-0.873006,0.188678,,,All
,,-0.872922,0.188699,,,All
,,-0.872874,0.188721,,,All
,,-0.872832,0.188742,,,All
,,-0.87283,0.188763,,,All
,,-0.872777,0.188784,,,All
,,-0.872702,0.188805,,,All
,,-0.872622,0.188826,,,All
,,-0.872599,0.188847,,,All
,,-0.872398,0.188868,,,All
,,-0.872255,0.188889,,,All
,,-0.87204,0.18891,,,All
,,-0.872034,0.188931,,,All
,,-0.872001,0.188952,,,All
,,-0.871998,0.188973,,,All
,,-0.871888,0.188994,,,All
,,-0.871834,0.189015,,,All
,,-0.871827,0.189036,,,All
,,-0.871695,0.189057,,,All
,,-0.871689,0.189078,,,All
,,-0.871595,0.189099,,,All
,,-0.871554,0.18912,,,All
,,-0.871469,0.189141,,,All
,,-0.871465,0.189162,,,All
,,-0.871451,0.189184,,,All
,,-0.871443,0.189205,,,All
,,-0.871375,0.189226,,,All
,,-0.871159,0.189247,,,All
,,-0.871057,0.189268,,,All
,,-0.871017,0.189289,,,All
,,-0.870969,0.18931,,,All
,,-0.870774,0.189331,,,All
,,-0.870751,0.189352,,,All
,,-0.870743,0.189373,,,All
,,-0.870584,0.189394,,,All
,,-0.870425,0.189415,,,All
,,-0.870314,0.189436,,,All
,,-0.870294,0.189457,,,All
,,-0.870243,0.189478,,,All
,,-0.87018,0.189499,,,All
,,-0.870164,0.18952,,,All
,,-0.869975,0.189541,,,All
,,-0.869958,0.189562,,,All
,,-0.869902,0.189583,,,All
,,-0.86967,0.189604,,,All
,,-0.869386,0.189625,,,All
,,-0.869279,0.189646,,,All
,,-0.869047,0.189668,,,All
,,-0.868959,0.189689,,,All
,,-0.868813,0.18971,,,All
,,-0.868813,0.189731,,,All
,,-0.86881,0.189752,,,All
,,-0.86872,0.189773,,,All
,,-0.868718,0.189794,,,All
,,-0.868623,0.189815,,,All
,,-0.868577,0.189836,,,All
,,-0.868572,0.189857,,,All
,,-0.868496,0.189878,,,All
,,-0.86849,0.189899,,,All
,,-0.868383,0.18992,,,All
,,-0.868342,0.189941,,,All
,,-0.868319,0.189962,,,All
,,-0.868265,0.189983,,,All
,,-0.867894,0.190004,,,All
,,-0.867718,0.190025,,,All
,,-0.867625,0.190046,,,All
,,-0.867497,0.190067,,,All
,,-0.867494,0.190088,,,All
,,-0.867487,0.190109,,,All
,,-0.867455,0.19013,,,All
,,-0.867428,0.190152,,,All
,,-0.867417,0.190173,,,All
,,-0.867363,0.190194,,,All
,,-0.867141,0.190215,,,All
,,-0.867133,0.190236,,,All
,,-0.867087,0.190257,,,All
,,-0.867005,0.190278,,,All
,,-0.866986,0.190299,,,All
,,-0.866935,0.19032,,,All
,,-0.866877,0.190341,,,All
,,-0.86676,0.190362,,,All
,,-0.866658,0.190383,,,All
,,-0.866614,0.190404,,,All
,,-0.866601,0.190425,,,All
,,-0.866546,0.190446,,,All
,,-0.866523,0.190467,,,All
,,-0.866462,0.190488,,,All
,,-0.866407,0.190509,,,All
,,-0.866371,0.19053,,,All
,,-0.866328,0.190551,,,All
,,-0.866319,0.190572,,,All
,,-0.866252,0.190593,,,All
,,-0.866228,0.190614,,,All
,,-0.866099,0.190636,,,All
,,-0.866081,0.190657,,,All
,,-0.865928,0.190678,,,All
,,-0.865756,0.190699,,,All
,,-0.865726,0.19072,,,All
,,-0.86571,0.190741,,,All
,,-0.865702,0.190762,,,All
,,-0.865641,0.190783,,,All
,,-0.865572,0.190804,,,All
,,-0.86545,0.190825,,,All
,,-0.865421,0.190846,,,All
,,-0.865391,0.190867,,,All
,,-0.865261,0.190888,,,All
,,-0.865223,0.190909,,,All
,,-0.865142,0.19093,,,All
,,-0.864982,0.190951,,,All
,,-0.864969,0.190972,,,All
,,-0.864735,0.190993,,,All
,,-0.864661,0.191014,,,All
,,-0.864636,0.191035,,,All
,,-0.864617,0.191056,,,All
,,-0.864491,0.191077,,,All
,,-0.864445,0.191098,,,All
,,-0.864437,0.19112,,,All
,,-0.864318,0.191141,,,All
,,-0.864154,0.191162,,,All
,,-0.864107,0.191183,,,All
,,-0.863997,0.191204,,,All
,,-0.863865,0.191225,,,All
,,-0.863842,0.191246,,,All
,,-0.863813,0.191267,,,All
,,-0.8638,0.191288,,,All
,,-0.863736,0.191309,,,All
,,-0.863667,0.19133,,,All
,,-0.863594,0.191351,,,All
,,-0.863373,0.191372,,,All
,,-0.863184,0.191393,,,All
,,-0.863079,0.191414,,,All
,,-0.863052,0.191435,,,All
,,-0.862999,0.191456,,,All
,,-0.862936,0.191477,,,All
,,-0.862795,0.191498,,,All
,,-0.862604,0.191519,,,All
,,-0.86255,0.19154,,,All
,,-0.862344,0.191561,,,All
,,-0.862193,0.191582,,,All
,,-0.86196,0.191604,,,All
,,-0.861845,0.191625,,,All
,,-0.861798,0.191646,,,All
,,-0.861767,0.191667,,,All
,,-0.86152,0.191688,,,All
,,-0.861519,0.191709,,,All
,,-0.861439,0.19173,,,All
,,-0.861382,0.191751,,,All
,,-0.861273,0.191772,,,All
,,-0.861206,0.191793,,,All
,,-0.861053,0.191814,,,All
,,-0.861051,0.191835,,,All
,,-0.860897,0.191856,,,All
,,-0.860699,0.191877,,,All
,,-0.860629,0.191898,,,All
,,-0.860565,0.191919,,,All
,,-0.86055,0.19194,,,All
,,-0.860483,0.191961,,,All
,,-0.860459,0.191982,,,All
,,-0.860307,0.192003,,,All
