ID,time,observation,median,piLower,piUpper,censored,color,filter
64,13.5973,0.687505,0.663342,0.528321,0.808049,0,#4682B4,0
64,13.9512,0.613537,0.665789,0.502624,0.817186,0,#4682B4,0
64,14.3051,0.5619,0.662011,0.509814,0.811446,0,#4682B4,0
64,14.659,0.629374,0.662723,0.513371,0.816092,0,#4682B4,0
64,15.0129,0.609292,0.662157,0.518411,0.827924,0,#4682B4,0
64,15.3668,0.597743,0.670971,0.513792,0.831562,0,#4682B4,0
64,15.7207,0.635382,0.656398,0.514807,0.818542,0,#4682B4,0
64,16.0745,0.598186,0.659326,0.519051,0.812852,0,#4682B4,0
64,16.4284,0.59353,0.660381,0.522091,0.803478,0,#4682B4,0
64,16.7823,0.633736,0.664102,0.516116,0.82224,0,#4682B4,0
64,17.1362,0.687923,0.662905,0.515612,0.812104,0,#4682B4,0
64,17.4901,0.61335,0.663644,0.522072,0.832777,0,#4682B4,0
64,17.844,0.622573,0.662134,0.521114,0.811091,0,#4682B4,0
64,18.1979,0.64032,0.665073,0.517642,0.811856,0,#4682B4,0
64,18.5518,0.585069,0.661326,0.526871,0.805621,0,#4682B4,0
64,18.9057,0.622682,0.66225,0.520788,0.811504,0,#4682B4,0
64,19.2596,0.577358,0.657361,0.533495,0.822003,0,#4682B4,0
64,19.6135,0.598443,0.666096,0.515583,0.821426,0,#4682B4,0
64,19.9674,0.617251,0.663555,0.519859,0.818648,0,#4682B4,0
64,20.3213,0.723389,0.661159,0.517717,0.844247,0,#4682B4,0
64,20.6752,0.640045,0.657623,0.525037,0.817786,0,#4682B4,0
64,21.0291,0.615423,0.665143,0.514134,0.827296,0,#4682B4,0
64,21.383,0.598396,0.659755,0.522898,0.811419,0,#4682B4,0
64,21.7369,0.620652,0.670284,0.516229,0.833881,0,#4682B4,0
64,22.0908,0.677043,0.663222,0.511239,0.821927,0,#4682B4,0
64,22.4446,0.747563,0.657561,0.52616,0.813202,0,#4682B4,0
64,22.7985,0.560613,0.660278,0.518771,0.814577,0,#4682B4,0
64,23.1524,0.60033,0.660627,0.522521,0.824215,0,#4682B4,0
64,23.5063,0.607912,0.667623,0.532601,0.819058,0,#4682B4,0
64,23.8602,0.582689,0.657318,0.53215,0.825516,0,#4682B4,0
64,24.2141,0.588205,0.664527,0.513788,0.813955,0,#4682B4,0
64,24.568,0.650932,0.667917,0.508877,0.828003,0,#4682B4,0
64,24.9219,0.562521,0.6651,0.516147,0.828923,0,#4682B4,0
64,25.2758,0.580591,0.657423,0.512758,0.81656,0,#4682B4,0
64,25.6297,0.639909,0.660552,0.524286,0.804071,0,#4682B4,0
64,25.9836,0.526571,0.664936,0.521022,0.817829,0,#4682B4,0
64,26.3375,0.547314,0.659436,0.507902,0.817219,0,#4682B4,0
64,26.6914,0.713763,0.664216,0.512539,0.815168,0,#4682B4,0
64,27.0453,0.614829,0.662518,0.505326,0.808541,0,#4682B4,0
64,27.3992,0.498643,0.665791,0.522918,0.805798,0,#4682B4,0
64,27.7531,0.635228,0.659074,0.514158,0.808922,0,#4682B4,0
64,28.107,0.638607,0.657938,0.500812,0.805103,0,#4682B4,0
64,28.4609,0.669946,0.666007,0.511774,0.809447,0,#4682B4,0
64,28.8147,0.692982,0.669535,0.512713,0.819012,0,#4682B4,0
64,29.1686,0.600985,0.656889,0.528929,0.801958,0,#4682B4,0
64,29.5225,0.548253,0.657749,0.511484,0.818066,0,#4682B4,0
64,29.8764,0.605593,0.668836,0.526149,0.8103,0,#4682B4,0
64,30.2303,0.571612,0.669368,0.514517,0.818442,0,#4682B4,0
64,30.5842,0.675765,0.665552,0.50447,0.814865,0,#4682B4,0
64,30.9381,0.546502,0.670011,0.519922,0.822205,0,#4682B4,0
64,31.292,0.639669,0.66075,0.517522,0.809862,0,#4682B4,0
64,31.6459,0.659135,0.655855,0.534992,0.818001,0,#4682B4,0
73,0,0.525226,0.471554,0.339279,0.614131,0,#4682B4,0
73,0.3539,0.658669,0.624904,0.483829,0.769781,0,#4682B4,0
73,0.7078,0.541451,0.649696,0.51287,0.803816,0,#4682B4,0
73,1.0617,0.636451,0.66202,0.512338,0.80789,0,#4682B4,0
73,1.4156,0.65297,0.658079,0.502793,0.810885,0,#4682B4,0
73,1.7695,0.615004,0.660628,0.517377,0.818881,0,#4682B4,0
73,2.1234,0.689386,0.654949,0.509726,0.826468,0,#4682B4,0
73,2.4773,0.607522,0.65829,0.509951,0.830846,0,#4682B4,0
73,2.8312,0.721768,0.660042,0.52032,0.812185,0,#4682B4,0
73,3.185,0.634351,0.666659,0.519805,0.81936,0,#4682B4,0
73,3.6882,0.630876,0.660573,0.51662,0.822122,0,#4682B4,0
73,4.0421,0.752499,0.656668,0.512145,0.825864,0,#4682B4,0
73,4.396,0.73701,0.662081,0.51968,0.812196,0,#4682B4,0
73,4.7499,0.799232,0.664375,0.519769,0.823829,0,#4682B4,0
73,5.1038,0.905005,0.667514,0.504049,0.818988,0,#4682B4,0
73,5.4577,0.657933,0.665165,0.524368,0.821712,0,#4682B4,0
73,5.8116,0.750137,0.655374,0.512042,0.81174,0,#4682B4,0
73,6.1655,0.633606,0.657962,0.520787,0.835583,0,#4682B4,0
73,6.5194,0.655248,0.667476,0.519238,0.820228,0,#4682B4,0
73,6.8733,0.790517,0.661529,0.520616,0.813662,0,#4682B4,0
73,7.2272,0.823692,0.667237,0.518879,0.83482,0,#4682B4,0
73,7.5811,0.711397,0.666577,0.510091,0.81141,0,#4682B4,0
73,7.935,0.698926,0.655648,0.517105,0.841212,0,#4682B4,0
73,8.2889,0.820556,0.660767,0.509339,0.83036,0,#4682B4,0
73,8.6428,0.788708,0.660617,0.498329,0.824489,0,#4682B4,0
73,8.9967,0.706252,0.656282,0.49724,0.825855,0,#4682B4,0
73,9.3506,0.749609,0.657677,0.521098,0.8301,0,#4682B4,0
73,9.7044,0.869846,0.661572,0.506667,0.820431,0,#4682B4,0
73,10.0583,0.60657,0.662747,0.52118,0.841472,0,#4682B4,0
73,10.4122,0.795201,0.66135,0.523296,0.800483,0,#4682B4,0
73,10.7661,0.706577,0.660518,0.510152,0.833154,0,#4682B4,0
73,11.12,0.811098,0.660422,0.499641,0.822735,0,#4682B4,0
73,11.4739,0.8396,0.654695,0.517644,0.815217,0,#4682B4,0
73,11.8278,0.75119,0.665708,0.503216,0.827452,0,#4682B4,0
73,12.1817,0.699637,0.659898,0.505301,0.81047,0,#4682B4,0
73,12.5356,0.66905,0.662991,0.511302,0.82924,0,#4682B4,0
73,12.8895,0.678744,0.67005,0.515939,0.818659,0,#4682B4,0
73,13.2434,0.82005,0.650405,0.511598,0.824356,0,#4682B4,0
73,13.5973,0.722976,0.659853,0.526097,0.81103,0,#4682B4,0
73,13.9512,0.747,0.659206,0.518927,0.826889,0,#4682B4,0
73,14.3051,0.801972,0.660608,0.516276,0.828724,0,#4682B4,0
73,14.659,0.719357,0.667274,0.524965,0.819034,0,#4682B4,0
73,15.0129,0.749918,0.658179,0.515614,0.826958,0,#4682B4,0
73,15.3668,0.783474,0.662059,0.507332,0.826187,0,#4682B4,0
73,15.7207,0.798067,0.665783,0.510414,0.829915,0,#4682B4,0
73,16.0745,0.686287,0.652655,0.508096,0.82672,0,#4682B4,0
73,16.4284,0.775759,0.650357,0.500211,0.813353,0,#4682B4,0
73,16.7823,0.655557,0.656954,0.519076,0.8067,0,#4682B4,0
73,17.1362,0.833713,0.661857,0.526377,0.82613,0,#4682B4,0
73,17.4901,0.691415,0.650131,0.501224,0.824041,0,#4682B4,0
73,17.844,0.744741,0.666274,0.515217,0.815153,0,#4682B4,0
73,18.1979,0.845257,0.656569,0.509525,0.825092,0,#4682B4,0
73,18.5518,0.773401,0.663185,0.503118,0.81541,0,#4682B4,0
73,18.9057,0.810189,0.654793,0.506931,0.798584,0,#4682B4,0
73,19.2596,0.758048,0.657841,0.517397,0.81309,0,#4682B4,0
73,19.6135,0.783474,0.671157,0.521149,0.832672,0,#4682B4,0
73,19.9674,0.708831,0.658039,0.515418,0.825331,0,#4682B4,0
73,20.3213,0.744925,0.660382,0.514528,0.815632,0,#4682B4,0
73,20.6752,0.703753,0.652601,0.517135,0.822594,0,#4682B4,0
73,21.0291,0.625253,0.665531,0.521269,0.821807,0,#4682B4,0
73,21.383,0.7977,0.656277,0.508807,0.816944,0,#4682B4,0
73,21.7369,0.691587,0.657646,0.501025,0.813705,0,#4682B4,0
73,22.0908,0.726171,0.662537,0.516855,0.819622,0,#4682B4,0
73,22.4446,0.661622,0.654295,0.512076,0.819863,0,#4682B4,0
73,22.7985,0.754324,0.655004,0.509881,0.826468,0,#4682B4,0
73,23.1524,0.740831,0.668934,0.495373,0.804673,0,#4682B4,0
73,23.5063,0.718478,0.651458,0.508332,0.80739,0,#4682B4,0
73,23.8602,0.746904,0.65656,0.509494,0.812991,0,#4682B4,0
73,24.2141,0.611049,0.663766,0.511529,0.809679,0,#4682B4,0
73,24.568,0.645504,0.660171,0.505444,0.825433,0,#4682B4,0
73,24.9219,0.744181,0.659859,0.523748,0.812743,0,#4682B4,0
73,25.2758,0.600027,0.660891,0.509132,0.835495,0,#4682B4,0
73,25.6297,0.63089,0.664765,0.504922,0.81959,0,#4682B4,0
73,25.9836,0.667572,0.652486,0.503638,0.817145,0,#4682B4,0
73,26.3375,0.59245,0.66007,0.509447,0.814792,0,#4682B4,0
73,26.6914,0.645632,0.661585,0.495801,0.819182,0,#4682B4,0
73,27.0453,0.781533,0.662271,0.517362,0.813068,0,#4682B4,0
73,27.3992,0.68297,0.658768,0.50651,0.824541,0,#4682B4,0
73,27.7531,0.669738,0.659059,0.515405,0.822792,0,#4682B4,0
73,28.107,0.755168,0.66392,0.500969,0.821072,0,#4682B4,0
73,28.4609,0.831132,0.654436,0.514126,0.810845,0,#4682B4,0
73,28.8147,0.723982,0.661942,0.517301,0.830665,0,#4682B4,0
73,29.1686,0.768284,0.657778,0.525656,0.82959,0,#4682B4,0
73,29.5225,0.655208,0.661322,0.505207,0.815436,0,#4682B4,0
73,29.8764,0.693314,0.659543,0.515807,0.819535,0,#4682B4,0
73,30.2303,0.737701,0.661961,0.511557,0.828719,0,#4682B4,0
73,30.5842,0.759528,0.659829,0.521233,0.816007,0,#4682B4,0
73,30.9381,0.629538,0.661342,0.50182,0.822263,0,#4682B4,0
73,31.292,0.671892,0.653113,0.504154,0.827633,0,#4682B4,0
73,31.6459,0.685405,0.661923,0.510576,0.818615,0,#4682B4,0
74,0,0.445111,0.466291,0.336761,0.605285,0,#4682B4,0
74,0.3539,0.479967,0.626647,0.487279,0.769285,0,#4682B4,0
74,0.7078,0.527773,0.650191,0.500273,0.80802,0,#4682B4,0
74,1.0617,0.619736,0.65599,0.511944,0.812881,0,#4682B4,0
74,1.4156,0.651423,0.653349,0.510312,0.830117,0,#4682B4,0
74,1.7695,0.685172,0.660582,0.51106,0.814263,0,#4682B4,0
74,2.1234,0.592513,0.656958,0.50426,0.837377,0,#4682B4,0
74,2.4773,0.562617,0.656272,0.510878,0.824529,0,#4682B4,0
74,2.8312,0.77909,0.664581,0.508495,0.816928,0,#4682B4,0
74,3.185,0.648119,0.658994,0.521695,0.813492,0,#4682B4,0
74,3.6882,0.678076,0.657793,0.51528,0.822895,0,#4682B4,0
74,4.0421,0.578079,0.653321,0.513075,0.847023,0,#4682B4,0
74,4.396,0.74268,0.65713,0.513008,0.81914,0,#4682B4,0
74,4.7499,0.704143,0.658971,0.510463,0.832533,0,#4682B4,0
74,5.1038,0.755221,0.660212,0.509855,0.841587,0,#4682B4,0
74,5.4577,0.648259,0.653808,0.507597,0.810626,0,#4682B4,0
74,5.8116,0.742358,0.664315,0.522258,0.823145,0,#4682B4,0
74,6.1655,0.627844,0.657871,0.514216,0.825909,0,#4682B4,0
74,6.5194,0.571915,0.661248,0.502302,0.819601,0,#4682B4,0
74,6.8733,0.68329,0.655158,0.517161,0.816736,0,#4682B4,0
74,7.2272,0.603765,0.660954,0.5263,0.815327,0,#4682B4,0
74,7.5811,0.58317,0.661969,0.515265,0.83701,0,#4682B4,0
74,7.935,0.736713,0.652446,0.511277,0.8249,0,#4682B4,0
74,8.2889,0.637395,0.663751,0.50055,0.81322,0,#4682B4,0
74,8.6428,0.698069,0.652494,0.510067,0.818859,0,#4682B4,0
74,8.9967,0.650299,0.662668,0.499826,0.837178,0,#4682B4,0
74,9.3506,0.56489,0.658622,0.52183,0.837419,0,#4682B4,0
74,9.7044,0.648524,0.663106,0.509391,0.826404,0,#4682B4,0
74,10.0583,0.558196,0.665136,0.497589,0.818721,0,#4682B4,0
74,10.4122,0.590401,0.662903,0.519876,0.823412,0,#4682B4,0
74,10.7661,0.717472,0.65778,0.518648,0.831592,0,#4682B4,0
74,11.12,0.685928,0.666669,0.520003,0.834878,0,#4682B4,0
74,11.4739,0.509192,0.659824,0.500898,0.811134,0,#4682B4,0
74,11.8278,0.711268,0.659224,0.50993,0.828349,0,#4682B4,0
74,12.1817,0.692441,0.657088,0.50885,0.839178,0,#4682B4,0
74,12.5356,0.593995,0.656618,0.494931,0.824785,0,#4682B4,0
74,12.8895,0.454983,0.662359,0.507338,0.827073,0,#4682B4,0
74,13.2434,0.71369,0.666813,0.515266,0.829785,0,#4682B4,0
74,13.5973,0.706759,0.663013,0.509572,0.830591,0,#4682B4,0
74,13.9512,0.682766,0.649595,0.510129,0.83604,0,#4682B4,0
74,14.3051,0.680052,0.652565,0.503869,0.827302,0,#4682B4,0
74,14.659,0.712345,0.657755,0.526563,0.824595,0,#4682B4,0
74,15.0129,0.666871,0.667243,0.509478,0.823153,0,#4682B4,0
74,15.3668,0.80677,0.652075,0.502342,0.816994,0,#4682B4,0
74,15.7207,0.6739,0.664867,0.509639,0.817042,0,#4682B4,0
74,16.0745,0.685122,0.65996,0.500618,0.836123,0,#4682B4,0
74,16.4284,0.728574,0.659738,0.506275,0.819173,0,#4682B4,0
74,16.7823,0.595658,0.65751,0.511255,0.822433,0,#4682B4,0
74,17.1362,0.658708,0.663198,0.494091,0.817971,0,#4682B4,0
74,17.4901,0.692679,0.65393,0.506792,0.820054,0,#4682B4,0
74,17.844,0.754699,0.660485,0.492863,0.819413,0,#4682B4,0
74,18.1979,0.663385,0.66591,0.501132,0.819134,0,#4682B4,0
74,18.5518,0.608919,0.656624,0.510673,0.818505,0,#4682B4,0
74,18.9057,0.691533,0.673216,0.517414,0.818343,0,#4682B4,0
74,19.2596,0.792594,0.656932,0.516543,0.833145,0,#4682B4,0
74,19.6135,0.752354,0.655397,0.504731,0.827579,0,#4682B4,0
74,19.9674,0.720201,0.656066,0.516447,0.821941,0,#4682B4,0
74,20.3213,0.752533,0.661291,0.509285,0.83164,0,#4682B4,0
74,20.6752,0.676315,0.654689,0.52423,0.81181,0,#4682B4,0
74,21.0291,0.593428,0.663854,0.512621,0.831822,0,#4682B4,0
74,21.383,0.690122,0.659373,0.501815,0.835195,0,#4682B4,0
74,21.7369,0.783658,0.661934,0.510769,0.823885,0,#4682B4,0
74,22.0908,0.662396,0.660205,0.494618,0.815012,0,#4682B4,0
74,22.4446,0.562888,0.65995,0.506717,0.832726,0,#4682B4,0
74,22.7985,0.583691,0.661816,0.509909,0.819141,0,#4682B4,0
74,23.1524,0.722923,0.662368,0.521981,0.806559,0,#4682B4,0
74,23.5063,0.543768,0.65918,0.522702,0.830182,0,#4682B4,0
74,23.8602,0.732115,0.657339,0.520226,0.816039,0,#4682B4,0
74,24.2141,0.677383,0.659625,0.509905,0.835554,0,#4682B4,0
74,24.568,0.631694,0.660296,0.49883,0.816169,0,#4682B4,0
74,24.9219,0.701885,0.653476,0.508784,0.81118,0,#4682B4,0
74,25.2758,0.659701,0.653959,0.511251,0.827124,0,#4682B4,0
74,25.6297,0.726747,0.659285,0.513576,0.843413,0,#4682B4,0
74,25.9836,0.554322,0.661526,0.521803,0.824169,0,#4682B4,0
74,26.3375,0.692341,0.66168,0.512775,0.828964,0,#4682B4,0
74,26.6914,0.591203,0.658222,0.509114,0.825915,0,#4682B4,0
74,27.0453,0.71954,0.664683,0.510052,0.819014,0,#4682B4,0
74,27.3992,0.592576,0.662574,0.50865,0.844839,0,#4682B4,0
74,27.7531,0.648303,0.662686,0.519138,0.818192,0,#4682B4,0
74,28.107,0.815356,0.660565,0.509597,0.80759,0,#4682B4,0
74,28.4609,0.718592,0.658044,0.51835,0.812931,0,#4682B4,0
74,28.8147,0.560616,0.651807,0.507264,0.824898,0,#4682B4,0
74,29.1686,0.714963,0.656006,0.50486,0.810676,0,#4682B4,0
74,29.5225,0.716565,0.658571,0.486488,0.820333,0,#4682B4,0
74,29.8764,0.670198,0.655345,0.521352,0.820357,0,#4682B4,0
74,30.2303,0.609356,0.654949,0.501215,0.827336,0,#4682B4,0
74,30.5842,0.911094,0.658575,0.506283,0.830263,0,#4682B4,0
74,30.9381,0.782565,0.656802,0.520035,0.827258,0,#4682B4,0
74,31.292,0.654769,0.663853,0.521371,0.823303,0,#4682B4,0
74,31.6459,0.73055,0.667249,0.511354,0.824855,0,#4682B4,0
75,0,0.517092,0.455132,0.328093,0.601345,0,#4682B4,0
75,0.3539,0.482438,0.62963,0.48201,0.786987,0,#4682B4,0
75,0.7078,0.596925,0.650472,0.519444,0.810204,0,#4682B4,0
75,1.0617,0.650186,0.656243,0.509116,0.826272,0,#4682B4,0
75,1.4156,0.627357,0.660163,0.520238,0.837386,0,#4682B4,0
75,1.7695,0.78047,0.661883,0.511856,0.821192,0,#4682B4,0
75,2.1234,0.696745,0.658264,0.51868,0.812088,0,#4682B4,0
75,2.4773,0.658896,0.661731,0.511159,0.818041,0,#4682B4,0
75,2.8312,0.726433,0.661595,0.511347,0.806786,0,#4682B4,0
75,3.185,0.707446,0.661054,0.51676,0.8223,0,#4682B4,0
75,3.6514,0.613603,0.657594,0.503032,0.821336,0,#4682B4,0
75,4.0053,0.580172,0.660859,0.495593,0.809579,0,#4682B4,0
75,4.3592,0.608652,0.659238,0.507728,0.808274,0,#4682B4,0
75,4.7131,0.688814,0.663129,0.506572,0.81727,0,#4682B4,0
75,5.067,0.70934,0.66289,0.508892,0.809993,0,#4682B4,0
75,5.4209,0.641435,0.663451,0.509182,0.81705,0,#4682B4,0
75,5.7747,0.655091,0.657453,0.50547,0.811364,0,#4682B4,0
75,6.1286,0.658274,0.657896,0.516433,0.803751,0,#4682B4,0
75,6.4825,0.736701,0.661591,0.512955,0.816019,0,#4682B4,0
75,6.8364,0.765373,0.655661,0.510474,0.82296,0,#4682B4,0
75,7.1903,0.587222,0.655734,0.509187,0.807372,0,#4682B4,0
75,7.5442,0.665921,0.6595,0.506127,0.825375,0,#4682B4,0
75,7.8981,0.711132,0.652565,0.507008,0.817883,0,#4682B4,0
75,8.252,0.675211,0.649508,0.506039,0.807371,0,#4682B4,0
75,8.6059,0.733004,0.656013,0.516708,0.815621,0,#4682B4,0
75,8.9598,0.641976,0.661362,0.508613,0.827025,0,#4682B4,0
75,9.3137,0.70816,0.663753,0.503015,0.835113,0,#4682B4,0
75,9.6676,0.695073,0.650463,0.509366,0.815915,0,#4682B4,0
75,10.0215,0.692429,0.65629,0.508446,0.830696,0,#4682B4,0
75,10.3754,0.693128,0.658787,0.524742,0.8153,0,#4682B4,0
75,10.7293,0.579896,0.661117,0.508418,0.805654,0,#4682B4,0
75,11.0832,0.654238,0.660527,0.510932,0.814797,0,#4682B4,0
75,11.4371,0.700901,0.658556,0.517166,0.82419,0,#4682B4,0
75,11.791,0.743085,0.654295,0.509897,0.816847,0,#4682B4,0
75,12.1448,0.735804,0.659375,0.51016,0.808401,0,#4682B4,0
75,12.4987,0.582698,0.660992,0.52353,0.80862,0,#4682B4,0
75,12.8526,0.750754,0.653774,0.496917,0.8109,0,#4682B4,0
75,13.2065,0.765389,0.651047,0.506277,0.816867,0,#4682B4,0
75,13.5604,0.678985,0.662523,0.505698,0.826843,0,#4682B4,0
75,13.9143,0.551178,0.656432,0.517129,0.811939,0,#4682B4,0
75,14.2682,0.632773,0.655407,0.507225,0.815687,0,#4682B4,0
75,14.6221,0.623365,0.65024,0.495125,0.811089,0,#4682B4,0
75,14.976,0.604922,0.658758,0.509437,0.818098,0,#4682B4,0
75,15.3299,0.688495,0.654977,0.50552,0.81937,0,#4682B4,0
75,15.6838,0.649395,0.659466,0.511564,0.814231,0,#4682B4,0
75,16.0377,0.590419,0.665309,0.498454,0.819104,0,#4682B4,0
75,16.3916,0.719623,0.659534,0.516441,0.814952,0,#4682B4,0
75,16.7455,0.585105,0.663601,0.502196,0.817331,0,#4682B4,0
75,17.0994,0.708708,0.657916,0.506375,0.820532,0,#4682B4,0
75,17.4533,0.627145,0.653728,0.496964,0.823989,0,#4682B4,0
75,17.8072,0.628976,0.66019,0.508631,0.807075,0,#4682B4,0
75,18.161,0.603347,0.663035,0.500051,0.82469,0,#4682B4,0
75,18.5149,0.739165,0.651675,0.510263,0.825427,0,#4682B4,0
75,18.8688,0.726216,0.660939,0.518468,0.816155,0,#4682B4,0
75,19.2227,0.725968,0.659567,0.514295,0.83034,0,#4682B4,0
75,19.5766,0.703465,0.66082,0.506293,0.82406,0,#4682B4,0
75,19.9305,0.681132,0.658655,0.519099,0.800115,0,#4682B4,0
75,20.2844,0.619935,0.653209,0.498446,0.796799,0,#4682B4,0
75,20.6383,0.541423,0.651069,0.499516,0.805985,0,#4682B4,0
75,20.9922,0.652689,0.65214,0.497601,0.80459,0,#4682B4,0
75,21.3461,0.658603,0.662909,0.523286,0.822966,0,#4682B4,0
75,21.7,0.578062,0.65853,0.51785,0.809237,0,#4682B4,0
75,22.0539,0.593833,0.659399,0.493608,0.814352,0,#4682B4,0
75,22.4078,0.632326,0.667515,0.515229,0.815699,0,#4682B4,0
75,22.7617,0.668665,0.662628,0.506289,0.81504,0,#4682B4,0
75,23.1156,0.576728,0.657199,0.513168,0.807876,0,#4682B4,0
75,23.4695,0.605538,0.661764,0.509756,0.806442,0,#4682B4,0
75,23.8234,0.718846,0.653127,0.503066,0.812975,0,#4682B4,0
75,24.1773,0.627339,0.653563,0.509568,0.809474,0,#4682B4,0
75,24.5311,0.564867,0.653046,0.505953,0.815897,0,#4682B4,0
75,24.885,0.593498,0.6548,0.509762,0.799005,0,#4682B4,0
75,25.2389,0.570533,0.661897,0.521128,0.809304,0,#4682B4,0
75,25.5928,0.69005,0.658209,0.513541,0.814381,0,#4682B4,0
75,25.9467,0.701038,0.659643,0.504823,0.804399,0,#4682B4,0
75,26.3006,0.619688,0.650476,0.525585,0.815402,0,#4682B4,0
75,26.6545,0.684947,0.656947,0.504862,0.820491,0,#4682B4,0
75,27.0084,0.575095,0.659272,0.511055,0.83439,0,#4682B4,0
75,27.3623,0.597261,0.665227,0.529809,0.82571,0,#4682B4,0
75,27.7162,0.670099,0.652839,0.501503,0.813138,0,#4682B4,0
75,28.0701,0.626194,0.663777,0.500172,0.816952,0,#4682B4,0
75,28.424,0.640437,0.659241,0.50685,0.828398,0,#4682B4,0
75,28.7779,0.608048,0.655996,0.497381,0.819317,0,#4682B4,0
75,29.1318,0.630696,0.660743,0.516654,0.809242,0,#4682B4,0
75,29.4857,0.583343,0.658145,0.497006,0.825276,0,#4682B4,0
75,29.8396,0.620362,0.65318,0.50547,0.80801,0,#4682B4,0
75,30.1935,0.662123,0.663904,0.516889,0.815265,0,#4682B4,0
75,30.5474,0.74167,0.655439,0.504478,0.82635,0,#4682B4,0
75,30.9012,0.622991,0.656827,0.510302,0.807348,0,#4682B4,0
75,31.2551,0.664406,0.661959,0.501684,0.815378,0,#4682B4,0
75,31.609,0.630333,0.651803,0.506809,0.812997,0,#4682B4,0
76,0,0.367544,0.460797,0.313099,0.619453,0,#4682B4,0
76,0.3539,0.529744,0.617615,0.48144,0.774771,0,#4682B4,0
76,0.7078,0.535884,0.644428,0.506371,0.813298,0,#4682B4,0
76,1.0617,0.585102,0.659876,0.507849,0.821744,0,#4682B4,0
76,1.4156,0.612421,0.66389,0.497328,0.819406,0,#4682B4,0
76,1.7695,0.547844,0.659612,0.508375,0.815762,0,#4682B4,0
76,2.1234,0.714705,0.659087,0.487768,0.825652,0,#4682B4,0
76,2.4773,0.755272,0.650919,0.516713,0.833559,0,#4682B4,0
76,2.8312,0.63221,0.659509,0.507381,0.820178,0,#4682B4,0
76,3.185,0.61097,0.652057,0.484102,0.810524,0,#4682B4,0
76,3.6882,0.588484,0.664188,0.503881,0.810777,0,#4682B4,0
76,4.0421,0.674686,0.658369,0.504797,0.833762,0,#4682B4,0
76,4.396,0.632149,0.664417,0.514273,0.823453,0,#4682B4,0
76,4.7499,0.645638,0.662989,0.503378,0.823149,0,#4682B4,0
76,5.1038,0.63997,0.662761,0.509017,0.813343,0,#4682B4,0
76,5.4577,0.652355,0.664422,0.504133,0.81942,0,#4682B4,0
76,5.8116,0.567675,0.657058,0.499808,0.804715,0,#4682B4,0
76,6.1655,0.547966,0.659464,0.511078,0.809069,0,#4682B4,0
