rep,id,eta_A1,eta_tau1,eta_I0
1,1,-0.270984167579954,0.558674696461885,0.0580148392072316
2,1,-0.0214670917366975,0.245330337587192,-0.0135567846019623
3,1,-0.111768561305386,0.123706094119084,0.0188160276759397
4,1,-0.318364223347872,1.05005133923485,0.0616211156091873
5,1,0.0102408600844008,-0.0842107520703398,-0.0118061661427457
6,1,-0.16919697475445,0.718118850889357,0.0347606161889832
7,1,0.267873540044529,-0.0757582273288084,-0.10413314014804
8,1,-0.0183190817902855,0.353063156992053,-0.00924690381769873
9,1,-0.066668942286612,0.227824620719538,0.0339408382462171
10,1,-0.136113932029273,0.0564288229118746,0.0443687195728111
1,2,0.167439880982493,-0.740586325273248,0.107849601098796
2,2,0.338102754868469,-0.73666821586136,0.040440185194542
3,2,0.116582298310378,0.0727832665955917,0.0971894256048083
4,2,0.045964068178988,-0.449538236347403,0.136571578875197
5,2,-0.0436154097471932,-0.178880932532196,0.153235518724399
6,2,0.280886930373762,-0.117692913226948,0.0583993149288176
7,2,0.0207306188684029,0.299294616924955,0.150687020130798
8,2,0.267340729703829,-1.04621291815818,0.07712867358891
9,2,0.300393139804561,-0.416337546381415,0.0412829440082661
10,2,0.00344078126746089,0.222191610510442,0.121667263119272
1,3,0.228720026028934,0.289714851649127,-0.0799370387808348
2,3,0.242988184848164,-0.573899435681735,-0.0551553777851559
3,3,0.230085636696106,0.0487705439041464,-0.0734016735651102
4,3,0.241994057059556,-0.390440965378359,-0.103387197011267
5,3,6.50275407101941e-6,-0.0778916258898685,0.0274783430605892
6,3,0.148418702154909,-0.485485660258274,-0.0659538154153162
7,3,0.239295471865049,-0.310044336200896,-0.105780497249472
8,3,0.120380152453775,-0.0226433734139075,-0.0425390664762665
9,3,0.129264349213685,-0.153006957700056,-0.0399467691812841
10,3,0.237285366938152,-0.550428028591449,-0.0924741370560896
1,4,0.0357522697059134,0.331658315985327,-0.127811707715864
2,4,-0.148620242888619,0.281410489450287,-0.0766163504037253
3,4,-0.173613451046764,0.149073551113908,-0.0868859846558177
4,4,-0.0395475684001217,0.0728685197352371,-0.0839088235898539
5,4,-0.192332248564667,0.223140533908117,-0.0701528601549211
6,4,-0.113542109214153,0.469162643966891,-0.110338860227045
7,4,0.0920686773235917,-0.0836656421989437,-0.160835316688404
8,4,-0.119707197922534,0.634555588892241,-0.0924227887454624
9,4,-0.0631282083104077,0.138883965997069,-0.0814691055961951
10,4,-0.184798717964828,-0.0868573652491539,-0.0512340345818943
1,5,-0.0176529062486398,-0.0290883241786901,-0.326137779611945
2,5,-0.0964157160186492,0.16512374968317,-0.341038837219982
3,5,-0.27443610674249,0.194386968658204,-0.308037245081817
4,5,-0.225714683320442,0.736973156605246,-0.300743758220366
5,5,-0.455861281371289,0.903689394064616,-0.207540507880259
6,5,-0.385750668820861,1.12176170840061,-0.240197272742867
7,5,-0.18949003678619,0.234763713960932,-0.312842936762386
8,5,-0.119618876470985,0.831221404990373,-0.291217270877901
9,5,-0.167129483003613,0.496475218379002,-0.332516571283459
10,5,-0.261359467104072,0.893059493002109,-0.254680142087599
1,6,-0.0971756853849336,0.5731653944841,-0.0309800715874434
2,6,-0.0325497311446822,0.330231076571075,-0.0416228139202307
3,6,-0.100700534253817,0.247371715666273,-0.0537486794264512
4,6,-0.211269158009134,0.85956128622424,0.00262612150569913
5,6,0.0312077737213792,-0.389219158867941,-0.0766512526549632
6,6,0.111234416767604,-0.211690273011842,-0.0589490075028882
7,6,-0.0266429127709425,0.597514859509169,-0.0544219315217808
8,6,-0.0882336528780742,0.249117076692267,-0.0657545690110345
9,6,-0.307848042696564,1.1979771446871,-0.000511993998696711
10,6,0.0228872038790707,-0.114019130799901,-0.0708525808978312
1,7,-0.0546638981011891,-0.479464571335258,-0.0209550472296606
2,7,-0.206945624218294,0.314160170647581,0.0458597196766829
3,7,0.0941184140842233,-0.112520142054956,-0.0458870752594542
4,7,-0.010509223242925,-0.2333950667744,-0.0223787904769368
5,7,0.120571422275664,-0.544643726978825,-0.0731649045858616
6,7,-0.244991898175269,0.348346493362275,0.0264954286416918
7,7,0.248117027935073,-0.621111218334014,-0.134181372372786
8,7,-0.0577214362765613,0.34274720738555,-0.0369516925296139
9,7,-0.0878141502831246,0.310973441550641,-0.00676972058834837
10,7,-0.118842967682482,0.119206405573984,-0.014792411639277
1,8,-0.0705109466819024,0.143314222453727,0.0693120424661131
2,8,-0.186324818918341,0.178078795529862,0.113926828011685
3,8,0.221255183817349,-0.266144677715395,-0.0152472931057082
4,8,0.147937936449744,-0.153356618432478,0.0281428223184143
5,8,0.0516955353218417,-0.341478162709808,0.0497868201667785
6,8,0.110228246579605,-0.292916160901453,0.0277137629855711
7,8,0.0235089854653448,0.159071907495284,0.0683605336182979
8,8,0.0832187675402787,0.0134090985959772,0.0443722994910383
9,8,-0.0303868059252314,0.0521873708137106,0.0946736526464925
10,8,0.0957849356255583,-0.233932311401685,0.0557799265751585
1,9,0.125863082279085,-0.440424800078979,0.0925949331181096
2,9,0.00468471832120976,-0.500377961221871,0.116146848949446
3,9,0.0183872508542998,0.0154287138164247,0.0999487082130389
4,9,-0.00540898515363836,-0.252702708453486,0.113270269774414
5,9,-0.27373709356507,0.814155573685969,0.15949723234297
6,9,0.0666498899635433,0.225057538183204,0.0877324582504705
7,9,0.100366654206044,-0.124221394251295,0.0934172124005528
8,9,-0.174957346502013,0.667160072637443,0.14762074557034
9,9,-0.164938388072662,0.154266388945489,0.159119121508683
10,9,-0.0983682532702441,0.0781211327467703,0.13517964978037
1,10,-0.0587037639851189,-0.0969513448011376,-0.0285981626232119
2,10,-0.221310887870645,0.16167673841078,0.0379681905678631
3,10,-0.178921732241737,-0.219054002461733,0.00560754618533347
4,10,-0.0974555727913532,0.224118291167159,-0.0119154462554596
5,10,-0.0200865781562716,0.0829813316161161,-0.0229540288216394
6,10,-0.0190200765635683,-0.50167779143903,-0.0315544362763261
7,10,0.0635554256653243,0.0573412475910335,-0.0756952441405258
8,10,-0.288480561729657,0.489500751899329,0.0307745510105084
9,10,0.0945345938871116,-0.245236539816794,-0.0822019708824018
10,10,-0.0627812873866814,-0.0601607649724115,-0.00476568113859933
1,11,-0.0181609738298546,-0.0084758342123728,0.00648232631013197
2,11,-0.0874150283867188,0.142298004078508,0.0316779524438106
