A1_pop,1,-0.97,-0.296,-0.177,-0.286,-0.388,0.0749,0.0361
tau1_pop,-0.97,1,0.267,0.214,0.259,0.465,-0.0683,-0.0346
I0_pop,-0.296,0.267,1,0.0642,0.121,0.118,-0.112,-0.02
omega_A1,-0.177,0.214,0.0642,1,-0.403,0.899,-0.113,-0.0249
corr_tau1_A1,-0.286,0.259,0.121,-0.403,1,-0.103,0.0467,-0.0184
omega_tau1,-0.388,0.465,0.118,0.899,-0.103,1,-0.106,-0.0389
omega_I0,0.0749,-0.0683,-0.112,-0.113,0.0467,-0.106,1,0.0113
a,0.0361,-0.0346,-0.02,-0.0249,-0.0184,-0.0389,0.0113,1
