A1_pop,0.00177,-0.0014,-0.000397,0.000239,-1.22e-5,-0.00016,-2.36e-5,3.99e-7
tau1_pop,-0.0014,0.00131,0.000289,-0.000102,2.49e-6,1.62e-5,1.62e-5,-5.44e-8
I0_pop,-0.000397,0.000289,0.000327,-8.92e-5,3.65e-6,2.33e-5,4.18e-6,-7.22e-8
omega_A1,0.000239,-0.000102,-8.92e-5,0.000633,-2.23e-5,0.000472,5.39e-7,-1.31e-7
corr_tau1_A1,-1.22e-5,2.49e-6,3.65e-6,-2.23e-5,3.05e-6,-8.82e-6,-1.21e-6,2.21e-9
omega_tau1,-0.00016,1.62e-5,2.33e-5,0.000472,-8.82e-6,0.000652,4.94e-6,-5.13e-7
omega_I0,-2.36e-5,1.62e-5,4.18e-6,5.39e-7,-1.21e-6,4.94e-6,0.000121,-7.54e-8
a,3.99e-7,-5.44e-8,-7.22e-8,-1.31e-7,2.21e-9,-5.13e-7,-7.54e-8,3.79e-7
