rep,id,eta_A1,eta_tau1
1,1,0.00334257898975309,0.000858802767786582
2,1,-0.0156966063694621,0.0136942967287184
3,1,-0.00732055760966421,0.0132391452543649
4,1,-0.0264110504446004,0.0489486945551058
5,1,-0.0163514738226414,0.00904414609418855
6,1,-0.0375046670910079,0.0605130137302905
7,1,-0.00822051219165995,0.0339522646071665
8,1,-0.00868663244380468,0.0119407378005531
9,1,0.00539077058968567,-0.000844305231515869
10,1,-0.0238001278250949,0.0429573523824656
1,10,0.107596650486872,-0.219666869133259
2,10,0.12097215872116,-0.227676614609331
3,10,0.107939623961778,-0.197682348075318
4,10,0.097236753096404,-0.174579610902659
5,10,0.089770400235794,-0.171462424399024
6,10,0.107704623167589,-0.212144740229224
7,10,0.0987373698379294,-0.185118984819331
8,10,0.104541404937255,-0.188343769620376
9,10,0.106370221949489,-0.183443772739141
10,10,0.133764834318826,-0.265164096086511
1,11,-0.00776888440042803,0.00516694313994365
2,11,-0.0230429754565999,0.0520322923429452
3,11,0.00907081923932475,-0.0414662721711542
4,11,-0.0224967305057189,0.0683274465417336
5,11,0.00686228479646276,-0.00937521420642643
6,11,-0.0233086136126532,0.0538653500144487
7,11,-0.00820155002856536,0.0127625316102138
8,11,0.010895493684637,-0.0202108129914361
9,11,0.0212467229470037,-0.0507811670195915
10,11,0.00427730212725555,-0.0118543425676194
1,12,-0.107090123991872,0.179677641344981
2,12,-0.0930234883182143,0.171944546627148
3,12,-0.0919401006018773,0.167777926147516
4,12,-0.0999514784882744,0.203877118471758
5,12,-0.0884242552401181,0.16479373393652
6,12,-0.111412383797691,0.205292546342408
7,12,-0.101424937793712,0.174814355023421
8,12,-0.0778365845950263,0.148103556989788
9,12,-0.11612598401843,0.210135981525209
10,12,-0.106444642369701,0.198530972093255
1,13,-0.268023177373298,0.516013723499728
2,13,-0.269179779967139,0.50804621122338
3,13,-0.292256034017644,0.55108474942609
4,13,-0.271091306720321,0.495134368254716
5,13,-0.294866098567875,0.553169796135874
6,13,-0.272756948425991,0.485547363894741
7,13,-0.281466328352537,0.50570848512147
8,13,-0.274831421870495,0.506438217043498
9,13,-0.306222160537022,0.57295210537029
10,13,-0.275392836724313,0.513341789466737
1,14,-0.0468169994307338,0.0940334417989282
2,14,-0.0544463629503806,0.0785469837657864
3,14,-0.0619675580062185,0.0973769226666032
4,14,-0.0775654674626721,0.159464628678588
5,14,-0.0446709774095634,0.100280740000118
6,14,-0.0298555584859275,0.0575114391967989
7,14,-0.0726425389769832,0.115151315035333
8,14,-0.056749216078159,0.0934077279864127
9,14,-0.0562219817321074,0.0972037205676242
10,14,-0.0578938565805487,0.109601020470736
1,15,-0.027999166626396,0.0615193376251058
2,15,-0.0221087892684408,0.0534761665889004
3,15,-0.019097322324457,0.0236660499818868
4,15,-0.0524136596047567,0.11581749325944
5,15,-0.0141085028456717,0.0219382721973508
6,15,-0.0237582251262753,0.0529571317044841
7,15,-0.0187561950164353,0.0396615237274898
8,15,-0.0357784434738763,0.0505969300528867
9,15,-0.0418990513887205,0.0849763014694866
10,15,-0.0246408946110583,0.0290793522670328
1,16,0.0340193318586442,-0.0527985039661576
2,16,0.0591144125668939,-0.096072896029245
3,16,0.055997524837124,-0.119954872325792
4,16,0.0416036895573009,-0.0840715180592991
5,16,0.0527775391602047,-0.0904073515298712
6,16,0.0489827831915127,-0.0890256149832346
7,16,0.0401478101170625,-0.0869472839322185
8,16,0.0474448383457037,-0.0858882943771281
9,16,0.0466424659344805,-0.110438558958306
10,16,0.0375860134215116,-0.0825871647686557
1,17,0.0670330065151579,-0.131950547368952
2,17,0.0726899022851582,-0.14134406434336
3,17,0.0664524553393675,-0.126186081188688
4,17,0.103961540891414,-0.185298157294873
5,17,0.0646167039355819,-0.114205121805377
6,17,0.0814216595784345,-0.160845426576623
7,17,0.098807562369781,-0.165500597157437
8,17,0.0982870913821064,-0.199016672900578
9,17,0.0659994454092603,-0.137109254715246
10,17,0.10020166187679,-0.165864089580055
1,18,-0.0463341270626814,0.0764487512865859
2,18,-0.0421250643914436,0.0784082605137291
3,18,-0.033885131597242,0.0685277817461528
4,18,-0.0423678603011156,0.0866106487949674
5,18,-0.0438879273573593,0.0717876124615545
6,18,-0.0324448469009445,0.064009605918991
7,18,-0.00924160371844215,0.018282086456621
8,18,-0.0482860099116074,0.109892855654448
9,18,-0.0492277958184302,0.0950876262284494
10,18,-0.053788006649188,0.118837910046574
1,19,-0.00522170685140457,0.0211149057139854
2,19,-0.00327696895968665,0.0114776689754253
3,19,-0.0116761795519519,0.0230091060371647
4,19,-0.030358324740671,0.0725716024019058
5,19,0.0124992737066616,-0.0319059510527292
6,19,-0.0127608282236751,0.0173800591153389
7,19,0.00206798880584417,0.000954833994765206
8,19,0.0025901268235311,-0.000420256029344761
9,19,0.00576171314647823,-0.00340755850199316
10,19,0.0038174349253443,-0.00197099659944976
1,2,-0.0251838795579048,0.0406973487282681
2,2,-0.00147127648354842,-0.0015598300207324
3,2,0.0130451462993436,-0.0240257595104738
4,2,-0.0149753027018079,0.0305392766961721
5,2,-0.0145312225900899,0.00790182503491937
6,2,-0.00644521785264491,0.00560973948313784
7,2,-0.0116838450562917,0.0275353031198643
8,2,-0.0181352404697695,0.0443982998009115
9,2,-0.0126870306692859,0.00786337355766279
10,2,-0.0111913883912643,0.0268752264434068
1,20,0.050390605619901,-0.110938065524937
2,20,0.057146653577062,-0.125627777887535
3,20,0.0603855537812223,-0.129016944878177
4,20,0.0773892204976177,-0.145570271577226
5,20,0.0579570711089481,-0.128470242571915
6,20,0.0506813311920367,-0.0827567241286708
7,20,0.0814513320135725,-0.148515852057476
8,20,0.0585853257148116,-0.101077662722208
9,20,0.0610957407370894,-0.130957038790737
10,20,0.0626491082217002,-0.112021671925918
1,3,-0.136941887797951,0.263041496166779
2,3,-0.0980008438611234,0.214526379796744
3,3,-0.138822241766936,0.261596117114857
4,3,-0.138531752252773,0.259095147990189
5,3,-0.105144565104853,0.214728621272178
6,3,-0.0989524243024616,0.159301445507571
7,3,-0.114763770657052,0.217784506309058
8,3,-0.116452479918466,0.197256965720688
9,3,-0.124962776118419,0.235098211654003
10,3,-0.115226971988187,0.212822643630752
1,4,0.0777901620505658,-0.162582193402791
2,4,0.0764223518455493,-0.144882014483548
3,4,0.0957673923099346,-0.171943119095175
4,4,0.0681820251644809,-0.132000961333854
5,4,0.0727957479525921,-0.12071921283991
6,4,0.063899178405644,-0.121094833224151
7,4,0.0803859269280054,-0.14868912986154
8,4,0.08371402223136,-0.138383575408711
9,4,0.0688078061715593,-0.122179702228951
10,4,0.0807510201595966,-0.142578581295776
1,5,0.162001282299363,-0.318957095893671
2,5,0.158243618594416,-0.304305782470687
3,5,0.144280197492081,-0.263371473853
4,5,0.177195588329347,-0.335968003525943
5,5,0.164979639445084,-0.28896929931106
6,5,0.166145588495895,-0.303204379563371
7,5,0.15644835035483,-0.285865014653066
8,5,0.161696009288767,-0.296562878863735
9,5,0.155206943915739,-0.293467874707596
10,5,0.179836012701139,-0.331561534469818
1,6,0.0122651180765364,-0.0130451184841806
2,6,-0.00956641713730015,0.0212987109745376
3,6,-0.0245792875116022,0.0594313690040509
4,6,0.0267207619788723,-0.0741863437031339
5,6,-0.00442958549899546,0.0135131693449957
6,6,-0.0171717126040578,0.020031674079669
7,6,0.00878033900899979,-0.0209407770017243
8,6,-0.0106454587292066,0.0226935847521104
9,6,0.00720911127626415,-0.0135990140235051
10,6,-0.0167689045846697,0.0100523843321626
1,7,0.0167912196976361,-0.023744946143337
2,7,0.0177548892560117,-0.0295987900794613
3,7,0.0164537557549455,-0.0465826945132654
4,7,0.012565091554043,-0.0054341034870906
5,7,0.0195781662411686,-0.031184233751128
6,7,0.00110207486880473,-0.00720637508231319
7,7,0.0169231003980899,-0.0278454747675402
8,7,0.00731727596377196,-0.0201745854440132
9,7,0.0127513096896016,-0.031526055334896
10,7,0.000564927305308154,-0.0035540666044386
1,8,0.059994957441176,-0.117334281801534
2,8,0.0493180417484188,-0.102480417001903
3,8,0.0725345811450986,-0.139867919390916
4,8,0.0652073423436757,-0.126834971670258
5,8,0.0621489300046473,-0.11129544639557
6,8,0.0551856850567696,-0.110492574811302
7,8,0.0880410899691386,-0.165691077829664
8,8,0.0719652552183996,-0.145385843401869
9,8,0.0862958404829967,-0.156520708045214
10,8,0.0660336518251399,-0.128173452246298
1,9,-0.011456199574336,0.00526117338090371
2,9,-0.0193662511698843,0.0216153777106681
3,9,-0.0193031804809623,0.0300619962526929
4,9,-0.0182203567351919,0.0409692242177135
5,9,0.0117154552326918,-0.0211206286514779
6,9,-0.0329101405885339,0.0593478716021344
7,9,-0.0139465319576173,0.0155093670277048
8,9,-0.0080302493955355,0.0315050661035904
9,9,-0.0104121688701756,0.0184402598191443
10,9,-0.017090893933852,0.0321034118635701
