rep,id,eta_A1,eta_tau1
1,63,0.0602000532351294,0.466943842438181
2,63,0.0403151422820091,0.386191136157031
3,63,0.13279814226938,1.01566693885474
4,63,0.0560874372332132,0.433074683567804
5,63,0.0500459125932162,0.344872875695834
6,63,0.100238296927007,0.810206998956201
7,63,0.0717075524471864,0.667676708829564
8,63,0.0145567697101914,0.0924718970346232
9,63,0.0700054081727893,0.599554515235572
10,63,0.0704332021805971,0.507704348019462
1,64,-0.0534952462796616,-0.415212337895015
2,64,-0.10583937559998,-0.807632718439201
3,64,-0.0560362397240597,-0.429695358838311
4,64,-0.0631231068958655,-0.50057932515002
5,64,-0.0378930931790597,-0.303378481895246
6,64,-0.0440783191598156,-0.367444370359702
7,64,-0.0857753872287722,-0.667145988825404
8,64,-0.0512315653953427,-0.39149197158925
9,64,-0.0605221738553607,-0.514089910643017
10,64,-0.0400870712094105,-0.347319205799243
1,65,0.289765426187426,2.26047614487413
2,65,0.209869790314703,1.64044824294816
3,65,0.198595943836421,1.60963467040431
4,65,0.211806722252796,1.67837621343747
5,65,0.222288135021003,1.76260029585538
6,65,0.25586718960597,2.05680026225331
7,65,0.215789846009695,1.69318864050087
8,65,0.175547349428136,1.32524023911396
9,65,0.208008128735197,1.63774138006459
10,65,0.179398393249742,1.39327215384295
1,66,0.000395808705901003,0.00148753976531542
2,66,-0.0723085827966737,-0.549810711020194
3,66,-0.0678822783637019,-0.519232937034212
4,66,-0.0381543299297464,-0.283370450572287
5,66,0.0400350611244685,0.354898609705197
6,66,-0.0319438268538112,-0.282953328525822
7,66,-0.0290040749439283,-0.241092826507341
8,66,-0.0582127430961427,-0.480667010206932
9,66,-0.0717506005439504,-0.574211519593068
10,66,0.0129012262395325,0.145018950817409
1,67,-0.0973932387603329,-0.727776915080224
2,67,-0.0433737892983721,-0.293391323539763
3,67,-0.0925640748190483,-0.687650497601195
4,67,-0.0445107404461589,-0.350693668682541
5,67,-0.0918032626753693,-0.726087409714828
6,67,-0.0432068827988637,-0.350733807332628
7,67,-0.0705571241012159,-0.550597736645262
8,67,-0.130095461986397,-1.01156487266599
9,67,-0.0154496375966613,-0.13986832464007
10,67,-0.0716633417241595,-0.595795091560459
1,68,0.120687043623712,0.913428210828313
2,68,0.0923729851909425,0.776056542830325
3,68,0.139197121680823,1.05228796844458
4,68,0.0683704420688371,0.500542422737686
5,68,0.105029664630629,0.88393369494903
6,68,0.144191027337873,1.05318521290687
7,68,0.16531934409886,1.28813641289663
8,68,0.134756804707461,1.04746393585875
9,68,0.0597194606585103,0.493129953077465
10,68,0.146583198982003,1.10043191960821
1,69,-0.0488209609118507,-0.352761005165532
2,69,-0.0977113765500383,-0.773760066751193
3,69,-0.0605914526337199,-0.474175546873004
4,69,-0.0311836501894691,-0.288711990972136
5,69,-0.0369154690839437,-0.2281139733703
6,69,-0.097022306070215,-0.744696754785147
7,69,-0.0578806577043504,-0.419806144339433
8,69,-0.128771917933022,-0.926870329844602
9,69,-0.0914206185773458,-0.776388419593312
10,69,-0.0981592371034418,-0.793239765179103
1,70,-0.152246036895929,-1.22191386260493
2,70,-0.126408205997001,-0.937011618344606
3,70,-0.0724070242365503,-0.52250682208836
4,70,-0.165680386106237,-1.29929242163097
5,70,-0.131761542779658,-1.08115002293432
6,70,-0.107875929083142,-0.838178947874782
7,70,-0.0897951245067833,-0.650189264009941
8,70,-0.0977869721506373,-0.764800274815892
9,70,-0.133652817740623,-1.05870440230822
10,70,-0.111813133749728,-0.856417013681808
1,71,-0.039363462795689,-0.341652882094261
2,71,-0.0874957073691727,-0.773077392692472
3,71,-0.0335765231444679,-0.241111129864922
4,71,0.00696901309640778,0.07302696708797
5,71,-0.104570632630642,-0.808152858812705
6,71,-0.13335248182968,-1.07957175413493
7,71,-0.0530632785893669,-0.409443693607677
8,71,-0.0577727289991263,-0.541799245403164
9,71,-0.062521470868238,-0.558633153696692
10,71,-0.0839860510151005,-0.621566062023806
1,72,0.0187757196624308,0.1733274449624
2,72,0.0653755097629632,0.473627301506262
3,72,0.0105448529467976,0.0662715710808839
4,72,0.00979201212215031,0.0540432695180278
5,72,-0.0111369445817046,-0.108494014515121
6,72,0.000635917688822788,-0.0476362662391921
7,72,-0.00339827268498182,0.0275587182010602
8,72,0.0335394411364519,0.306617083837151
9,72,-0.0103342099641869,-0.107105359025463
10,72,-0.0123203665151977,-0.0377078757250003
