rep,id,A1,tau1,eta_A1,eta_tau1
1,1,-0.501074937603346,1.56455981586051,0.176189002366345,0.16987174715003
2,1,-0.514138655379318,1.5512805442176,0.163125284590373,0.156592475507117
3,1,-0.511407830452676,1.55150124950682,0.165856109517016,0.156813180796342
1,2,-0.613926525014495,1.45672944084107,0.063337414955196,0.0620413721305912
2,2,-0.61054866294983,1.48865816472091,0.0667152770198615,0.0939700960104344
3,2,-0.610399598965146,1.441016141811,0.0668643410045455,0.0463280731005249
1,3,-0.544987656191019,1.51644202565601,0.132276283778673,0.121753956945527
2,3,-0.565992369119905,1.47671093632468,0.111271570849786,0.0820228676141961
3,3,-0.552353611463956,1.51126496052173,0.124910328505736,0.116576891811253
1,4,-0.739730862345769,1.34454891859783,-0.0624669223760773,-0.0501391501126474
2,4,-0.747291877973963,1.31979423533964,-0.0700279380042719,-0.0748938333708364
3,4,-0.711066258623714,1.35154902824501,-0.0338023186540224,-0.0431390404654719
1,5,-0.854410324429823,1.20285330902246,-0.177146384460131,-0.19183475968802
2,5,-0.862373814382718,1.21476179252935,-0.185109874413027,-0.179926276181127
3,5,-0.863633177286813,1.21415742026492,-0.186369237317122,-0.180530648445563
1,6,-0.842597639623169,1.22853618632478,-0.165333699653478,-0.166151882385702
2,6,-0.820775313256972,1.25925185042019,-0.14351137328728,-0.135436218290289
3,6,-0.788184560352479,1.30420209505207,-0.110920620382788,-0.0904859736584054
1,7,-0.748417123692271,1.3336517018963,-0.0711531837225799,-0.0610363668141756
2,7,-0.75996457677964,1.34751647059625,-0.0827006368099489,-0.0471715981142262
3,7,-0.795360809965811,1.29015831032733,-0.11809686999612,-0.10452975838315
1,8,-1.04021498879825,1.04846931201857,-0.362951048828558,-0.346218756691909
2,8,-1.04234629946693,1.06090486360626,-0.365082359497243,-0.333783205104223
3,8,-1.06290609064395,1.02100567746381,-0.385642150674258,-0.373682391246672
1,9,-0.889742972135444,1.19985753042727,-0.212479032165753,-0.194830538283205
2,9,-0.905604145384635,1.18302178347585,-0.228340205414943,-0.211666285234632
3,9,-0.90273930047844,1.18452356782466,-0.225475360508749,-0.210164500885824
1,10,-0.835803716378125,1.23576012877561,-0.158539776408434,-0.158927939934868
2,10,-0.837741062942776,1.23792861553014,-0.160477122973085,-0.156759453180343
3,10,-0.83761429041104,1.23456512512926,-0.160350350441349,-0.160122943581222
1,11,-0.712348835596382,1.37039636104811,-0.0350848956266905,-0.0242917076623694
2,11,-0.683760140312787,1.39105319034427,-0.00649620034309539,-0.0036348783662048
3,11,-0.688992112529809,1.36705046691332,-0.0117281725601173,-0.0276376017971609
1,12,-0.705825669012221,1.37170007291701,-0.0285617290425298,-0.0229879957934653
2,12,-0.728519997146632,1.37534867049278,-0.0512560571769404,-0.0193393982177013
3,12,-0.726324205416403,1.35686502937411,-0.0490602654467113,-0.037823039336373
1,13,-0.789859864582102,1.26841593639077,-0.112595924612411,-0.126272132319714
2,13,-0.812047300988912,1.27543106826243,-0.134783361019221,-0.119257000448045
3,13,-0.784984604524664,1.29363301025864,-0.107720664554973,-0.101055058451838
1,14,-0.410969297465307,1.62851982985677,0.266294642504385,0.233831761146287
2,14,-0.406124606193443,1.64523464231356,0.271139333776248,0.25054657360308
3,14,-0.399165458177605,1.64464573650008,0.278098481792086,0.249957667789598
1,15,-0.610453454899597,1.44560879020399,0.0668104850700945,0.0509207214935139
2,15,-0.604104701682493,1.48367996572218,0.0731592382871982,0.0889918970116963
3,15,-0.577368575014858,1.48835773983185,0.0998953649548335,0.0936696711213691
1,16,-0.419020788624433,1.64619082819591,0.258243151345258,0.251502759485435
2,16,-0.446116351428945,1.63216672243836,0.231147588540746,0.237478653727883
3,16,-0.420431609180078,1.64874694507655,0.256832330789614,0.25405887636607
1,17,-0.454209613045565,1.62207996476717,0.223054326924126,0.227391896056691
2,17,-0.460890521180356,1.59076518318057,0.216373418789336,0.19607711447009
3,17,-0.44710555550502,1.61399234619812,0.230158384464671,0.219304277487644
1,18,-0.475112146074978,1.56941248172599,0.202151793894713,0.174724413015507
2,18,-0.47448426193465,1.60278205582578,0.202779678035042,0.208093987115301
3,18,-0.479292871427927,1.58021467445805,0.197971068541764,0.185526605747569
1,19,-0.603587036289886,1.46610840999611,0.0736769036798051,0.0714203412856307
2,19,-0.603558004042905,1.4690747883777,0.0737059359267863,0.0743867196672232
3,19,-0.617825880809736,1.45057957975972,0.0594380591599555,0.0558915110492364
1,20,-0.700764294391573,1.34025648183797,-0.0235003544218816,-0.0544315868725109
2,20,-0.705513820633199,1.3585103960209,-0.028249880663508,-0.0361776726895771
3,20,-0.725827616415062,1.34869292413532,-0.0485636764453711,-0.045995144575157
