rep,id,A1,tau1,eta_A1,eta_tau1
1,1,-0.511030804487724,1.5704252391774,0.165989055761223,0.224272417403162
2,1,-0.508383564836552,1.56487620139163,0.168636295412395,0.21872337961739
3,1,-0.504354285177541,1.58226977476112,0.172665575071407,0.236116952986878
1,2,-0.630651518666303,1.39937653505929,0.0463683415826439,0.0532237132850455
2,2,-0.607825453041248,1.45396031285632,0.069194407207699,0.10780749108208
3,2,-0.60320360046881,1.44223585277869,0.0738162597801367,0.0960830310044516
1,3,-0.531649661424342,1.54478675194327,0.145370198824605,0.198633930169029
2,3,-0.554556909430857,1.52690630020202,0.12246295081809,0.180753478427777
3,3,-0.552837076854359,1.51576772922454,0.124182783394588,0.169614907450303
1,4,-0.69514005247984,1.32221121189535,-0.0181201922308928,-0.0239416098788898
2,4,-0.724808668049518,1.28905494721071,-0.0477888078005709,-0.0570978745635249
3,4,-0.707196431143533,1.3118099462339,-0.0301765708945857,-0.0343428755403401
1,5,-0.874166846614198,1.07490599105999,-0.197146986365251,-0.271246830714254
2,5,-0.856459687569529,1.12503264278516,-0.179439827320582,-0.221120178989084
3,5,-0.868800681350124,1.09940206800876,-0.191780821101177,-0.246750753765479
1,6,-0.837864802339058,1.13530427862393,-0.160844942090111,-0.210848543150312
2,6,-0.817722670831105,1.15162871362433,-0.140702810582158,-0.194524108149907
3,6,-0.807921293647195,1.17385117967385,-0.130901433398248,-0.172301642100387
1,7,-0.74247099077505,1.24256842272068,-0.0654511305261023,-0.103584399053561
2,7,-0.751865014219461,1.24214219053052,-0.0748451539705139,-0.104010631243716
3,7,-0.768167288144748,1.20659663716411,-0.0911474278958009,-0.139556184610131
1,8,-1.03836572207971,0.862821126101556,-0.36134586183076,-0.483331695672683
2,8,-1.06228300871161,0.828404977297819,-0.385263148462659,-0.517747844476421
3,8,-1.0547258788709,0.857387394463621,-0.37770601862195,-0.488765427310619
1,9,-0.885463976490926,1.0732911200052,-0.208444116241979,-0.272861701769041
2,9,-0.897003586905372,1.0455215294232,-0.219983726656425,-0.300631292351041
3,9,-0.881926641997816,1.05879763111248,-0.204906781748869,-0.287355190661755
1,10,-0.871457093851517,1.08520202901905,-0.19443723360257,-0.260950792755186
2,10,-0.819708683898303,1.15308772757607,-0.142688823649356,-0.193065094198171
3,10,-0.840982603799032,1.13173227863353,-0.163962743550085,-0.214420543140706
1,11,-0.724659545971303,1.27127319748659,-0.0476396857223556,-0.0748796242876493
2,11,-0.700585063352156,1.31141137589285,-0.0235652031032086,-0.0347414458813902
3,11,-0.735627978928828,1.25973982221089,-0.0586081186798809,-0.0864129995633511
1,12,-0.719782534676659,1.27432031455296,-0.0427626744277122,-0.0718325072212787
2,12,-0.731570725013093,1.29258247663907,-0.0545508647641456,-0.0535703451351732
3,12,-0.749848474299425,1.25185006762096,-0.072828614050478,-0.0943027541532804
1,13,-0.791744846698863,1.18917385518563,-0.114724986449916,-0.15697896658861
2,13,-0.774388364670884,1.22455094665913,-0.0973685044219363,-0.121601875115112
3,13,-0.781860009308149,1.19416049213581,-0.104840149059202,-0.151992329638425
1,14,-0.422663064300464,1.69859946341837,0.254356795948483,0.352446641644135
2,14,-0.412057258359126,1.70813070930278,0.264962601889821,0.361977887528545
3,14,-0.408558514777643,1.69553340664848,0.268461345471304,0.349380584874238
1,15,-0.597453297278113,1.4392036131188,0.0795665629708344,0.0930507913445573
2,15,-0.592583564417641,1.44256928773734,0.084436295831306,0.0964164659631044
3,15,-0.611043330850764,1.44367789662824,0.0659765293981828,0.0975250748539966
1,16,-0.42982818201052,1.68395357670769,0.247191678238427,0.337800754933449
2,16,-0.428526149350585,1.66905436678001,0.248493710898362,0.322901545005774
3,16,-0.427651559588012,1.67251139266924,0.249368300660935,0.326358570894996
1,17,-0.456120319438229,1.6455451325031,0.220899540810719,0.29939231072886
2,17,-0.464025028673305,1.62516264332196,0.212994831575642,0.279009821547719
3,17,-0.440709994046035,1.65719689829095,0.236309866202913,0.311044076516708
1,18,-0.482367620279027,1.59943354851322,0.19465223996992,0.253280726738983
2,18,-0.477193819939386,1.60721406021071,0.199826040309562,0.261061238436465
3,18,-0.469935795199912,1.59791403849082,0.207084065049035,0.251761216716584
1,19,-0.622267252965655,1.41256051215475,0.0547526072832919,0.0664076903805109
2,19,-0.617208786125455,1.4240113054391,0.0598110741234925,0.0778584836648648
3,19,-0.613914074108044,1.42784668941909,0.0631057861409037,0.08169386764485
1,20,-0.71514283814442,1.29608819250491,-0.0381229778954724,-0.0500646292693334
2,20,-0.715180563867846,1.27757271531999,-0.0381607036188992,-0.0685801064542502
3,20,-0.732203706079485,1.25894766989267,-0.0551838458305383,-0.0872051518815713
