rep,id,A1,tau1
1,43,0.600548227116187,4.81220936740008
2,43,0.605117386705425,4.8741539776818
3,43,0.607531940692996,4.91216493758494
4,43,0.595191387411498,4.74364986325006
5,43,0.615801617738197,4.86598829825419
6,43,0.597907693483843,4.8089080693614
7,43,0.600846235745811,4.85187029370346
8,43,0.591829947073214,4.73414368310801
9,43,0.597213742318497,4.81186254348393
10,43,0.596994971469766,4.77072354994208
1,52,0.532507164187571,4.06863860858887
2,52,0.534289430812065,4.06339635249582
3,52,0.54428443566789,4.24481075492045
4,52,0.537740302797846,4.17526421789948
5,52,0.543288899575191,4.14414086356622
6,52,0.541713604011134,4.20276285729479
7,52,0.54704900472178,4.18386797473335
8,52,0.544467718124028,4.24490437248355
9,52,0.533426758201938,4.06093359339051
10,52,0.543203698809746,4.19964913204784
1,53,0.57870582870776,4.54224288462774
2,53,0.578007710128515,4.54946502447873
3,53,0.568291893149673,4.49284252031894
4,53,0.575103168263229,4.56611610934982
5,53,0.582508027623779,4.59904626224378
6,53,0.573703160627287,4.51829238840282
7,53,0.567435757211412,4.37026516140636
8,53,0.576993561260158,4.59233011711629
9,53,0.578583912682444,4.67463181631846
10,53,0.575882098752983,4.53372375217046
1,54,0.494134036354122,3.73281615033399
2,54,0.493200230595821,3.69208499437411
3,54,0.477985154872946,3.5650846491069
4,54,0.480531657865527,3.59280796402965
5,54,0.492685314634823,3.66638012294882
6,54,0.486000299393,3.62527574531438
7,54,0.490679040741433,3.71897176556039
8,54,0.475362954088203,3.46397898190883
9,54,0.481551073120322,3.60189621282045
10,54,0.486596430223486,3.66627150911866
1,55,0.420460889321598,2.94004172320533
2,55,0.421369660188795,3.02299117016815
3,55,0.422668797336612,2.97169238433066
4,55,0.426945077388908,3.07969097940969
5,55,0.421448856173757,2.96635749193969
6,55,0.411406985048016,2.90218372240504
7,55,0.420918785287931,3.00850464928609
8,55,0.419935142867392,2.94251328908289
9,55,0.415193382564872,2.92295363547042
10,55,0.429843828763269,3.0400312755125
1,56,0.430607614569804,3.09016970962998
2,56,0.441945881804277,3.19908106062097
3,56,0.424819855512563,2.98197437280249
4,56,0.443851855822385,3.23730728596792
5,56,0.439487337979973,3.20814001131398
6,56,0.440637152106888,3.16065045702378
7,56,0.434464816558018,3.10659328408471
8,56,0.43393632299786,3.08761199543636
9,56,0.43248003140518,3.11592985063158
10,56,0.434993824960023,3.19114084792602
1,57,0.469904874124669,3.5092433888077
2,57,0.472981193792047,3.48753999753881
3,57,0.463722296104327,3.38253683160681
4,57,0.468956866159625,3.48757698863484
5,57,0.456919152317953,3.3849457651395
6,57,0.474184740981728,3.53233592444063
7,57,0.462766003389236,3.43686640670332
8,57,0.460776216691558,3.35965312098016
9,57,0.474589252591659,3.54507803020752
10,57,0.452207248181299,3.33178249914243
1,58,0.335152230219403,2.12993759781195
2,58,0.359936361161143,2.47384761391856
3,58,0.359247400379356,2.41037074399198
