rep,id,eta_A1,eta_tau1
5,56,-0.14512651207992,-0.180461488297803
6,56,-0.142513666297284,-0.195374974527425
7,56,-0.156620451856376,-0.212626103026605
8,56,-0.157837616600482,-0.218754846652482
9,56,-0.161199263588563,-0.209625206653432
10,56,-0.155403583239463,-0.185774336334084
1,57,-0.0782051399932431,-0.0907523662768339
2,57,-0.0716797904565317,-0.0969562058641901
3,57,-0.0914495454545757,-0.127526851899525
4,57,-0.0802246243252956,-0.0969455992761989
5,57,-0.106228953078055,-0.126814937653718
6,57,-0.0691384240638906,-0.084193434710061
7,57,-0.0935138846485332,-0.111592693820152
8,57,-0.0978229237660664,-0.134315090932041
9,57,-0.0682857201803919,-0.0805926506903572
10,57,-0.116594830310794,-0.142645375968055
1,58,-0.416150571559591,-0.590060139283967
2,58,-0.344808177461876,-0.440378144721788
3,58,-0.3467241300442,-0.466372250421853
4,58,-0.367399499480344,-0.484899313077171
5,58,-0.412998674487494,-0.538010228972218
6,58,-0.381396599069124,-0.500799922885387
7,58,-0.372210486839187,-0.511453356069313
8,58,-0.363694657903477,-0.499645768085364
9,58,-0.362944600413614,-0.480826818514866
10,58,-0.331309444373986,-0.444948674760965
1,59,-0.208414493414284,-0.270655009015532
2,59,-0.221033780873692,-0.287038771749241
3,59,-0.21496092302386,-0.286232451555149
4,59,-0.205069955245189,-0.286276279163723
5,59,-0.214451640341034,-0.293873731933458
6,59,-0.206561575080257,-0.254927840531539
7,59,-0.191557796378616,-0.255964659431963
8,59,-0.197869754915351,-0.260010653845242
9,59,-0.206389294990061,-0.277855088482364
10,59,-0.2250609138727,-0.301901240495137
1,60,-0.153196175939453,-0.193814926352783
2,60,-0.198719528475446,-0.252747175397772
3,60,-0.166720746811586,-0.199465281834739
4,60,-0.141889569455987,-0.193886758011768
5,60,-0.153097721787677,-0.211917181536554
6,60,-0.158025205024659,-0.194663559891266
7,60,-0.161653193358238,-0.21667288990656
8,60,-0.173621568798823,-0.224685862686038
9,60,-0.169922540369938,-0.220227280671568
10,60,-0.133819984129568,-0.180238640056037
1,61,-0.0882792812933962,-0.117604764298281
2,61,-0.0483023626266451,-0.0559887754480884
3,61,-0.0589445997477341,-0.0631709539686142
4,61,-0.0318726057810368,-0.0222930633645633
5,61,-0.0232754685956051,-0.0375482379777067
6,61,-0.0306463792641037,-0.0397602815660888
7,61,-0.0325926824168004,-0.0153030823054292
8,61,-0.029201625009187,-0.048076985736565
9,61,-0.0559788234017182,-0.0790546398214092
10,61,-0.0371668267858638,-0.0456449086298135
1,44,-0.0533650931658997,-0.0751146284573654
2,44,-0.0353913508976167,-0.0556833143389432
3,44,-0.0451397661131839,-0.0802258285960051
4,44,-0.0584408627187424,-0.0888657407188886
5,44,-0.0431870189056949,-0.0502041258936575
6,44,-0.0381484099015151,-0.0535047815988335
7,44,-0.041840494829792,-0.0601148027377642
8,44,-0.0218659628571637,-0.0346859517951394
9,44,-0.0720725539825664,-0.0982855253557539
10,44,-0.0354799618568698,-0.0593887315620011
1,62,-0.112865673272151,-0.14499228296144
2,62,-0.0935657441325722,-0.122609313012641
3,62,-0.0866836003998479,-0.126653955075982
4,62,-0.105664196862759,-0.155356463670776
5,62,-0.106170731889931,-0.149008569926933
6,62,-0.113289637027425,-0.147925468249837
7,62,-0.124795841829366,-0.170906807867943
8,62,-0.0843020720835369,-0.121050706479795
9,62,-0.0961020893151709,-0.130004381628079
10,62,-0.0972083767376986,-0.138627638929241
1,45,0.254632557520341,0.328420604266674
2,45,0.260618315307447,0.344658213799951
3,45,0.272309533318172,0.367783225073923
4,45,0.24484668821597,0.325112254596582
5,45,0.271927288708221,0.374682143719693
6,45,0.263794198621584,0.359189435225249
7,45,0.272171968890652,0.350859797309396
8,45,0.265858379297518,0.355005319559883
9,45,0.267737069577106,0.33710770910932
10,45,0.267881528667933,0.359371891150391
1,46,0.0696010577307852,0.0900860890437265
2,46,0.0945785958954309,0.125720647444426
3,46,0.0748148426244998,0.113890844687929
4,46,0.0922873876569183,0.121230164878268
5,46,0.109212570891203,0.1705613702904
6,46,0.0994700415824118,0.134360626305629
7,46,0.075555081656301,0.0891096880138664
8,46,0.0661940457911663,0.0870032728060509
9,46,0.061013192039086,0.0740490025244167
10,46,0.0776978206932013,0.0864633485558364
1,47,0.256198183944491,0.341944636265912
2,47,0.246250102277212,0.328261393073384
3,47,0.239134052631229,0.320378170498474
4,47,0.241312639282851,0.310063139949513
5,47,0.260351155551832,0.343589653835222
6,47,0.257422706903877,0.331720631700725
7,47,0.240035353585633,0.306955126866322
8,47,0.244134552621605,0.316776606987724
9,47,0.225550753600996,0.307745856676717
10,47,0.248888624429582,0.328991967390155
1,48,0.210860636069287,0.274885679442795
2,48,0.239434881139088,0.343162323696969
3,48,0.234001945203818,0.300702802556455
4,48,0.216993729554523,0.290163115781045
5,48,0.222472412373571,0.302461613460418
6,48,0.237459878888847,0.306056744204735
7,48,0.234238490788127,0.288812742573838
8,48,0.212822156152077,0.289053880514153
9,48,0.24561179026354,0.327445258943796
10,48,0.206476759554163,0.279383034264181
1,49,0.202333872746585,0.283665020158521
2,49,0.198605741349854,0.268654529280484
3,49,0.207605412832127,0.285716852068916
4,49,0.187563005715806,0.24592916628532
5,49,0.191667682668119,0.243363851252813
6,49,0.191556218430322,0.255710576302527
7,49,0.194401441092573,0.268976667285722
8,49,0.213558756656714,0.278682252725028
9,49,0.191710684045908,0.262585655766083
10,49,0.189010166143921,0.25370648073832
1,50,0.0690103948605785,0.0922378682553314
2,50,0.0771590403918612,0.110352453144959
3,50,0.0622813301692887,0.0597931757841256
4,50,0.0787690772321843,0.0897165742824295
5,50,0.048732817054558,0.0662812723792609
6,50,0.0656557048869068,0.0938892917274785
7,50,0.0873156138341583,0.122450373201381
8,50,0.0617536816932245,0.0792484987190301
9,50,0.0917325966091346,0.131486210299573
10,50,0.0641864983152222,0.0949129511076689
1,51,-0.0425967720025448,-0.0646054546097469
2,51,-0.0527234965597457,-0.0697932884720167
3,51,-0.0457703138159143,-0.0540757499161922
4,51,-0.0264353666573557,-0.0373730984972455
5,51,-0.0342291105655398,-0.0404071171782102
6,51,-0.0369311914559023,-0.0491651391912128
7,51,-0.0310752217156764,-0.044495051325497
8,51,-0.0380601505446915,-0.0532936755009309
9,51,-0.0476652810179152,-0.0712879641526032
10,51,-0.0315169098480765,-0.0336066112875113
