rep,id,eta_A1,eta_tau1
1,43,0.16710753116269,0.225003484826448
2,43,0.174687048089001,0.237793724575604
3,43,0.1786693323718,0.245561947005421
4,43,0.158147594606231,0.210654030968463
5,43,0.19218944380507,0.236117017786458
6,43,0.162700964580238,0.224317223965389
7,43,0.167603635722761,0.233211436407674
8,43,0.152483923320666,0.208648040168327
9,43,0.161539657917086,0.224931410569416
10,43,0.161173271625222,0.216345159241491
1,52,0.0468609326332606,0.0571556275203898
2,52,0.0502022786612441,0.0558663421584118
3,52,0.0687365511628782,0.0995444162934254
4,52,0.0566403163331251,0.0830248202505477
5,52,0.0669058031323874,0.0755426747785358
6,52,0.0640020371673515,0.0895893104096907
7,52,0.0738029678328308,0.0850833496944745
8,52,0.0690732346904026,0.0995664706407619
9,52,0.0485863571144486,0.0552600745161189
10,52,0.0667489667844053,0.088848160036813
1,53,0.130058861867351,0.167268095738677
2,53,0.12885178917291,0.168856827238256
3,53,0.111899764378701,0.156332757692604
4,53,0.123814029036252,0.172510155127399
5,53,0.136607547940079,0.179696125929254
6,53,0.121376702058147,0.161981310512845
7,53,0.110392121062711,0.128670863159803
8,53,0.12709568871812,0.178234724275008
9,53,0.129848169555121,0.195997581997295
10,53,0.125167531345952,0.165390800393695
1,54,-0.0279286096961596,-0.0289898728981666
2,54,-0.0298201798927842,-0.0399614841705274
3,54,-0.061155743475163,-0.0749650236998616
4,54,-0.0558423072371406,-0.0672187623215198
5,54,-0.0308647555239184,-0.0469479889843995
6,54,-0.0445261787979056,-0.0582224686876665
7,54,-0.0349451895280919,-0.032705598804093
8,54,-0.0666567926150208,-0.103734898670742
9,54,-0.0537231222575668,-0.0646923892000511
10,54,-0.043300324572852,-0.0469776136919751
1,55,-0.189383953582625,-0.267729048957911
2,55,-0.187224917608605,-0.239906026865024
3,55,-0.184146531399614,-0.257021204875073
4,55,-0.174080038159339,-0.221323561182774
5,55,-0.187036986319347,-0.258818055335245
6,55,-0.211152462932131,-0.280689360424009
7,55,-0.18829551271495,-0.24470966071372
8,55,-0.190635141124346,-0.266888745376277
9,55,-0.201991024954399,-0.273558197737948
10,55,-0.167313464937282,-0.234285018411497
1,56,-0.165538150332241,-0.217926810162405
2,56,-0.139547983508642,-0.183289221765291
3,56,-0.179070209048998,-0.253567199431569
4,56,-0.135244570034892,-0.171410922090056
