rep,ID,eta_A1_simulated,eta_tau1_simulated,eta_I0_simulated,split,color,filter
5,224,-1.14592,-0.102854,-0.285414,All,#4682B4,0
6,224,0.511583,1.15134,-0.798494,All,#4682B4,0
7,224,-0.273047,0.275257,-0.949076,All,#4682B4,0
8,224,-0.860092,1.9066,0.216553,All,#4682B4,0
1,225,0.235696,1.9461,-1.05562,All,#4682B4,0
2,225,-1.58708,0.413886,-0.994909,All,#4682B4,0
3,225,-0.174336,1.52929,-1.12442,All,#4682B4,0
4,225,-0.352116,0.0818448,-2.05521,All,#4682B4,0
5,225,-0.364412,0.14534,-1.97886,All,#4682B4,0
6,225,1.10137,1.61604,-1.96368,All,#4682B4,0
7,225,-0.0524412,0.483207,-2.08451,All,#4682B4,0
8,225,-0.0355883,0.409559,-1.6899,All,#4682B4,0
1,226,-0.442611,0.526226,-1.0529,All,#4682B4,0
2,226,0.200135,0.961115,-0.716005,All,#4682B4,0
3,226,0.425637,1.08169,-1.14266,All,#4682B4,0
4,226,-0.82914,0.234846,-0.829813,All,#4682B4,0
5,226,0.442009,1.15103,-0.796008,All,#4682B4,0
6,226,-0.335544,1.087,-0.515836,All,#4682B4,0
7,226,-0.997671,0.979948,-0.396841,All,#4682B4,0
8,226,-0.602702,1.56026,-0.231759,All,#4682B4,0
1,227,-0.397566,0.11606,1.01559,All,#4682B4,0
2,227,1.65565,0.810705,0.148858,All,#4682B4,0
3,227,1.91261,-0.358866,-0.661231,All,#4682B4,0
4,227,0.70056,-0.921813,-0.346405,All,#4682B4,0
5,227,-0.225019,-1.31456,-0.073361,All,#4682B4,0
6,227,0.282864,-0.0154222,0.418612,All,#4682B4,0
7,227,0.0153445,-0.437982,0.353638,All,#4682B4,0
8,227,0.362007,-0.050119,0.452481,All,#4682B4,0
1,228,-0.712824,2.60471,-2.43969,All,#4682B4,0
2,228,-0.51368,2.60065,-2.95398,All,#4682B4,0
3,228,-1.71854,0.700504,-3.10522,All,#4682B4,0
4,228,-1.75067,0.895501,-2.97153,All,#4682B4,0
5,228,-1.39554,1.33439,-2.7516,All,#4682B4,0
6,228,-0.217042,2.33028,-3.09419,All,#4682B4,0
7,228,-1.29027,1.03071,-3.12101,All,#4682B4,0
8,228,-0.777371,1.71909,-2.64571,All,#4682B4,0
1,229,0.43086,-0.263112,-0.0392244,All,#4682B4,0
2,229,0.590776,1.66002,0.908946,All,#4682B4,0
3,229,0.180658,-0.183236,0.0537078,All,#4682B4,0
4,229,0.0339127,1.42199,0.954332,All,#4682B4,0
5,229,0.264301,-0.919674,-0.403109,All,#4682B4,0
6,229,-0.655784,-1.01933,0.262578,All,#4682B4,0
7,229,0.107283,-0.436022,0.0116743,All,#4682B4,0
8,229,-0.511233,-0.69116,0.474182,All,#4682B4,0
