rep,ID,eta_A1_simulated,eta_tau1_simulated,eta_I0_simulated,split,color,filter
2,218,-0.0175449,0.0143559,-0.0707122,All,#4682B4,0
3,218,0.0183407,-0.000302453,-0.102231,All,#4682B4,0
4,218,-0.244013,0.257728,-0.0155925,All,#4682B4,0
5,218,0.1027,-0.120909,-0.156673,All,#4682B4,0
6,218,0.106274,-0.121483,-0.159402,All,#4682B4,0
7,218,0.140078,-0.136893,-0.155964,All,#4682B4,0
8,218,-0.172516,0.168757,-0.0647369,All,#4682B4,0
1,219,-0.0624936,0.0789214,0.156616,All,#4682B4,0
2,219,-0.169009,0.179039,0.197973,All,#4682B4,0
3,219,-0.105877,0.0977144,0.161587,All,#4682B4,0
4,219,-0.125452,0.118097,0.156411,All,#4682B4,0
5,219,0.161401,-0.129054,0.0389345,All,#4682B4,0
6,219,-0.161274,0.17915,0.169481,All,#4682B4,0
7,219,-0.111698,0.119844,0.162856,All,#4682B4,0
8,219,-0.0301707,0.0252078,0.149214,All,#4682B4,0
1,220,0.275289,-0.28519,-0.00513776,All,#4682B4,0
2,220,-0.0735427,0.0768011,0.142632,All,#4682B4,0
3,220,0.0426127,-0.0638239,0.0861157,All,#4682B4,0
4,220,0.110091,-0.104112,0.0465133,All,#4682B4,0
5,220,0.204478,-0.191317,0.0162806,All,#4682B4,0
6,220,0.140755,-0.124329,0.059938,All,#4682B4,0
7,220,0.170483,-0.170177,0.0461295,All,#4682B4,0
8,220,0.0544466,-0.0635904,0.114841,All,#4682B4,0
1,221,-0.112755,0.117598,0.0196387,All,#4682B4,0
2,221,0.0710407,-0.0382382,-0.104914,All,#4682B4,0
3,221,0.0741369,-0.0779405,-0.127342,All,#4682B4,0
4,221,0.0412858,-0.0555422,-0.0805549,All,#4682B4,0
5,221,-0.11798,0.106672,0.00758733,All,#4682B4,0
6,221,-0.112589,0.10651,-0.0435379,All,#4682B4,0
7,221,-0.231475,0.24217,0.0133173,All,#4682B4,0
8,221,-0.0738915,0.08236,-0.0174564,All,#4682B4,0
1,222,0.0947562,-0.0757332,-0.00939734,All,#4682B4,0
2,222,0.0594055,-0.0449204,-0.0184131,All,#4682B4,0
3,222,-0.250683,0.252273,0.067066,All,#4682B4,0
4,222,0.0617146,-0.0862205,-0.019241,All,#4682B4,0
5,222,0.0554508,-0.0438302,-0.0135518,All,#4682B4,0
6,222,0.241441,-0.214928,-0.108977,All,#4682B4,0
7,222,-0.0621987,0.059793,0.0309785,All,#4682B4,0
8,222,0.0995767,-0.10409,-0.0361333,All,#4682B4,0
1,223,-0.166848,0.154231,0.0102797,All,#4682B4,0
2,223,-0.168946,0.163519,0.00367593,All,#4682B4,0
3,223,-0.160479,0.16319,0.014278,All,#4682B4,0
4,223,-0.0563068,0.0556925,-0.0325678,All,#4682B4,0
5,223,0.0728041,-0.0759524,-0.0891772,All,#4682B4,0
6,223,-0.0907377,0.0877647,-0.0684005,All,#4682B4,0
7,223,-0.0675349,0.0804532,-0.0489808,All,#4682B4,0
8,223,0.0755683,-0.0525082,-0.104472,All,#4682B4,0
1,224,-0.0842111,0.0913542,-0.106606,All,#4682B4,0
2,224,-0.307555,0.323365,-0.0066105,All,#4682B4,0
3,224,-0.355486,0.355025,0.00881873,All,#4682B4,0
4,224,-0.229738,0.218191,0.00884652,All,#4682B4,0
5,224,-0.161067,0.147119,-0.0307578,All,#4682B4,0
6,224,-0.0849785,0.101046,-0.0860502,All,#4682B4,0
7,224,-0.0809221,0.0802673,-0.102278,All,#4682B4,0
8,224,-0.402438,0.40963,0.0233369,All,#4682B4,0
1,225,-0.240066,0.260071,-0.11376,All,#4682B4,0
2,225,-0.302032,0.287668,-0.107217,All,#4682B4,0
3,225,-0.243766,0.255397,-0.121173,All,#4682B4,0
4,225,-0.0655934,0.0623176,-0.221481,All,#4682B4,0
5,225,-0.0764897,0.0736393,-0.213254,All,#4682B4,0
6,225,-0.0605182,0.0874296,-0.211617,All,#4682B4,0
7,225,-0.0766171,0.0803223,-0.224639,All,#4682B4,0
8,225,-0.0635813,0.0668226,-0.182113,All,#4682B4,0
1,226,-0.142534,0.142185,-0.113466,All,#4682B4,0
2,226,-0.105724,0.116556,-0.0771608,All,#4682B4,0
3,226,-0.0882678,0.102738,-0.123139,All,#4682B4,0
4,226,-0.160433,0.153095,-0.0894254,All,#4682B4,0
5,226,-0.0956001,0.110874,-0.0857823,All,#4682B4,0
6,226,-0.205707,0.211568,-0.0555894,All,#4682B4,0
7,226,-0.292015,0.289393,-0.0427659,All,#4682B4,0
8,226,-0.313828,0.320864,-0.0249756,All,#4682B4,0
1,227,-0.0774165,0.0739284,0.109446,All,#4682B4,0
2,227,0.138745,-0.112699,0.0160418,All,#4682B4,0
3,227,0.344125,-0.325569,-0.071258,All,#4682B4,0
4,227,0.238219,-0.238458,-0.0373306,All,#4682B4,0
5,227,0.152072,-0.166333,-0.0079058,All,#4682B4,0
6,227,0.0455504,-0.0424709,0.0451121,All,#4682B4,0
7,227,0.0645119,-0.0682364,0.0381101,All,#4682B4,0
8,227,0.062607,-0.0589363,0.048762,All,#4682B4,0
1,228,-0.478941,0.494022,-0.262915,All,#4682B4,0
2,228,-0.447836,0.465146,-0.318338,All,#4682B4,0
3,228,-0.362862,0.349554,-0.334636,All,#4682B4,0
4,228,-0.395461,0.383524,-0.320229,All,#4682B4,0
5,228,-0.403311,0.399319,-0.296528,All,#4682B4,0
6,228,-0.363992,0.382268,-0.333447,All,#4682B4,0
7,228,-0.344074,0.338576,-0.336337,All,#4682B4,0
8,228,-0.363146,0.369609,-0.285117,All,#4682B4,0
1,229,0.10339,-0.100833,-0.00422704,All,#4682B4,0
2,229,-0.145031,0.166527,0.0979532,All,#4682B4,0
3,229,0.0536993,-0.053276,0.00578786,All,#4682B4,0
4,229,-0.196615,0.209659,0.102844,All,#4682B4,0
5,229,0.171039,-0.17622,-0.0434413,All,#4682B4,0
6,229,0.0441381,-0.0606702,0.0282969,All,#4682B4,0
7,229,0.0783275,-0.0809889,0.00125809,All,#4682B4,0
8,229,0.0197219,-0.0316887,0.0511005,All,#4682B4,0
