ID,time,prediction_pwRes,pwRes,pwRes_simBlq,prediction_iwRes_mean,iwRes_mean,iwRes_mean_simBlq,prediction_iwRes_mode,iwRes_mode,iwRes_mode_simBlq,prediction_npde,npde,npde_simBlq,censored,split,color,filter
1,6.0162,0.650822,-0.501751,-0.501751,0.644613,-0.499955,-0.499955,0.648585,-0.562509,-0.562509,0.650822,-0.503508,-0.503508,0,All,#4682B4,0
1,6.3701,0.650822,-0.673679,-0.673679,0.644613,-0.620375,-0.620375,0.648585,-0.682929,-0.682929,0.650822,-0.672573,-0.672573,0,All,#4682B4,0
1,6.724,0.650822,-0.575433,-0.575433,0.644613,-0.579162,-0.579162,0.648585,-0.641717,-0.641717,0.650822,-0.59867,-0.59867,0,All,#4682B4,0
1,7.0779,0.650822,0.762363,0.762363,0.644613,1.35498,1.35498,0.648585,1.29243,1.29243,0.650822,0.775374,0.775374,0,All,#4682B4,0
1,7.4318,0.650822,-1.06866,-1.06866,0.644613,-1.28293,-1.28293,0.648585,-1.34548,-1.34548,0.650822,-1.04156,-1.04156,0,All,#4682B4,0
1,7.7857,0.650822,0.185992,0.185992,0.644613,0.544717,0.544717,0.648585,0.482163,0.482163,0.650822,0.25618,0.25618,0,All,#4682B4,0
1,8.1396,0.650822,0.404317,0.404317,0.644613,0.87295,0.87295,0.648585,0.810395,0.810395,0.650822,0.392651,0.392651,0,All,#4682B4,0
1,8.4935,0.650822,-0.10978,-0.10978,0.644613,0.132662,0.132662,0.648585,0.0701078,0.0701078,0.650822,-0.0942778,-0.0942778,0,All,#4682B4,0
1,8.8474,0.650822,-0.149938,-0.149938,0.644613,0.0134139,0.0134139,0.648585,-0.0491404,-0.0491404,0.650822,-0.140048,-0.140048,0,All,#4682B4,0
1,9.2013,0.650822,0.0583456,0.0583456,0.644613,0.352525,0.352525,0.648585,0.289971,0.289971,0.650822,0.0415035,0.0415035,0,All,#4682B4,0
1,9.5552,0.650822,-0.453616,-0.453616,0.644613,-0.35598,-0.35598,0.648585,-0.418534,-0.418534,0.650822,-0.442448,-0.442448,0,All,#4682B4,0
1,9.9091,0.650822,-0.0824362,-0.0824362,0.644613,0.136909,0.136909,0.648585,0.0743547,0.0743547,0.650822,-0.0777808,-0.0777808,0,All,#4682B4,0
1,10.263,0.650822,-0.574627,-0.574627,0.644613,-0.646666,-0.646666,0.648585,-0.70922,-0.70922,0.650822,-0.562699,-0.562699,0,All,#4682B4,0
1,10.6169,0.650822,-0.664531,-0.664531,0.644613,-0.678065,-0.678065,0.648585,-0.740619,-0.740619,0.650822,-0.664387,-0.664387,0,All,#4682B4,0
1,10.9708,0.650822,1.09101,1.09101,0.644613,1.96538,1.96538,0.648585,1.90283,1.90283,0.650822,1.01073,1.01073,0,All,#4682B4,0
1,11.3247,0.650822,0.176977,0.176977,0.644613,0.532706,0.532706,0.648585,0.470152,0.470152,0.650822,0.170504,0.170504,0,All,#4682B4,0
1,11.6786,0.650822,-0.55579,-0.55579,0.644613,-0.513852,-0.513852,0.648585,-0.576407,-0.576407,0.650822,-0.552473,-0.552473,0,All,#4682B4,0
1,12.0325,0.650822,-0.284066,-0.284066,0.644613,-0.151631,-0.151631,0.648585,-0.214186,-0.214186,0.650822,-0.221682,-0.221682,0,All,#4682B4,0
1,12.3863,0.650822,-0.237249,-0.237249,0.644613,-0.121827,-0.121827,0.648585,-0.184381,-0.184381,0.650822,-0.241491,-0.241491,0,All,#4682B4,0
1,12.7402,0.650822,0.124486,0.124486,0.644613,0.44852,0.44852,0.648585,0.385966,0.385966,0.650822,0.130813,0.130813,0,All,#4682B4,0
1,13.0941,0.650822,0.343791,0.343791,0.644613,0.820375,0.820375,0.648585,0.757821,0.757821,0.650822,0.328793,0.328793,0,All,#4682B4,0
1,13.448,0.650822,0.595237,0.595237,0.644613,1.14044,1.14044,0.648585,1.07788,1.07788,0.650822,0.554354,0.554354,0,All,#4682B4,0
1,13.8019,0.650822,-0.273282,-0.273282,0.644613,-0.137223,-0.137223,0.648585,-0.199777,-0.199777,0.650822,-0.262041,-0.262041,0,All,#4682B4,0
1,14.1558,0.650822,0.125707,0.125707,0.644613,0.384979,0.384979,0.648585,0.322425,0.322425,0.650822,0.124295,0.124295,0,All,#4682B4,0
1,14.5097,0.650822,0.626972,0.626972,0.644613,1.18757,1.18757,0.648585,1.12502,1.12502,0.650822,0.685411,0.685411,0,All,#4682B4,0
1,14.8636,0.650822,0.373554,0.373554,0.644613,0.818137,0.818137,0.648585,0.755583,0.755583,0.650822,0.333327,0.333327,0,All,#4682B4,0
1,15.2175,0.650822,0.525133,0.525133,0.644613,1.08596,1.08596,0.648585,1.02341,1.02341,0.650822,0.528006,0.528006,0,All,#4682B4,0
