rep,id,A1,tau1,eta_A1,eta_tau1
1,1,-0.507818875799395,1.66430980029808,0.169471237219276,0.25974520260665
2,1,-0.49745080295503,1.66987970284655,0.179839310063641,0.265315105155115
3,1,-0.512731530482754,1.63678483579778,0.164558582535917,0.232220238106346
1,2,-0.618197571553129,1.48622807106464,0.0590925414655423,0.0816634733732027
2,2,-0.607382013698366,1.50769575716373,0.069908099320305,0.103131159472302
3,2,-0.587505869612279,1.54080523866899,0.089784243406392,0.136240640977557
1,3,-0.584305075417464,1.52604052925301,0.0929850376012075,0.121475931561579
2,3,-0.544903616800344,1.5785460011453,0.132386496218327,0.17398140345387
3,3,-0.575427061834465,1.56950120321053,0.101863051184206,0.164936605519092
1,4,-0.73752501737552,1.29706212698981,-0.0602349043568493,-0.107502470701621
2,4,-0.726331987003424,1.31970074182688,-0.0490418739847531,-0.0848638558645505
3,4,-0.71195836537807,1.36331345757637,-0.034668252359399,-0.0412511401150608
1,5,-0.866954726644477,1.14109015692371,-0.189664613625806,-0.26347444076772
2,5,-0.867624250596727,1.1396562414503,-0.190334137578056,-0.264908356241131
3,5,-0.853449600070364,1.17112739556912,-0.176159487051692,-0.233437202122316
1,6,-0.83190235477523,1.16377206102124,-0.154612241756559,-0.240792536670198
2,6,-0.82620647938188,1.19367608062911,-0.148916366363209,-0.210888517062327
3,6,-0.842976460860059,1.16253584122398,-0.165686347841388,-0.242028756467449
1,7,-0.761759832282247,1.29438061463599,-0.0844697192635762,-0.11018398305544
2,7,-0.773716465480887,1.25151201016167,-0.0964263524622158,-0.153052587529761
3,7,-0.746130312901445,1.30062868693302,-0.0688401998827736,-0.103935910758411
1,8,-1.02748041525124,0.923616750121655,-0.35019030223257,-0.480947847569778
2,8,-1.06697100838368,0.842819877615558,-0.389680895365012,-0.561744720075875
3,8,-1.07370204020744,0.827650528175069,-0.396411927188767,-0.576914069516364
1,9,-0.903075444385065,1.06512391422035,-0.225785331366394,-0.33944068347108
2,9,-0.869166064721681,1.14485312792849,-0.19187595170301,-0.259711469762943
3,9,-0.883821440736015,1.13133632182059,-0.206531327717344,-0.273228275870839
1,10,-0.820395970282798,1.19204667217715,-0.143105857264127,-0.212517925514285
2,10,-0.843865518242369,1.17560754878128,-0.166575405223698,-0.228957048910149
3,10,-0.860831839481925,1.12603671933249,-0.183541726463254,-0.278527878358944
1,11,-0.717358028893123,1.33713021868111,-0.0400679158744515,-0.0674343790103251
2,11,-0.721304715659914,1.3359621640987,-0.0440146026412428,-0.0686024335927291
3,11,-0.718003583062869,1.32754561680368,-0.0407134700441985,-0.0770189808877497
1,12,-0.717033536270784,1.36094893604443,-0.039743423252113,-0.0436156616469998
2,12,-0.700534476255356,1.35680883417504,-0.0232443632366849,-0.0477557635163885
3,12,-0.742833908589206,1.31272382601738,-0.065543795570535,-0.091840771674051
1,13,-0.770978467773101,1.23794522588585,-0.0936883547544296,-0.16661937180558
2,13,-0.811517737175871,1.21717021569917,-0.1342276241572,-0.187394381992266
3,13,-0.79054892952721,1.23221120836982,-0.113258816508539,-0.172353389321617
1,14,-0.403997246157719,1.76597211772018,0.273292866860952,0.361407520028746
2,14,-0.402152049821347,1.79191972684013,0.275138063197324,0.387355129148695
3,14,-0.405353470294067,1.79651838819035,0.271936642724604,0.391953790498918
1,15,-0.587904729742933,1.54313306033673,0.0893853832757385,0.138568462645298
2,15,-0.6024558024949,1.49463735096301,0.0748343105237705,0.0900727532715764
3,15,-0.593056055369757,1.51289049480418,0.0842340576489143,0.108325897112749
1,16,-0.43269227893312,1.76457890896951,0.244597834085551,0.360014311278081
2,16,-0.432839271910583,1.75039485191678,0.244450841108088,0.34583025422535
3,16,-0.427518067818231,1.75991902208695,0.24977204520044,0.355354424395514
1,17,-0.457890383218104,1.7200969127167,0.219399729800567,0.315532315025272
2,17,-0.450934155467914,1.71936861820521,0.226355957550757,0.314804020513776
3,17,-0.460073754705425,1.7145692751265,0.217216358313246,0.31000467743507
1,18,-0.47779501387389,1.67011796869555,0.199495099144781,0.265553371004113
2,18,-0.470105881116336,1.7005138424769,0.207184231902335,0.295949244785463
3,18,-0.5005036981393,1.65345944047215,0.176786414879371,0.248894842780714
1,19,-0.626212601214181,1.49123892024525,0.0510775118044897,0.0866743225538196
2,19,-0.631191050873695,1.45877618507312,0.0460990621449758,0.0542115873816917
3,19,-0.617586866718424,1.48597757087269,0.0597032463002469,0.0814129731812587
1,20,-0.731632339597428,1.33757873317034,-0.0543422265787566,-0.0669858645210974
2,20,-0.72195371419302,1.32807871177309,-0.0446636011743488,-0.0764858859183437
3,20,-0.705469321322661,1.36836841998373,-0.0281792083039899,-0.0361961777076987
