rep,id,eta_A1,eta_tau1
5,57,-0.100122804416221,-0.0965837191893434
6,57,-0.100497545573708,-0.0947058422847019
7,57,-0.082098421825677,-0.0765908671634506
8,57,-0.0735026858640381,-0.058547285921576
9,57,-0.112141059791241,-0.10551110841467
10,57,-0.0907754624927433,-0.106589682311667
1,58,-0.340615203364293,-0.329344022339858
2,58,-0.383823033991362,-0.367174263576654
3,58,-0.407785447518011,-0.394162769950515
4,58,-0.392588451799898,-0.396884938863283
5,58,-0.3789719027632,-0.352719033752312
6,58,-0.388132176372411,-0.37899772941101
7,58,-0.397817103451541,-0.374483365700941
8,58,-0.332689429489948,-0.313279507411411
9,58,-0.386549949950038,-0.384778810903657
10,58,-0.323794158257416,-0.307510851735031
1,59,-0.206515502085643,-0.165596975250121
2,59,-0.235804556834805,-0.239972578435467
3,59,-0.203351978171033,-0.209912639829061
4,59,-0.183845003314411,-0.150611063949534
5,59,-0.20521493276676,-0.220921407010809
6,59,-0.223176861231443,-0.210171929163106
7,59,-0.200892214785196,-0.193088068343216
8,59,-0.21902287027642,-0.179221232487757
9,59,-0.215330830223125,-0.210859631793289
10,59,-0.224454639753951,-0.205145451304555
1,60,-0.147133822302241,-0.153059281702544
2,60,-0.161359060639837,-0.160400778415754
3,60,-0.148636921423116,-0.144496696814639
4,60,-0.175935718597023,-0.186339522179432
5,60,-0.13161778758495,-0.105887326152898
6,60,-0.156137130197092,-0.13534694839334
7,60,-0.175839356233245,-0.17854661998457
8,60,-0.148576411365232,-0.141955702010221
9,60,-0.141559754715446,-0.118378162461959
10,60,-0.174672309461133,-0.157475121670067
1,61,-0.0546167050891652,-0.03557871360342
2,61,-0.071477961398135,-0.0722041268702784
3,61,-0.0451071096901815,-0.0299428484572731
4,61,-0.0252836570863976,-0.0276655304760946
5,61,-0.0557648998654428,-0.0585013038911618
6,61,-0.0266285539037523,-0.0155330891678707
7,61,-0.0564651287286366,-0.055241828202478
8,61,-0.0250091017825031,-0.0236445814467493
9,61,-0.0401102564436741,-0.0488998684745502
10,61,-0.059602603725752,-0.0506811999037665
1,44,-0.0365136240393061,-0.0266227789067169
2,44,-0.0601661784255591,-0.0526410419895882
3,44,-0.0475207803279828,-0.0559215657108358
4,44,-0.0707289044036893,-0.0620081110293489
5,44,-0.00978841178186483,0.00158133790940005
6,44,-0.0604144681605843,-0.063955917271496
7,44,-0.0461615358350923,-0.0514555384013506
8,44,-0.0628336348099582,-0.0702055150258222
9,44,-0.0769170036952917,-0.0746014417581478
10,44,-0.0472045674184394,-0.0458630442746812
1,62,-0.115909070806777,-0.11396476143597
2,62,-0.103355311489751,-0.0845144696690489
3,62,-0.118092411275227,-0.0984039993280592
4,62,-0.120619752719886,-0.131469729835617
5,62,-0.0978721036354024,-0.105227330984355
6,62,-0.127895913413381,-0.133954055000786
7,62,-0.101074661019632,-0.12400918527603
8,62,-0.108845454996732,-0.0963900958278805
9,62,-0.126664291651106,-0.115900512093737
10,62,-0.100306023242672,-0.0787273415241866
1,45,0.276265325352354,0.270781985429751
2,45,0.264771931436425,0.24524256255983
3,45,0.272165948343,0.274074270310554
4,45,0.257515356877899,0.248447518316663
5,45,0.260683019925706,0.248004639015406
6,45,0.274398358865529,0.262842838233972
7,45,0.280575198238099,0.263847236600906
8,45,0.279045074771712,0.265333715172687
9,45,0.263116445366335,0.248616736381343
10,45,0.273276389166964,0.258046937416296
1,46,0.0958935664960527,0.0734979664296058
2,46,0.0802307873956039,0.0726087450724691
3,46,0.0964857748812937,0.0934423432956454
4,46,0.0759533044866701,0.0737078625655003
5,46,0.0952357638027779,0.08665455744463
6,46,0.0681868094650834,0.0889021371045662
7,46,0.081930108500144,0.0891088608651397
8,46,0.0869800164768999,0.0979700119347588
9,46,0.0899337176811222,0.0945569493675356
10,46,0.0985505354464,0.0959144726065615
1,47,0.241801020113267,0.227544727827699
2,47,0.240136513290212,0.234606962247616
3,47,0.247044857170045,0.253085708452422
4,47,0.241254995939452,0.251025365436151
5,47,0.243575610186516,0.227328875712056
6,47,0.243708571036783,0.21315977557932
7,47,0.243720530979546,0.241480112180495
8,47,0.257531036882457,0.243053398056897
9,47,0.262013540009518,0.272188749756247
10,47,0.234525316597073,0.23599915707434
1,48,0.226812994641033,0.223675821301333
2,48,0.216121835925756,0.212563566679835
3,48,0.231692157811974,0.222923628602336
4,48,0.231598853062339,0.243721485669485
5,48,0.226869451617648,0.202846331999451
6,48,0.226130377274478,0.219383488453956
7,48,0.216470192234414,0.19843513239195
8,48,0.230962455928588,0.213948839075826
9,48,0.199807078245667,0.205160799147082
10,48,0.224005641695951,0.207411972240515
1,49,0.2006666773235,0.215052506965395
2,49,0.19541076449655,0.190667006719848
3,49,0.196375096557188,0.183892185534635
4,49,0.216366241366344,0.189775705263359
5,49,0.198956801236122,0.207536746306433
6,49,0.190320332727789,0.188495087196287
7,49,0.168917247706501,0.148784065062176
8,49,0.191293193646662,0.174524718718434
9,49,0.175421025618823,0.168508290979728
10,49,0.188817018038215,0.17514569226125
1,50,0.0669425153907546,0.0499767514955748
2,50,0.0760630008421595,0.0465717549659255
3,50,0.0893419262769386,0.0381721351983696
4,50,0.0908067272646723,0.0907545687367034
5,50,0.0704205061958002,0.0546050148382773
6,50,0.0559842595401393,0.0569026101517078
7,50,0.0842379894063241,0.0728069008436118
8,50,0.0843287263037755,0.0650375579377031
9,50,0.0803675371602071,0.077356154896682
10,50,0.0927946920225288,0.0727903646065572
1,51,-0.0579537694987024,-0.0556285156286163
2,51,-0.0623975822502632,-0.0766423402416594
3,51,-0.0592102096281679,-0.0556168431048827
4,51,-0.0380521513247936,-0.0264825479272786
5,51,-0.0322891158560729,-0.0092621469800556
6,51,-0.0263069010481496,-0.0208144073117066
7,51,-0.0403205325963159,-0.0558080494251169
8,51,-0.026715351618708,-0.0161288094968036
9,51,-0.0536372672107425,-0.0560636637701596
10,51,-0.0387092232897466,-0.0199997889407276
