rep,id,eta_A1,eta_tau1
9,59,-0.215131032948582,-0.301979317007607
10,59,-0.210498251968206,-0.2943120502076
1,60,-0.175810188779849,-0.233336079724353
2,60,-0.16874158783867,-0.243739268762711
3,60,-0.166176301479291,-0.233445942861134
4,60,-0.162290640803699,-0.211447645074573
5,60,-0.153666463387014,-0.223569564002165
6,60,-0.165899420382951,-0.219403980837582
7,60,-0.169020234927721,-0.228258758219657
8,60,-0.161301759885323,-0.220703903188398
9,60,-0.135761675199316,-0.205378934126675
10,60,-0.133612132579844,-0.183173396540039
1,61,-0.0583895447938078,-0.0677738682808346
2,61,-0.051988639516312,-0.083313801308813
3,61,-0.0339576292870768,-0.0342775275960333
4,61,-0.0373581109508438,-0.0536001788435412
5,61,-0.042434921733199,-0.0562535286678051
6,61,-0.0589644904346243,-0.0986967638344096
7,61,-0.0407454857745413,-0.0689655488254272
8,61,-0.0556531314567015,-0.0895519886011193
9,61,-0.0317126458702161,-0.0613979016552639
10,61,-0.0476435504220479,-0.0512507587299814
1,44,-0.0805968749594786,-0.11408512162438
2,44,-0.0774443454580984,-0.0938706640731857
3,44,-0.0295407447724669,-0.0316788975013496
4,44,-0.0217822786608256,-0.02565040541533
5,44,-0.0524952654460796,-0.0687302936763282
6,44,-0.0324977559789768,-0.0463473199425407
7,44,-0.0437086220465167,-0.0412019763416217
8,44,-0.0180089836313366,-0.0080213069890715
9,44,-0.0482536917513485,-0.0575232672567891
10,44,-0.0278452981751401,-0.0344530392403968
1,62,-0.109675986576426,-0.124501914425162
2,62,-0.134494143738775,-0.196974834741224
3,62,-0.12608790288609,-0.187103930145707
4,62,-0.108608666581048,-0.163519696198344
5,62,-0.098120778480646,-0.118372635885391
6,62,-0.111502295471693,-0.169364206063956
7,62,-0.0983902367725678,-0.119216522021645
8,62,-0.118011998617711,-0.171415272752832
9,62,-0.108024863452786,-0.16676788545325
10,62,-0.136293469997256,-0.195433817405377
1,45,0.267423633027065,0.402084098351812
2,45,0.264624441875388,0.371954795572169
3,45,0.280756083573239,0.393216858552587
4,45,0.269627784220023,0.405332137526874
5,45,0.271442800416945,0.382377370800069
6,45,0.276447969409213,0.399218851585068
7,45,0.259148247756972,0.368654633383173
8,45,0.281822666491645,0.398699193976294
9,45,0.266591061153051,0.390666344057098
10,45,0.274223581169496,0.381075356558052
1,46,0.0762154580836688,0.112578466258901
2,46,0.0833713024003417,0.108944164009022
3,46,0.107838603806862,0.138356794426192
4,46,0.0730896296610501,0.105394828417395
5,46,0.0683848717713511,0.0990973303052168
6,46,0.0827549938537232,0.110580683944003
7,46,0.0948159447698282,0.111161294311358
8,46,0.0571491773774816,0.0928293423352697
9,46,0.0765112196792281,0.091536070465136
10,46,0.0903383803876478,0.126778149133259
1,47,0.238656256034899,0.327909771118197
2,47,0.242627273160387,0.32698681173919
3,47,0.245773914302655,0.340237490486022
4,47,0.253190905549866,0.34003658369834
5,47,0.256615791172018,0.370970279806759
6,47,0.248579025039351,0.337781181253596
7,47,0.237023882412816,0.360069419374931
8,47,0.261999498056858,0.379218817291669
9,47,0.248287056789808,0.337251798853568
10,47,0.233518732662656,0.32189084480775
1,48,0.238439452091667,0.331659880853475
2,48,0.233954552313282,0.325674824469887
3,48,0.210499273731648,0.292297787313504
4,48,0.222528825638222,0.324666503525566
5,48,0.22877450360345,0.332988857307104
6,48,0.205523032432104,0.288385373478775
7,48,0.230579078261699,0.325841167144766
8,48,0.224267250973534,0.302130098917991
9,48,0.208527942613302,0.292457692370018
10,48,0.196355781422769,0.268143810529687
1,49,0.200970457916532,0.290889348114993
2,49,0.182406711097007,0.233091299818168
3,49,0.19378548252008,0.285180087459443
4,49,0.193379884465085,0.271290822071529
5,49,0.191955769101153,0.238190171692323
6,49,0.181003173410443,0.25620356639543
7,49,0.20054375597467,0.282179098745759
8,49,0.188049313769417,0.264885914474136
9,49,0.196474180746389,0.278403439706117
10,49,0.191153387602262,0.261326229839145
1,50,0.062930611652232,0.0859115389159249
2,50,0.0635658387025731,0.0875695958161083
3,50,0.086900839533905,0.12642271105052
4,50,0.0650912066526985,0.088664646902293
5,50,0.067725352834696,0.071318165182526
6,50,0.0781429446031669,0.10811807164766
7,50,0.0706208932276396,0.0773671458860449
8,50,0.0790312433732914,0.0905807822308729
9,50,0.0799569670648259,0.11875701908784
10,50,0.0853286047750614,0.115680794958893
1,51,-0.0564772482480762,-0.0764910757086465
2,51,-0.0276872784537637,-0.0242884300097802
3,51,-0.0514216663650639,-0.103059346671635
4,51,-0.0472017162727304,-0.0613265825309736
5,51,-0.0424327416819965,-0.061130043970817
6,51,-0.0329788452049762,-0.0620734120881458
7,51,-0.0291310594484579,-0.0405447493704622
8,51,-0.0434156066046778,-0.078579045797202
9,51,-0.0804387732680143,-0.132766086617556
10,51,-0.0384723261691501,-0.0521699938986156
