rep,id,eta_A1,eta_tau1
1,43,0.155809349189946,0.220159123189748
2,43,0.176869043823704,0.2558785897882
3,43,0.190657723203984,0.25749630589354
4,43,0.184359014339542,0.272420179758123
5,43,0.162929123376284,0.243431733661839
6,43,0.175727023132416,0.238251293792978
7,43,0.172419782063465,0.218452065197819
8,43,0.173373068174585,0.234880711795689
9,43,0.163793326511482,0.259551386083465
10,43,0.173785590448987,0.259798411049807
1,52,0.0650164481185848,0.0805316886326995
2,52,0.0494426087766958,0.0806238248163664
3,52,0.0467554753975129,0.0526397417017199
4,52,0.0691348942278087,0.0955702959431952
5,52,0.0799282540736569,0.10800300535481
6,52,0.0515400786953435,0.0534365348190805
7,52,0.0697394378892267,0.0907579008939468
8,52,0.0564913858837543,0.0859196541131625
9,52,0.0489978437878249,0.0759361402892981
10,52,0.0545786340553951,0.0864842056478528
1,53,0.126388124490631,0.161194654320275
2,53,0.123172417853047,0.176863112769387
3,53,0.120675326474768,0.15913339432278
4,53,0.136415888832885,0.199425644729305
5,53,0.135811442255992,0.154971402145953
6,53,0.112425220577244,0.162509382238998
7,53,0.103707267164921,0.140948417528908
8,53,0.11051916666742,0.154488398119884
9,53,0.143638287055256,0.215649027538769
10,53,0.110565583139899,0.150171472407952
1,54,-0.0327310576439481,-0.0377349326002257
2,54,-0.0649347589779904,-0.0797001756321691
3,54,-0.0545424070200464,-0.0955621412338871
4,54,-0.0220100283851868,-0.0392800896132223
5,54,-0.0637269349087203,-0.0950171313802003
6,54,-0.0417499634349599,-0.0577939448106529
7,54,-0.0608827771318344,-0.0818292659133528
8,54,-0.0364350888534253,-0.0573150447325281
9,54,-0.0717864310120926,-0.119128466723273
10,54,-0.0426286462348613,-0.0721932993788485
1,55,-0.178468448156697,-0.261640757817433
2,55,-0.181029694006473,-0.241946190838292
3,55,-0.199108328834347,-0.256008870305572
4,55,-0.152011971016565,-0.218198985499762
5,55,-0.179013491993359,-0.245712800913696
6,55,-0.167244941176664,-0.228191471703418
7,55,-0.179504131731161,-0.254923150449663
8,55,-0.191477396412735,-0.282750030893225
9,55,-0.181666543886795,-0.274360504768593
10,55,-0.183547103327189,-0.248693782165088
1,56,-0.169970373269723,-0.24591265052112
2,56,-0.17439004631595,-0.2531768746338
3,56,-0.179215314147464,-0.241243331499037
4,56,-0.160766641378601,-0.234713720380853
5,56,-0.152551595830978,-0.227248658928701
6,56,-0.144593352201712,-0.197727373684175
7,56,-0.164584630378361,-0.239322753787065
8,56,-0.160590580517634,-0.226638783892829
9,56,-0.164334840713593,-0.244214187966501
10,56,-0.142058570849472,-0.198376988730116
1,57,-0.0832687712674866,-0.119564178961561
2,57,-0.102491592513836,-0.160488075441904
3,57,-0.107376431735211,-0.143492011699541
4,57,-0.0941145851409417,-0.123132691935141
5,57,-0.0856836965448893,-0.123989089872811
6,57,-0.104312984703305,-0.143522388825775
7,57,-0.0750017782295793,-0.113468509306684
8,57,-0.116470509887842,-0.149248460661606
9,57,-0.0960491594383579,-0.154282595409278
10,57,-0.081122423281234,-0.10017904374015
1,58,-0.379729804701765,-0.535693486296991
2,58,-0.35371413373743,-0.500949784519729
3,58,-0.409857527010641,-0.564133429492844
4,58,-0.370619966455229,-0.528813557785639
5,58,-0.33708308412187,-0.492817194654704
6,58,-0.370422392807366,-0.516516330561538
7,58,-0.362393113847844,-0.508034468286463
8,58,-0.382766146255278,-0.523021097430054
9,58,-0.324476462814795,-0.45168506529814
10,58,-0.3410750786097,-0.488344674704097
1,59,-0.232028638126883,-0.334769385632291
2,59,-0.198056271078832,-0.274440355764273
3,59,-0.210816632676282,-0.298815885912807
4,59,-0.227615562543959,-0.323289242417981
5,59,-0.209195871533476,-0.28960991451877
6,59,-0.180617217719821,-0.239445347766101
7,59,-0.230753297702344,-0.33584589678543
8,59,-0.193244971117953,-0.277932200807449
