rep,id,A1,tau1
1,43,0.603671828191821,4.74618477437663
2,43,0.602394739304428,4.70448890337274
3,43,0.605274376075678,4.73788778032108
4,43,0.599336215276709,4.75300489538627
5,43,0.602585627430088,4.72551578491084
6,43,0.600317962725915,4.75028434960523
7,43,0.608099922280244,4.77872033253666
8,43,0.600125386836921,4.74885218926793
9,43,0.599573752861054,4.7364810517668
10,43,0.602219281358311,4.78638208029684
1,52,0.53998673641979,4.09791120694699
2,52,0.548842068091871,4.29606356711255
3,52,0.555832076217387,4.2986346538254
4,52,0.53832641861587,4.14095025708729
5,52,0.544578961418378,4.16221588175547
6,52,0.539362546819374,4.10800641830708
7,52,0.540523550146368,4.17569048173015
8,52,0.535312753727234,4.1255877796585
9,52,0.544595049835581,4.0983745500399
10,52,0.55231460578607,4.21259624598224
1,53,0.567795447201006,4.41579850606345
2,53,0.583125130068705,4.49251805512073
3,53,0.564501970389653,4.38273853160573
4,53,0.571327797067521,4.50639805536489
5,53,0.582427653496027,4.54344074271677
6,53,0.57053104421562,4.51166236350805
7,53,0.573595973680332,4.47520045767482
8,53,0.577389026463183,4.52990676301158
9,53,0.556118845230554,4.25791091249341
10,53,0.566442417299596,4.37506589146108
1,54,0.476513019485201,3.52153856930125
2,54,0.496384350024523,3.83117485063128
3,54,0.484516685496069,3.57989072467042
4,54,0.492872429813413,3.74644756329353
5,54,0.478655260459916,3.59188252022973
6,54,0.485800176952791,3.65902722513052
7,54,0.477663647002497,3.63248394188794
8,54,0.492119422128492,3.71716126225694
9,54,0.484740457872841,3.63840900343349
10,54,0.490345696392179,3.71235197913509
1,55,0.411831206209694,2.9877940071788
2,55,0.421318714332812,3.07623593334172
3,55,0.417948864107185,3.02410702580782
4,55,0.414510772270004,3.00364306084902
5,55,0.42408993737233,3.11534053447905
6,55,0.419017049183116,2.98964955525817
7,55,0.427835873963476,3.09481540896858
8,55,0.42032380200918,3.07150659853569
9,55,0.412299466239481,3.00813235399536
10,55,0.409386022210956,2.97847056648137
1,56,0.422829677535298,3.05317020589916
2,56,0.436321044265131,3.26758805233097
3,56,0.425431715395692,3.15066784851296
4,56,0.431044046161432,3.1260280986798
5,56,0.432818353982979,3.15050090193826
6,56,0.417759779817894,3.02569508878589
7,56,0.437451502819045,3.18584026626675
8,56,0.433330079272518,3.23886518525413
9,56,0.440568188131671,3.2346983864477
10,56,0.43697738530764,3.20076679809344
1,57,0.461575791058141,3.42194660254158
2,57,0.461330418033462,3.39169753374858
3,57,0.449104420963593,3.29211509928975
4,57,0.457623674043932,3.37415777330387
5,57,0.461855668091939,3.37736203080626
6,57,0.471539091716322,3.43144381494248
7,57,0.460386681933482,3.43522014611219
8,57,0.451836377104938,3.33527890305611
9,57,0.462389926794755,3.40783726907345
10,57,0.460824580288076,3.42589200812247
1,58,0.345014105683024,2.41779223094667
2,58,0.342887058111716,2.4347285512059
3,58,0.342067617138935,2.42039133453506
4,58,0.347875896421098,2.42706642132376
5,58,0.348460829611916,2.44381425850693
6,58,0.337668490162421,2.36002364705135
7,58,0.341963722050876,2.3821325239851
8,58,0.34769096223806,2.43196766278042
9,58,0.360357590599068,2.52682474779596
10,58,0.34353029780407,2.39741766066214
1,59,0.40934186879963,2.91176396125255
2,59,0.414086353054351,2.97933987617862
3,59,0.415285535852458,2.99693041355127
4,59,0.413774988768413,2.9824875643681
5,59,0.414389969640507,2.97366673044945
6,59,0.416364637518755,2.9934373696622
7,59,0.412403503226611,2.9400009563568
8,59,0.40090328881325,2.90659639749251
9,59,0.415370982917775,2.9844768655752
10,59,0.419321382215189,3.0604431966623
1,60,0.424871759554429,3.10050571613093
2,60,0.438779911131494,3.16671465032744
3,60,0.435427637754648,3.17030471568304
4,60,0.425595844741608,3.12430758526403
5,60,0.422785606698529,3.11327574593221
6,60,0.432306507684283,3.23984528471865
7,60,0.421238378195368,3.07999204972777
8,60,0.442996121081106,3.2800003582703
9,60,0.438273368253983,3.25609108498948
10,60,0.434118631626765,3.23183808254874
1,61,0.482330814702197,3.67621131721322
2,61,0.495688923207161,3.71438294426324
3,61,0.499093119275389,3.79359846387168
4,61,0.492891198056557,3.73195222152469
5,61,0.486487099915618,3.68587359821299
6,61,0.484891361382505,3.60646019835398
7,61,0.479417257522255,3.59190342855594
8,61,0.483255340639331,3.63481654758428
9,61,0.490309192358147,3.63252624406588
10,61,0.496546443827454,3.69814549764658
1,44,0.480830452117186,3.6711279816623
2,44,0.485467115553093,3.6741173412787
3,44,0.478388514309708,3.60635564780404
4,44,0.490719423046651,3.6811969991337
5,44,0.476252729815346,3.53303533158502
6,44,0.497273486887043,3.80463245121786
7,44,0.480790397051769,3.62933656552831
8,44,0.49136561256247,3.67864050797577
9,44,0.479145914489421,3.6346343705806
10,44,0.481562952576436,3.63781599568656
1,62,0.453760737956183,3.31364881245593
2,62,0.458390238460715,3.35799642136942
3,62,0.454971333462362,3.36987404682333
4,62,0.455334798929766,3.36778983343805
5,62,0.451899975671248,3.3349522308223
6,62,0.448200834751847,3.33567170882181
7,62,0.459145336732891,3.32669516908803
8,62,0.473013019796326,3.52824035838375
9,62,0.46190701226358,3.4105478072811
10,62,0.452740313289153,3.36018652819652
1,45,0.663598226100854,5.29410409897703
2,45,0.663547268201195,5.33122369314709
3,45,0.658114703012504,5.28478511607333
4,45,0.677495159557047,5.52760331764758
5,45,0.66935837418488,5.33187348928849
6,45,0.667445180838296,5.39531460186969
7,45,0.654581832292319,5.19498847341315
8,45,0.665745104052777,5.45991017227553
9,45,0.669694227147625,5.28031866087582
10,45,0.671795407717541,5.44270869313165
1,46,0.552510722498823,4.27842250404486
2,46,0.553230722636283,4.275864133755
3,46,0.564982399813882,4.37370769437855
4,46,0.560171733156669,4.33901489319359
5,46,0.549141349997199,4.27724291320357
6,46,0.548867422153628,4.31263609031616
7,46,0.561370834710196,4.28785068342316
8,46,0.552501794995537,4.29223972116574
9,46,0.554511128669929,4.31816603913839
10,46,0.544791109136894,4.1523032481113
1,47,0.657637260888267,5.26589473076879
2,47,0.659205906137126,5.27394833943661
3,47,0.649332522379646,5.25976086402892
4,47,0.641264960748221,4.95612388093278
5,47,0.647669615158952,5.18240173874205
6,47,0.651441526767641,5.22862102124463
7,47,0.651165871891034,5.15414442923384
8,47,0.653888735577684,5.28445012330551
9,47,0.650564666834761,5.246339681133
10,47,0.653301837134848,5.21115092340674
1,48,0.634907192159439,5.06964517508828
2,48,0.626633837500751,4.92730043083467
3,48,0.635599971938504,5.12143988718997
4,48,0.634743605556035,5.06298021696127
5,48,0.63336556589527,5.09660920056617
6,48,0.623275408386385,4.95733630317827
7,48,0.626269862827407,4.88826130274368
8,48,0.630211489180685,5.05021362773951
9,48,0.631698439893758,4.99094192447983
10,48,0.631521048109828,5.0094181595814
1,49,0.615581543841421,4.88058081561125
2,49,0.612420580776197,4.74314046725886
3,49,0.625754705852191,5.01212494767936
4,49,0.623641690622912,4.90870431057019
5,49,0.616893290960965,4.87805854140494
6,49,0.625318857222964,4.97381869773096
7,49,0.628754714951712,5.00062088883692
8,49,0.61269830685508,4.74882093348865
9,49,0.61761739909819,4.89871725584945
10,49,0.611618295794333,4.87749630152089
1,50,0.557867521280788,4.31763406096616
2,50,0.542733277103212,4.16935837137871
3,50,0.556225535999984,4.32131650205508
4,50,0.535852193718936,4.09031247509248
5,50,0.530956647736518,4.05379254573998
6,50,0.543582844621704,4.15647526453271
7,50,0.555608253107507,4.20046154783672
8,50,0.550702242953797,4.21879728302739
9,50,0.550452386470225,4.26023252825269
10,50,0.534236956732662,4.01796566106981
1,51,0.4860172593008,3.6378255842733
2,51,0.48428598241994,3.56985073961061
3,51,0.4887757910104,3.67886422700464
4,51,0.486106902536437,3.6531819047143
5,51,0.480385276816443,3.56713869729916
6,51,0.478383777683836,3.54243491148693
7,51,0.485930378890985,3.59713428270557
8,51,0.490052064643298,3.69295916683707
9,51,0.491049414806099,3.74521681675579
10,51,0.491988971481558,3.69974588105207
