parameter,value,se_sa,rse_sa
A1_pop,0.15323786440853,0.017718949679451,11.5630361646208
tau1_pop,3.93253181589642,0.960552130394944,24.4257942558053
I0_pop,0.500557471086941,0.0201100624714939,4.01753317712463
omega_A1,0.183891492079858,0.107516878490577,58.4675654509809
omega_tau1,0.470676943408834,0.220409378681081,46.8281656383648
omega_I0,0.104146692527771,0.020509254712601,19.6926606259072
corr_tau1_A1,-0.715173351525059,0.431949817764082,-60.397918468715
a,0.0631645753412819,0.00106189566521073,1.68115697679157
