rep,id,eta_A1,eta_tau1
1,21,0.133579032059452,-0.479122362326622
2,21,0.139290005234767,-0.518823890828474
3,21,0.131914080662699,-0.476097493359608
4,21,0.140833272091116,-0.468648867650708
5,21,0.159088465726966,-0.505015255049005
6,21,0.107101974072072,-0.361686816155949
7,21,0.161097825319148,-0.530114899201991
8,21,0.107700693455474,-0.332625359830547
9,21,0.112972935117813,-0.373644856774863
10,21,0.148388840359901,-0.566614071628348
1,22,0.0571420166399568,-0.245956748869473
2,22,0.112726600039539,-0.385833840457861
3,22,0.0410095079296642,-0.135098793100385
4,22,0.0855587841589873,-0.319726593622424
5,22,0.0758467338374771,-0.285636845783483
6,22,0.0881294693294324,-0.239510767823367
7,22,0.0754517272600877,-0.242242724024637
8,22,0.0717125096689725,-0.217818771866308
9,22,0.0761477482307344,-0.27018850012657
10,22,0.0932189810608568,-0.323549905000442
1,23,-0.407189071377256,1.43119283426
2,23,-0.438419505990823,1.54561634280922
3,23,-0.443057937090757,1.50097115601132
4,23,-0.411389350045253,1.46230937616137
5,23,-0.422210503044999,1.42650349977646
6,23,-0.442458846098048,1.55273443068851
7,23,-0.453326886739627,1.55472777992178
8,23,-0.404786499523168,1.41017443607929
9,23,-0.448150470716322,1.56684699896981
10,23,-0.43608418755694,1.54246565654283
1,24,-0.0121233607506834,0.016459458104498
2,24,0.017060143392763,-0.0788519339731427
3,24,-0.0342499315371484,0.149030065245976
4,24,-0.0108046843610681,0.0566094906474235
5,24,-0.0193854111169467,0.0665972347271488
6,24,-0.00627363857352219,-0.00548522635939538
7,24,-0.00583239604966137,-0.000296927459238566
8,24,-0.010603534459684,-0.00967623235097015
9,24,0.0252499594896406,-0.114536937231488
10,24,0.0569994350482972,-0.185072477952507
1,25,0.0764124275014359,-0.323984626315677
2,25,0.134013837439722,-0.454626972406177
3,25,0.132274805939796,-0.417779008131477
4,25,0.0966559640300858,-0.329395483240681
5,25,0.0961015397998269,-0.340590651377164
6,25,0.0904193376431697,-0.339817924466274
7,25,0.117138585214204,-0.353856914298662
8,25,0.0869960611395808,-0.303662720677051
9,25,0.0830067554612554,-0.302958687259931
10,25,0.0983948205116802,-0.322763196047696
1,26,-0.190359958701816,0.654606916807584
2,26,-0.150317721465289,0.579758969418211
3,26,-0.235685427058734,0.79641333207113
4,26,-0.196169315381532,0.710128871044695
5,26,-0.228215319841571,0.74207425273053
6,26,-0.229257222380435,0.812915538252181
7,26,-0.180924683900611,0.64111202584823
8,26,-0.222330348531686,0.759383333696488
9,26,-0.223700703239111,0.790963700314735
10,26,-0.214496889810996,0.715556318832524
1,27,0.129423380250878,-0.440042892196047
2,27,0.104476968730396,-0.311153007771824
3,27,0.113896363721629,-0.41509311473977
4,27,0.117664025410312,-0.3926272566474
5,27,0.0918721146590855,-0.324379481727059
6,27,0.114229999182927,-0.384334429591541
7,27,0.107839173811483,-0.388222854503459
8,27,0.0942380325697226,-0.321355726425803
9,27,0.123469077097694,-0.432397573991736
10,27,0.0725491961606392,-0.263590945475924
1,28,0.012844144655186,-0.0568934530302665
2,28,0.0211152629931121,-0.0791144250269603
3,28,0.0327511247901802,-0.098979751425349
4,28,0.0558469146020228,-0.221773996680288
5,28,0.0393253824720949,-0.169415906945155
6,28,0.0540067068222548,-0.197307944181599
7,28,0.0405977732265719,-0.149163902714358
8,28,0.0476027472138039,-0.141432993602217
9,28,0.0171298790772993,-0.0915275886434791
10,28,0.0289844010178578,-0.0850321155941494
1,29,0.226012102184346,-0.811962359203264
2,29,0.224949118710674,-0.801934762052802
3,29,0.216529184631563,-0.809484734105581
4,29,0.211974541234139,-0.7936298982639
5,29,0.234313274433084,-0.777687187580655
6,29,0.204033352460256,-0.731023956788386
7,29,0.229335794167041,-0.781152585528328
8,29,0.234828639380064,-0.833576357766112
9,29,0.221036484905235,-0.75768766521219
10,29,0.232234463792108,-0.812656293512366
1,30,0.0338872234631849,-0.0534881786620481
2,30,-0.0143703610839437,0.0475033306718169
3,30,0.014442686033459,-0.0525383593474032
4,30,0.0118377286607197,-0.0206858880395891
5,30,0.00489871366568748,-0.0177194431743189
6,30,0.00440267063132672,-0.0125625293987109
7,30,-0.000446502117774607,0.0333340543209024
8,30,0.0510266508654226,-0.188746189758477
9,30,0.00773243589349925,-0.00338193803790505
10,30,0.0549340382951487,-0.200354809528568
1,31,-0.122758775398675,0.419135486201262
2,31,-0.114028788837573,0.362924444738956
3,31,-0.101496260814736,0.344951762872405
4,31,-0.104588215496211,0.321410342721014
5,31,-0.0743451928272074,0.268032886267167
6,31,-0.0705769903130833,0.229841440461587
7,31,-0.104327784193917,0.386465270968756
8,31,-0.0715827479377595,0.273974513450362
9,31,-0.0867937153099177,0.305660463683371
10,31,-0.0894266481835419,0.317342320662254
1,32,0.246639579336532,-0.821214918699141
2,32,0.226541380119939,-0.76076866696962
3,32,0.191689380560224,-0.705801970335846
4,32,0.228420559274095,-0.787833769358148
5,32,0.222820270965752,-0.778994461633509
6,32,0.201928044753426,-0.740529686688633
7,32,0.232971893837591,-0.838497277602598
8,32,0.243769077002249,-0.884317467999791
9,32,0.206165873081022,-0.726614706588087
10,32,0.225464762760148,-0.785297018118318
1,33,0.0759596366417826,-0.262938740178432
2,33,0.116530470153213,-0.389879935417948
3,33,0.104217444124055,-0.353681059148025
4,33,0.136950655348112,-0.473405902797805
5,33,0.115212102570337,-0.390155075727904
6,33,0.129461047719113,-0.409370059342384
7,33,0.123476188048253,-0.406525609012012
8,33,0.136484158371654,-0.443452890371199
9,33,0.102140478733239,-0.363248001831093
10,33,0.10663385295109,-0.385751577735754
1,34,0.0522450538684081,-0.160543760939118
2,34,0.0586200318682156,-0.215268799373451
3,34,0.0536114151398704,-0.176433275928697
4,34,0.0480599330641725,-0.185540526733284
5,34,0.05973900849729,-0.254417671313003
6,34,0.0710853609623159,-0.208230043584386
7,34,0.0787541230525021,-0.27833160878218
8,34,0.0472360924950587,-0.171091714020199
9,34,0.0590952491115612,-0.219618406021228
10,34,0.054822525597578,-0.170484714600159
1,35,-0.0303283739696836,0.14353180844995
2,35,-0.0823389445003097,0.300318751826001
