rep,ID,time,observation,indivPredSimulated,censored,split,color,filter
4,4,15.9253,0.627504,0.600275,0,All,#4682B4,0
5,4,15.9253,0.627504,0.60207,0,All,#4682B4,0
6,4,15.9253,0.627504,0.596396,0,All,#4682B4,0
7,4,15.9253,0.627504,0.595074,0,All,#4682B4,0
8,4,15.9253,0.627504,0.589681,0,All,#4682B4,0
9,4,15.9253,0.627504,0.590573,0,All,#4682B4,0
10,4,15.9253,0.627504,0.596627,0,All,#4682B4,0
1,4,16.2792,0.56101,0.596574,0,All,#4682B4,0
2,4,16.2792,0.56101,0.600466,0,All,#4682B4,0
3,4,16.2792,0.56101,0.595929,0,All,#4682B4,0
4,4,16.2792,0.56101,0.600275,0,All,#4682B4,0
5,4,16.2792,0.56101,0.60207,0,All,#4682B4,0
6,4,16.2792,0.56101,0.596396,0,All,#4682B4,0
7,4,16.2792,0.56101,0.595074,0,All,#4682B4,0
8,4,16.2792,0.56101,0.589681,0,All,#4682B4,0
9,4,16.2792,0.56101,0.590573,0,All,#4682B4,0
10,4,16.2792,0.56101,0.596627,0,All,#4682B4,0
1,4,16.6331,0.588156,0.596574,0,All,#4682B4,0
2,4,16.6331,0.588156,0.600466,0,All,#4682B4,0
3,4,16.6331,0.588156,0.595929,0,All,#4682B4,0
4,4,16.6331,0.588156,0.600275,0,All,#4682B4,0
5,4,16.6331,0.588156,0.60207,0,All,#4682B4,0
6,4,16.6331,0.588156,0.596396,0,All,#4682B4,0
7,4,16.6331,0.588156,0.595074,0,All,#4682B4,0
8,4,16.6331,0.588156,0.589681,0,All,#4682B4,0
9,4,16.6331,0.588156,0.590573,0,All,#4682B4,0
10,4,16.6331,0.588156,0.596627,0,All,#4682B4,0
1,4,16.987,0.614197,0.596574,0,All,#4682B4,0
2,4,16.987,0.614197,0.600466,0,All,#4682B4,0
3,4,16.987,0.614197,0.595929,0,All,#4682B4,0
4,4,16.987,0.614197,0.600275,0,All,#4682B4,0
5,4,16.987,0.614197,0.60207,0,All,#4682B4,0
6,4,16.987,0.614197,0.596396,0,All,#4682B4,0
7,4,16.987,0.614197,0.595074,0,All,#4682B4,0
8,4,16.987,0.614197,0.589681,0,All,#4682B4,0
9,4,16.987,0.614197,0.590573,0,All,#4682B4,0
10,4,16.987,0.614197,0.596627,0,All,#4682B4,0
1,4,17.3409,0.591472,0.596574,0,All,#4682B4,0
2,4,17.3409,0.591472,0.600466,0,All,#4682B4,0
3,4,17.3409,0.591472,0.595929,0,All,#4682B4,0
4,4,17.3409,0.591472,0.600275,0,All,#4682B4,0
5,4,17.3409,0.591472,0.60207,0,All,#4682B4,0
6,4,17.3409,0.591472,0.596396,0,All,#4682B4,0
7,4,17.3409,0.591472,0.595074,0,All,#4682B4,0
8,4,17.3409,0.591472,0.589681,0,All,#4682B4,0
9,4,17.3409,0.591472,0.590573,0,All,#4682B4,0
10,4,17.3409,0.591472,0.596627,0,All,#4682B4,0
1,4,17.6948,0.578391,0.596574,0,All,#4682B4,0
2,4,17.6948,0.578391,0.600466,0,All,#4682B4,0
3,4,17.6948,0.578391,0.595929,0,All,#4682B4,0
4,4,17.6948,0.578391,0.600275,0,All,#4682B4,0
5,4,17.6948,0.578391,0.60207,0,All,#4682B4,0
6,4,17.6948,0.578391,0.596396,0,All,#4682B4,0
7,4,17.6948,0.578391,0.595074,0,All,#4682B4,0
8,4,17.6948,0.578391,0.589681,0,All,#4682B4,0
9,4,17.6948,0.578391,0.590573,0,All,#4682B4,0
10,4,17.6948,0.578391,0.596627,0,All,#4682B4,0
1,4,18.0487,0.576177,0.596574,0,All,#4682B4,0
2,4,18.0487,0.576177,0.600466,0,All,#4682B4,0
3,4,18.0487,0.576177,0.595929,0,All,#4682B4,0
4,4,18.0487,0.576177,0.600275,0,All,#4682B4,0
5,4,18.0487,0.576177,0.60207,0,All,#4682B4,0
6,4,18.0487,0.576177,0.596396,0,All,#4682B4,0
7,4,18.0487,0.576177,0.595074,0,All,#4682B4,0
8,4,18.0487,0.576177,0.589681,0,All,#4682B4,0
9,4,18.0487,0.576177,0.590573,0,All,#4682B4,0
10,4,18.0487,0.576177,0.596627,0,All,#4682B4,0
1,4,18.4026,0.602534,0.596574,0,All,#4682B4,0
2,4,18.4026,0.602534,0.600466,0,All,#4682B4,0
3,4,18.4026,0.602534,0.595929,0,All,#4682B4,0
4,4,18.4026,0.602534,0.600275,0,All,#4682B4,0
5,4,18.4026,0.602534,0.60207,0,All,#4682B4,0
6,4,18.4026,0.602534,0.596396,0,All,#4682B4,0
7,4,18.4026,0.602534,0.595074,0,All,#4682B4,0
8,4,18.4026,0.602534,0.589681,0,All,#4682B4,0
9,4,18.4026,0.602534,0.590573,0,All,#4682B4,0
10,4,18.4026,0.602534,0.596627,0,All,#4682B4,0
1,4,18.7564,0.687773,0.596574,0,All,#4682B4,0
2,4,18.7564,0.687773,0.600466,0,All,#4682B4,0
3,4,18.7564,0.687773,0.595929,0,All,#4682B4,0
4,4,18.7564,0.687773,0.600275,0,All,#4682B4,0
5,4,18.7564,0.687773,0.60207,0,All,#4682B4,0
6,4,18.7564,0.687773,0.596396,0,All,#4682B4,0
7,4,18.7564,0.687773,0.595074,0,All,#4682B4,0
8,4,18.7564,0.687773,0.589681,0,All,#4682B4,0
9,4,18.7564,0.687773,0.590573,0,All,#4682B4,0
10,4,18.7564,0.687773,0.596627,0,All,#4682B4,0
1,4,19.1103,0.673077,0.596574,0,All,#4682B4,0
2,4,19.1103,0.673077,0.600466,0,All,#4682B4,0
3,4,19.1103,0.673077,0.595929,0,All,#4682B4,0
4,4,19.1103,0.673077,0.600275,0,All,#4682B4,0
5,4,19.1103,0.673077,0.60207,0,All,#4682B4,0
6,4,19.1103,0.673077,0.596396,0,All,#4682B4,0
7,4,19.1103,0.673077,0.595074,0,All,#4682B4,0
8,4,19.1103,0.673077,0.589681,0,All,#4682B4,0
9,4,19.1103,0.673077,0.590573,0,All,#4682B4,0
10,4,19.1103,0.673077,0.596627,0,All,#4682B4,0
1,4,19.4642,0.622268,0.596574,0,All,#4682B4,0
2,4,19.4642,0.622268,0.600466,0,All,#4682B4,0
3,4,19.4642,0.622268,0.595929,0,All,#4682B4,0
4,4,19.4642,0.622268,0.600275,0,All,#4682B4,0
5,4,19.4642,0.622268,0.60207,0,All,#4682B4,0
6,4,19.4642,0.622268,0.596396,0,All,#4682B4,0
7,4,19.4642,0.622268,0.595074,0,All,#4682B4,0
8,4,19.4642,0.622268,0.589681,0,All,#4682B4,0
9,4,19.4642,0.622268,0.590573,0,All,#4682B4,0
10,4,19.4642,0.622268,0.596627,0,All,#4682B4,0
1,4,19.8181,0.650617,0.596574,0,All,#4682B4,0
2,4,19.8181,0.650617,0.600466,0,All,#4682B4,0
3,4,19.8181,0.650617,0.595929,0,All,#4682B4,0
4,4,19.8181,0.650617,0.600275,0,All,#4682B4,0
5,4,19.8181,0.650617,0.60207,0,All,#4682B4,0
6,4,19.8181,0.650617,0.596396,0,All,#4682B4,0
7,4,19.8181,0.650617,0.595074,0,All,#4682B4,0
8,4,19.8181,0.650617,0.589681,0,All,#4682B4,0
9,4,19.8181,0.650617,0.590573,0,All,#4682B4,0
10,4,19.8181,0.650617,0.596627,0,All,#4682B4,0
1,4,20.172,0.478583,0.596574,0,All,#4682B4,0
2,4,20.172,0.478583,0.600466,0,All,#4682B4,0
3,4,20.172,0.478583,0.595929,0,All,#4682B4,0
4,4,20.172,0.478583,0.600275,0,All,#4682B4,0
5,4,20.172,0.478583,0.60207,0,All,#4682B4,0
6,4,20.172,0.478583,0.596396,0,All,#4682B4,0
7,4,20.172,0.478583,0.595074,0,All,#4682B4,0
8,4,20.172,0.478583,0.589681,0,All,#4682B4,0
9,4,20.172,0.478583,0.590573,0,All,#4682B4,0
10,4,20.172,0.478583,0.596627,0,All,#4682B4,0
1,4,20.5259,0.623673,0.596574,0,All,#4682B4,0
2,4,20.5259,0.623673,0.600466,0,All,#4682B4,0
3,4,20.5259,0.623673,0.595929,0,All,#4682B4,0
4,4,20.5259,0.623673,0.600275,0,All,#4682B4,0
5,4,20.5259,0.623673,0.60207,0,All,#4682B4,0
6,4,20.5259,0.623673,0.596396,0,All,#4682B4,0
7,4,20.5259,0.623673,0.595074,0,All,#4682B4,0
8,4,20.5259,0.623673,0.589681,0,All,#4682B4,0
9,4,20.5259,0.623673,0.590573,0,All,#4682B4,0
10,4,20.5259,0.623673,0.596627,0,All,#4682B4,0
1,4,20.8798,0.528636,0.596574,0,All,#4682B4,0
2,4,20.8798,0.528636,0.600466,0,All,#4682B4,0
3,4,20.8798,0.528636,0.595929,0,All,#4682B4,0
4,4,20.8798,0.528636,0.600275,0,All,#4682B4,0
5,4,20.8798,0.528636,0.60207,0,All,#4682B4,0
6,4,20.8798,0.528636,0.596396,0,All,#4682B4,0
7,4,20.8798,0.528636,0.595074,0,All,#4682B4,0
8,4,20.8798,0.528636,0.589681,0,All,#4682B4,0
9,4,20.8798,0.528636,0.590573,0,All,#4682B4,0
10,4,20.8798,0.528636,0.596627,0,All,#4682B4,0
1,4,21.2337,0.566636,0.596574,0,All,#4682B4,0
2,4,21.2337,0.566636,0.600466,0,All,#4682B4,0
3,4,21.2337,0.566636,0.595929,0,All,#4682B4,0
4,4,21.2337,0.566636,0.600275,0,All,#4682B4,0
5,4,21.2337,0.566636,0.60207,0,All,#4682B4,0
6,4,21.2337,0.566636,0.596396,0,All,#4682B4,0
7,4,21.2337,0.566636,0.595074,0,All,#4682B4,0
8,4,21.2337,0.566636,0.589681,0,All,#4682B4,0
9,4,21.2337,0.566636,0.590573,0,All,#4682B4,0
10,4,21.2337,0.566636,0.596627,0,All,#4682B4,0
1,4,21.5876,0.414007,0.596574,0,All,#4682B4,0
2,4,21.5876,0.414007,0.600466,0,All,#4682B4,0
3,4,21.5876,0.414007,0.595929,0,All,#4682B4,0
4,4,21.5876,0.414007,0.600275,0,All,#4682B4,0
5,4,21.5876,0.414007,0.60207,0,All,#4682B4,0
6,4,21.5876,0.414007,0.596396,0,All,#4682B4,0
7,4,21.5876,0.414007,0.595074,0,All,#4682B4,0
8,4,21.5876,0.414007,0.589681,0,All,#4682B4,0
9,4,21.5876,0.414007,0.590573,0,All,#4682B4,0
10,4,21.5876,0.414007,0.596627,0,All,#4682B4,0
1,4,21.9415,0.537937,0.596574,0,All,#4682B4,0
2,4,21.9415,0.537937,0.600466,0,All,#4682B4,0
3,4,21.9415,0.537937,0.595929,0,All,#4682B4,0
4,4,21.9415,0.537937,0.600275,0,All,#4682B4,0
5,4,21.9415,0.537937,0.60207,0,All,#4682B4,0
6,4,21.9415,0.537937,0.596396,0,All,#4682B4,0
7,4,21.9415,0.537937,0.595074,0,All,#4682B4,0
8,4,21.9415,0.537937,0.589681,0,All,#4682B4,0
9,4,21.9415,0.537937,0.590573,0,All,#4682B4,0
10,4,21.9415,0.537937,0.596627,0,All,#4682B4,0
1,4,22.2954,0.609018,0.596574,0,All,#4682B4,0
2,4,22.2954,0.609018,0.600466,0,All,#4682B4,0
3,4,22.2954,0.609018,0.595929,0,All,#4682B4,0
4,4,22.2954,0.609018,0.600275,0,All,#4682B4,0
5,4,22.2954,0.609018,0.60207,0,All,#4682B4,0
6,4,22.2954,0.609018,0.596396,0,All,#4682B4,0
7,4,22.2954,0.609018,0.595074,0,All,#4682B4,0
8,4,22.2954,0.609018,0.589681,0,All,#4682B4,0
9,4,22.2954,0.609018,0.590573,0,All,#4682B4,0
10,4,22.2954,0.609018,0.596627,0,All,#4682B4,0
1,4,22.6493,0.523115,0.596574,0,All,#4682B4,0
2,4,22.6493,0.523115,0.600466,0,All,#4682B4,0
3,4,22.6493,0.523115,0.595929,0,All,#4682B4,0
4,4,22.6493,0.523115,0.600275,0,All,#4682B4,0
5,4,22.6493,0.523115,0.60207,0,All,#4682B4,0
6,4,22.6493,0.523115,0.596396,0,All,#4682B4,0
7,4,22.6493,0.523115,0.595074,0,All,#4682B4,0
8,4,22.6493,0.523115,0.589681,0,All,#4682B4,0
9,4,22.6493,0.523115,0.590573,0,All,#4682B4,0
10,4,22.6493,0.523115,0.596627,0,All,#4682B4,0
1,4,23.0032,0.550982,0.596574,0,All,#4682B4,0
2,4,23.0032,0.550982,0.600466,0,All,#4682B4,0
3,4,23.0032,0.550982,0.595929,0,All,#4682B4,0
4,4,23.0032,0.550982,0.600275,0,All,#4682B4,0
5,4,23.0032,0.550982,0.60207,0,All,#4682B4,0
6,4,23.0032,0.550982,0.596396,0,All,#4682B4,0
7,4,23.0032,0.550982,0.595074,0,All,#4682B4,0
8,4,23.0032,0.550982,0.589681,0,All,#4682B4,0
9,4,23.0032,0.550982,0.590573,0,All,#4682B4,0
10,4,23.0032,0.550982,0.596627,0,All,#4682B4,0
1,4,23.3571,0.456194,0.596574,0,All,#4682B4,0
2,4,23.3571,0.456194,0.600466,0,All,#4682B4,0
3,4,23.3571,0.456194,0.595929,0,All,#4682B4,0
4,4,23.3571,0.456194,0.600275,0,All,#4682B4,0
5,4,23.3571,0.456194,0.60207,0,All,#4682B4,0
6,4,23.3571,0.456194,0.596396,0,All,#4682B4,0
7,4,23.3571,0.456194,0.595074,0,All,#4682B4,0
8,4,23.3571,0.456194,0.589681,0,All,#4682B4,0
9,4,23.3571,0.456194,0.590573,0,All,#4682B4,0
10,4,23.3571,0.456194,0.596627,0,All,#4682B4,0
1,4,23.711,0.565221,0.596574,0,All,#4682B4,0
2,4,23.711,0.565221,0.600466,0,All,#4682B4,0
3,4,23.711,0.565221,0.595929,0,All,#4682B4,0
4,4,23.711,0.565221,0.600275,0,All,#4682B4,0
5,4,23.711,0.565221,0.60207,0,All,#4682B4,0
6,4,23.711,0.565221,0.596396,0,All,#4682B4,0
7,4,23.711,0.565221,0.595074,0,All,#4682B4,0
8,4,23.711,0.565221,0.589681,0,All,#4682B4,0
9,4,23.711,0.565221,0.590573,0,All,#4682B4,0
10,4,23.711,0.565221,0.596627,0,All,#4682B4,0
1,4,24.0649,0.575188,0.596574,0,All,#4682B4,0
2,4,24.0649,0.575188,0.600466,0,All,#4682B4,0
3,4,24.0649,0.575188,0.595929,0,All,#4682B4,0
4,4,24.0649,0.575188,0.600275,0,All,#4682B4,0
5,4,24.0649,0.575188,0.60207,0,All,#4682B4,0
6,4,24.0649,0.575188,0.596396,0,All,#4682B4,0
7,4,24.0649,0.575188,0.595074,0,All,#4682B4,0
8,4,24.0649,0.575188,0.589681,0,All,#4682B4,0
9,4,24.0649,0.575188,0.590573,0,All,#4682B4,0
10,4,24.0649,0.575188,0.596627,0,All,#4682B4,0
1,4,24.4188,0.605581,0.596574,0,All,#4682B4,0
2,4,24.4188,0.605581,0.600466,0,All,#4682B4,0
3,4,24.4188,0.605581,0.595929,0,All,#4682B4,0
4,4,24.4188,0.605581,0.600275,0,All,#4682B4,0
5,4,24.4188,0.605581,0.60207,0,All,#4682B4,0
6,4,24.4188,0.605581,0.596396,0,All,#4682B4,0
7,4,24.4188,0.605581,0.595074,0,All,#4682B4,0
8,4,24.4188,0.605581,0.589681,0,All,#4682B4,0
9,4,24.4188,0.605581,0.590573,0,All,#4682B4,0
10,4,24.4188,0.605581,0.596627,0,All,#4682B4,0
1,4,24.7727,0.579915,0.596574,0,All,#4682B4,0
2,4,24.7727,0.579915,0.600466,0,All,#4682B4,0
3,4,24.7727,0.579915,0.595929,0,All,#4682B4,0
4,4,24.7727,0.579915,0.600275,0,All,#4682B4,0
5,4,24.7727,0.579915,0.60207,0,All,#4682B4,0
6,4,24.7727,0.579915,0.596396,0,All,#4682B4,0
7,4,24.7727,0.579915,0.595074,0,All,#4682B4,0
8,4,24.7727,0.579915,0.589681,0,All,#4682B4,0
9,4,24.7727,0.579915,0.590573,0,All,#4682B4,0
10,4,24.7727,0.579915,0.596627,0,All,#4682B4,0
1,4,25.1265,0.499279,0.596574,0,All,#4682B4,0
2,4,25.1265,0.499279,0.600466,0,All,#4682B4,0
3,4,25.1265,0.499279,0.595929,0,All,#4682B4,0
4,4,25.1265,0.499279,0.600275,0,All,#4682B4,0
5,4,25.1265,0.499279,0.60207,0,All,#4682B4,0
6,4,25.1265,0.499279,0.596396,0,All,#4682B4,0
7,4,25.1265,0.499279,0.595074,0,All,#4682B4,0
8,4,25.1265,0.499279,0.589681,0,All,#4682B4,0
9,4,25.1265,0.499279,0.590573,0,All,#4682B4,0
10,4,25.1265,0.499279,0.596627,0,All,#4682B4,0
1,4,25.4804,0.58631,0.596574,0,All,#4682B4,0
2,4,25.4804,0.58631,0.600466,0,All,#4682B4,0
3,4,25.4804,0.58631,0.595929,0,All,#4682B4,0
4,4,25.4804,0.58631,0.600275,0,All,#4682B4,0
5,4,25.4804,0.58631,0.60207,0,All,#4682B4,0
6,4,25.4804,0.58631,0.596396,0,All,#4682B4,0
7,4,25.4804,0.58631,0.595074,0,All,#4682B4,0
8,4,25.4804,0.58631,0.589681,0,All,#4682B4,0
9,4,25.4804,0.58631,0.590573,0,All,#4682B4,0
10,4,25.4804,0.58631,0.596627,0,All,#4682B4,0
1,4,25.8343,0.561074,0.596574,0,All,#4682B4,0
2,4,25.8343,0.561074,0.600466,0,All,#4682B4,0
3,4,25.8343,0.561074,0.595929,0,All,#4682B4,0
4,4,25.8343,0.561074,0.600275,0,All,#4682B4,0
5,4,25.8343,0.561074,0.60207,0,All,#4682B4,0
6,4,25.8343,0.561074,0.596396,0,All,#4682B4,0
7,4,25.8343,0.561074,0.595074,0,All,#4682B4,0
8,4,25.8343,0.561074,0.589681,0,All,#4682B4,0
9,4,25.8343,0.561074,0.590573,0,All,#4682B4,0
10,4,25.8343,0.561074,0.596627,0,All,#4682B4,0
1,4,26.1882,0.518072,0.596574,0,All,#4682B4,0
2,4,26.1882,0.518072,0.600466,0,All,#4682B4,0
3,4,26.1882,0.518072,0.595929,0,All,#4682B4,0
4,4,26.1882,0.518072,0.600275,0,All,#4682B4,0
5,4,26.1882,0.518072,0.60207,0,All,#4682B4,0
6,4,26.1882,0.518072,0.596396,0,All,#4682B4,0
7,4,26.1882,0.518072,0.595074,0,All,#4682B4,0
8,4,26.1882,0.518072,0.589681,0,All,#4682B4,0
9,4,26.1882,0.518072,0.590573,0,All,#4682B4,0
10,4,26.1882,0.518072,0.596627,0,All,#4682B4,0
1,4,26.5421,0.475792,0.596574,0,All,#4682B4,0
2,4,26.5421,0.475792,0.600466,0,All,#4682B4,0
3,4,26.5421,0.475792,0.595929,0,All,#4682B4,0
4,4,26.5421,0.475792,0.600275,0,All,#4682B4,0
5,4,26.5421,0.475792,0.60207,0,All,#4682B4,0
6,4,26.5421,0.475792,0.596396,0,All,#4682B4,0
7,4,26.5421,0.475792,0.595074,0,All,#4682B4,0
8,4,26.5421,0.475792,0.589681,0,All,#4682B4,0
9,4,26.5421,0.475792,0.590573,0,All,#4682B4,0
10,4,26.5421,0.475792,0.596627,0,All,#4682B4,0
1,4,26.896,0.562958,0.596574,0,All,#4682B4,0
2,4,26.896,0.562958,0.600466,0,All,#4682B4,0
3,4,26.896,0.562958,0.595929,0,All,#4682B4,0
4,4,26.896,0.562958,0.600275,0,All,#4682B4,0
5,4,26.896,0.562958,0.60207,0,All,#4682B4,0
6,4,26.896,0.562958,0.596396,0,All,#4682B4,0
7,4,26.896,0.562958,0.595074,0,All,#4682B4,0
8,4,26.896,0.562958,0.589681,0,All,#4682B4,0
9,4,26.896,0.562958,0.590573,0,All,#4682B4,0
10,4,26.896,0.562958,0.596627,0,All,#4682B4,0
1,4,27.2499,0.552074,0.596574,0,All,#4682B4,0
2,4,27.2499,0.552074,0.600466,0,All,#4682B4,0
3,4,27.2499,0.552074,0.595929,0,All,#4682B4,0
4,4,27.2499,0.552074,0.600275,0,All,#4682B4,0
5,4,27.2499,0.552074,0.60207,0,All,#4682B4,0
6,4,27.2499,0.552074,0.596396,0,All,#4682B4,0
7,4,27.2499,0.552074,0.595074,0,All,#4682B4,0
8,4,27.2499,0.552074,0.589681,0,All,#4682B4,0
9,4,27.2499,0.552074,0.590573,0,All,#4682B4,0
10,4,27.2499,0.552074,0.596627,0,All,#4682B4,0
1,4,27.6038,0.558018,0.596574,0,All,#4682B4,0
2,4,27.6038,0.558018,0.600466,0,All,#4682B4,0
3,4,27.6038,0.558018,0.595929,0,All,#4682B4,0
4,4,27.6038,0.558018,0.600275,0,All,#4682B4,0
5,4,27.6038,0.558018,0.60207,0,All,#4682B4,0
6,4,27.6038,0.558018,0.596396,0,All,#4682B4,0
7,4,27.6038,0.558018,0.595074,0,All,#4682B4,0
8,4,27.6038,0.558018,0.589681,0,All,#4682B4,0
9,4,27.6038,0.558018,0.590573,0,All,#4682B4,0
10,4,27.6038,0.558018,0.596627,0,All,#4682B4,0
1,4,27.9577,0.601732,0.596574,0,All,#4682B4,0
2,4,27.9577,0.601732,0.600466,0,All,#4682B4,0
3,4,27.9577,0.601732,0.595929,0,All,#4682B4,0
4,4,27.9577,0.601732,0.600275,0,All,#4682B4,0
5,4,27.9577,0.601732,0.60207,0,All,#4682B4,0
6,4,27.9577,0.601732,0.596396,0,All,#4682B4,0
7,4,27.9577,0.601732,0.595074,0,All,#4682B4,0
8,4,27.9577,0.601732,0.589681,0,All,#4682B4,0
9,4,27.9577,0.601732,0.590573,0,All,#4682B4,0
10,4,27.9577,0.601732,0.596627,0,All,#4682B4,0
1,4,28.3116,0.576763,0.596574,0,All,#4682B4,0
2,4,28.3116,0.576763,0.600466,0,All,#4682B4,0
3,4,28.3116,0.576763,0.595929,0,All,#4682B4,0
4,4,28.3116,0.576763,0.600275,0,All,#4682B4,0
5,4,28.3116,0.576763,0.60207,0,All,#4682B4,0
6,4,28.3116,0.576763,0.596396,0,All,#4682B4,0
7,4,28.3116,0.576763,0.595074,0,All,#4682B4,0
8,4,28.3116,0.576763,0.589681,0,All,#4682B4,0
9,4,28.3116,0.576763,0.590573,0,All,#4682B4,0
10,4,28.3116,0.576763,0.596627,0,All,#4682B4,0
1,4,28.6655,0.560543,0.596574,0,All,#4682B4,0
2,4,28.6655,0.560543,0.600466,0,All,#4682B4,0
3,4,28.6655,0.560543,0.595929,0,All,#4682B4,0
4,4,28.6655,0.560543,0.600275,0,All,#4682B4,0
5,4,28.6655,0.560543,0.60207,0,All,#4682B4,0
6,4,28.6655,0.560543,0.596396,0,All,#4682B4,0
7,4,28.6655,0.560543,0.595074,0,All,#4682B4,0
8,4,28.6655,0.560543,0.589681,0,All,#4682B4,0
9,4,28.6655,0.560543,0.590573,0,All,#4682B4,0
10,4,28.6655,0.560543,0.596627,0,All,#4682B4,0
1,4,29.0194,0.514988,0.596574,0,All,#4682B4,0
2,4,29.0194,0.514988,0.600466,0,All,#4682B4,0
3,4,29.0194,0.514988,0.595929,0,All,#4682B4,0
4,4,29.0194,0.514988,0.600275,0,All,#4682B4,0
5,4,29.0194,0.514988,0.60207,0,All,#4682B4,0
6,4,29.0194,0.514988,0.596396,0,All,#4682B4,0
7,4,29.0194,0.514988,0.595074,0,All,#4682B4,0
8,4,29.0194,0.514988,0.589681,0,All,#4682B4,0
9,4,29.0194,0.514988,0.590573,0,All,#4682B4,0
10,4,29.0194,0.514988,0.596627,0,All,#4682B4,0
1,4,29.3733,0.554195,0.596574,0,All,#4682B4,0
2,4,29.3733,0.554195,0.600466,0,All,#4682B4,0
3,4,29.3733,0.554195,0.595929,0,All,#4682B4,0
4,4,29.3733,0.554195,0.600275,0,All,#4682B4,0
5,4,29.3733,0.554195,0.60207,0,All,#4682B4,0
6,4,29.3733,0.554195,0.596396,0,All,#4682B4,0
7,4,29.3733,0.554195,0.595074,0,All,#4682B4,0
8,4,29.3733,0.554195,0.589681,0,All,#4682B4,0
9,4,29.3733,0.554195,0.590573,0,All,#4682B4,0
10,4,29.3733,0.554195,0.596627,0,All,#4682B4,0
1,4,29.7272,0.578403,0.596574,0,All,#4682B4,0
2,4,29.7272,0.578403,0.600466,0,All,#4682B4,0
3,4,29.7272,0.578403,0.595929,0,All,#4682B4,0
4,4,29.7272,0.578403,0.600275,0,All,#4682B4,0
5,4,29.7272,0.578403,0.60207,0,All,#4682B4,0
6,4,29.7272,0.578403,0.596396,0,All,#4682B4,0
7,4,29.7272,0.578403,0.595074,0,All,#4682B4,0
8,4,29.7272,0.578403,0.589681,0,All,#4682B4,0
9,4,29.7272,0.578403,0.590573,0,All,#4682B4,0
10,4,29.7272,0.578403,0.596627,0,All,#4682B4,0
1,4,30.0811,0.611076,0.596574,0,All,#4682B4,0
2,4,30.0811,0.611076,0.600466,0,All,#4682B4,0
3,4,30.0811,0.611076,0.595929,0,All,#4682B4,0
4,4,30.0811,0.611076,0.600275,0,All,#4682B4,0
5,4,30.0811,0.611076,0.60207,0,All,#4682B4,0
6,4,30.0811,0.611076,0.596396,0,All,#4682B4,0
7,4,30.0811,0.611076,0.595074,0,All,#4682B4,0
8,4,30.0811,0.611076,0.589681,0,All,#4682B4,0
9,4,30.0811,0.611076,0.590573,0,All,#4682B4,0
10,4,30.0811,0.611076,0.596627,0,All,#4682B4,0
1,4,30.435,0.629497,0.596574,0,All,#4682B4,0
2,4,30.435,0.629497,0.600466,0,All,#4682B4,0
3,4,30.435,0.629497,0.595929,0,All,#4682B4,0
4,4,30.435,0.629497,0.600275,0,All,#4682B4,0
5,4,30.435,0.629497,0.60207,0,All,#4682B4,0
6,4,30.435,0.629497,0.596396,0,All,#4682B4,0
7,4,30.435,0.629497,0.595074,0,All,#4682B4,0
8,4,30.435,0.629497,0.589681,0,All,#4682B4,0
9,4,30.435,0.629497,0.590573,0,All,#4682B4,0
10,4,30.435,0.629497,0.596627,0,All,#4682B4,0
1,4,30.7889,0.606334,0.596574,0,All,#4682B4,0
2,4,30.7889,0.606334,0.600466,0,All,#4682B4,0
3,4,30.7889,0.606334,0.595929,0,All,#4682B4,0
4,4,30.7889,0.606334,0.600275,0,All,#4682B4,0
5,4,30.7889,0.606334,0.60207,0,All,#4682B4,0
6,4,30.7889,0.606334,0.596396,0,All,#4682B4,0
7,4,30.7889,0.606334,0.595074,0,All,#4682B4,0
8,4,30.7889,0.606334,0.589681,0,All,#4682B4,0
9,4,30.7889,0.606334,0.590573,0,All,#4682B4,0
10,4,30.7889,0.606334,0.596627,0,All,#4682B4,0
1,4,31.1428,0.576861,0.596574,0,All,#4682B4,0
2,4,31.1428,0.576861,0.600466,0,All,#4682B4,0
3,4,31.1428,0.576861,0.595929,0,All,#4682B4,0
4,4,31.1428,0.576861,0.600275,0,All,#4682B4,0
5,4,31.1428,0.576861,0.60207,0,All,#4682B4,0
6,4,31.1428,0.576861,0.596396,0,All,#4682B4,0
7,4,31.1428,0.576861,0.595074,0,All,#4682B4,0
8,4,31.1428,0.576861,0.589681,0,All,#4682B4,0
9,4,31.1428,0.576861,0.590573,0,All,#4682B4,0
10,4,31.1428,0.576861,0.596627,0,All,#4682B4,0
1,4,31.4966,0.567071,0.596574,0,All,#4682B4,0
2,4,31.4966,0.567071,0.600466,0,All,#4682B4,0
3,4,31.4966,0.567071,0.595929,0,All,#4682B4,0
4,4,31.4966,0.567071,0.600275,0,All,#4682B4,0
5,4,31.4966,0.567071,0.60207,0,All,#4682B4,0
6,4,31.4966,0.567071,0.596396,0,All,#4682B4,0
7,4,31.4966,0.567071,0.595074,0,All,#4682B4,0
8,4,31.4966,0.567071,0.589681,0,All,#4682B4,0
9,4,31.4966,0.567071,0.590573,0,All,#4682B4,0
10,4,31.4966,0.567071,0.596627,0,All,#4682B4,0
1,5,0,0.360825,0.366205,0,All,#4682B4,0
2,5,0,0.360825,0.366361,0,All,#4682B4,0
3,5,0,0.360825,0.389987,0,All,#4682B4,0
4,5,0,0.360825,0.365504,0,All,#4682B4,0
5,5,0,0.360825,0.375465,0,All,#4682B4,0
