rep,id,A1,tau1,A2,tau2
1,21,0.162271992627087,0.53838948721485,0.436104871314924,24.2989171186212
2,21,0.17036150607254,0.531651592868895,0.440853374206719,25.0116279242987
3,21,0.180040338355372,1.11844420113191,0.422114104575194,12.9517240943614
1,30,0.143417779275133,0.30333710918749,0.442447932799676,44.295484197039
2,30,0.137047894861658,0.192600413185344,0.453157731228139,65.2470387010679
3,30,0.144573202625389,0.207565820457098,0.456575814533973,53.0777136565644
1,31,0.0793057634847414,16.5541966294801,0.266794842742259,669.51855277085
2,31,0.109372179492166,365.274555493109,0.224899384497773,89.3489393290328
3,31,0.108482453556163,374.018806615417,0.223784210345409,102.624710713164
1,32,0.191275753495529,54.4993895124869,0.308136549549972,7.70866960379519
2,32,0.170274770783767,13.6526400733996,0.335469990867264,15.7433247109453
3,32,0.152584848443054,3.17855185659253,0.368291669077269,30.8339885501901
1,33,0.152816983354863,1.4982025867053,0.392444193107311,33.0425682596352
2,33,0.146815220246077,0.485837969162229,0.427575200153849,37.8505609805617
3,33,0.178110545688415,3.54600623442657,0.380470388886934,16.0496126250177
1,34,0.108328054720564,15.8743565166694,0.292347292022433,131.033598344045
2,34,0.127602850431157,27.3416651344144,0.291901727401429,57.9987261076899
3,34,0.0881848282426008,1.58143624691686,0.336552969462362,353.440718084884
1,35,0.157944102315337,0.74388119543866,0.420071835209603,30.2230354198552
2,35,0.172241572934057,2.60508715111272,0.386461426675058,20.5581782456495
3,35,0.153832643627568,0.705128374645097,0.418650926063048,34.8595032556306
1,36,0.163404302665761,2.05838419048291,0.388260477144989,26.2673785622399
2,36,0.1414376414206,1.24020790771462,0.390207258544738,50.9422245007725
3,36,0.214467322336059,36.8703024956003,0.329400076460987,4.04273464525195
1,37,0.226683631290782,3.02636983368411,0.412637274961322,4.2925672810452
2,37,0.223935175760042,3.23256857647654,0.40860147586114,5.00628535699377
3,37,0.211081075926362,2.31728004067189,0.414798167779602,5.52125200701666
1,38,0.136781447883728,2.92178972865683,0.359918213112955,50.8357472544212
2,38,0.171495400141022,21.1056719513513,0.32408547569665,14.025741167345
3,38,0.156636852679529,3.08944352469926,0.371075603955974,31.6103565312179
1,39,0.132705226876786,6.70010511878289,0.33266841379084,52.0892994757709
2,39,0.120383278620095,3.03165783841474,0.346829979741244,85.0827995613058
3,39,0.159454439003166,22.5053710046664,0.315560742722274,21.906073154745
1,22,0.248973352717275,3.69675417763065,0.415887611647633,3.02877347804137
2,22,0.22443864596573,1.92484395382016,0.427772473327792,4.93322969572089
3,22,0.227395610937294,4.04657585494286,0.403362261511351,4.35511743933613
1,40,0.164727437801799,0.802529106770488,0.422662667752534,23.8473167620834
2,40,0.202401605975807,7.05610433801515,0.372285904708936,7.41735519690255
3,40,0.193450306017166,2.53999172693611,0.401663029893445,8.12043735250667
1,41,0.145890346347143,1.08628267131424,0.399006549751183,36.3800747127761
2,41,0.152899309345364,1.6187246202206,0.390085765790288,32.3197528148457
3,41,0.194605454282519,14.6750716046499,0.346060977666136,8.14420465458671
1,42,0.174739349971203,36.5389809394104,0.311316448065832,11.9985565232493
2,42,0.143693175556092,2.30958780033685,0.371601422941274,44.6228042603195
3,42,0.138230588712152,2.76088134022343,0.36213409152793,52.862858613788
1,23,0.193553988267962,4.6570838273422,0.380502615793733,9.8982437395668
2,23,0.202819206929867,4.65064122222014,0.386965742823593,6.12583864798984
3,23,0.198556384794721,2.67870352851092,0.402300203515113,8.21424662233987
1,24,0.127781513248435,3.53294588911372,0.347885915700439,60.3329817299104
2,24,0.186540847319885,122.274182647769,0.285866515405207,7.8827460302648
3,24,0.16838687493937,85.5413508945555,0.286703106722533,13.4061491706022
1,25,0.245607301687279,178.737958622752,0.29894688376839,2.02472068635696
2,25,0.184986672152066,10.6540056737392,0.350563058892899,10.6110560691361
3,25,0.172449064828439,7.6881594525056,0.353280691007897,16.1753087683296
1,26,0.137415603505973,632.639831210943,0.228576317674076,27.8369903534463
2,26,0.10838147449327,179.863876024044,0.237123849594948,138.200730145627
3,26,0.0999440971681671,85.9069057141338,0.247783162841935,165.6894941129
1,27,0.226646925830012,26.1317935822862,0.343711990215569,3.78834861951699
2,27,0.242374871892662,57.1601311103547,0.327896647692141,2.37991541209615
3,27,0.190961898522238,4.07384246231918,0.384212887648514,9.6552075373241
1,28,0.132923204897201,62.4551036665556,0.274814279724208,52.1086322928401
2,28,0.118148201462345,46.8618152680975,0.272818477905457,87.4143894210182
3,28,0.155502066187563,889.197841114104,0.229445577472732,18.5592577341998
1,29,0.160818822686624,3.06681355718605,0.374701982333169,24.0637778546971
2,29,0.21474292826744,39.7928457884762,0.326782260657776,4.84254000584588
3,29,0.218578884507535,38.3749510356275,0.330225279286983,3.64469788739921
