time,observation,id
0,0.542939042,1
0.3539,0.656685627,1
0.7078,0.607590909,1
1.0617,0.606325585,1
1.4156,0.619246099,1
1.7695,0.578760569,1
2.1234,0.630393524,1
2.4773,0.681796577,1
2.8312,0.678138867,1
3.1851,0.664018612,1
3.539,0.598879569,1
3.8929,0.732305737,1
4.2468,0.716425146,1
4.6007,0.600515349,1
4.9546,0.57008562,1
5.3085,0.667583751,1
5.6624,0.646151421,1
6.0162,0.612863862,1
6.3701,0.60521675,1
6.724,0.607833894,1
7.0779,0.730658861,1
7.4318,0.563142216,1
7.7857,0.679204118,1
8.1396,0.700048019,1
8.4935,0.653037204,1
8.8474,0.645464534,1
9.2013,0.666999267,1
9.5552,0.622006753,1
9.9091,0.6533069,1
10.263,0.603547166,1
10.6169,0.601553221,1
10.9708,0.76942131,1
11.3247,0.678441397,1
11.6786,0.611981303,1
12.0325,0.634983589,1
12.3863,0.636876271,1
12.7402,0.673095298,1
13.0941,0.696709368,1
13.448,0.717034291,1
13.8019,0.635898585,1
14.1558,0.669060204,1
14.5097,0.7200276,1
14.8636,0.696567244,1
15.2175,0.713575222,1
15.5714,0.69301848,1
15.9253,0.646286373,1
16.2792,0.663207023,1
16.6331,0.720574222,1
16.987,0.681549362,1
17.3409,0.601874435,1
17.6948,0.665740463,1
18.0487,0.637715829,1
18.4026,0.681396738,1
18.7564,0.62631619,1
19.1103,0.617877852,1
19.4642,0.671872242,1
19.8181,0.598470779,1
20.172,0.58871918,1
20.5259,0.477332961,1
20.8798,0.659600714,1
21.2337,0.617398842,1
21.5876,0.608610389,1
21.9415,0.658864154,1
22.2954,0.680280623,1
22.6493,0.689299018,1
23.0032,0.645754365,1
23.3571,0.642438257,1
23.711,0.699023059,1
24.0649,0.631912333,1
24.4188,0.679203252,1
24.7727,0.692437777,1
25.1265,0.634615884,1
25.4804,0.666138684,1
25.8343,0.682253387,1
26.1882,0.635581448,1
26.5421,0.693446668,1
26.896,0.714786101,1
27.2499,0.607605523,1
27.6038,0.633705744,1
27.9577,0.63273606,1
28.3116,0.67858099,1
28.6655,0.596864826,1
29.0194,0.637588035,1
29.3733,0.675427485,1
29.7272,0.532815512,1
30.0811,0.609855367,1
30.435,0.674490019,1
30.7889,0.618904962,1
31.1428,0.595009251,1
31.4966,0.63604006,1
0,0.478540886,2
0.3539,0.649690066,2
0.7078,0.863244199,2
1.0617,0.627507987,2
1.4156,0.685993551,2
1.7695,0.694955938,2
2.1233,0.699908212,2
2.4772,0.666910844,2
2.8311,0.768764957,2
3.185,0.708894188,2
3.5389,0.607427212,2
3.8928,0.685623049,2
4.2467,0.698984882,2
4.6006,0.734401354,2
4.9545,0.706000479,2
5.3084,0.743565403,2
5.6623,0.762473549,2
6.0162,0.72072558,2
6.3701,0.727843896,2
6.724,0.772081356,2
7.0779,0.669798089,2
7.4318,0.701511665,2
7.7857,0.675216001,2
8.1396,0.790374285,2
8.4934,0.684550713,2
8.8473,0.701345874,2
9.2012,0.712087928,2
9.5551,0.651214421,2
9.909,0.702277363,2
10.2629,0.703845621,2
10.6168,0.800649662,2
10.9707,0.896069455,2
11.3246,0.734695539,2
11.6785,0.675166614,2
12.0324,0.7628669,2
12.3863,0.762973961,2
12.7402,0.69592954,2
13.0941,0.755946203,2
13.448,0.849379411,2
13.8019,0.596117178,2
14.1558,0.827596477,2
14.5096,0.758214388,2
14.8635,0.688355821,2
15.2174,0.623590998,2
15.5713,0.779581512,2
15.9252,0.732526502,2
16.2791,0.777082247,2
16.633,0.673948212,2
16.9869,0.799988831,2
17.3408,0.726754239,2
17.6947,0.692552698,2
18.0486,0.838648208,2
18.4025,0.736929091,2
18.7564,0.733879554,2
19.1103,0.778571462,2
19.4642,0.628725848,2
19.8181,0.69326076700000006,2
20.172,0.700455112,2
20.5259,0.749311794,2
20.8797,0.717199937,2
21.2336,0.660948448,2
21.5875,0.786907465,2
21.9414,0.702954434,2
22.2953,0.654457124,2
22.6492,0.722491706,2
23.0031,0.74689071,2
23.357,0.720415132,2
23.7109,0.82811671,2
24.0648,0.699478532,2
24.4187,0.806160792,2
24.7726,0.663594316,2
25.1265,0.836654282,2
25.4804,0.863957852,2
25.8343,0.867753506,2
26.1882,0.834435755,2
26.5421,0.763331043,2
26.896,0.708315967,2
27.2498,0.728683588,2
27.6037,0.729477892,2
27.9576,0.755821091,2
28.3115,0.836379908,2
28.6654,0.810837627,2
29.0193,0.724223989,2
29.3732,0.739664612,2
29.7271,0.666434776,2
30.081,0.78539505,2
30.4349,0.804982124,2
30.7888,0.739867664,2
31.1427,0.783857048,2
31.4966,0.594289165,2
0,0.382444384,3
0.3539,0.579368513,3
0.7078,0.676726251,3
1.0617,0.667225207,3
1.4156,0.631705068,3
1.7695,0.590307516,3
2.1234,0.762837918,3
2.4773,0.595974037,3
2.8312,0.51869239,3
3.1851,0.614877466,3
3.539,0.693840902,3
3.8929,0.768760864,3
4.2468,0.861260919,3
4.6007,0.695712094,3
4.9546,0.627098914,3
5.3085,0.602132096,3
5.6624,0.620362304,3
6.0162,0.696746977,3
6.3701,0.732918346,3
6.724,0.707067524,3
7.0779,0.742650067,3
7.4318,0.727078779,3
7.7857,0.552254675,3
8.1396,0.681454648,3
8.4935,0.708490225,3
8.8474,0.710300587,3
9.2013,0.746176878,3
9.5552,0.579817625,3
9.9091,0.681889574,3
10.263,0.653982252,3
10.6169,0.624012384,3
10.9708,0.7128837,3
11.3247,0.572627215,3
11.6786,0.630585954,3
12.0325,0.652805592,3
12.3863,0.695459032,3
12.7402,0.645491302,3
13.0941,0.62561478,3
13.448,0.71469075,3
13.8019,0.588449069,3
14.1558,0.506210399,3
14.5097,0.593056096,3
14.8636,0.739848078,3
15.2175,0.491118822,3
15.5714,0.701192466,3
15.9253,0.628521793,3
16.2792,0.563654764,3
16.6331,0.702118946,3
16.987,0.748960364,3
17.3409,0.671856546,3
17.6948,0.677588059,3
18.0487,0.679714643,3
18.4026,0.755377115,3
18.7564,0.611456741,3
19.1103,0.576885944,3
19.4642,0.59046922,3
19.8181,0.72039413,3
20.172,0.525909837,3
20.5259,0.773051095,3
20.8798,0.695987118,3
21.2337,0.587599231,3
21.5876,0.655400026,3
21.9415,0.667506944,3
22.2954,0.613826412,3
22.6493,0.701235555,3
23.0032,0.628499772,3
23.3571,0.586360865,3
23.711,0.746480958,3
24.0649,0.730148542,3
24.4188,0.750223944,3
24.7727,0.714276497,3
25.1265,0.6927459,3
25.4804,0.696395918,3
25.8343,0.559161112,3
26.1882,0.62436066,3
26.5421,0.745437896,3
26.896,0.704325479,3
27.2499,0.669560628,3
27.6038,0.576477168,3
27.9577,0.626119528,3
28.3116,0.572199786,3
28.6655,0.623019336,3
29.0194,0.629480795,3
29.3733,0.67608443,3
29.7272,0.610334995,3
30.0811,0.659438973,3
30.435,0.636856653,3
30.7889,0.597256356,3
31.1428,0.52719635,3
31.4966,0.509376987,3
0,0.41254946,4
0.3539,0.569529261,4
0.7078,0.603669475,4
1.0617,0.589172035,4
1.4156,0.619089112,4
1.7695,0.681903374,4
2.1234,0.637851295,4
2.4773,0.535103852,4
