time,observation,id
0,0.379509604,21
0.3539,0.458811842,21
0.7078,0.496688129,21
1.0617,0.516233976,21
1.4156,0.544395689,21
1.7695,0.475706653,21
2.1234,0.525211381,21
2.4773,0.62978214,21
2.8312,0.521433519,21
3.1851,0.572653859,21
3.539,0.493150433,21
3.8929,0.631682446,21
4.2468,0.545156722,21
4.6007,0.660972931,21
4.9546,0.567623917,21
5.3085,0.567293152,21
5.6624,0.551615201,21
6.0162,0.564638925,21
6.3701,0.538206837,21
6.724,0.602325124,21
7.0779,0.53163118,21
7.4318,0.608350594,21
7.7857,0.721842485,21
8.1396,0.576785629,21
8.4935,0.551892192,21
8.8474,0.529480312,21
9.2013,0.560750325,21
9.5552,0.624890723,21
9.9091,0.713558295,21
10.263,0.614182147,21
10.6169,0.580060084,21
10.9708,0.621009356,21
11.3247,0.660907755,21
11.6786,0.624099149,21
12.0325,0.60804385,21
12.3863,0.566183314,21
12.7402,0.597299607,21
13.0941,0.576165317,21
13.448,0.614599402,21
13.8019,0.622100648,21
14.1558,0.623463268,21
14.5097,0.6106092,21
14.8636,0.5579044,21
15.2175,0.508554034,21
15.5714,0.607306779,21
15.9253,0.711912815,21
16.2792,0.663961213,21
16.6331,0.59520247,21
16.987,0.557028246,21
17.3409,0.59939601,21
0,0.245637517,22
0.3539,0.361003114,22
0.7078,0.434440853,22
1.0617,0.530696759,22
1.4156,0.460521024,22
1.7695,0.552399838,22
2.1234,0.451319858,22
2.4773,0.561656192,22
2.8312,0.520171558,22
3.1851,0.529794826,22
3.539,0.499976312,22
3.8929,0.503085652,22
4.2468,0.501295705,22
4.6007,0.497109473,22
4.9546,0.533381097,22
5.3085,0.502001318,22
5.6624,0.505464887,22
6.0162,0.580877671,22
6.3701,0.563435987,22
6.724,0.603425926,22
7.0779,0.623299845,22
7.4318,0.554643722,22
7.7857,0.562022934,22
8.1396,0.620204334,22
8.4935,0.524231396,22
8.8474,0.55952299,22
9.2013,0.563899856,22
9.5552,0.615604473,22
9.9091,0.52376802,22
10.263,0.625720999,22
10.6169,0.56856808700000006,22
10.9708,0.626728158,22
11.3247,0.541299192,22
11.6786,0.511194532,22
12.0325,0.537780436,22
12.3863,0.558979463,22
12.7402,0.682403511,22
13.0941,0.53654037,22
13.448,0.542386734,22
13.8019,0.645296265,22
14.1558,0.580764511,22
14.5097,0.670368967,22
14.8636,0.654047026,22
15.2175,0.581589957,22
15.5714,0.572921072,22
15.9253,0.545110702,22
16.2792,0.614083546,22
16.6331,0.582265108,22
16.987,0.617320598,22
17.3409,0.536816305,22
0,0.321964642,23
0.3539,0.400769378,23
0.7078,0.372533121,23
1.0617,0.332012654,23
1.4156,0.328729815,23
1.7695,0.424916709,23
2.1234,0.317416464,23
2.4773,0.332809186,23
2.8312,0.341996278,23
3.1851,0.360574693,23
3.539,0.335063012,23
3.8929,0.363455911,23
4.2468,0.422310977,23
4.6007,0.380147916,23
4.9546,0.325435744,23
5.3085,0.389014318,23
5.6624,0.332878058,23
6.0162,0.328509369,23
6.3701,0.306294553,23
6.724,0.336333545,23
7.0779,0.331115774,23
7.4318,0.333212499,23
7.7857,0.398020423,23
8.1396,0.328603781,23
8.4935,0.329430711,23
8.8474,0.274045596,23
9.2013,0.290062045,23
9.5552,0.337781725,23
9.9091,0.321362848,23
10.263,0.320897048,23
10.6169,0.2772876,23
10.9708,0.321115177,23
11.3247,0.398082398,23
11.6786,0.307707172,23
12.0325,0.298192333,23
12.3863,0.337365014,23
12.7402,0.3272721,23
13.0941,0.303161901,23
13.448,0.298680688,23
13.8019,0.272883935,23
14.1558,0.312825013,23
14.5097,0.294966542,23
14.8636,0.395391461,23
15.2175,0.377957737,23
15.5714,0.280829482,23
15.9253,0.252943739,23
16.2792,0.314897846,23
16.6331,0.27964109,23
16.987,0.357896815,23
17.3409,0.350056768,23
0,0.406005904,24
0.3539,0.414052794,24
