time,observation,id
0,0.412672966,43
0.3539,0.512943894,43
0.7078,0.552902421,43
1.0617,0.648400695,43
1.4156,0.557928715,43
1.7695,0.574852748,43
2.1234,0.69084426,43
2.4773,0.591119347,43
2.8312,0.636516943,43
3.1851,0.711304157,43
3.539,0.604583956,43
3.8929,0.642681084,43
4.2468,0.652952355,43
4.6007,0.667877018,43
4.9546,0.646961155,43
5.3085,0.577657306,43
5.6624,0.602726602,43
6.0162,0.571635768,43
6.3701,0.535807415,43
6.724,0.570898679,43
7.0779,0.550743735,43
7.4318,0.566091231,43
7.7857,0.682748324,43
8.1396,0.625919437,43
8.4935,0.576809862,43
8.8474,0.510639899,43
9.2013,0.604562688,43
9.5552,0.615503152,43
9.9091,0.675580124,43
10.263,0.629053997,43
10.6169,0.546038949,43
10.9708,0.654202887,43
11.3247,0.58393146,43
11.6786,0.548115684,43
12.0325,0.717908049,43
12.3863,0.596798986,43
12.7402,0.683837059,43
13.0941,0.577585595,43
13.448,0.703091321,43
13.8019,0.593882808,43
14.1558,0.590877751,43
14.5097,0.564436618,43
14.8636,0.574236641,43
15.2175,0.547515406,43
15.5714,0.556367632,43
15.9253,0.545447432,43
16.2792,0.51212924,43
16.6331,0.589176886,43
16.987,0.547248555,43
17.3409,0.580354376,43
17.6948,0.637910344,43
18.0487,0.604263475,43
18.4026,0.65437274,43
18.7564,0.643158509,43
19.1103,0.683154726,43
19.4642,0.628665799,43
19.8181,0.753728685,43
20.172,0.55075063,43
20.5259,0.658317454,43
20.8798,0.617839545,43
21.2337,0.520371358,43
21.5876,0.580190216,43
21.9415,0.517704661,43
22.2954,0.704355875,43
22.6493,0.689883561,43
23.0032,0.53802081,43
23.3571,0.604322565,43
23.711,0.67241375,43
24.0649,0.578772937,43
24.4188,0.523937105,43
24.7727,0.55226562,43
25.1265,0.596586855,43
25.4804,0.544829855,43
25.8343,0.615406902,43
26.1882,0.654525206,43
26.5421,0.561074976,43
26.896,0.515613556,43
27.2499,0.63839894,43
27.6038,0.683210477,43
27.9577,0.635316763,43
28.3116,0.525128328,43
28.6655,0.579785747,43
29.0194,0.650259336,43
29.3733,0.557331494,43
29.7272,0.587727313,43
30.0811,0.616005482,43
30.435,0.594837265,43
30.7889,0.609854625,43
31.1428,0.483369475,43
31.4966,0.537845321,43
0,0.407728061,44
0.3539,0.4683584,44
0.7078,0.520029209,44
1.0617,0.473309795,44
1.4156,0.666542432,44
1.7695,0.606512139,44
2.1234,0.526754799,44
2.4773,0.475110898,44
2.8312,0.47070461,44
3.1851,0.614230381,44
3.539,0.503675651,44
3.8929,0.52623664,44
4.2468,0.557229518,44
4.6007,0.546755018,44
4.9546,0.566023884,44
5.3085,0.575473262,44
5.6624,0.615006559,44
6.0162,0.558842496,44
6.3701,0.492097773,44
6.724,0.524691424,44
7.0779,0.522351577,44
7.4318,0.601110941,44
7.7857,0.625370376,44
8.1396,0.561839746,44
8.4935,0.54584501,44
8.8474,0.500547048,44
9.2013,0.564245044,44
9.5552,0.48233961,44
9.9091,0.601214084,44
10.263,0.560519142,44
10.6169,0.539708165,44
10.9708,0.479658091,44
11.3247,0.506959898,44
11.6786,0.564941079,44
12.0325,0.453061901,44
12.3863,0.537188853,44
12.7402,0.539449021,44
13.0941,0.571305611,44
13.448,0.463323281,44
13.8019,0.580769512,44
14.1558,0.550252979,44
14.5097,0.591739403,44
14.8636,0.582414617,44
15.2175,0.606470543,44
15.5714,0.480728669,44
15.9253,0.571055125,44
16.2792,0.635232476,44
16.6331,0.550180814,44
16.987,0.496872778,44
17.3409,0.517438463,44
17.6948,0.515653319,44
18.0487,0.482887412,44
18.4026,0.538949715,44
18.7564,0.459352847,44
19.1103,0.530082712,44
19.4642,0.557968595,44
19.8181,0.520160349,44
20.172,0.595009552,44
20.5259,0.642728343,44
20.8798,0.617633605,44
21.2337,0.565988143,44
21.5876,0.519981137,44
21.9415,0.580272691,44
22.2954,0.541434704,44
22.6493,0.53064555,44
23.0032,0.523585268,44
23.3571,0.644059082,44
23.711,0.594472835,44
24.0649,0.488696104,44
24.4188,0.552212378,44
24.7727,0.666967684,44
25.1265,0.510782084,44
25.4804,0.539969827,44
25.8343,0.452967836,44
26.1882,0.553096592,44
26.5421,0.426233761,44
26.896,0.462790546,44
27.2499,0.462048299,44
27.6038,0.447923168,44
27.9577,0.598696713,44
28.3116,0.513525115,44
28.6655,0.540440755,44
29.0194,0.509358531,44
29.3733,0.562566663,44
29.7272,0.60100422,44
30.0811,0.460714819,44
30.435,0.543437991,44
30.7889,0.523600908,44
31.1428,0.495687043,44
31.4966,0.514556722,44
0,0.527676297,45
0.3539,0.49457605,45
0.7078,0.549221188,45
1.0617,0.584351884,45
1.4156,0.624627416,45
1.7695,0.581406307,45
2.1234,0.644515255,45
2.4773,0.530293004,45
2.8312,0.57975267,45
3.1851,0.560295957,45
3.539,0.550481098,45
3.8929,0.526526387,45
4.2468,0.652008285,45
4.6007,0.619058034,45
4.9546,0.692811257,45
5.3085,0.533568724,45
5.6624,0.576690843,45
6.0162,0.598348674,45
6.3701,0.651062989,45
6.724,0.601928717,45
7.0779,0.685969716,45
7.4318,0.670349542,45
7.7857,0.569808526,45
8.1396,0.743394415,45
8.4935,0.641179222,45
8.8474,0.571511095,45
