rep,id,A1,tau1,A2,tau2,eta_A1,eta_tau1,eta_A2,eta_tau2
1,1,-1.23844664599718,58.8050635648174,-1.98362564220841,10.0601235087515,0.00241813998551388,29.0975638539381,0.345509736492399,0.554309859267017
2,1,-1.27455351737057,53.0961573351,-1.86483711751481,13.1846864186119,-0.0336887313878733,23.3886576242206,0.464298261186006,3.67887276912744
3,1,-1.27817669030659,40.6527877270356,-1.98484938201101,12.4954603605891,-0.0373119043238959,10.9452880161562,0.344285996689807,2.98964671110465
4,1,-1.29828670348063,40.2451980609142,-1.82315499229187,12.8005607256144,-0.0574219174979309,10.5376983500349,0.505980386408946,3.29474707612992
5,1,-1.29291988909077,44.7203454290945,-1.76355587621166,12.2892911444633,-0.0520551031080756,15.0128457182152,0.565579502489152,2.78347749497885
1,2,-1.25282719360961,26.9644398322802,-2.33369767599679,10.3185567511525,-0.0119624076269198,-2.74305987859917,-0.00456229729598201,0.812743101668053
2,2,-1.10697944545412,22.2654421690834,-3.28857761398551,2.14325931125139,0.133885340528573,-7.44205754179599,-0.959442235284695,-7.36255433823309
3,2,-1.19310071323698,29.2845427109482,-2.64964883493024,7.12649299684009,0.0477640727457178,-0.422956999931174,-0.32051345622943,-2.37932065264439
4,2,-1.15049233850298,15.7086093029828,-3.09525018095535,4.21965639553062,0.0903724474797114,-13.9988904078966,-0.766114802254535,-5.28615725395386
5,2,-1.11863555612626,21.107712947076,-3.17340459219995,2.74970695482611,0.122229229856436,-8.59978676380331,-0.844269213499135,-6.75610669465837
1,3,-1.34198341065743,47.3191968505874,-1.47859115515858,15.3441505427311,-0.101118624674732,17.611697139708,0.850544223542227,5.83833689324664
2,3,-1.35832254569738,38.5840055452637,-1.38630135400013,15.0918211472555,-0.11745775971469,8.87650583438434,0.942834024700687,5.58600749777104
3,3,-1.35592442454529,46.6502846405288,-1.42562993887633,16.5580369302177,-0.115059638562595,16.9427849296495,0.903505439824478,7.05222328073318
4,3,-1.398326008026,35.9383603534051,-1.25553286135401,18.2890992713844,-0.157461222043302,6.23086064252578,1.0736025173468,8.7832856218999
5,3,-1.36266087319478,50.70552794174,-1.3153241326715,16.9100598660884,-0.121796087212082,20.9980282308607,1.01381124602931,7.40424621660392
1,4,-1.25670578319091,24.7762343743405,-2.25992413362638,9.99721493759,-0.0158409972082199,-4.93126533653883,0.0692112450744369,0.491401288105521
2,4,-1.09353986435988,15.8491465797086,-3.39648820535561,0.763946294095705,0.147324921622817,-13.8583531311707,-1.0673528266548,-8.74186735538878
3,4,-1.12901173207323,38.88396969637,-2.91234455616223,3.67216949531872,0.111853053909463,9.17646998549061,-0.583209177461422,-5.83364415416576
4,4,-1.19141190933537,49.4186849508374,-2.40260787942576,7.43690489797187,0.0494528766473192,19.711185239958,-0.0734725007249466,-2.06890875151261
5,4,-1.28426707668336,18.27603986077,-2.1810332681801,11.3171384766075,-0.0434022907006688,-11.4314598501093,0.148102110520715,1.81132482712303
1,5,-1.24952773642612,35.2005061364656,-2.24365553857412,10.4528504870221,-0.00866295044343035,5.49300642558628,0.085479840126689,0.94703683753761
2,5,-1.0505053138871,42.9554423097667,-3.36525116430052,-0.179500220244114,0.190359472095599,13.2479425988874,-1.03611578559971,-9.68531386972859
3,5,-1.16127826130019,27.9542886689662,-2.88262537184144,5.35030817169698,0.0795865246825045,-1.75321104191311,-0.553489993140627,-4.1555054777875
4,5,-1.20593499571131,27.7044694695688,-2.59620651048312,7.66397769331565,0.0349297902713859,-2.00303024131055,-0.267071131782305,-1.84183595616883
5,5,-1.08190718611923,14.1220862113116,-3.47255026222954,0.365768920162588,0.158957599863469,-15.5854134995678,-1.14341488352873,-9.14004472932189
1,6,-1.34168610752078,38.7139258635698,-1.57880710531709,14.8594473807064,-0.100821321538087,9.00642615269042,0.750328273383718,5.3536337312219
2,6,-1.31257557577587,37.3716301901587,-1.7922726018649,13.6884269634764,-0.0717107897931752,7.66413047927931,0.536862776835913,4.18261331399191
3,6,-1.29797606710404,37.0385149916513,-1.86068567078414,12.7774285050694,-0.0571112811213408,7.33101528077196,0.468449707916675,3.27161485558494
4,6,-1.36155408501601,26.8400687001433,-1.64769921079645,16.2402062430136,-0.120689299033317,-2.86743101073606,0.681436167904364,6.73439259352915
5,6,-1.37906523787338,25.9086629638595,-1.492758919626,16.7338620680697,-0.138200451890688,-3.79883674701984,0.836376459074814,7.22804841858517
1,7,-1.12620939766153,36.0703732671568,-2.98301605388331,3.221541463869,0.114655388321162,6.36287355627748,-0.653880675182494,-6.28427218561548
2,7,-1.15071963308187,28.8607036747719,-2.89531695784249,4.37727454187949,0.0901451529008241,-0.846796036107463,-0.566181579141676,-5.12853910760499
3,7,-1.18698241182864,15.6726979633281,-2.87134003100184,6.23821858357869,0.0538823741540548,-14.0348017475512,-0.542204652301023,-3.26759506590579
4,7,-1.25352444918086,23.4102146715031,-2.35161503134468,10.5627391845631,-0.012659663198165,-6.29728503937625,-0.0224796526438693,1.05692553507859
5,7,-1.2142468504511,32.0041238597333,-2.49292857456992,8.15707319511851,0.0266179355315952,2.29662414885396,-0.163793195869105,-1.34874045436597
1,8,-1.24662557224194,17.8837360558769,-2.40466657338742,9.16259083050527,-0.0057607862592497,-11.8237636550024,-0.0755311946866124,-0.343222818979209
2,8,-1.1827460043961,21.8650332533935,-2.81435388929503,6.01553622023974,0.0581187815865911,-7.84246645748587,-0.485218510594215,-3.49027742924474
3,8,-1.20771401496461,22.5972436662189,-2.65136395512943,7.923654019425,0.0331507710180836,-7.11025604466042,-0.322228576428622,-1.58215963005948
