iteration,convergenceIndicator,phase,A1_pop,tau1_pop,A2_pop,tau2_pop,I0_pop,omega_A1,omega_tau1,omega_A2,omega_tau2,omega_I0,corr_A2_A1,corr_tau1_A1,corr_tau2_A1,corr_tau1_A2,corr_tau2_A2,corr_tau2_tau1,a
152,-4873.11,1,0.0688974,7849.79,0.121779,7408.25,0.457853,0.231504,3.36884,0.252692,3.40576,0.128144,0.361699,-0.66366,-0.752079,-0.934638,-0.883708,0.991533,0.0635814
153,-4863.93,1,0.0696327,6660.59,0.122642,6220.09,0.458916,0.225642,3.28354,0.246294,3.31953,0.125042,0.289021,-0.631835,-0.733887,-0.919978,-0.858371,0.989144,0.0635929
154,-4867.77,1,0.069386,6259.95,0.12331,5919.02,0.457257,0.22833,3.27136,0.240057,3.32831,0.127012,0.29489,-0.640665,-0.748608,-0.918256,-0.85019,0.987687,0.0634507
155,-4869.7,1,0.068203,6692.91,0.123678,6466.65,0.458541,0.222549,3.18852,0.233979,3.24403,0.123796,0.203065,-0.595546,-0.721609,-0.902917,-0.819263,0.984973,0.0635457
156,-4873.46,1,0.0695591,6320.75,0.12334,5824.75,0.458943,0.216913,3.10779,0.228054,3.16189,0.124601,0.239322,-0.613857,-0.730285,-0.908095,-0.831204,0.98651,0.0635009
157,-4864.39,1,0.0686269,5945.12,0.123928,5660.48,0.456497,0.214667,3.0291,0.22228,3.08387,0.127184,0.262589,-0.649853,-0.770855,-0.897667,-0.808595,0.983884,0.063499
158,-4862.5,1,0.0695598,5234.28,0.123813,4706.77,0.457897,0.222958,2.9524,0.216652,3.00579,0.123964,0.251199,-0.661301,-0.786388,-0.884294,-0.785089,0.981638,0.0634377
159,-4855.27,1,0.0702029,5634.07,0.121737,4824.28,0.459882,0.217312,2.87764,0.211166,2.92968,0.123716,0.362763,-0.732568,-0.835169,-0.889578,-0.804373,0.984397,0.063593
160,-4862.11,1,0.0719579,3173.6,0.126218,2724.21,0.4531,0.21181,2.80478,0.205819,2.8555,0.120971,0.286772,-0.690013,-0.812608,-0.870436,-0.771527,0.980902,0.0634733
161,-4852.66,1,0.0725285,3457.47,0.124833,2812.52,0.454082,0.206447,2.73376,0.200608,2.7832,0.123285,0.276546,-0.690849,-0.81249,-0.868021,-0.7691,0.980813,0.063525
162,-4852.21,1,0.073466,3164.06,0.124658,2485.22,0.454363,0.201219,2.66454,0.195528,2.71272,0.120163,0.316432,-0.70249,-0.820627,-0.878138,-0.78311,0.981228,0.0636572
163,-4845.66,1,0.0735917,3095.28,0.123915,2391.32,0.454628,0.196124,2.59707,0.192847,2.64404,0.11956,0.272382,-0.657459,-0.787135,-0.883038,-0.782411,0.979369,0.0635941
164,-4851.11,1,0.0745969,2112.86,0.12621,1662.64,0.451387,0.191159,2.53131,0.18902,2.57709,0.119739,0.261796,-0.607507,-0.753058,-0.907831,-0.809488,0.976874,0.0636117
165,-4859.83,1,0.0719897,2264.87,0.125805,1947.53,0.453846,0.186318,2.56729,0.188401,2.57048,0.12267,0.388264,-0.668801,-0.78533,-0.927005,-0.853491,0.983029,0.0635477
166,-4859.28,1,0.0724173,1882.35,0.127737,1722.25,0.452582,0.181601,2.50228,0.183631,2.5054,0.119564,0.499856,-0.715199,-0.813448,-0.942105,-0.884085,0.984929,0.0635872
167,-4857.4,1,0.0715731,2311.35,0.126757,2151.75,0.455238,0.177002,2.56365,0.189502,2.50847,0.125705,0.498099,-0.69824,-0.799348,-0.952302,-0.897782,0.985237,0.0636046
168,-4861.36,1,0.0703284,3273.82,0.123818,3140.51,0.45838,0.172521,2.68043,0.199876,2.59288,0.12584,0.575751,-0.736587,-0.82118,-0.962711,-0.922399,0.989107,0.0637218
169,-4864.32,1,0.0700516,3428.07,0.123421,3272.29,0.457632,0.168152,2.80951,0.209038,2.68508,0.122654,0.551098,-0.703799,-0.787266,-0.96514,-0.929165,0.990318,0.0635915
170,-4863.02,1,0.0717434,2589.21,0.126117,2428.42,0.455776,0.163895,2.73837,0.203745,2.6171,0.119548,0.483058,-0.653306,-0.738312,-0.95637,-0.918082,0.991137,0.063658
171,-4859.44,1,0.069637,2879.42,0.124745,2802.47,0.457189,0.180684,2.75953,0.206466,2.67426,0.118858,0.539271,-0.730253,-0.810061,-0.948299,-0.902264,0.990062,0.0636133
172,-4853.61,1,0.0689461,3552.41,0.123447,3485.67,0.459231,0.188092,2.81743,0.210042,2.76372,0.118448,0.55684,-0.751608,-0.828642,-0.947892,-0.901087,0.989827,0.0636316
173,-4871.38,1,0.0675724,3289.42,0.125395,3467.53,0.458192,0.189298,2.79769,0.204724,2.765,0.119617,0.628619,-0.791194,-0.860984,-0.959541,-0.919878,0.990648,0.0635638
174,-4873.8,1,0.0667399,4064.03,0.123224,4330.87,0.461071,0.186952,2.72685,0.19954,2.69499,0.123774,0.622802,-0.798547,-0.871563,-0.954824,-0.907252,0.989163,0.0636055
175,-4879.26,1,0.0662596,4610.8,0.12315,4861.38,0.462654,0.182218,2.6578,0.194488,2.62675,0.128503,0.609065,-0.795176,-0.874855,-0.951346,-0.900056,0.987818,0.0635909
176,-4883.16,1,0.0663058,4426.77,0.123352,4736.72,0.462998,0.177604,2.59051,0.189563,2.56024,0.126747,0.672684,-0.831815,-0.898062,-0.953825,-0.911548,0.989892,0.0636371
177,-4874.89,1,0.0663054,4093.95,0.123618,4366.36,0.462177,0.173107,2.52491,0.189052,2.49541,0.12586,0.699055,-0.823062,-0.89341,-0.961159,-0.924128,0.988769,0.0636327
178,-4883.59,1,0.0674074,3625.91,0.124024,3622.85,0.461633,0.168724,2.55637,0.18972,2.49111,0.12604,0.762758,-0.848448,-0.908322,-0.972323,-0.946782,0.990845,0.0636942
179,-4905.05,1,0.0661111,4156.34,0.121757,4230.34,0.464779,0.164452,2.49225,0.184916,2.42803,0.127083,0.771894,-0.863008,-0.91695,-0.974922,-0.948346,0.991672,0.0635526
180,-4917.77,1,0.0651411,4202.84,0.122923,4410.59,0.464563,0.160288,2.55325,0.190725,2.47156,0.126257,0.797828,-0.882188,-0.926976,-0.9763,-0.952281,0.993363,0.0634468
181,-4917.29,1,0.0653275,4288.95,0.122354,4360.37,0.465117,0.156229,2.4886,0.185896,2.40898,0.12972,0.800478,-0.885218,-0.929735,-0.973638,-0.947628,0.99306,0.0635738
182,-4923.31,1,0.0655142,4680.62,0.121436,4629.33,0.464699,0.152273,2.42559,0.181189,2.34798,0.127849,0.753962,-0.854383,-0.908175,-0.968604,-0.936766,0.992138,0.0635595
183,-4911.89,1,0.0647649,5499.4,0.120569,5512.59,0.467183,0.148418,2.42739,0.18409,2.29281,0.12676,0.698097,-0.809285,-0.874113,-0.969252,-0.935689,0.991373,0.0635843
184,-4918.41,1,0.0637527,5209.23,0.121249,5520.67,0.466162,0.157657,2.36994,0.179429,2.27344,0.12355,0.751311,-0.842276,-0.898959,-0.971427,-0.943429,0.992263,0.063579
185,-4931.97,1,0.0623294,5675.57,0.120978,6339.77,0.468517,0.165895,2.30993,0.174886,2.23802,0.121694,0.758428,-0.850241,-0.907749,-0.974283,-0.945665,0.99185,0.0635132
186,-4933.18,1,0.0623344,5147.23,0.122173,5877.73,0.46823,0.165317,2.25145,0.170457,2.18136,0.119955,0.74494,-0.8496,-0.909463,-0.969807,-0.937436,0.991202,0.0635745
187,-4939.22,1,0.0620443,4528.45,0.123501,5408,0.467338,0.165238,2.19444,0.166141,2.12612,0.12438,0.725444,-0.843335,-0.908431,-0.966443,-0.928516,0.989965,0.063549
188,-4925.4,1,0.0624285,3895.54,0.125252,4725.93,0.463712,0.162035,2.13887,0.165259,2.07229,0.127555,0.684504,-0.823198,-0.896002,-0.958466,-0.913292,0.988566,0.0636101
189,-4931.47,1,0.0620146,4141.54,0.124751,5060.01,0.466154,0.157933,2.16769,0.173541,2.04906,0.124325,0.699744,-0.832433,-0.899447,-0.960885,-0.918706,0.989757,0.0636534
190,-4937.58,1,0.0619154,4460.74,0.123547,5298.48,0.46646,0.153934,2.2004,0.175033,2.06477,0.121177,0.693427,-0.834685,-0.899086,-0.95686,-0.914847,0.990533,0.0636715
191,-4932.95,1,0.0629203,3854.55,0.124159,4501.74,0.465302,0.16475,2.34461,0.189692,2.18551,0.11892,0.703189,-0.824877,-0.892136,-0.969265,-0.932317,0.990572,0.0637179
192,-4941.07,1,0.0628079,4133.71,0.122547,4700.75,0.467363,0.167992,2.35616,0.185322,2.21136,0.119263,0.680764,-0.814772,-0.88711,-0.966979,-0.926537,0.989751,0.0635831
193,-4936.23,1,0.0624421,4540.08,0.121035,5063.78,0.468279,0.172821,2.34898,0.180969,2.22213,0.117495,0.652424,-0.803759,-0.882778,-0.959459,-0.913441,0.988435,0.0635895
194,-4942.12,1,0.0625196,4361.04,0.121144,4857.59,0.469023,0.168445,2.34231,0.182339,2.205,0.117088,0.647762,-0.807508,-0.884957,-0.955789,-0.908433,0.988658,0.0635056
195,-4937.56,1,0.0634041,4101.6,0.120931,4428.1,0.467921,0.170051,2.34787,0.179775,2.21365,0.114123,0.631541,-0.789623,-0.873427,-0.959415,-0.911835,0.987926,0.0636056
196,-4933.9,1,0.0630757,4236.45,0.120871,4634.21,0.468045,0.177023,2.3399,0.177575,2.23713,0.115717,0.687058,-0.816166,-0.890435,-0.967981,-0.928082,0.989235,0.063711
197,-4930.08,1,0.0623818,4532.34,0.120823,5057.12,0.469033,0.172541,2.35491,0.181438,2.21886,0.112787,0.671774,-0.80483,-0.880335,-0.968372,-0.929576,0.989662,0.0637258
198,-4954.24,1,0.0629245,4150.85,0.121471,4596.57,0.467397,0.175366,2.34709,0.176844,2.20831,0.113781,0.614007,-0.776186,-0.864995,-0.96749,-0.919721,0.987521,0.0636307
199,-4963.87,1,0.0618441,5215.9,0.11994,5796.7,0.471849,0.180359,2.44025,0.183351,2.28335,0.117591,0.617596,-0.768557,-0.857055,-0.973636,-0.929657,0.988128,0.0635819
200,-4958.88,1,0.0628497,5165.64,0.119405,5499.12,0.469466,0.181873,2.37846,0.178709,2.22553,0.121271,0.592803,-0.761032,-0.853628,-0.969104,-0.920101,0.987296,0.0635311
201,-4970.89,1,0.0628734,4899.92,0.11985,5305.78,0.470564,0.182696,2.39606,0.179243,2.24776,0.119168,0.631781,-0.783264,-0.868223,-0.973155,-0.928585,0.988264,0.0635102
202,-4972.11,1,0.0616852,6835.66,0.117056,7221.66,0.473382,0.189034,2.56603,0.189335,2.40942,0.119675,0.677871,-0.81101,-0.886282,-0.976743,-0.937526,0.989551,0.0634821
203,-4966.86,1,0.061718,7178.6,0.116315,7429.7,0.474657,0.184247,2.53389,0.185472,2.37041,0.116645,0.665859,-0.805596,-0.882537,-0.975165,-0.93468,0.989376,0.0635587
204,-4959.12,1,0.0613791,5671.09,0.118874,6285.64,0.473639,0.181326,2.46973,0.180976,2.31039,0.113691,0.567399,-0.750724,-0.849677,-0.966865,-0.912652,0.985977,0.0635751
205,-4967.87,1,0.0612317,6732.8,0.117412,7159.1,0.474717,0.176735,2.42907,0.176393,2.27238,0.11545,0.593347,-0.771506,-0.862189,-0.967545,-0.916898,0.987276,0.0635537
206,-4968.86,1,0.0611274,6325.27,0.117656,6858.52,0.474482,0.17226,2.54527,0.185497,2.3513,0.115591,0.658449,-0.80105,-0.877501,-0.976161,-0.936856,0.989767,0.0635483
207,-4976.16,1,0.0612893,8951.45,0.11415,8724.66,0.478023,0.167898,2.48082,0.1808,2.29176,0.11537,0.632007,-0.787692,-0.868134,-0.973725,-0.931541,0.989351,0.0635568
208,-4970.38,1,0.0625843,6990.5,0.115937,6793.41,0.473421,0.180037,2.42104,0.176222,2.28274,0.114316,0.608918,-0.791617,-0.875699,-0.964991,-0.914195,0.987966,0.0635064
209,-4966.57,1,0.0627896,7479.99,0.115105,7008.92,0.47543,0.183914,2.57696,0.191456,2.41063,0.114795,0.624041,-0.794517,-0.877,-0.968824,-0.920983,0.988334,0.0635678
210,-4974.68,1,0.0617524,6807.49,0.116931,6882.02,0.474212,0.185731,2.56663,0.186609,2.42265,0.111888,0.658834,-0.811407,-0.887855,-0.972663,-0.929315,0.989118,0.0634546
211,-4972.65,1,0.0631571,5503.34,0.118084,5452.96,0.472088,0.181772,2.50165,0.181884,2.36131,0.114294,0.581109,-0.778153,-0.86948,-0.961595,-0.905423,0.986652,0.0635639
212,-4973.95,1,0.0633959,5329.21,0.117969,5252.1,0.471045,0.17717,2.4383,0.177278,2.30152,0.115839,0.539419,-0.761361,-0.863404,-0.95508,-0.889217,0.984312,0.0636637
213,-4983.12,1,0.0641202,4800.39,0.118469,4644.09,0.470107,0.172684,2.37656,0.172789,2.24324,0.115558,0.537284,-0.752596,-0.856558,-0.957816,-0.893819,0.984314,0.0635919
214,-4985.3,1,0.0649455,4738.16,0.11798,4387.5,0.468221,0.168311,2.31639,0.168414,2.18644,0.117473,0.503849,-0.740193,-0.85238,-0.951729,-0.879527,0.982404,0.0635577
215,-4982.36,1,0.0640758,5430.12,0.117071,5090.58,0.470692,0.166665,2.28461,0.167959,2.1535,0.11717,0.510442,-0.739059,-0.852136,-0.954353,-0.883036,0.982145,0.0635056
216,-4986.55,1,0.0636168,6392.49,0.115802,5856.99,0.472618,0.167907,2.3714,0.172675,2.23603,0.118118,0.576906,-0.765129,-0.865753,-0.965567,-0.906402,0.984497,0.0634921
217,-4982.22,1,0.0651489,5025.8,0.116953,4467.27,0.470692,0.183909,2.33827,0.168303,2.26272,0.115622,0.508087,-0.745092,-0.861502,-0.951056,-0.873077,0.980411,0.0635234
218,-4990.82,1,0.0640483,5586.91,0.116871,5128.34,0.471067,0.180204,2.36084,0.170224,2.27549,0.113852,0.5408,-0.756932,-0.865445,-0.956691,-0.887303,0.9824,0.0634985
219,-4988.57,1,0.0639718,6067.85,0.115914,5468.38,0.472766,0.175641,2.40231,0.180898,2.26727,0.113627,0.515399,-0.727012,-0.843635,-0.961231,-0.893127,0.98191,0.0635156
220,-4992.32,1,0.0628757,6613.66,0.115899,6189.16,0.473364,0.177255,2.47473,0.181463,2.34967,0.117695,0.593546,-0.782247,-0.876121,-0.964226,-0.906614,0.985581,0.0635373
221,-4998.61,1,0.0644754,5617.06,0.116575,5009.08,0.470386,0.180348,2.50587,0.183864,2.37548,0.114887,0.585214,-0.780211,-0.875023,-0.962499,-0.903352,0.985434,0.0635295
222,-4992.57,1,0.064656,5366.16,0.117045,4804.17,0.471365,0.183555,2.55556,0.190472,2.40794,0.11597,0.552092,-0.75974,-0.862322,-0.959689,-0.896302,0.984321,0.06352
223,-4988.18,1,0.0639385,5082.92,0.117851,4785.52,0.47141,0.17924,2.49085,0.18588,2.34697,0.113033,0.510123,-0.736897,-0.850167,-0.955651,-0.884687,0.982324,0.0635474
224,-4990.98,1,0.0643292,5105.3,0.117257,4688.54,0.471626,0.18742,2.47732,0.185733,2.3626,0.11269,0.497447,-0.738902,-0.855122,-0.950014,-0.872822,0.981097,0.0636623
225,-5007.88,1,0.064775,5433.32,0.115901,4786.35,0.472526,0.191225,2.51171,0.186258,2.39982,0.114424,0.510636,-0.747638,-0.859979,-0.95145,-0.876538,0.981815,0.0634942
226,-5009.16,1,0.0648819,5436.74,0.115927,4776.53,0.471632,0.201438,2.44811,0.181706,2.36022,0.111987,0.42457,-0.712332,-0.846157,-0.936719,-0.840626,0.976745,0.0635275
227,-5013.47,1,0.0657302,5191.73,0.115762,4405.13,0.470422,0.231467,2.68668,0.193761,2.63878,0.11511,0.468162,-0.743895,-0.866745,-0.938055,-0.845765,0.978058,0.0635801
228,-5012.19,1,0.0688232,3491.99,0.117895,2800.06,0.465782,0.225607,2.70749,0.195609,2.63571,0.112195,0.498598,-0.751453,-0.86761,-0.945865,-0.862848,0.980016,0.0635593
229,-5018.42,1,0.0694794,2943.5,0.119133,2385.87,0.462531,0.237306,2.89464,0.210433,2.80405,0.110793,0.478583,-0.742021,-0.861442,-0.943113,-0.857521,0.97964,0.0635103
230,-5004.03,1,0.0699048,2337.93,0.121601,1980.13,0.458906,0.231298,3.02852,0.225282,2.87076,0.107988,0.501624,-0.741259,-0.85456,-0.95191,-0.877331,0.982031,0.0634967
231,-5035.73,1,0.0701193,2316.6,0.121479,1941.98,0.458459,0.232178,2.99481,0.220614,2.85799,0.105254,0.517486,-0.754009,-0.863451,-0.951706,-0.877884,0.98238,0.0635118
232,-5028.93,1,0.0699421,2927.47,0.119232,2332.99,0.461135,0.231143,2.96567,0.220106,2.82154,0.105391,0.495699,-0.738762,-0.854922,-0.950899,-0.873637,0.981191,0.0635629
233,-5025.57,1,0.0686846,3456.55,0.118258,2806.8,0.463588,0.245339,3.0102,0.215402,2.91592,0.105055,0.527958,-0.768609,-0.875161,-0.948414,-0.872249,0.982157,0.0636465
234,-5037.39,1,0.0679602,3398.05,0.118957,2870.62,0.463019,0.240479,3.04741,0.218924,2.93283,0.111189,0.546577,-0.774147,-0.876224,-0.952626,-0.881845,0.98336,0.0636183
235,-4904.21,1,0.0674864,3513.38,0.118892,3012.86,0.464087,0.23439,2.98198,0.219192,2.85857,0.108373,0.518096,-0.748936,-0.859532,-0.954201,-0.88184,0.982387,0.0635914
236,-4971.67,1,0.0683698,2989.89,0.120024,2553.26,0.464693,0.228455,2.90648,0.213642,2.78619,0.105629,0.486229,-0.724138,-0.843807,-0.953911,-0.87835,0.981115,0.0637271
237,-4804.54,1,0.068456,3463.47,0.118473,2835.44,0.464983,0.22267,2.83288,0.208232,2.71564,0.108787,0.386969,-0.663341,-0.810243,-0.945902,-0.853102,0.97603,0.0636277
238,-5011.76,1,0.0666193,4831.26,0.116167,4008.51,0.468353,0.230606,2.9284,0.213816,2.83401,0.107636,0.459472,-0.716693,-0.842898,-0.947827,-0.864246,0.97932,0.0635712
239,-4916.67,1,0.0671516,5013.79,0.115258,4001.47,0.468673,0.224767,2.85425,0.208402,2.76225,0.109534,0.391827,-0.667904,-0.814344,-0.945495,-0.852046,0.975825,0.063509
240,-4995.14,1,0.0665266,6629.98,0.112879,5112.4,0.473797,0.225737,2.78795,0.20515,2.71869,0.114313,0.407486,-0.681862,-0.82574,-0.944773,-0.850427,0.975597,0.0636179
241,-5000.38,1,0.0665203,6388.38,0.113021,4956.72,0.472709,0.235267,2.9115,0.211508,2.8584,0.112253,0.472883,-0.717336,-0.845336,-0.952256,-0.869519,0.978571,0.0635437
242,-5001.68,1,0.0662967,6403.9,0.113286,5027.87,0.471121,0.233833,3.03976,0.227502,2.92343,0.109608,0.440551,-0.682056,-0.82027,-0.956165,-0.873958,0.977727,0.0634816
243,-5002.67,1,0.0661568,6843.3,0.112384,5323,0.471288,0.247576,3.03659,0.223709,2.9609,0.112948,0.417533,-0.677705,-0.823248,-0.950392,-0.85877,0.97533,0.0635086
244,-5004.99,1,0.0672929,4680.3,0.115596,3756.74,0.466368,0.251718,3.00707,0.22412,2.9349,0.114073,0.375396,-0.654967,-0.812555,-0.945717,-0.844656,0.972631,0.0635638
245,-4961.02,1,0.0688245,5627.93,0.112697,3978.17,0.468503,0.262921,2.93093,0.218445,2.89908,0.117612,0.355706,-0.664515,-0.826346,-0.934146,-0.819558,0.969928,0.0635209
246,-5006.53,1,0.0688152,5514.93,0.112925,3919.16,0.46947,0.260701,2.92449,0.212914,2.91674,0.115659,0.41685,-0.703678,-0.847087,-0.938449,-0.835388,0.973656,0.0635201
247,-4678.55,1,0.066468,6654.77,0.112699,5135.21,0.471332,0.2541,3.14203,0.23822,2.98621,0.11273,0.430821,-0.671359,-0.812653,-0.957629,-0.875497,0.977455,0.0635317
248,-4996.31,1,0.0680548,7112.95,0.111241,5010.51,0.471641,0.261163,3.31878,0.244293,3.18162,0.109876,0.502101,-0.723184,-0.842108,-0.959909,-0.888674,0.981453,0.0636373
249,-5022.96,1,0.0678772,7177.83,0.111139,5072.9,0.471491,0.268599,3.3739,0.243987,3.26214,0.107094,0.52861,-0.744341,-0.855273,-0.959992,-0.891601,0.982642,0.0634881
250,-5025.28,1,0.0657835,7856.29,0.111618,6023.44,0.472571,0.270594,3.29404,0.237809,3.21058,0.109387,0.52032,-0.74449,-0.858166,-0.957208,-0.884606,0.981629,0.0634488
251,-5020.94,1,0.0645585,8971.93,0.110946,7103.51,0.474935,0.285531,3.35079,0.23466,3.31908,0.110785,0.560055,-0.774878,-0.877831,-0.957318,-0.888097,0.982964,0.0635585
252,-4980.67,1,0.0655678,9240.26,0.11009,6897.45,0.474072,0.278301,3.36644,0.237469,3.30269,0.109212,0.599853,-0.788999,-0.882637,-0.964469,-0.905133,0.985188,0.0634049
253,-5030.09,1,0.0651925,8122.19,0.111452,6373.47,0.472775,0.282084,3.3887,0.235527,3.33601,0.11377,0.599196,-0.793929,-0.885966,-0.962196,-0.90185,0.98535,0.0633841
254,-5031.97,1,0.0629173,11492.7,0.109226,9308.57,0.476704,0.305806,3.42106,0.229563,3.45351,0.110889,0.640128,-0.827143,-0.908317,-0.960967,-0.902547,0.986373,0.06353
255,-5049.55,1,0.060349,18472,0.106196,15270.2,0.482826,0.310816,3.45057,0.231227,3.48774,0.108081,0.634871,-0.823387,-0.906478,-0.960942,-0.901527,0.985999,0.063393
256,-4969.54,1,0.0603261,15465.9,0.107961,13386,0.482206,0.302946,3.37628,0.22746,3.39943,0.105344,0.629027,-0.816987,-0.901303,-0.961848,-0.903411,0.986151,0.0634607
257,-5041.97,1,0.0585176,22510.1,0.105339,19606.2,0.486096,0.298483,3.47043,0.239244,3.44838,0.102677,0.614761,-0.80338,-0.891447,-0.963187,-0.905098,0.985988,0.0634853
258,-5045.86,1,0.0587556,18661.7,0.106814,16751.4,0.486041,0.301807,3.47737,0.237234,3.47243,0.100077,0.631055,-0.816636,-0.899701,-0.962755,-0.906118,0.986657,0.0635587
259,-5047.74,1,0.0583726,21556.9,0.105813,19083.6,0.484331,0.308645,3.57498,0.242848,3.56641,0.0993399,0.642118,-0.81921,-0.900918,-0.96539,-0.910962,0.986929,0.0635482
260,-4935.12,1,0.0589631,15907.8,0.108343,14687.9,0.482977,0.30083,3.48446,0.236699,3.47834,0.0979258,0.680232,-0.838094,-0.9109,-0.969656,-0.921832,0.988517,0.0634439
261,-4221.03,1,0.0594154,15771.1,0.108275,14232.2,0.485155,0.293213,3.39623,0.230705,3.39026,0.0991885,0.56713,-0.770373,-0.871987,-0.961578,-0.89734,0.983873,0.0635006
262,-4628.15,1,0.0586561,20728.2,0.106167,18305.6,0.487376,0.285789,3.31024,0.224864,3.30442,0.096677,0.655923,-0.821969,-0.901508,-0.968293,-0.917359,0.98748,0.0635068
263,-5016.13,1,0.0583823,22727.5,0.105464,19930.9,0.486897,0.293459,3.31104,0.223911,3.30965,0.0994825,0.594499,-0.795146,-0.887611,-0.959423,-0.897316,0.985088,0.0634979
264,-5013.53,1,0.0584082,24487.7,0.104596,21058.2,0.487444,0.295465,3.47839,0.233035,3.45038,0.105557,0.629764,-0.809907,-0.893808,-0.964842,-0.910555,0.986939,0.0635011
265,-5021.02,1,0.0586685,22008.9,0.10532,19126.7,0.484746,0.311083,3.54033,0.231829,3.56129,0.111599,0.66211,-0.834729,-0.909646,-0.964597,-0.912959,0.988041,0.0634922
266,-4990.5,1,0.0583721,20671.1,0.106238,18584.6,0.485479,0.303207,3.45068,0.225959,3.47111,0.111595,0.64534,-0.823553,-0.902254,-0.964121,-0.911115,0.987647,0.063439
267,-4274.27,1,0.0573261,24666.9,0.105301,22534.5,0.487319,0.295529,3.36331,0.229383,3.38322,0.111382,0.641794,-0.803562,-0.884633,-0.971454,-0.924719,0.988398,0.0633952
268,-4679.72,1,0.0568984,26846.7,0.104654,24573.4,0.488353,0.288046,3.35897,0.238779,3.2987,0.109294,0.605847,-0.773087,-0.861388,-0.971646,-0.924815,0.988112,0.0635583
269,-4969.61,2,0.0571904,29086,0.103808,25803.2,0.490695,0.280753,3.27392,0.232733,3.21517,0.107552,0.592411,-0.777044,-0.862417,-0.964711,-0.91639,0.988754,0.0634833
270,-4970.71,2,0.0563474,26796.8,0.105411,25197.7,0.490004,0.273701,3.19102,0.22684,3.13376,0.108625,0.566562,-0.76471,-0.854717,-0.960274,-0.908574,0.988092,0.0634882
271,-4976.95,2,0.056711,25204.6,0.105567,23585.2,0.488601,0.304664,3.35826,0.228799,3.3595,0.110029,0.613652,-0.799025,-0.879567,-0.960906,-0.911801,0.98887,0.0635366
272,-4987.52,2,0.0570237,28486.8,0.103719,25554.3,0.488628,0.298528,3.40669,0.232999,3.38427,0.105624,0.618437,-0.797237,-0.876264,-0.963473,-0.917097,0.989447,0.0634695
273,-4983.21,2,0.0580714,25735.9,0.10409,22413.7,0.488872,0.256384,3.25507,0.233594,3.14312,0.109223,0.584682,-0.758516,-0.844964,-0.96785,-0.924026,0.989428,0.0635847
274,-4994.61,2,0.0584663,26039.8,0.103801,22216.4,0.489608,0.254225,3.23973,0.231431,3.13071,0.10715,0.593979,-0.762942,-0.84774,-0.968873,-0.926349,0.989662,0.0635241
275,-4995.92,2,0.0570019,34792.3,0.101831,29939.2,0.491796,0.265621,3.25536,0.231708,3.1648,0.10897,0.573176,-0.754531,-0.844501,-0.966288,-0.919411,0.98866,0.0634216
276,-4992.71,2,0.0571052,32464.3,0.102234,28223.2,0.49099,0.267197,3.18035,0.228207,3.09354,0.112231,0.535316,-0.727002,-0.82809,-0.965885,-0.913946,0.986941,0.0634595
277,-4992.52,2,0.0568068,30208.7,0.103126,27064,0.490327,0.266295,3.31106,0.234515,3.21378,0.113589,0.584348,-0.75746,-0.845483,-0.969738,-0.925058,0.989054,0.0635074
278,-4990.36,2,0.0575384,22402.6,0.105694,20618.5,0.486593,0.265811,3.44094,0.247888,3.29391,0.108401,0.528353,-0.722052,-0.819032,-0.966268,-0.917547,0.98832,0.0635597
279,-4999.12,2,0.0572251,21662,0.106016,20336.6,0.487268,0.258359,3.44931,0.249216,3.27572,0.107551,0.500855,-0.705602,-0.805657,-0.964164,-0.913937,0.988235,0.063495
280,-4995.21,2,0.0574146,19983.8,0.106536,18896.5,0.486879,0.260736,3.39716,0.24505,3.22915,0.105558,0.464738,-0.685785,-0.793916,-0.960694,-0.90514,0.986976,0.0635378
281,-5010.89,2,0.0573718,16761.9,0.108234,16485.8,0.485131,0.237782,3.25938,0.24438,3.03185,0.106089,0.378196,-0.612115,-0.737509,-0.96144,-0.90217,0.985471,0.0635194
282,-5005.98,2,0.0568251,17966.1,0.107999,17871.3,0.48638,0.236984,3.15564,0.237821,2.93313,0.104095,0.335613,-0.583186,-0.719719,-0.958501,-0.893271,0.983703,0.0635123
283,-5000.23,2,0.0572607,14412.8,0.109568,14668.3,0.483664,0.249225,3.06749,0.228644,2.87979,0.106534,0.281442,-0.565816,-0.716229,-0.947982,-0.869005,0.980661,0.0635411
284,-5005.29,2,0.0576568,13393.1,0.109894,13576.3,0.483166,0.261751,3.03501,0.227828,2.86516,0.108924,0.2245,-0.540251,-0.705774,-0.939217,-0.846925,0.977443,0.0635248
285,-4999.92,2,0.0576756,14414.2,0.109016,14348,0.484346,0.268761,3.02834,0.228082,2.86903,0.107282,0.207415,-0.533449,-0.704918,-0.935741,-0.837993,0.975973,0.0635344
286,-5005.54,2,0.057557,16588.1,0.107656,16137.5,0.485032,0.267106,3.05009,0.230338,2.88546,0.106129,0.216784,-0.538626,-0.706635,-0.937266,-0.84215,0.976774,0.0635512
287,-4992.22,2,0.0574599,19252.2,0.106389,18260.3,0.485803,0.269782,3.16733,0.235163,3.0145,0.108116,0.290251,-0.590913,-0.739257,-0.941232,-0.856966,0.980107,0.0635466
288,-5004.41,2,0.0569721,21877.2,0.105453,20685.2,0.487627,0.267,3.20189,0.238457,3.04174,0.108624,0.312122,-0.601893,-0.744448,-0.944293,-0.864683,0.981268,0.0635206
