ID,time,observation,median,piLower,piUpper,censored,color,filter
2,9.909,0.702277,0.657752,0.505197,0.803146,0,#4682B4,0
2,10.2629,0.703846,0.652182,0.507244,0.802547,0,#4682B4,0
2,10.6168,0.80065,0.653051,0.506611,0.81588,0,#4682B4,0
2,10.9707,0.896069,0.649064,0.508176,0.808173,0,#4682B4,0
2,11.3246,0.734696,0.647472,0.512427,0.803492,0,#4682B4,0
2,11.6785,0.675167,0.654758,0.504995,0.805675,0,#4682B4,0
2,12.0324,0.762867,0.64601,0.510867,0.80705,0,#4682B4,0
2,12.3863,0.762974,0.660782,0.523318,0.792226,0,#4682B4,0
2,12.7402,0.69593,0.65663,0.520753,0.793656,0,#4682B4,0
2,13.0941,0.755946,0.64908,0.506596,0.799805,0,#4682B4,0
2,13.448,0.849379,0.650056,0.508646,0.807266,0,#4682B4,0
2,13.8019,0.596117,0.653963,0.504195,0.814729,0,#4682B4,0
2,14.1558,0.827596,0.654296,0.512264,0.80887,0,#4682B4,0
2,14.5096,0.758214,0.662796,0.511453,0.805609,0,#4682B4,0
2,14.8635,0.688356,0.655091,0.514925,0.80379,0,#4682B4,0
2,15.2174,0.623591,0.653176,0.500278,0.805379,0,#4682B4,0
2,15.5713,0.779582,0.655784,0.515356,0.809385,0,#4682B4,0
2,15.9252,0.732527,0.644084,0.508837,0.796892,0,#4682B4,0
2,16.2791,0.777082,0.643309,0.50845,0.807183,0,#4682B4,0
2,16.633,0.673948,0.64574,0.501225,0.81609,0,#4682B4,0
2,16.9869,0.799989,0.656301,0.515709,0.804569,0,#4682B4,0
2,17.3408,0.726754,0.645246,0.504783,0.798655,0,#4682B4,0
2,17.6947,0.692553,0.651019,0.511647,0.801769,0,#4682B4,0
2,18.0486,0.838648,0.649484,0.510577,0.795919,0,#4682B4,0
2,18.4025,0.736929,0.657289,0.500768,0.823101,0,#4682B4,0
2,18.7564,0.73388,0.640666,0.512387,0.812305,0,#4682B4,0
2,19.1103,0.778571,0.650831,0.514339,0.803084,0,#4682B4,0
2,19.4642,0.628726,0.660154,0.511133,0.801261,0,#4682B4,0
2,19.8181,0.693261,0.653425,0.509476,0.792181,0,#4682B4,0
2,20.172,0.700455,0.644713,0.510294,0.799834,0,#4682B4,0
2,20.5259,0.749312,0.647522,0.508905,0.813679,0,#4682B4,0
2,20.8797,0.7172,0.656238,0.516551,0.804207,0,#4682B4,0
2,21.2336,0.660948,0.650299,0.509334,0.803367,0,#4682B4,0
2,21.5875,0.786907,0.650657,0.492511,0.800905,0,#4682B4,0
2,21.9414,0.702954,0.655222,0.513937,0.805385,0,#4682B4,0
2,22.2953,0.654457,0.652947,0.508513,0.807952,0,#4682B4,0
2,22.6492,0.722492,0.654901,0.506081,0.814284,0,#4682B4,0
2,23.0031,0.746891,0.651545,0.509754,0.801179,0,#4682B4,0
2,23.357,0.720415,0.653059,0.504145,0.79382,0,#4682B4,0
2,23.7109,0.828117,0.652234,0.509836,0.797778,0,#4682B4,0
2,24.0648,0.699479,0.64984,0.519837,0.79823,0,#4682B4,0
2,24.4187,0.806161,0.654435,0.510879,0.811381,0,#4682B4,0
2,24.7726,0.663594,0.649915,0.514339,0.807638,0,#4682B4,0
2,25.1265,0.836654,0.656289,0.496338,0.807446,0,#4682B4,0
2,25.4804,0.863958,0.655336,0.505677,0.819588,0,#4682B4,0
2,25.8343,0.867754,0.643082,0.5064,0.821454,0,#4682B4,0
2,26.1882,0.834436,0.650597,0.517282,0.806733,0,#4682B4,0
2,26.5421,0.763331,0.651899,0.504944,0.79731,0,#4682B4,0
2,26.896,0.708316,0.649988,0.511981,0.810602,0,#4682B4,0
2,27.2498,0.728684,0.65376,0.506199,0.810762,0,#4682B4,0
2,27.6037,0.729478,0.651878,0.507735,0.7974,0,#4682B4,0
2,27.9576,0.755821,0.654779,0.509135,0.804219,0,#4682B4,0
2,28.3115,0.83638,0.648558,0.513636,0.801842,0,#4682B4,0
2,28.6654,0.810838,0.652198,0.510754,0.813241,0,#4682B4,0
2,29.0193,0.724224,0.656045,0.506344,0.807403,0,#4682B4,0
2,29.3732,0.739665,0.653014,0.505146,0.80489,0,#4682B4,0
2,29.7271,0.666435,0.656892,0.510483,0.801061,0,#4682B4,0
2,30.081,0.785395,0.646465,0.514051,0.810298,0,#4682B4,0
2,30.4349,0.804982,0.650558,0.51075,0.799148,0,#4682B4,0
2,30.7888,0.739868,0.654582,0.505968,0.804004,0,#4682B4,0
2,31.1427,0.783857,0.651111,0.506576,0.803795,0,#4682B4,0
2,31.4966,0.594289,0.651486,0.503281,0.80995,0,#4682B4,0
3,0,0.382444,0.484951,0.364384,0.63273,0,#4682B4,0
3,0.3539,0.579369,0.658575,0.526907,0.806512,0,#4682B4,0
3,0.7078,0.676726,0.648376,0.512184,0.821373,0,#4682B4,0
3,1.0617,0.667225,0.655486,0.504232,0.814283,0,#4682B4,0
3,1.4156,0.631705,0.660486,0.504518,0.810018,0,#4682B4,0
3,1.7695,0.590308,0.655742,0.512369,0.811958,0,#4682B4,0
3,2.1234,0.762838,0.659073,0.513143,0.818624,0,#4682B4,0
3,2.4773,0.595974,0.659948,0.502826,0.811149,0,#4682B4,0
3,2.8312,0.518692,0.655184,0.508367,0.812153,0,#4682B4,0
3,3.1851,0.614877,0.65946,0.515606,0.800654,0,#4682B4,0
3,3.539,0.693841,0.653732,0.511971,0.803016,0,#4682B4,0
3,3.8929,0.768761,0.657585,0.513763,0.812345,0,#4682B4,0
3,4.2468,0.861261,0.651511,0.514677,0.812315,0,#4682B4,0
3,4.6007,0.695712,0.654213,0.524369,0.81301,0,#4682B4,0
3,4.9546,0.627099,0.658322,0.510803,0.80755,0,#4682B4,0
3,5.3085,0.602132,0.660896,0.512512,0.79762,0,#4682B4,0
3,5.6624,0.620362,0.66711,0.521245,0.811707,0,#4682B4,0
3,6.0162,0.696747,0.654924,0.511116,0.822747,0,#4682B4,0
3,6.3701,0.732918,0.653681,0.500086,0.816315,0,#4682B4,0
3,6.724,0.707068,0.656086,0.523966,0.799947,0,#4682B4,0
3,7.0779,0.74265,0.656389,0.51355,0.824536,0,#4682B4,0
3,7.4318,0.727079,0.652911,0.522683,0.803278,0,#4682B4,0
3,7.7857,0.552255,0.649114,0.516482,0.819181,0,#4682B4,0
3,8.1396,0.681455,0.657294,0.513795,0.813103,0,#4682B4,0
3,8.4935,0.70849,0.655069,0.510088,0.803415,0,#4682B4,0
3,8.8474,0.710301,0.656324,0.522472,0.805083,0,#4682B4,0
3,9.2013,0.746177,0.656869,0.521196,0.813089,0,#4682B4,0
3,9.5552,0.579818,0.655234,0.518214,0.821248,0,#4682B4,0
3,9.9091,0.68189,0.653723,0.502771,0.816842,0,#4682B4,0
3,10.263,0.653982,0.658064,0.506208,0.809036,0,#4682B4,0
3,10.6169,0.624012,0.658339,0.514505,0.814607,0,#4682B4,0
3,10.9708,0.712884,0.663283,0.513629,0.798366,0,#4682B4,0
3,11.3247,0.572627,0.6591,0.507802,0.814274,0,#4682B4,0
3,11.6786,0.630586,0.656901,0.514238,0.804683,0,#4682B4,0
3,12.0325,0.652806,0.660663,0.510702,0.812252,0,#4682B4,0
3,12.3863,0.695459,0.656487,0.511839,0.806267,0,#4682B4,0
3,12.7402,0.645491,0.656289,0.505777,0.810496,0,#4682B4,0
3,13.0941,0.625615,0.660337,0.519971,0.804112,0,#4682B4,0
3,13.448,0.714691,0.661556,0.50902,0.814936,0,#4682B4,0
3,13.8019,0.588449,0.659783,0.500645,0.807407,0,#4682B4,0
3,14.1558,0.50621,0.648602,0.511181,0.82067,0,#4682B4,0
3,14.5097,0.593056,0.656605,0.509946,0.807165,0,#4682B4,0
3,14.8636,0.739848,0.659783,0.512416,0.81643,0,#4682B4,0
3,15.2175,0.491119,0.656458,0.505374,0.791491,0,#4682B4,0
3,15.5714,0.701192,0.65835,0.515753,0.813043,0,#4682B4,0
3,15.9253,0.628522,0.657752,0.515109,0.820754,0,#4682B4,0
3,16.2792,0.563655,0.654669,0.501479,0.806144,0,#4682B4,0
3,16.6331,0.702119,0.6564,0.503396,0.805633,0,#4682B4,0
3,16.987,0.74896,0.660329,0.514831,0.800851,0,#4682B4,0
3,17.3409,0.671857,0.650569,0.518591,0.80133,0,#4682B4,0
3,17.6948,0.677588,0.659511,0.512241,0.795576,0,#4682B4,0
3,18.0487,0.679715,0.657735,0.527265,0.805649,0,#4682B4,0
3,18.4026,0.755377,0.650684,0.516856,0.807329,0,#4682B4,0
3,18.7564,0.611457,0.659819,0.518719,0.815802,0,#4682B4,0
3,19.1103,0.576886,0.656427,0.514828,0.793754,0,#4682B4,0
3,19.4642,0.590469,0.652486,0.507427,0.80545,0,#4682B4,0
3,19.8181,0.720394,0.66039,0.499358,0.804084,0,#4682B4,0
3,20.172,0.52591,0.655609,0.517783,0.809348,0,#4682B4,0
3,20.5259,0.773051,0.655791,0.526572,0.813017,0,#4682B4,0
3,20.8798,0.695987,0.659546,0.509062,0.811576,0,#4682B4,0
3,21.2337,0.587599,0.653219,0.512002,0.809804,0,#4682B4,0
3,21.5876,0.6554,0.661296,0.519201,0.81752,0,#4682B4,0
3,21.9415,0.667507,0.649322,0.51063,0.804894,0,#4682B4,0
3,22.2954,0.613826,0.656462,0.527807,0.811678,0,#4682B4,0
3,22.6493,0.701236,0.655279,0.515121,0.818913,0,#4682B4,0
3,23.0032,0.6285,0.655615,0.534113,0.804441,0,#4682B4,0
3,23.3571,0.586361,0.655487,0.517017,0.817199,0,#4682B4,0
3,23.711,0.746481,0.658787,0.506889,0.811307,0,#4682B4,0
3,24.0649,0.730149,0.661397,0.504819,0.810941,0,#4682B4,0
3,24.4188,0.750224,0.655948,0.512058,0.810727,0,#4682B4,0
3,24.7727,0.714276,0.649421,0.505918,0.807967,0,#4682B4,0
3,25.1265,0.692746,0.647387,0.509097,0.832724,0,#4682B4,0
3,25.4804,0.696396,0.661997,0.508587,0.810882,0,#4682B4,0
3,25.8343,0.559161,0.663809,0.50782,0.818671,0,#4682B4,0
3,26.1882,0.624361,0.65716,0.513496,0.809157,0,#4682B4,0
3,26.5421,0.745438,0.661846,0.509734,0.81169,0,#4682B4,0
3,26.896,0.704325,0.654742,0.516176,0.822746,0,#4682B4,0
3,27.2499,0.669561,0.657322,0.521753,0.812814,0,#4682B4,0
3,27.6038,0.576477,0.659452,0.514247,0.797991,0,#4682B4,0
3,27.9577,0.62612,0.654109,0.51349,0.800142,0,#4682B4,0
3,28.3116,0.5722,0.657514,0.514651,0.792489,0,#4682B4,0
3,28.6655,0.623019,0.653868,0.509047,0.812762,0,#4682B4,0
3,29.0194,0.629481,0.646338,0.516492,0.814249,0,#4682B4,0
3,29.3733,0.676084,0.650952,0.499437,0.803688,0,#4682B4,0
3,29.7272,0.610335,0.661573,0.511002,0.805622,0,#4682B4,0
3,30.0811,0.659439,0.652529,0.511201,0.801444,0,#4682B4,0
3,30.435,0.636857,0.65697,0.512547,0.822859,0,#4682B4,0
3,30.7889,0.597256,0.660699,0.513059,0.811655,0,#4682B4,0
3,31.1428,0.527196,0.661803,0.522905,0.810488,0,#4682B4,0
3,31.4966,0.509377,0.666463,0.508802,0.810416,0,#4682B4,0
4,0,0.412549,0.478908,0.350343,0.629212,0,#4682B4,0
4,0.3539,0.569529,0.664048,0.531796,0.807187,0,#4682B4,0
4,0.7078,0.603669,0.659478,0.51427,0.798621,0,#4682B4,0
4,1.0617,0.589172,0.655035,0.517654,0.819295,0,#4682B4,0
4,1.4156,0.619089,0.660652,0.525485,0.810395,0,#4682B4,0
4,1.7695,0.681903,0.654836,0.518626,0.811783,0,#4682B4,0
4,2.1234,0.637851,0.656551,0.517462,0.797973,0,#4682B4,0
4,2.4773,0.535104,0.65453,0.512075,0.803592,0,#4682B4,0
4,2.8312,0.584306,0.652844,0.505425,0.813142,0,#4682B4,0
4,3.1851,0.650872,0.658032,0.51664,0.797404,0,#4682B4,0
4,3.539,0.553563,0.655139,0.505289,0.813065,0,#4682B4,0
4,3.8929,0.707695,0.652113,0.497588,0.801492,0,#4682B4,0
4,4.2468,0.616769,0.658692,0.511577,0.808034,0,#4682B4,0
4,4.6007,0.703664,0.662407,0.519174,0.815814,0,#4682B4,0
4,4.9546,0.678811,0.6593,0.509591,0.79778,0,#4682B4,0
4,5.3085,0.661555,0.663462,0.511286,0.806764,0,#4682B4,0
4,5.6624,0.567075,0.65679,0.504111,0.792893,0,#4682B4,0
4,6.0162,0.583874,0.657819,0.516703,0.793682,0,#4682B4,0
4,6.3701,0.608819,0.660355,0.520162,0.788944,0,#4682B4,0
4,6.724,0.629659,0.653576,0.515647,0.801364,0,#4682B4,0
4,7.0779,0.68414,0.649328,0.509591,0.796496,0,#4682B4,0
4,7.4318,0.633675,0.658523,0.508178,0.798719,0,#4682B4,0
4,7.7857,0.547662,0.651929,0.514237,0.795694,0,#4682B4,0
4,8.1396,0.547452,0.652588,0.527544,0.793931,0,#4682B4,0
4,8.4935,0.663486,0.652873,0.519753,0.809251,0,#4682B4,0
4,8.8474,0.55754,0.657321,0.516372,0.804632,0,#4682B4,0
4,9.2013,0.564908,0.653977,0.515154,0.808008,0,#4682B4,0
4,9.5552,0.704052,0.650244,0.51166,0.803314,0,#4682B4,0
4,9.9091,0.562204,0.656779,0.509489,0.799184,0,#4682B4,0
4,10.263,0.683994,0.652641,0.523452,0.798862,0,#4682B4,0
4,10.6169,0.707033,0.657229,0.515393,0.80546,0,#4682B4,0
4,10.9708,0.531949,0.655525,0.516321,0.790975,0,#4682B4,0
4,11.3247,0.574303,0.654441,0.517651,0.800478,0,#4682B4,0
4,11.6786,0.790242,0.658615,0.511438,0.803703,0,#4682B4,0
4,12.0325,0.592892,0.652615,0.519515,0.804256,0,#4682B4,0
4,12.3863,0.734443,0.658923,0.510675,0.801431,0,#4682B4,0
4,12.7402,0.584164,0.654111,0.5028,0.78421,0,#4682B4,0
4,13.0941,0.595513,0.650825,0.524439,0.793091,0,#4682B4,0
4,13.448,0.615512,0.654852,0.51054,0.81978,0,#4682B4,0
4,13.8019,0.592134,0.651022,0.517864,0.793876,0,#4682B4,0
4,14.1558,0.588689,0.657818,0.509202,0.79902,0,#4682B4,0
4,14.5097,0.62042,0.65239,0.498935,0.795034,0,#4682B4,0
4,14.8636,0.50627,0.652526,0.511211,0.810445,0,#4682B4,0
4,15.2175,0.496632,0.65199,0.512315,0.797451,0,#4682B4,0
4,15.5714,0.661521,0.65902,0.525385,0.810253,0,#4682B4,0
4,15.9253,0.627504,0.662944,0.51809,0.802359,0,#4682B4,0
4,16.2792,0.56101,0.651413,0.518121,0.800122,0,#4682B4,0
4,16.6331,0.588156,0.657744,0.506543,0.788378,0,#4682B4,0
4,16.987,0.614197,0.65522,0.519513,0.801941,0,#4682B4,0
4,17.3409,0.591472,0.655317,0.496834,0.801504,0,#4682B4,0
4,17.6948,0.578391,0.653151,0.525324,0.803186,0,#4682B4,0
4,18.0487,0.576177,0.660691,0.504326,0.804719,0,#4682B4,0
4,18.4026,0.602534,0.657748,0.514283,0.799631,0,#4682B4,0
4,18.7564,0.687773,0.659546,0.507368,0.806109,0,#4682B4,0
4,19.1103,0.673077,0.66243,0.519271,0.80839,0,#4682B4,0
4,19.4642,0.622268,0.655562,0.524494,0.807883,0,#4682B4,0
4,19.8181,0.650617,0.657152,0.512532,0.805317,0,#4682B4,0
4,20.172,0.478583,0.652257,0.514427,0.782983,0,#4682B4,0
4,20.5259,0.623673,0.646456,0.509502,0.810024,0,#4682B4,0
4,20.8798,0.528636,0.654629,0.499608,0.80173,0,#4682B4,0
4,21.2337,0.566636,0.656119,0.517739,0.816148,0,#4682B4,0
4,21.5876,0.414007,0.655953,0.5142,0.809506,0,#4682B4,0
4,21.9415,0.537937,0.651873,0.510552,0.802131,0,#4682B4,0
4,22.2954,0.609018,0.658319,0.505085,0.822748,0,#4682B4,0
4,22.6493,0.523115,0.658073,0.520425,0.805035,0,#4682B4,0
4,23.0032,0.550982,0.657016,0.507118,0.79027,0,#4682B4,0
4,23.3571,0.456194,0.656895,0.510963,0.787183,0,#4682B4,0
4,23.711,0.565221,0.65414,0.514759,0.794756,0,#4682B4,0
4,24.0649,0.575188,0.650571,0.510984,0.803768,0,#4682B4,0
4,24.4188,0.605581,0.648897,0.518068,0.797814,0,#4682B4,0
4,24.7727,0.579915,0.656415,0.513107,0.809967,0,#4682B4,0
4,25.1265,0.499279,0.657364,0.519438,0.797605,0,#4682B4,0
4,25.4804,0.58631,0.660294,0.51963,0.808921,0,#4682B4,0
4,25.8343,0.561074,0.655873,0.51669,0.805929,0,#4682B4,0
4,26.1882,0.518072,0.655364,0.518717,0.808986,0,#4682B4,0
4,26.5421,0.475792,0.656516,0.507266,0.792226,0,#4682B4,0
4,26.896,0.562958,0.654749,0.522719,0.802805,0,#4682B4,0
4,27.2499,0.552074,0.662266,0.515075,0.820056,0,#4682B4,0
4,27.6038,0.558018,0.65114,0.51392,0.789684,0,#4682B4,0
4,27.9577,0.601732,0.660426,0.506368,0.794024,0,#4682B4,0
4,28.3116,0.576763,0.660083,0.520457,0.809386,0,#4682B4,0
4,28.6655,0.560543,0.657881,0.505965,0.804848,0,#4682B4,0
4,29.0194,0.514988,0.658267,0.518285,0.798847,0,#4682B4,0
4,29.3733,0.554195,0.649274,0.515348,0.802605,0,#4682B4,0
4,29.7272,0.578403,0.649214,0.505006,0.790736,0,#4682B4,0
4,30.0811,0.611076,0.656478,0.51691,0.813443,0,#4682B4,0
4,30.435,0.629497,0.658891,0.501397,0.802817,0,#4682B4,0
4,30.7889,0.606334,0.6535,0.513577,0.794788,0,#4682B4,0
4,31.1428,0.576861,0.657262,0.499426,0.801967,0,#4682B4,0
4,31.4966,0.567071,0.651797,0.518919,0.783491,0,#4682B4,0
5,0,0.360825,0.488459,0.343442,0.647448,0,#4682B4,0
5,0.3539,0.505732,0.649628,0.515571,0.824372,0,#4682B4,0
5,0.7078,0.56757,0.649317,0.518529,0.809046,0,#4682B4,0
5,1.0617,0.562959,0.662511,0.517194,0.818266,0,#4682B4,0
5,1.4156,0.455582,0.658489,0.510915,0.806089,0,#4682B4,0
5,1.7695,0.513957,0.649615,0.526681,0.816423,0,#4682B4,0
5,2.1234,0.480397,0.650097,0.512967,0.816527,0,#4682B4,0
5,2.4773,0.556462,0.654899,0.50959,0.789732,0,#4682B4,0
5,2.8312,0.548693,0.650581,0.515835,0.821518,0,#4682B4,0
5,3.1851,0.486553,0.649722,0.50521,0.807332,0,#4682B4,0
5,3.539,0.532351,0.652483,0.520254,0.803174,0,#4682B4,0
5,3.8929,0.514668,0.661916,0.516681,0.817281,0,#4682B4,0
5,4.2468,0.519232,0.66594,0.513391,0.80785,0,#4682B4,0
5,4.6007,0.544406,0.653358,0.5109,0.813318,0,#4682B4,0
5,4.9546,0.498351,0.653003,0.52314,0.813808,0,#4682B4,0
5,5.3085,0.516105,0.650415,0.514181,0.808392,0,#4682B4,0
5,5.6624,0.516014,0.64938,0.499119,0.799759,0,#4682B4,0
5,6.0162,0.41922,0.651925,0.510415,0.803536,0,#4682B4,0
